,legacy_id,num_bikes_available,num_bikes_disabled,is_returning,num_docks_disabled,is_installed,is_renting,eightd_has_available_keys,station_id,station_status,num_ebikes_available,last_reported,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
49,57,1,0,True,0,True,True,True,57,active,0,2020-08-20 22:30:54+00:00,13,,,2020-08-20 22:32:15,2020
50,58,8,1,True,0,True,True,True,58,active,0,2020-08-20 22:30:53+00:00,10,,,2020-08-20 22:32:15,2020
51,59,7,0,True,0,True,True,True,59,active,0,2020-08-20 22:31:16+00:00,12,,,2020-08-20 22:32:15,2020
52,60,16,0,True,0,True,True,False,60,active,0,2020-08-20 22:32:02+00:00,3,"{'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'active': True, 'off_dock_count': 16, 'valet_revision': 87}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-20 22:32:15,2020
53,61,16,0,True,0,True,True,False,61,active,0,2020-08-20 22:29:32+00:00,3,,,2020-08-20 22:32:15,2020
54,63,4,0,True,0,True,True,False,63,active,0,2020-08-20 22:26:57+00:00,11,,,2020-08-20 22:32:15,2020
55,64,11,0,True,0,True,True,False,64,active,0,2020-08-20 22:19:41+00:00,8,,,2020-08-20 22:32:15,2020
56,65,5,1,True,0,True,True,False,65,active,0,2020-08-20 22:02:00+00:00,17,,,2020-08-20 22:32:15,2020
57,66,4,0,True,0,True,True,False,66,active,0,2020-08-20 22:31:16+00:00,11,,,2020-08-20 22:32:15,2020
58,67,16,1,True,0,True,True,True,67,active,0,2020-08-20 22:31:25+00:00,10,,,2020-08-20 22:32:15,2020
59,68,15,0,True,0,True,True,True,68,active,0,2020-08-20 22:31:47+00:00,4,,,2020-08-20 22:32:15,2020
60,69,13,0,True,0,True,True,True,69,active,0,2020-08-20 22:31:05+00:00,6,,,2020-08-20 22:32:15,2020
61,70,23,0,True,0,True,True,False,70,active,0,2020-08-20 22:24:26+00:00,0,,,2020-08-20 22:32:15,2020
62,71,15,1,True,0,True,True,False,71,active,0,2020-08-20 22:27:45+00:00,7,,,2020-08-20 22:32:15,2020
63,72,10,0,True,0,True,True,False,72,active,0,2020-08-20 22:28:05+00:00,13,,,2020-08-20 22:32:15,2020
64,73,5,0,True,0,True,True,False,73,active,0,2020-08-20 22:31:31+00:00,10,,,2020-08-20 22:32:15,2020
65,74,10,0,True,0,True,True,True,74,active,0,2020-08-20 22:29:52+00:00,9,,,2020-08-20 22:32:15,2020
66,75,0,1,True,0,True,True,False,75,active,0,2020-08-20 22:30:03+00:00,14,,,2020-08-20 22:32:15,2020
67,76,8,2,True,0,True,True,False,76,active,0,2020-08-20 22:30:10+00:00,7,,,2020-08-20 22:32:15,2020
68,77,2,0,True,0,True,True,False,77,active,0,2020-08-20 22:29:03+00:00,13,,,2020-08-20 22:32:15,2020
69,78,15,0,True,0,True,True,False,78,active,0,2020-08-20 22:24:56+00:00,4,,,2020-08-20 22:32:15,2020
70,79,4,2,True,0,True,True,False,79,active,0,2020-08-20 22:25:47+00:00,13,,,2020-08-20 22:32:15,2020
71,80,11,0,True,0,True,True,False,80,active,0,2020-08-20 22:32:04+00:00,24,,,2020-08-20 22:32:15,2020
72,81,7,0,True,0,True,True,False,81,active,0,2020-08-20 22:25:36+00:00,12,,,2020-08-20 22:32:15,2020
73,82,3,1,True,0,True,True,False,82,active,0,2020-08-20 22:22:22+00:00,11,,,2020-08-20 22:32:15,2020
74,84,7,0,True,0,True,True,False,84,active,0,2020-08-20 22:09:44+00:00,8,,,2020-08-20 22:32:15,2020
75,85,0,0,True,0,True,True,False,85,active,0,2020-08-20 22:29:05+00:00,19,,,2020-08-20 22:32:15,2020
76,86,1,0,True,0,True,True,False,86,active,0,2020-08-20 22:26:36+00:00,18,,,2020-08-20 22:32:15,2020
77,87,1,1,True,0,True,True,False,87,active,0,2020-08-20 22:32:03+00:00,13,,,2020-08-20 22:32:15,2020
78,89,7,0,True,0,True,True,False,89,active,0,2020-08-20 22:29:36+00:00,12,,,2020-08-20 22:32:15,2020
79,90,7,0,True,0,True,True,False,90,active,0,2020-08-20 22:31:58+00:00,12,,,2020-08-20 22:32:15,2020
80,91,4,0,True,0,True,True,False,91,active,0,2020-08-20 22:28:01+00:00,15,,,2020-08-20 22:32:15,2020
81,92,9,1,True,0,True,True,False,92,active,0,2020-08-20 21:45:43+00:00,9,,,2020-08-20 22:32:15,2020
82,93,15,0,True,0,True,True,False,93,active,0,2020-08-20 21:54:05+00:00,0,,,2020-08-20 22:32:15,2020
83,94,6,1,True,0,True,True,False,94,active,0,2020-08-20 22:22:50+00:00,4,,,2020-08-20 22:32:15,2020
84,95,6,1,True,0,True,True,False,95,active,0,2020-08-20 22:26:42+00:00,8,,,2020-08-20 22:32:15,2020
85,96,12,1,True,0,True,True,False,96,active,0,2020-08-20 22:12:27+00:00,6,,,2020-08-20 22:32:15,2020
86,97,4,0,True,0,True,True,False,97,active,0,2020-08-20 22:29:53+00:00,15,,,2020-08-20 22:32:15,2020
87,98,13,0,True,0,True,True,False,98,active,0,2020-08-20 22:26:21+00:00,10,,,2020-08-20 22:32:15,2020
88,99,6,2,True,0,True,True,False,99,active,0,2020-08-20 22:11:50+00:00,7,,,2020-08-20 22:32:15,2020
89,100,13,1,True,0,True,True,True,100,active,0,2020-08-20 22:30:17+00:00,11,,,2020-08-20 22:32:15,2020
90,101,5,0,True,0,True,True,False,101,active,0,2020-08-20 21:51:49+00:00,10,,,2020-08-20 22:32:15,2020
91,102,1,0,True,0,True,True,False,102,active,0,2020-08-20 22:31:52+00:00,14,,,2020-08-20 22:32:15,2020
92,103,9,0,True,0,True,True,False,103,active,0,2020-08-20 22:25:32+00:00,6,,,2020-08-20 22:32:15,2020
93,104,3,0,True,0,True,True,False,104,active,0,2020-08-20 22:14:55+00:00,16,,,2020-08-20 22:32:15,2020
94,105,1,1,True,0,True,True,False,105,active,0,2020-08-20 22:25:16+00:00,17,,,2020-08-20 22:32:15,2020
95,106,6,0,True,0,True,True,False,106,active,0,2020-08-20 21:46:28+00:00,9,,,2020-08-20 22:32:15,2020
96,107,2,0,True,0,True,True,False,107,active,0,2020-08-20 22:31:14+00:00,17,,,2020-08-20 22:32:15,2020
97,108,3,0,True,0,True,True,False,108,active,0,2020-08-20 22:16:42+00:00,14,,,2020-08-20 22:32:15,2020
98,109,3,0,True,0,True,True,False,109,active,0,2020-08-20 19:56:10+00:00,32,,,2020-08-20 22:32:15,2020
99,110,4,1,True,0,True,True,False,110,active,0,2020-08-20 22:19:39+00:00,10,,,2020-08-20 22:32:15,2020
100,111,5,0,True,0,True,True,False,111,active,0,2020-08-20 18:13:42+00:00,10,,,2020-08-20 22:32:15,2020
101,112,1,0,True,0,True,True,False,112,active,0,2020-08-20 22:15:18+00:00,14,,,2020-08-20 22:32:15,2020
102,113,4,2,True,0,True,True,False,113,active,0,2020-08-20 22:29:40+00:00,9,,,2020-08-20 22:32:15,2020
103,114,3,0,True,0,True,True,False,114,active,0,2020-08-20 22:09:10+00:00,12,,,2020-08-20 22:32:15,2020
104,115,8,0,True,0,True,True,False,115,active,0,2020-08-20 22:23:30+00:00,11,,,2020-08-20 22:32:15,2020
105,116,2,0,True,0,True,True,False,116,active,0,2020-08-20 22:19:37+00:00,21,,,2020-08-20 22:32:15,2020
106,117,2,0,True,0,True,True,False,117,active,0,2020-08-20 22:25:00+00:00,17,,,2020-08-20 22:32:15,2020
107,118,14,1,True,0,True,True,False,118,active,0,2020-08-20 22:28:13+00:00,4,,,2020-08-20 22:32:15,2020
108,119,4,0,True,0,True,True,False,119,active,0,2020-08-20 22:30:17+00:00,11,,,2020-08-20 22:32:15,2020
109,120,6,1,True,0,True,True,False,120,active,0,2020-08-20 22:31:53+00:00,8,,,2020-08-20 22:32:15,2020
110,121,2,0,True,0,True,True,False,121,active,0,2020-08-20 22:29:57+00:00,15,,,2020-08-20 22:32:15,2020
111,122,12,1,True,0,True,True,False,122,active,0,2020-08-20 22:24:46+00:00,2,,,2020-08-20 22:32:15,2020
112,124,0,0,True,0,True,True,False,124,active,0,2020-08-20 19:43:43+00:00,15,,,2020-08-20 22:32:15,2020
113,125,3,1,True,0,True,True,False,125,active,0,2020-08-20 22:27:01+00:00,11,,,2020-08-20 22:32:15,2020
114,126,12,2,True,0,True,True,False,126,active,0,2020-08-20 19:28:56+00:00,1,,,2020-08-20 22:32:15,2020
115,128,4,0,True,0,True,True,False,128,active,0,2020-08-20 22:24:30+00:00,15,,,2020-08-20 22:32:15,2020
116,129,3,0,True,0,True,True,False,129,active,0,2020-08-20 21:35:50+00:00,16,,,2020-08-20 22:32:15,2020
117,130,11,0,True,0,True,True,False,130,active,0,2020-08-20 22:16:50+00:00,4,,,2020-08-20 22:32:15,2020
118,131,15,0,True,0,True,True,False,131,active,0,2020-08-20 22:32:03+00:00,3,,,2020-08-20 22:32:15,2020
119,133,11,0,True,0,True,True,False,133,active,0,2020-08-20 22:19:58+00:00,12,,,2020-08-20 22:32:15,2020
120,135,0,0,True,0,True,True,False,135,active,0,2020-08-20 21:39:52+00:00,17,,,2020-08-20 22:32:15,2020
121,136,0,0,True,0,True,True,False,136,active,0,2020-08-20 21:34:48+00:00,19,,,2020-08-20 22:32:15,2020
122,137,6,0,True,0,True,True,False,137,active,0,2020-08-20 22:28:44+00:00,9,,,2020-08-20 22:32:15,2020
123,138,3,2,True,0,True,True,False,138,active,0,2020-08-20 22:20:11+00:00,10,,,2020-08-20 22:32:15,2020
124,139,4,0,True,0,True,True,False,139,active,0,2020-08-20 22:26:09+00:00,15,,,2020-08-20 22:32:15,2020
125,140,12,0,True,0,True,True,False,140,active,0,2020-08-20 22:19:44+00:00,5,,,2020-08-20 22:32:15,2020
126,141,7,0,True,0,True,True,False,141,active,0,2020-08-20 22:27:36+00:00,8,,,2020-08-20 22:32:15,2020
127,142,16,0,True,0,True,True,False,142,active,0,2020-08-20 22:27:50+00:00,7,,,2020-08-20 22:32:15,2020
128,143,7,0,True,0,True,True,False,143,active,0,2020-08-20 22:21:26+00:00,16,,,2020-08-20 22:32:15,2020
129,144,17,0,True,0,True,True,False,144,active,0,2020-08-20 21:35:30+00:00,2,,,2020-08-20 22:32:15,2020
130,145,18,0,True,0,True,True,False,145,active,0,2020-08-20 22:25:44+00:00,1,,,2020-08-20 22:32:15,2020
131,146,11,1,True,0,True,True,False,146,active,0,2020-08-20 22:22:29+00:00,7,,,2020-08-20 22:32:15,2020
132,149,6,2,True,0,True,True,True,149,active,0,2020-08-20 22:18:47+00:00,10,,,2020-08-20 22:32:15,2020
133,150,8,0,True,0,True,True,False,150,active,0,2020-08-20 22:29:21+00:00,11,,,2020-08-20 22:32:15,2020
134,151,1,0,True,0,True,True,False,151,active,0,2020-08-20 22:28:15+00:00,18,,,2020-08-20 22:32:15,2020
135,152,11,0,True,0,True,True,True,152,active,0,2020-08-20 22:28:19+00:00,4,,,2020-08-20 22:32:15,2020
136,156,9,1,True,0,True,True,False,156,active,0,2020-08-20 22:25:19+00:00,5,,,2020-08-20 22:32:15,2020
137,157,10,0,True,0,True,True,False,157,active,0,2020-08-20 22:31:49+00:00,5,,,2020-08-20 22:32:15,2020
138,159,1,0,True,0,True,True,False,159,active,0,2020-08-20 22:29:32+00:00,14,,,2020-08-20 22:32:15,2020
139,160,11,0,True,0,True,True,True,160,active,0,2020-08-20 22:31:27+00:00,3,,,2020-08-20 22:32:15,2020
140,161,2,0,True,0,True,True,True,161,active,0,2020-08-20 22:31:47+00:00,21,,,2020-08-20 22:32:15,2020
141,162,6,0,True,0,True,True,False,162,active,0,2020-08-20 19:32:17+00:00,9,,,2020-08-20 22:32:15,2020
142,163,16,0,True,0,True,True,True,163,active,0,2020-08-20 22:18:44+00:00,3,,,2020-08-20 22:32:15,2020
143,167,3,0,True,0,True,True,False,167,active,0,2020-08-20 22:10:44+00:00,12,,,2020-08-20 22:32:15,2020
144,169,3,0,True,0,True,True,False,169,active,0,2020-08-20 22:13:33+00:00,16,,,2020-08-20 22:32:15,2020
145,170,8,0,True,0,True,True,True,170,active,0,2020-08-20 18:42:46+00:00,6,,,2020-08-20 22:32:15,2020
146,171,10,0,True,0,True,True,True,171,active,0,2020-08-20 20:46:23+00:00,13,,,2020-08-20 22:32:15,2020
147,173,7,0,True,0,True,True,True,173,active,0,2020-08-20 22:13:49+00:00,7,,,2020-08-20 22:32:15,2020
148,174,4,0,True,0,True,True,False,174,active,0,2020-08-20 22:24:10+00:00,11,,,2020-08-20 22:32:15,2020
149,175,6,2,True,0,True,True,True,175,active,0,2020-08-20 22:27:47+00:00,9,,,2020-08-20 22:32:15,2020
150,176,10,0,True,0,True,True,False,176,active,0,2020-08-20 22:28:18+00:00,5,,,2020-08-20 22:32:15,2020
151,177,5,2,True,0,True,True,False,177,active,0,2020-08-20 22:29:47+00:00,12,,,2020-08-20 22:32:15,2020
152,178,3,0,True,0,True,True,False,178,active,0,2020-08-20 22:31:52+00:00,16,,,2020-08-20 22:32:15,2020
153,179,16,0,True,0,True,True,False,179,active,0,2020-08-20 22:27:54+00:00,9,,,2020-08-20 22:32:15,2020
154,180,16,0,True,0,True,True,False,180,active,0,2020-08-20 22:17:02+00:00,3,,,2020-08-20 22:32:15,2020
155,181,7,0,True,0,True,True,False,181,active,0,2020-08-20 22:26:40+00:00,12,,,2020-08-20 22:32:15,2020
156,182,5,0,True,0,True,True,True,182,active,0,2020-08-20 21:24:54+00:00,14,,,2020-08-20 22:32:15,2020
157,183,2,0,True,0,True,True,False,183,active,0,2020-08-20 22:31:13+00:00,17,,,2020-08-20 22:32:15,2020
158,184,0,0,True,0,True,True,False,184,active,0,2020-08-20 22:13:11+00:00,19,,,2020-08-20 22:32:15,2020
159,185,2,0,True,0,True,True,False,185,active,0,2020-08-20 22:22:03+00:00,13,,,2020-08-20 22:32:15,2020
160,186,10,0,True,0,True,True,True,186,active,0,2020-08-20 22:30:24+00:00,5,,,2020-08-20 22:32:15,2020
161,187,0,0,True,0,True,True,False,187,active,0,2020-08-20 20:35:53+00:00,15,,,2020-08-20 22:32:15,2020
162,188,13,0,True,0,True,True,False,188,active,0,2020-08-20 22:30:55+00:00,2,,,2020-08-20 22:32:15,2020
163,189,5,1,True,0,True,True,True,189,active,0,2020-08-20 22:28:05+00:00,17,,,2020-08-20 22:32:15,2020
164,190,2,1,True,0,True,True,True,190,active,0,2020-08-20 22:30:48+00:00,34,,,2020-08-20 22:32:15,2020
165,191,1,0,True,0,True,True,False,191,active,0,2020-08-20 22:07:50+00:00,14,,,2020-08-20 22:32:15,2020
166,192,10,0,True,0,True,True,False,192,active,0,2020-08-20 22:09:20+00:00,9,,,2020-08-20 22:32:15,2020
167,193,1,0,True,0,True,True,True,193,active,0,2020-08-20 21:47:00+00:00,14,,,2020-08-20 22:32:15,2020
168,194,2,0,True,0,True,True,False,194,active,0,2020-08-20 20:58:03+00:00,17,,,2020-08-20 22:32:15,2020
169,195,8,0,True,0,True,True,False,195,active,0,2020-08-20 22:27:54+00:00,15,,,2020-08-20 22:32:15,2020
170,196,2,0,True,0,True,True,False,196,active,0,2020-08-20 21:12:36+00:00,8,,,2020-08-20 22:32:15,2020
171,197,7,1,True,0,True,True,False,197,active,0,2020-08-20 20:10:46+00:00,7,,,2020-08-20 22:32:15,2020
172,199,8,0,True,0,True,True,False,199,active,0,2020-08-20 14:19:54+00:00,7,,,2020-08-20 22:32:15,2020
173,200,19,0,True,0,True,True,False,200,active,0,2020-08-20 22:22:07+00:00,0,,,2020-08-20 22:32:15,2020
174,201,3,0,True,0,True,True,False,201,active,0,2020-08-20 22:30:26+00:00,12,,,2020-08-20 22:32:15,2020
175,202,3,0,True,0,True,True,False,202,active,0,2020-08-20 22:22:54+00:00,12,,,2020-08-20 22:32:15,2020
176,203,6,0,True,0,True,True,False,203,active,0,2020-08-20 16:40:31+00:00,9,,,2020-08-20 22:32:15,2020
177,204,3,0,True,0,True,True,False,204,active,0,2020-08-20 20:01:48+00:00,12,,,2020-08-20 22:32:15,2020
178,205,2,0,True,0,True,True,False,205,active,0,2020-08-20 21:59:21+00:00,13,,,2020-08-20 22:32:15,2020
179,206,0,0,True,0,True,True,True,206,active,0,2020-08-20 22:26:48+00:00,23,,,2020-08-20 22:32:15,2020
180,208,9,1,True,0,True,True,True,208,active,0,2020-08-20 22:06:24+00:00,5,,,2020-08-20 22:32:15,2020
181,209,11,1,True,0,True,True,False,209,active,0,2020-08-20 21:02:05+00:00,3,,,2020-08-20 22:32:15,2020
182,210,0,1,True,0,True,True,False,210,active,0,2020-08-20 18:49:02+00:00,14,,,2020-08-20 22:32:15,2020
183,211,8,0,True,0,True,True,False,211,active,0,2020-08-20 22:27:40+00:00,11,,,2020-08-20 22:32:15,2020
184,212,7,0,True,0,True,True,False,212,active,0,2020-08-20 21:39:23+00:00,26,,,2020-08-20 22:32:15,2020
185,213,2,0,True,0,True,True,True,213,active,0,2020-08-20 20:44:31+00:00,14,,,2020-08-20 22:32:15,2020
186,214,4,0,True,0,True,True,False,214,active,0,2020-08-20 22:13:30+00:00,11,,,2020-08-20 22:32:15,2020
187,215,7,4,True,0,True,True,False,215,active,0,2020-08-20 20:28:11+00:00,4,,,2020-08-20 22:32:15,2020
188,216,11,0,True,0,True,True,False,216,active,0,2020-08-20 21:35:16+00:00,8,,,2020-08-20 22:32:15,2020
189,217,3,0,True,0,True,True,False,217,active,0,2020-08-20 22:01:44+00:00,16,,,2020-08-20 22:32:15,2020
190,218,15,0,True,0,True,True,False,218,active,0,2020-08-20 22:22:10+00:00,0,,,2020-08-20 22:32:15,2020
191,219,5,0,True,0,True,True,False,219,active,0,2020-08-20 21:16:00+00:00,10,,,2020-08-20 22:32:15,2020
192,221,10,2,True,0,True,True,False,221,active,0,2020-08-20 22:16:27+00:00,7,,,2020-08-20 22:32:15,2020
193,222,3,0,True,0,True,True,True,222,active,0,2020-08-20 21:25:11+00:00,11,,,2020-08-20 22:32:15,2020
194,224,11,2,True,0,True,True,False,224,active,0,2020-08-20 22:16:56+00:00,4,,,2020-08-20 22:32:15,2020
195,225,1,2,True,0,True,True,False,225,active,0,2020-08-20 22:31:42+00:00,16,,,2020-08-20 22:32:15,2020
196,226,8,0,True,0,True,True,False,226,active,0,2020-08-20 22:26:43+00:00,7,,,2020-08-20 22:32:15,2020
197,227,12,0,True,0,True,True,False,227,active,0,2020-08-20 22:22:43+00:00,7,,,2020-08-20 22:32:15,2020
198,228,9,0,True,0,True,True,False,228,active,0,2020-08-20 22:10:11+00:00,10,,,2020-08-20 22:32:15,2020
199,232,0,0,True,0,True,True,False,232,active,0,2020-08-20 22:06:46+00:00,11,,,2020-08-20 22:32:15,2020
200,233,14,0,True,0,True,True,False,233,active,0,2020-08-20 22:23:15+00:00,1,,,2020-08-20 22:32:15,2020
201,234,6,0,True,0,True,True,False,234,active,0,2020-08-20 22:00:42+00:00,9,,,2020-08-20 22:32:15,2020
202,235,5,0,True,0,True,True,False,235,active,0,2020-08-20 22:15:31+00:00,10,,,2020-08-20 22:32:15,2020
203,236,8,0,True,0,True,True,False,236,active,0,2020-08-20 22:21:36+00:00,7,,,2020-08-20 22:32:15,2020
204,239,3,3,True,0,True,True,False,239,active,0,2020-08-20 22:12:43+00:00,9,,,2020-08-20 22:32:15,2020
205,255,6,0,True,0,True,True,False,255,active,0,2020-08-19 14:52:54+00:00,9,,,2020-08-20 22:32:15,2020
206,258,12,0,True,0,True,True,False,258,active,0,2020-08-20 22:20:39+00:00,3,,,2020-08-20 22:32:15,2020
207,259,9,0,True,0,True,True,False,259,active,0,2020-08-20 08:49:49+00:00,6,,,2020-08-20 22:32:15,2020
208,260,5,0,True,0,True,True,False,260,active,0,2020-08-20 21:42:06+00:00,10,,,2020-08-20 22:32:15,2020
209,271,9,0,True,0,True,True,False,271,active,0,2020-08-20 17:32:17+00:00,6,,,2020-08-20 22:32:15,2020
210,272,9,0,True,0,True,True,False,272,active,0,2020-08-20 21:57:30+00:00,10,,,2020-08-20 22:32:15,2020
211,273,31,0,True,0,True,True,False,273,active,0,2020-08-20 22:24:36+00:00,9,,,2020-08-20 22:32:15,2020
212,279,19,0,True,0,True,True,False,279,active,0,2020-08-20 22:21:41+00:00,0,,,2020-08-20 22:32:15,2020
213,280,15,0,True,0,True,True,False,280,active,0,2020-08-20 22:29:09+00:00,4,,,2020-08-20 22:32:15,2020
214,282,14,0,True,0,True,True,False,282,active,0,2020-08-20 22:31:45+00:00,1,,,2020-08-20 22:32:15,2020
215,296,8,1,True,0,True,True,False,296,active,0,2020-08-20 22:27:05+00:00,14,,,2020-08-20 22:32:15,2020
216,318,1,0,True,0,True,True,False,318,active,0,2020-08-20 22:29:47+00:00,18,,,2020-08-20 22:32:15,2020
217,319,3,0,True,0,True,True,False,319,active,0,2020-08-20 22:26:35+00:00,22,,,2020-08-20 22:32:15,2020
218,327,8,0,True,0,True,True,False,327,active,0,2020-08-20 22:01:21+00:00,7,,,2020-08-20 22:32:15,2020
219,328,4,0,True,0,True,True,False,328,active,0,2020-08-20 22:27:39+00:00,11,,,2020-08-20 22:32:15,2020
