,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,14,3,0,True,active,1,2020-07-31 01:18:13+00:00,0,3,True,,,2020-07-31 01:46:00,2020
1,0,True,True,0,4,0,True,active,19,2020-07-31 01:26:25+00:00,0,4,False,,,2020-07-31 01:46:00,2020
2,0,True,True,2,5,0,True,active,13,2020-07-31 01:31:45+00:00,0,5,False,,,2020-07-31 01:46:00,2020
3,0,True,True,12,6,0,True,active,3,2020-07-31 01:40:56+00:00,0,6,False,,,2020-07-31 01:46:00,2020
4,1,True,True,1,7,0,True,active,13,2020-07-31 00:57:51+00:00,0,7,False,,,2020-07-31 01:46:00,2020
5,2,True,True,2,8,0,True,active,15,2020-07-31 01:09:31+00:00,0,8,False,,,2020-07-31 01:46:00,2020
6,0,True,True,6,9,0,True,active,9,2020-07-31 01:07:24+00:00,0,9,False,,,2020-07-31 01:46:00,2020
7,0,True,True,2,10,0,True,active,9,2020-07-31 01:10:40+00:00,0,10,False,,,2020-07-31 01:46:00,2020
8,0,True,True,15,11,0,True,active,0,2020-07-31 00:27:33+00:00,0,11,False,,,2020-07-31 01:46:00,2020
9,1,True,True,16,12,0,True,active,1,2020-07-31 01:13:25+00:00,0,12,True,,,2020-07-31 01:46:00,2020
10,0,True,True,18,13,0,True,active,1,2020-07-31 00:27:44+00:00,0,13,False,,,2020-07-31 01:46:00,2020
11,0,True,True,25,14,0,True,active,0,2020-07-31 01:44:00+00:00,0,14,False,,,2020-07-31 01:46:00,2020
12,1,True,True,3,15,0,True,active,11,2020-07-31 01:11:40+00:00,0,15,False,,,2020-07-31 01:46:00,2020
13,2,True,True,14,16,0,True,active,3,2020-07-31 01:21:46+00:00,0,16,True,,,2020-07-31 01:46:00,2020
14,0,True,True,11,17,0,True,active,4,2020-07-31 01:12:42+00:00,0,17,False,,,2020-07-31 01:46:00,2020
15,0,True,True,4,19,0,True,active,11,2020-07-31 01:24:20+00:00,0,19,False,,,2020-07-31 01:46:00,2020
16,0,True,True,12,20,0,True,active,11,2020-07-31 01:41:45+00:00,0,20,True,,,2020-07-31 01:46:00,2020
17,0,True,True,15,21,0,True,active,3,2020-07-31 01:07:17+00:00,0,21,True,,,2020-07-31 01:46:00,2020
18,0,True,True,40,22,0,True,active,7,2020-07-31 00:46:14+00:00,0,22,True,,,2020-07-31 01:46:00,2020
19,0,True,True,19,23,0,True,active,2,2020-07-31 01:39:32+00:00,0,23,True,,,2020-07-31 01:46:00,2020
20,0,True,True,2,24,0,True,active,17,2020-07-31 01:32:02+00:00,0,24,False,,,2020-07-31 01:46:00,2020
21,0,True,True,5,25,0,True,active,10,2020-07-31 00:33:00+00:00,0,25,False,,,2020-07-31 01:46:00,2020
22,2,True,True,12,26,0,True,active,1,2020-07-31 01:24:52+00:00,0,26,False,,,2020-07-31 01:46:00,2020
23,2,True,True,7,27,0,True,active,14,2020-07-31 01:25:22+00:00,0,27,False,,,2020-07-31 01:46:00,2020
