,num_bikes_available,valet,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,8,"{'off_dock_capacity': 0, 'valet_revision': 3, 'off_dock_count': 6, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",2020-08-01 22:57:26+00:00,True,296,0,active,0,0,296,True,True,False,15,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-01 23:43:15,2020
1,1,,2020-08-01 23:36:20+00:00,True,3,0,active,0,0,3,True,True,True,14,,2020-08-01 23:43:15,2020
2,0,,2020-08-01 23:42:51+00:00,True,4,0,active,0,0,4,True,True,False,19,,2020-08-01 23:43:15,2020
3,1,,2020-08-01 23:34:51+00:00,True,5,0,active,0,0,5,True,True,False,14,,2020-08-01 23:43:15,2020
4,3,,2020-08-01 23:24:48+00:00,True,6,0,active,0,0,6,True,True,False,12,,2020-08-01 23:43:15,2020
5,14,,2020-08-01 23:38:25+00:00,True,7,0,active,0,0,7,True,True,False,1,,2020-08-01 23:43:15,2020
6,7,,2020-08-01 23:36:53+00:00,True,8,2,active,0,0,8,True,True,False,10,,2020-08-01 23:43:15,2020
7,6,,2020-08-01 23:35:52+00:00,True,9,0,active,0,0,9,True,True,False,9,,2020-08-01 23:43:15,2020
8,2,,2020-08-01 23:21:32+00:00,True,10,1,active,0,0,10,True,True,False,8,,2020-08-01 23:43:15,2020
9,12,,2020-08-01 23:42:23+00:00,True,11,1,active,0,0,11,True,True,False,2,,2020-08-01 23:43:15,2020
10,0,,2020-08-01 23:36:05+00:00,True,12,2,active,0,0,12,True,True,True,16,,2020-08-01 23:43:15,2020
11,10,,2020-08-01 23:41:33+00:00,True,13,0,active,0,0,13,True,True,False,9,,2020-08-01 23:43:15,2020
12,0,,2020-08-01 23:39:55+00:00,True,14,2,active,0,0,14,True,True,False,23,,2020-08-01 23:43:15,2020
13,5,,2020-08-01 23:20:44+00:00,True,15,1,active,0,0,15,True,True,False,9,,2020-08-01 23:43:15,2020
14,13,,2020-08-01 23:08:21+00:00,True,16,1,active,0,0,16,True,True,True,5,,2020-08-01 23:43:15,2020
15,4,,2020-08-01 23:40:55+00:00,True,17,0,active,0,0,17,True,True,False,11,,2020-08-01 23:43:15,2020
16,2,,2020-08-01 23:29:25+00:00,True,19,1,active,0,0,19,True,True,False,12,,2020-08-01 23:43:15,2020
17,5,,2020-08-01 23:43:11+00:00,True,20,0,active,0,0,20,True,True,True,18,,2020-08-01 23:43:15,2020
18,7,,2020-08-01 23:34:27+00:00,True,21,0,active,0,0,21,True,True,True,11,,2020-08-01 23:43:15,2020
19,3,,2020-08-01 23:30:11+00:00,True,22,2,active,0,0,22,True,True,True,42,,2020-08-01 23:43:15,2020
20,5,,2020-08-01 23:42:38+00:00,True,23,0,active,0,0,23,True,True,True,16,,2020-08-01 23:43:15,2020
21,18,,2020-08-01 23:25:56+00:00,True,24,1,active,0,0,24,True,True,False,0,,2020-08-01 23:43:15,2020
22,0,,2020-08-01 23:35:56+00:00,True,25,1,active,0,0,25,True,True,False,14,,2020-08-01 23:43:15,2020
23,4,,2020-08-01 23:41:47+00:00,True,26,0,active,0,0,26,True,True,False,11,,2020-08-01 23:43:15,2020
24,1,,2020-08-01 23:31:55+00:00,True,27,4,active,0,0,27,True,True,False,18,,2020-08-01 23:43:15,2020
25,6,,2020-08-01 22:55:33+00:00,True,29,0,active,0,0,29,True,True,False,9,,2020-08-01 23:43:15,2020
26,0,,2020-08-01 23:26:40+00:00,True,30,2,active,0,0,30,True,True,False,13,,2020-08-01 23:43:15,2020
27,15,,2020-08-01 23:16:51+00:00,True,31,2,active,0,0,31,True,True,True,2,,2020-08-01 23:43:15,2020
28,5,,2020-08-01 23:41:52+00:00,True,32,3,active,0,0,32,True,True,False,7,,2020-08-01 23:43:15,2020
29,16,,2020-08-01 23:43:04+00:00,True,33,1,active,0,0,33,True,True,False,10,,2020-08-01 23:43:15,2020
