,num_bikes_available,num_docks_disabled,legacy_id,eightd_has_available_keys,num_docks_available,is_installed,num_bikes_disabled,last_reported,num_ebikes_available,is_renting,is_returning,station_id,station_status,timestamp_of_data_read_request,year_station_last_reported
0,7,0,3,False,7,True,1,2020-08-12 20:43:39+00:00,0,True,True,3,active,2020-08-12 20:57:30,2020
1,11,0,4,False,8,True,0,2020-08-12 20:15:48+00:00,0,True,True,4,active,2020-08-12 20:57:30,2020
2,9,0,5,False,6,True,0,2020-08-12 20:35:01+00:00,0,True,True,5,active,2020-08-12 20:57:30,2020
3,5,0,6,False,8,True,2,2020-08-12 20:50:40+00:00,0,True,True,6,active,2020-08-12 20:57:30,2020
4,9,0,7,False,5,True,1,2020-08-12 20:54:15+00:00,0,True,True,7,active,2020-08-12 20:57:30,2020
5,9,0,8,False,10,True,0,2020-08-12 20:47:28+00:00,0,True,True,8,active,2020-08-12 20:57:30,2020
6,7,0,9,False,7,True,1,2020-08-12 20:55:43+00:00,0,True,True,9,active,2020-08-12 20:57:30,2020
7,4,0,10,False,7,True,0,2020-08-12 20:50:04+00:00,0,True,True,10,active,2020-08-12 20:57:30,2020
8,7,0,11,False,7,True,1,2020-08-12 20:53:00+00:00,0,True,True,11,active,2020-08-12 20:57:30,2020
9,16,0,12,True,2,True,0,2020-08-12 20:43:08+00:00,0,True,True,12,active,2020-08-12 20:57:30,2020
10,1,0,13,False,17,True,1,2020-08-12 20:47:56+00:00,0,True,True,13,active,2020-08-12 20:57:30,2020
11,13,0,14,False,11,True,1,2020-08-12 20:52:49+00:00,0,True,True,14,active,2020-08-12 20:57:30,2020
12,14,0,15,False,0,True,1,2020-08-12 20:34:13+00:00,0,True,True,15,active,2020-08-12 20:57:30,2020
13,6,0,16,True,13,True,0,2020-08-12 20:49:53+00:00,0,True,True,16,active,2020-08-12 20:57:30,2020
14,4,0,17,False,10,True,1,2020-08-12 20:33:22+00:00,0,True,True,17,active,2020-08-12 20:57:30,2020
15,4,0,19,False,11,True,0,2020-08-12 20:48:40+00:00,0,True,True,19,active,2020-08-12 20:57:30,2020
16,17,0,20,True,6,True,0,2020-08-12 20:57:05+00:00,0,True,True,20,active,2020-08-12 20:57:30,2020
17,14,0,21,True,4,True,0,2020-08-12 20:44:43+00:00,0,True,True,21,active,2020-08-12 20:57:30,2020
18,12,0,22,True,35,True,0,2020-08-12 20:50:02+00:00,0,True,True,22,active,2020-08-12 20:57:30,2020
19,10,0,23,False,11,True,0,2020-08-12 20:44:25+00:00,0,True,True,23,active,2020-08-12 20:57:30,2020
20,6,0,24,False,12,True,1,2020-08-12 20:30:31+00:00,0,True,True,24,active,2020-08-12 20:57:30,2020
21,5,0,25,False,9,True,1,2020-08-12 20:55:51+00:00,0,True,True,25,active,2020-08-12 20:57:30,2020
22,13,0,26,False,2,True,0,2020-08-12 20:49:40+00:00,0,True,True,26,active,2020-08-12 20:57:30,2020
23,18,0,27,False,4,True,1,2020-08-12 20:45:10+00:00,0,True,True,27,active,2020-08-12 20:57:30,2020
24,10,0,29,False,5,True,0,2020-08-12 20:26:37+00:00,0,True,True,29,active,2020-08-12 20:57:30,2020
25,10,0,30,False,5,True,0,2020-08-12 20:54:04+00:00,0,True,True,30,active,2020-08-12 20:57:30,2020
26,5,0,31,True,14,True,0,2020-08-12 20:49:13+00:00,0,True,True,31,active,2020-08-12 20:57:30,2020
27,13,0,32,False,2,True,0,2020-08-12 20:39:09+00:00,0,True,True,32,active,2020-08-12 20:57:30,2020
28,6,0,33,False,20,True,1,2020-08-12 20:30:57+00:00,0,True,True,33,active,2020-08-12 20:57:30,2020
29,23,0,35,False,0,True,0,2020-08-12 20:56:39+00:00,0,True,True,35,active,2020-08-12 20:57:30,2020
30,9,0,36,True,24,True,0,2020-08-12 20:34:41+00:00,0,True,True,36,active,2020-08-12 20:57:30,2020
31,0,0,37,True,15,True,0,2020-08-12 18:30:37+00:00,0,True,True,37,active,2020-08-12 20:57:30,2020
32,8,0,39,False,13,True,2,2020-08-12 20:54:36+00:00,0,True,True,39,active,2020-08-12 20:57:30,2020
33,8,0,40,False,10,True,1,2020-08-12 20:52:13+00:00,0,True,True,40,active,2020-08-12 20:57:30,2020
34,5,0,41,True,22,True,0,2020-08-12 20:52:14+00:00,0,True,True,41,active,2020-08-12 20:57:30,2020
35,10,0,42,False,13,True,0,2020-08-12 20:39:12+00:00,0,True,True,42,active,2020-08-12 20:57:30,2020
36,8,0,43,True,7,True,0,2020-08-12 20:56:04+00:00,0,True,True,43,active,2020-08-12 20:57:30,2020
37,6,0,44,False,17,True,0,2020-08-12 20:21:27+00:00,0,True,True,44,active,2020-08-12 20:57:30,2020
38,5,0,46,False,12,True,2,2020-08-12 20:55:58+00:00,0,True,True,46,active,2020-08-12 20:57:30,2020
39,6,0,47,True,13,True,0,2020-08-12 20:57:23+00:00,0,True,True,47,active,2020-08-12 20:57:30,2020
40,6,0,48,False,13,True,0,2020-08-12 20:30:49+00:00,0,True,True,48,active,2020-08-12 20:57:30,2020
41,17,0,49,False,1,True,0,2020-08-12 20:41:22+00:00,0,True,True,49,active,2020-08-12 20:57:30,2020
42,3,0,50,True,12,True,0,2020-08-12 20:46:32+00:00,0,True,True,50,active,2020-08-12 20:57:30,2020
43,8,0,51,False,7,True,0,2020-08-12 20:26:07+00:00,0,True,True,51,active,2020-08-12 20:57:30,2020
44,13,0,52,True,10,True,0,2020-08-12 20:54:59+00:00,0,True,True,52,active,2020-08-12 20:57:30,2020
