,is_returning,is_installed,num_docks_available,is_renting,last_reported,num_bikes_disabled,num_bikes_available,legacy_id,station_id,num_docks_disabled,station_status,eightd_has_available_keys,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,True,1,True,2020-08-04 18:09:16+00:00,0,14,3,3,0,active,True,0,,,2020-08-04 18:54:15,2020
1,True,True,11,True,2020-08-04 18:47:24+00:00,1,7,4,4,0,active,False,0,,,2020-08-04 18:54:15,2020
2,True,True,12,True,2020-08-04 18:41:49+00:00,0,3,5,5,0,active,False,0,,,2020-08-04 18:54:15,2020
3,True,True,1,True,2020-08-04 18:48:29+00:00,1,13,6,6,0,active,False,0,,,2020-08-04 18:54:15,2020
4,True,True,3,True,2020-08-04 18:53:40+00:00,0,12,7,7,0,active,False,0,,,2020-08-04 18:54:15,2020
5,True,True,17,True,2020-08-04 18:43:20+00:00,0,2,8,8,0,active,False,0,,,2020-08-04 18:54:15,2020
6,True,True,8,True,2020-08-04 18:41:47+00:00,0,7,9,9,0,active,False,0,,,2020-08-04 18:54:15,2020
7,True,True,5,True,2020-08-04 18:53:31+00:00,1,5,10,10,0,active,False,0,,,2020-08-04 18:54:15,2020
8,True,True,6,True,2020-08-04 18:50:11+00:00,0,9,11,11,0,active,False,0,"{'region': 'BOS', 'valet_revision': 77, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 56, 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-04 18:54:15,2020
9,True,True,16,True,2020-08-04 18:52:50+00:00,0,2,12,12,0,active,True,0,,,2020-08-04 18:54:15,2020
10,True,True,6,True,2020-08-04 18:51:16+00:00,0,13,13,13,0,active,False,0,,,2020-08-04 18:54:15,2020
11,True,True,1,True,2020-08-04 18:50:06+00:00,1,23,14,14,0,active,False,0,,,2020-08-04 18:54:15,2020
12,True,True,6,True,2020-08-04 16:45:29+00:00,0,9,15,15,0,active,False,0,,,2020-08-04 18:54:15,2020
13,True,True,12,True,2020-08-04 18:42:08+00:00,0,7,16,16,0,active,True,0,,,2020-08-04 18:54:15,2020
14,True,True,11,True,2020-08-04 17:21:26+00:00,2,2,17,17,0,active,False,0,,,2020-08-04 18:54:15,2020
15,True,True,3,True,2020-08-04 17:06:30+00:00,2,9,19,19,1,active,False,0,,,2020-08-04 18:54:15,2020
16,True,True,18,True,2020-08-04 18:53:40+00:00,1,4,20,20,0,active,True,0,,,2020-08-04 18:54:15,2020
17,True,True,18,True,2020-08-04 18:20:12+00:00,0,0,21,21,0,active,True,0,,,2020-08-04 18:54:15,2020
18,True,True,41,True,2020-08-04 18:44:54+00:00,0,6,22,22,0,active,True,0,,,2020-08-04 18:54:15,2020
19,True,True,8,True,2020-08-04 18:54:01+00:00,1,12,23,23,0,active,True,0,,,2020-08-04 18:54:15,2020
20,True,True,14,True,2020-08-04 18:27:56+00:00,1,4,24,24,0,active,False,0,,,2020-08-04 18:54:15,2020
21,True,True,13,True,2020-08-04 18:52:35+00:00,0,2,25,25,0,active,False,0,,,2020-08-04 18:54:15,2020
22,True,True,12,True,2020-08-04 18:48:13+00:00,1,2,26,26,0,active,False,0,,,2020-08-04 18:54:15,2020
