,num_bikes_available,num_bikes_disabled,is_installed,legacy_id,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,station_status,last_reported,is_returning,station_id,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
175,1,0,True,202,0,14,0,True,active,2020-08-13 20:38:42+00:00,True,202,False,2020-08-14 03:15:45,2020
176,0,0,True,203,0,15,0,True,active,2020-08-13 14:09:27+00:00,True,203,False,2020-08-14 03:15:45,2020
177,1,1,True,204,0,13,0,True,active,2020-08-13 23:23:03+00:00,True,204,False,2020-08-14 03:15:45,2020
178,3,0,True,205,0,12,0,True,active,2020-08-14 01:05:54+00:00,True,205,False,2020-08-14 03:15:45,2020
179,2,1,True,206,0,20,0,True,active,2020-08-14 01:53:52+00:00,True,206,True,2020-08-14 03:15:45,2020
180,10,0,True,208,0,5,0,True,active,2020-08-14 00:41:20+00:00,True,208,True,2020-08-14 03:15:45,2020
181,8,0,True,209,0,7,0,True,active,2020-08-13 22:18:03+00:00,True,209,False,2020-08-14 03:15:45,2020
182,4,0,True,210,0,11,0,True,active,2020-08-14 00:34:46+00:00,True,210,False,2020-08-14 03:15:45,2020
183,8,0,True,211,0,11,0,True,active,2020-08-14 00:26:57+00:00,True,211,False,2020-08-14 03:15:45,2020
184,14,0,True,212,0,19,0,True,active,2020-08-14 00:47:13+00:00,True,212,False,2020-08-14 03:15:45,2020
185,5,0,True,213,0,11,0,True,active,2020-08-14 00:14:05+00:00,True,213,True,2020-08-14 03:15:45,2020
186,10,0,True,214,0,5,0,True,active,2020-08-14 01:05:11+00:00,True,214,False,2020-08-14 03:15:45,2020
187,6,0,True,215,0,9,0,True,active,2020-08-14 03:13:48+00:00,True,215,False,2020-08-14 03:15:45,2020
188,18,1,True,216,0,0,0,True,active,2020-08-13 22:08:51+00:00,True,216,False,2020-08-14 03:15:45,2020
189,9,0,True,217,0,10,0,True,active,2020-08-14 01:27:38+00:00,True,217,False,2020-08-14 03:15:45,2020
190,11,0,True,218,0,4,0,True,active,2020-08-14 02:21:46+00:00,True,218,False,2020-08-14 03:15:45,2020
191,5,1,True,219,0,9,0,True,active,2020-08-14 00:59:22+00:00,True,219,False,2020-08-14 03:15:45,2020
192,8,0,True,221,0,11,0,True,active,2020-08-14 01:24:19+00:00,True,221,False,2020-08-14 03:15:45,2020
193,6,0,True,222,0,8,0,True,active,2020-08-14 03:12:22+00:00,True,222,True,2020-08-14 03:15:45,2020
194,12,2,True,224,0,3,0,True,active,2020-08-14 02:06:47+00:00,True,224,False,2020-08-14 03:15:45,2020
195,4,0,True,225,0,15,0,True,active,2020-08-14 03:12:13+00:00,True,225,False,2020-08-14 03:15:45,2020
196,12,0,True,226,0,3,0,True,active,2020-08-14 02:26:57+00:00,True,226,False,2020-08-14 03:15:45,2020
197,9,3,True,227,0,7,0,True,active,2020-08-14 02:43:53+00:00,True,227,False,2020-08-14 03:15:45,2020
198,0,0,True,228,0,19,0,True,active,2020-08-14 01:50:08+00:00,True,228,False,2020-08-14 03:15:45,2020
199,6,0,True,232,0,5,0,True,active,2020-08-13 22:59:36+00:00,True,232,False,2020-08-14 03:15:45,2020
200,10,0,True,233,0,5,0,True,active,2020-08-14 02:30:12+00:00,True,233,False,2020-08-14 03:15:45,2020
201,6,0,True,234,0,9,0,True,active,2020-08-14 02:14:15+00:00,True,234,False,2020-08-14 03:15:45,2020
202,9,0,True,235,0,6,0,True,active,2020-08-14 02:31:28+00:00,True,235,False,2020-08-14 03:15:45,2020
203,7,0,True,236,0,8,0,True,active,2020-08-14 01:20:32+00:00,True,236,False,2020-08-14 03:15:45,2020
204,8,0,True,239,0,7,0,True,active,2020-08-14 02:40:18+00:00,True,239,False,2020-08-14 03:15:45,2020
205,10,0,True,255,0,5,0,True,active,2020-08-13 12:33:28+00:00,True,255,False,2020-08-14 03:15:45,2020
206,13,1,True,258,0,1,0,True,active,2020-08-14 01:18:10+00:00,True,258,False,2020-08-14 03:15:45,2020
207,14,0,True,259,0,1,0,True,active,2020-08-13 18:35:59+00:00,True,259,False,2020-08-14 03:15:45,2020
208,15,0,True,260,0,0,0,True,active,2020-08-14 03:13:13+00:00,True,260,False,2020-08-14 03:15:45,2020
209,10,0,True,271,0,5,0,True,active,2020-08-14 01:20:34+00:00,True,271,False,2020-08-14 03:15:45,2020
210,6,1,True,272,0,12,0,True,active,2020-08-14 02:51:36+00:00,True,272,False,2020-08-14 03:15:45,2020
211,14,0,True,273,0,26,0,True,active,2020-08-14 02:49:33+00:00,True,273,False,2020-08-14 03:15:45,2020
212,18,0,True,279,0,1,0,True,active,2020-08-14 02:03:07+00:00,True,279,False,2020-08-14 03:15:45,2020
213,11,1,True,280,0,7,0,True,active,2020-08-14 02:40:34+00:00,True,280,False,2020-08-14 03:15:45,2020
214,10,1,True,282,0,4,0,True,active,2020-08-14 02:51:48+00:00,True,282,False,2020-08-14 03:15:45,2020
215,8,0,True,296,0,15,0,True,active,2020-08-14 02:24:31+00:00,True,296,False,2020-08-14 03:15:45,2020
216,1,1,True,318,0,17,0,True,active,2020-08-14 02:59:22+00:00,True,318,False,2020-08-14 03:15:45,2020
217,4,0,True,319,0,21,0,True,active,2020-08-14 00:41:06+00:00,True,319,False,2020-08-14 03:15:45,2020
218,1,0,True,327,0,14,0,True,active,2020-08-14 02:55:02+00:00,True,327,False,2020-08-14 03:15:45,2020
219,11,2,True,328,0,2,0,True,active,2020-08-14 01:54:47+00:00,True,328,False,2020-08-14 03:15:45,2020
220,13,0,True,329,0,2,0,True,active,2020-08-14 01:32:09+00:00,True,329,False,2020-08-14 03:15:45,2020
221,5,0,True,330,0,10,0,True,active,2020-08-14 02:04:00+00:00,True,330,False,2020-08-14 03:15:45,2020
222,6,1,True,331,0,8,0,True,active,2020-08-14 03:12:31+00:00,True,331,False,2020-08-14 03:15:45,2020
223,10,1,True,332,0,4,0,True,active,2020-08-14 03:14:48+00:00,True,332,False,2020-08-14 03:15:45,2020
