,num_bikes_available,num_bikes_disabled,is_installed,legacy_id,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,station_status,last_reported,is_returning,station_id,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
224,22,0,True,333,0,3,0,True,active,2020-08-14 02:50:07+00:00,True,333,False,2020-08-14 03:15:45,2020
225,17,2,True,334,0,0,0,True,active,2020-08-14 02:22:08+00:00,True,334,False,2020-08-14 03:15:45,2020
226,5,0,True,335,0,14,0,True,active,2020-08-14 02:45:37+00:00,True,335,False,2020-08-14 03:15:45,2020
227,4,0,True,336,0,11,0,True,active,2020-08-13 23:42:32+00:00,True,336,False,2020-08-14 03:15:45,2020
228,12,1,True,337,0,2,0,True,active,2020-08-14 01:25:30+00:00,True,337,False,2020-08-14 03:15:45,2020
229,9,1,True,338,0,5,0,True,active,2020-08-14 02:29:24+00:00,True,338,False,2020-08-14 03:15:45,2020
230,14,1,True,339,0,0,0,True,active,2020-08-14 00:01:08+00:00,True,339,False,2020-08-14 03:15:45,2020
231,18,0,True,340,0,1,0,True,active,2020-08-14 01:36:46+00:00,True,340,False,2020-08-14 03:15:45,2020
232,14,1,True,341,0,0,0,True,active,2020-08-14 03:12:19+00:00,True,341,True,2020-08-14 03:15:45,2020
233,15,0,True,342,0,0,0,True,active,2020-08-14 03:12:02+00:00,True,342,False,2020-08-14 03:15:45,2020
234,4,0,True,343,0,11,0,True,active,2020-08-13 04:04:08+00:00,True,343,False,2020-08-14 03:15:45,2020
235,10,0,True,344,0,9,0,True,active,2020-08-14 02:10:10+00:00,True,344,False,2020-08-14 03:15:45,2020
236,4,1,True,345,0,14,0,True,active,2020-08-14 02:14:12+00:00,True,345,False,2020-08-14 03:15:45,2020
237,1,0,True,346,0,14,0,True,active,2020-08-14 00:13:13+00:00,True,346,False,2020-08-14 03:15:45,2020
238,11,0,True,347,0,4,0,True,active,2020-08-13 19:13:37+00:00,True,347,False,2020-08-14 03:15:45,2020
239,2,1,True,348,0,12,0,True,active,2020-08-13 22:14:09+00:00,True,348,False,2020-08-14 03:15:45,2020
240,6,1,True,349,0,10,0,True,active,2020-08-13 23:48:05+00:00,True,349,True,2020-08-14 03:15:45,2020
241,15,0,True,350,0,2,0,True,active,2020-08-14 02:56:20+00:00,True,350,False,2020-08-14 03:15:45,2020
242,5,0,True,351,0,10,0,True,active,2020-08-14 00:20:33+00:00,True,351,False,2020-08-14 03:15:45,2020
243,6,0,True,352,0,9,0,True,active,2020-08-14 01:42:55+00:00,True,352,False,2020-08-14 03:15:45,2020
244,8,0,True,353,0,7,0,True,active,2020-08-13 22:34:11+00:00,True,353,True,2020-08-14 03:15:45,2020
245,8,1,True,354,0,6,0,True,active,2020-08-14 02:24:46+00:00,True,354,False,2020-08-14 03:15:45,2020
246,11,0,True,355,0,6,0,True,active,2020-08-14 00:16:16+00:00,True,355,False,2020-08-14 03:15:45,2020
247,11,0,True,356,0,12,0,True,active,2020-08-14 03:13:19+00:00,True,356,False,2020-08-14 03:15:45,2020
248,4,0,True,357,0,11,0,True,active,2020-08-14 01:56:27+00:00,True,357,False,2020-08-14 03:15:45,2020
249,14,0,True,358,0,5,0,True,active,2020-08-14 02:19:45+00:00,True,358,False,2020-08-14 03:15:45,2020
250,3,0,True,359,0,12,0,True,active,2020-08-14 03:13:18+00:00,True,359,False,2020-08-14 03:15:45,2020
251,4,0,True,360,0,11,0,True,active,2020-08-14 02:34:35+00:00,True,360,False,2020-08-14 03:15:45,2020
252,11,0,True,361,0,8,0,True,active,2020-08-14 02:42:57+00:00,True,361,False,2020-08-14 03:15:45,2020
253,15,1,True,362,0,3,0,True,active,2020-08-14 03:12:52+00:00,True,362,False,2020-08-14 03:15:45,2020
254,18,0,True,363,0,1,0,True,active,2020-08-14 02:16:43+00:00,True,363,False,2020-08-14 03:15:45,2020
255,18,0,True,364,0,1,0,True,active,2020-08-14 03:05:13+00:00,True,364,False,2020-08-14 03:15:45,2020
256,2,0,True,365,0,17,0,True,active,2020-08-14 01:39:33+00:00,True,365,False,2020-08-14 03:15:45,2020
257,3,0,True,366,0,12,0,True,active,2020-08-14 02:39:49+00:00,True,366,False,2020-08-14 03:15:45,2020
258,10,0,True,367,0,9,0,True,active,2020-08-13 23:45:57+00:00,True,367,False,2020-08-14 03:15:45,2020
259,5,1,True,368,0,9,0,True,active,2020-08-14 00:09:16+00:00,True,368,False,2020-08-14 03:15:45,2020
260,9,0,True,369,0,6,0,True,active,2020-08-14 03:03:29+00:00,True,369,False,2020-08-14 03:15:45,2020
261,6,0,True,370,0,13,0,True,active,2020-08-14 01:49:18+00:00,True,370,False,2020-08-14 03:15:45,2020
262,9,1,True,371,0,9,0,True,active,2020-08-14 02:04:48+00:00,True,371,False,2020-08-14 03:15:45,2020
263,5,0,True,372,0,14,0,True,active,2020-08-14 02:18:16+00:00,True,372,False,2020-08-14 03:15:45,2020
264,8,0,True,373,0,7,0,True,active,2020-08-14 02:12:57+00:00,True,373,False,2020-08-14 03:15:45,2020
265,6,0,True,374,0,13,0,True,active,2020-08-14 02:43:11+00:00,True,374,False,2020-08-14 03:15:45,2020
266,5,1,True,376,0,9,0,True,active,2020-08-14 02:41:55+00:00,True,376,False,2020-08-14 03:15:45,2020
267,18,0,True,377,0,1,0,True,active,2020-08-14 02:41:03+00:00,True,377,False,2020-08-14 03:15:45,2020
268,11,0,True,378,0,8,0,True,active,2020-08-14 03:15:13+00:00,True,378,False,2020-08-14 03:15:45,2020
269,12,0,True,379,0,3,0,True,active,2020-08-14 02:02:15+00:00,True,379,False,2020-08-14 03:15:45,2020
270,2,2,True,380,0,14,0,True,active,2020-08-14 02:40:51+00:00,True,380,False,2020-08-14 03:15:45,2020
271,14,1,True,381,0,4,0,True,active,2020-08-14 03:13:58+00:00,True,381,False,2020-08-14 03:15:45,2020
272,8,0,True,384,0,11,0,True,active,2020-08-14 01:21:49+00:00,True,384,True,2020-08-14 03:15:45,2020
273,1,0,True,385,0,13,1,True,active,2020-08-14 00:36:17+00:00,True,385,False,2020-08-14 03:15:45,2020
274,12,0,True,386,0,7,0,True,active,2020-08-14 03:11:09+00:00,True,386,False,2020-08-14 03:15:45,2020
275,13,1,True,387,0,1,0,True,active,2020-08-14 01:02:00+00:00,True,387,False,2020-08-14 03:15:45,2020
276,4,0,True,388,0,7,0,True,active,2020-08-13 03:25:23+00:00,True,388,False,2020-08-14 03:15:45,2020
277,13,0,True,389,0,1,0,True,active,2020-08-14 01:35:43+00:00,True,389,False,2020-08-14 03:15:45,2020
278,14,1,True,390,0,0,0,True,active,2020-08-13 22:51:42+00:00,True,390,False,2020-08-14 03:15:45,2020
279,12,0,True,391,0,3,0,True,active,2020-08-13 22:56:13+00:00,True,391,False,2020-08-14 03:15:45,2020
280,5,0,True,392,0,10,0,True,active,2020-08-13 14:33:25+00:00,True,392,False,2020-08-14 03:15:45,2020
281,6,1,True,393,0,8,0,True,active,2020-08-14 00:41:51+00:00,True,393,False,2020-08-14 03:15:45,2020
282,2,0,True,394,0,12,0,True,active,2020-08-14 02:04:40+00:00,True,394,False,2020-08-14 03:15:45,2020
283,10,0,True,395,0,5,0,True,active,2020-08-14 02:35:10+00:00,True,395,False,2020-08-14 03:15:45,2020
284,8,0,True,396,0,7,0,True,active,2020-08-13 23:37:07+00:00,True,396,False,2020-08-14 03:15:45,2020
285,9,0,True,397,0,6,0,True,active,2020-08-14 01:59:53+00:00,True,397,False,2020-08-14 03:15:45,2020
286,1,0,True,398,0,18,0,True,active,2020-08-14 02:26:53+00:00,True,398,False,2020-08-14 03:15:45,2020
287,11,0,True,399,0,4,0,True,active,2020-08-14 02:56:05+00:00,True,399,False,2020-08-14 03:15:45,2020
288,5,0,True,400,0,22,0,True,active,2020-08-14 02:43:54+00:00,True,400,False,2020-08-14 03:15:45,2020
289,6,0,True,401,0,9,0,True,active,2020-08-14 02:24:28+00:00,True,401,False,2020-08-14 03:15:45,2020
290,11,1,True,402,0,3,0,True,active,2020-08-14 01:31:51+00:00,True,402,False,2020-08-14 03:15:45,2020
291,13,1,True,403,0,1,0,True,active,2020-08-14 02:52:19+00:00,True,403,False,2020-08-14 03:15:45,2020
292,10,0,True,404,0,6,0,True,active,2020-08-14 02:50:38+00:00,True,404,False,2020-08-14 03:15:45,2020
293,5,0,True,405,0,14,0,True,active,2020-08-14 02:33:03+00:00,True,405,False,2020-08-14 03:15:45,2020
294,17,0,True,406,0,2,0,True,active,2020-08-14 02:08:12+00:00,True,406,False,2020-08-14 03:15:45,2020
295,4,1,True,407,0,14,0,True,active,2020-08-14 02:02:53+00:00,True,407,False,2020-08-14 03:15:45,2020
296,6,0,True,408,0,9,0,True,active,2020-08-14 01:35:21+00:00,True,408,False,2020-08-14 03:15:45,2020
297,9,0,True,409,0,10,0,True,active,2020-08-14 02:05:47+00:00,True,409,False,2020-08-14 03:15:45,2020
298,13,0,True,410,0,6,0,True,active,2020-08-14 00:28:15+00:00,True,410,False,2020-08-14 03:15:45,2020
299,2,0,True,411,0,13,0,True,active,2020-08-14 01:25:56+00:00,True,411,False,2020-08-14 03:15:45,2020
300,12,0,True,412,0,7,0,True,active,2020-08-14 03:09:16+00:00,True,412,False,2020-08-14 03:15:45,2020
301,13,0,True,413,0,6,0,True,active,2020-08-14 02:59:29+00:00,True,413,False,2020-08-14 03:15:45,2020
302,3,0,True,414,0,20,0,True,active,2020-08-14 00:01:18+00:00,True,414,False,2020-08-14 03:15:45,2020
303,3,0,True,415,0,16,0,True,active,2020-08-14 02:15:44+00:00,True,415,False,2020-08-14 03:15:45,2020
304,9,0,True,416,0,6,0,True,active,2020-08-14 03:11:22+00:00,True,416,False,2020-08-14 03:15:45,2020
305,18,0,True,417,0,1,0,True,active,2020-08-14 02:58:29+00:00,True,417,False,2020-08-14 03:15:45,2020
306,13,0,True,419,0,2,0,True,active,2020-08-14 03:09:15+00:00,True,419,False,2020-08-14 03:15:45,2020
307,0,0,False,420,0,0,0,False,out_of_service,1970-01-02 00:00:00+00:00,False,420,False,2020-08-14 03:15:45,1970
308,14,0,True,421,0,5,0,True,active,2020-08-13 19:41:23+00:00,True,421,False,2020-08-14 03:15:45,2020
309,6,0,True,422,0,9,0,True,active,2020-08-14 02:27:45+00:00,True,422,False,2020-08-14 03:15:45,2020
310,1,0,True,423,0,18,0,True,active,2020-08-14 01:16:49+00:00,True,423,False,2020-08-14 03:15:45,2020
311,4,0,True,424,0,15,0,True,active,2020-08-14 02:29:08+00:00,True,424,False,2020-08-14 03:15:45,2020
312,6,0,True,425,0,10,0,True,active,2020-08-13 22:50:46+00:00,True,425,False,2020-08-14 03:15:45,2020
313,1,0,True,426,0,26,0,True,active,2020-08-14 01:03:27+00:00,True,426,False,2020-08-14 03:15:45,2020
314,7,0,True,427,0,12,0,True,active,2020-08-14 00:25:18+00:00,True,427,False,2020-08-14 03:15:45,2020
315,3,0,True,428,0,16,0,True,active,2020-08-14 01:55:38+00:00,True,428,False,2020-08-14 03:15:45,2020
316,15,0,True,430,0,4,0,True,active,2020-08-13 04:03:59+00:00,True,430,False,2020-08-14 03:15:45,2020
317,2,0,True,431,0,13,0,True,active,2020-08-14 00:47:18+00:00,True,431,False,2020-08-14 03:15:45,2020
318,7,0,True,432,0,12,0,True,active,2020-08-13 22:42:35+00:00,True,432,False,2020-08-14 03:15:45,2020
319,1,0,True,433,0,18,0,True,active,2020-08-13 22:36:32+00:00,True,433,False,2020-08-14 03:15:45,2020
320,0,0,True,434,0,19,0,True,active,2020-08-13 03:24:35+00:00,True,434,False,2020-08-14 03:15:45,2020
321,5,0,True,435,0,10,0,True,active,2020-08-14 01:12:32+00:00,True,435,False,2020-08-14 03:15:45,2020
322,9,0,True,436,0,6,0,True,active,2020-08-14 00:28:28+00:00,True,436,False,2020-08-14 03:15:45,2020
323,15,0,True,437,0,4,0,True,active,2020-08-14 03:15:03+00:00,True,437,False,2020-08-14 03:15:45,2020
324,16,0,True,440,0,1,0,True,active,2020-08-14 00:34:21+00:00,True,440,False,2020-08-14 03:15:45,2020
325,16,0,True,441,0,3,0,True,active,2020-08-14 01:25:15+00:00,True,441,False,2020-08-14 03:15:45,2020
326,13,1,True,442,0,1,0,True,active,2020-08-13 21:29:23+00:00,True,442,False,2020-08-14 03:15:45,2020
327,4,0,True,443,0,15,0,True,active,2020-08-13 22:22:46+00:00,True,443,False,2020-08-14 03:15:45,2020
328,12,0,True,445,0,7,0,True,active,2020-08-14 01:16:39+00:00,True,445,False,2020-08-14 03:15:45,2020
329,0,0,True,446,0,12,0,True,active,2020-08-14 01:30:12+00:00,True,446,False,2020-08-14 03:15:45,2020
330,7,0,True,447,0,12,0,True,active,2020-08-13 18:24:44+00:00,True,447,False,2020-08-14 03:15:45,2020
331,3,0,True,448,0,8,0,True,active,2020-08-13 04:03:15+00:00,True,448,False,2020-08-14 03:15:45,2020
332,0,0,False,449,0,0,0,True,out_of_service,1970-01-02 00:00:00+00:00,True,449,False,2020-08-14 03:15:45,1970
333,9,0,True,450,0,6,0,False,active,2020-08-14 02:04:50+00:00,False,450,False,2020-08-14 03:15:45,2020
334,14,0,True,451,0,1,0,True,active,2020-08-14 03:09:38+00:00,True,451,False,2020-08-14 03:15:45,2020
335,10,0,True,452,0,5,0,True,active,2020-08-14 02:34:42+00:00,True,452,False,2020-08-14 03:15:45,2020
336,7,1,True,453,0,7,0,True,active,2020-08-14 01:31:10+00:00,True,453,False,2020-08-14 03:15:45,2020
337,1,1,True,454,0,13,0,True,active,2020-08-14 03:08:41+00:00,True,454,False,2020-08-14 03:15:45,2020
338,3,1,True,455,0,8,0,True,active,2020-08-14 00:09:40+00:00,True,455,False,2020-08-14 03:15:45,2020
339,6,1,True,456,0,12,0,True,active,2020-08-14 02:40:32+00:00,True,456,False,2020-08-14 03:15:45,2020
340,3,0,True,457,0,8,0,True,active,2020-08-14 00:00:02+00:00,True,457,False,2020-08-14 03:15:45,2020
341,8,2,True,458,0,1,0,True,active,2020-08-14 02:40:22+00:00,True,458,False,2020-08-14 03:15:45,2020
