,station_id,num_docks_available,last_reported,num_ebikes_available,num_docks_disabled,is_renting,eightd_has_available_keys,num_bikes_disabled,station_status,legacy_id,is_installed,is_returning,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
225,334,7,2020-08-21 22:43:56+00:00,0,0,True,False,0,active,334,True,True,12,,,2020-08-21 23:10:35,2020
226,335,7,2020-08-21 23:06:00+00:00,0,0,True,False,0,active,335,True,True,12,,,2020-08-21 23:10:35,2020
227,336,11,2020-08-21 21:26:12+00:00,0,0,True,False,0,active,336,True,True,4,,,2020-08-21 23:10:35,2020
228,337,0,2020-08-21 22:54:10+00:00,0,0,True,False,0,active,337,True,True,15,,,2020-08-21 23:10:35,2020
229,338,12,2020-08-21 23:10:26+00:00,0,0,True,False,0,active,338,True,True,3,,,2020-08-21 23:10:35,2020
230,339,1,2020-08-21 22:39:10+00:00,0,0,True,False,0,active,339,True,True,14,,,2020-08-21 23:10:35,2020
231,340,4,2020-08-21 08:56:34+00:00,0,0,True,False,0,active,340,True,True,15,,,2020-08-21 23:10:35,2020
232,341,3,2020-08-21 16:22:12+00:00,0,0,True,True,0,active,341,True,True,12,,,2020-08-21 23:10:35,2020
233,342,10,2020-08-21 23:10:07+00:00,0,0,True,False,0,active,342,True,True,5,,,2020-08-21 23:10:35,2020
234,343,12,2020-08-21 08:51:37+00:00,0,0,True,False,0,active,343,True,True,3,,,2020-08-21 23:10:35,2020
235,344,18,2020-08-21 22:31:24+00:00,0,0,True,False,0,active,344,True,True,1,,,2020-08-21 23:10:35,2020
236,345,11,2020-08-21 22:55:04+00:00,0,0,True,False,1,active,345,True,True,7,,,2020-08-21 23:10:35,2020
237,346,15,2020-08-21 22:43:06+00:00,0,0,True,False,0,active,346,True,True,0,,,2020-08-21 23:10:35,2020
238,347,1,2020-08-21 18:50:00+00:00,0,0,True,False,0,active,347,True,True,14,,,2020-08-21 23:10:35,2020
239,348,8,2020-08-21 20:14:18+00:00,0,0,True,False,0,active,348,True,True,7,,,2020-08-21 23:10:35,2020
240,349,13,2020-08-21 18:44:35+00:00,0,0,True,False,0,active,349,True,True,4,,,2020-08-21 23:10:35,2020
241,350,5,2020-08-21 17:54:21+00:00,0,0,True,False,0,active,350,True,True,12,,,2020-08-21 23:10:35,2020
242,351,6,2020-08-21 22:41:12+00:00,0,0,True,False,0,active,351,True,True,9,,,2020-08-21 23:10:35,2020
243,352,6,2020-08-21 22:58:38+00:00,0,0,True,False,0,active,352,True,True,9,,,2020-08-21 23:10:35,2020
244,353,7,2020-08-21 13:30:07+00:00,0,0,True,True,0,active,353,True,True,8,,,2020-08-21 23:10:35,2020
245,354,9,2020-08-21 23:05:47+00:00,0,0,True,False,0,active,354,True,True,6,,,2020-08-21 23:10:35,2020
246,355,9,2020-08-21 22:45:03+00:00,0,0,True,False,0,active,355,True,True,8,,,2020-08-21 23:10:35,2020
247,356,12,2020-08-21 22:56:19+00:00,0,0,True,False,0,active,356,True,True,11,,,2020-08-21 23:10:35,2020
248,357,1,2020-08-21 22:55:28+00:00,0,0,True,False,0,active,357,True,True,14,,,2020-08-21 23:10:35,2020
249,358,9,2020-08-21 22:25:17+00:00,0,0,True,False,0,active,358,True,True,10,,,2020-08-21 23:10:35,2020
250,359,14,2020-08-21 22:57:09+00:00,0,0,True,False,0,active,359,True,True,1,,,2020-08-21 23:10:35,2020
251,360,14,2020-08-21 23:02:13+00:00,0,0,True,False,0,active,360,True,True,1,,,2020-08-21 23:10:35,2020
252,361,11,2020-08-21 23:01:56+00:00,0,0,True,False,1,active,361,True,True,7,,,2020-08-21 23:10:35,2020
253,362,15,2020-08-21 23:04:21+00:00,0,0,True,False,0,active,362,True,True,4,,,2020-08-21 23:10:35,2020
254,363,10,2020-08-21 22:54:19+00:00,0,0,True,False,0,active,363,True,True,9,,,2020-08-21 23:10:35,2020
255,364,15,2020-08-21 23:03:25+00:00,0,0,True,False,1,active,364,True,True,3,,,2020-08-21 23:10:35,2020
256,365,12,2020-08-21 22:36:31+00:00,0,0,True,False,0,active,365,True,True,7,,,2020-08-21 23:10:35,2020
257,366,0,1970-01-02 00:00:00+00:00,0,0,True,False,0,out_of_service,366,False,True,0,,,2020-08-21 23:10:35,1970
258,367,2,2020-08-21 22:48:22+00:00,0,0,True,False,0,active,367,True,True,17,,,2020-08-21 23:10:35,2020
259,368,13,2020-08-21 18:01:46+00:00,0,0,True,False,0,active,368,True,True,2,,,2020-08-21 23:10:35,2020
260,369,2,2020-08-21 23:04:57+00:00,0,0,True,False,0,active,369,True,True,13,,,2020-08-21 23:10:35,2020
261,370,11,2020-08-21 23:00:22+00:00,0,0,True,False,0,active,370,True,True,8,,,2020-08-21 23:10:35,2020
262,371,15,2020-08-21 22:40:38+00:00,0,0,True,False,0,active,371,True,True,4,,,2020-08-21 23:10:35,2020
263,372,8,2020-08-21 23:09:22+00:00,0,0,True,False,0,active,372,True,True,11,,,2020-08-21 23:10:35,2020
264,373,5,2020-08-21 15:23:46+00:00,0,0,True,False,0,active,373,True,True,10,,,2020-08-21 23:10:35,2020
265,374,9,2020-08-21 23:08:04+00:00,0,0,True,False,1,active,374,True,True,9,,,2020-08-21 23:10:35,2020
266,376,9,2020-08-21 22:52:47+00:00,0,0,True,True,0,active,376,True,True,6,,,2020-08-21 23:10:35,2020
267,377,13,2020-08-21 22:42:39+00:00,0,0,True,False,0,active,377,True,True,6,,,2020-08-21 23:10:35,2020
268,378,11,2020-08-21 22:52:42+00:00,0,0,True,False,0,active,378,True,True,8,,,2020-08-21 23:10:35,2020
269,379,0,2020-08-21 22:57:49+00:00,0,0,True,False,0,active,379,True,True,15,,,2020-08-21 23:10:35,2020
270,380,10,2020-08-21 23:07:17+00:00,0,0,True,False,0,active,380,True,True,8,,,2020-08-21 23:10:35,2020
271,381,12,2020-08-21 23:07:48+00:00,0,0,True,False,0,active,381,True,True,7,,,2020-08-21 23:10:35,2020
272,384,2,2020-08-21 23:06:17+00:00,0,0,True,True,0,active,384,True,True,17,,,2020-08-21 23:10:35,2020
273,385,14,2020-08-21 22:05:59+00:00,0,1,True,False,0,active,385,True,True,0,,,2020-08-21 23:10:35,2020
274,386,15,2020-08-21 23:07:18+00:00,0,0,True,False,0,active,386,True,True,4,,,2020-08-21 23:10:35,2020
275,387,7,2020-08-21 19:10:25+00:00,0,0,True,False,0,active,387,True,True,8,,,2020-08-21 23:10:35,2020
276,388,1,2020-08-21 22:02:33+00:00,0,0,True,False,0,active,388,True,True,10,,,2020-08-21 23:10:35,2020
277,389,8,2020-08-21 18:44:35+00:00,0,0,True,False,0,active,389,True,True,6,,,2020-08-21 23:10:35,2020
278,390,6,2020-08-21 17:53:00+00:00,0,0,True,False,0,active,390,True,True,9,,,2020-08-21 23:10:35,2020
279,391,4,2020-08-21 22:51:56+00:00,0,0,True,False,0,active,391,True,True,11,,,2020-08-21 23:10:35,2020
280,392,11,2020-08-21 21:41:34+00:00,0,0,True,False,0,active,392,True,True,4,,,2020-08-21 23:10:35,2020
281,393,6,2020-08-21 22:13:33+00:00,0,0,True,False,0,active,393,True,True,9,,,2020-08-21 23:10:35,2020
282,394,14,2020-08-20 09:00:38+00:00,0,0,True,False,0,active,394,True,True,0,,,2020-08-21 23:10:35,2020
283,395,4,2020-08-21 23:00:45+00:00,0,0,True,False,0,active,395,True,True,11,,,2020-08-21 23:10:35,2020
284,396,2,2020-08-21 16:20:39+00:00,0,0,True,False,0,active,396,True,True,13,,,2020-08-21 23:10:35,2020
285,397,5,2020-08-21 14:41:02+00:00,0,0,True,False,0,active,397,True,True,10,,,2020-08-21 23:10:35,2020
286,398,11,2020-08-21 22:58:23+00:00,0,0,True,False,0,active,398,True,True,8,,,2020-08-21 23:10:35,2020
287,399,4,2020-08-21 22:29:54+00:00,0,0,True,False,0,active,399,True,True,11,,,2020-08-21 23:10:35,2020
288,400,7,2020-08-21 22:28:30+00:00,0,0,True,False,0,active,400,True,True,20,,,2020-08-21 23:10:35,2020
289,401,2,2020-08-21 22:40:02+00:00,0,0,True,False,0,active,401,True,True,13,,,2020-08-21 23:10:35,2020
290,402,8,2020-08-21 22:42:15+00:00,0,0,True,False,1,active,402,True,True,6,,,2020-08-21 23:10:35,2020
291,403,10,2020-08-21 23:10:24+00:00,0,0,True,False,1,active,403,True,True,4,,,2020-08-21 23:10:35,2020
292,404,11,2020-08-21 23:02:10+00:00,0,0,True,False,0,active,404,True,True,5,,,2020-08-21 23:10:35,2020
293,405,2,2020-08-21 22:43:02+00:00,0,0,True,False,0,active,405,True,True,17,,,2020-08-21 23:10:35,2020
294,406,12,2020-08-21 23:08:38+00:00,0,0,True,False,0,active,406,True,True,7,,,2020-08-21 23:10:35,2020
295,407,16,2020-08-21 22:42:27+00:00,0,0,True,False,1,active,407,True,True,2,,,2020-08-21 23:10:35,2020
296,408,8,2020-08-21 23:04:30+00:00,0,0,True,False,0,active,408,True,True,7,,,2020-08-21 23:10:35,2020
297,409,15,2020-08-21 23:06:44+00:00,0,0,True,False,1,active,409,True,True,3,,,2020-08-21 23:10:35,2020
298,410,17,2020-08-21 23:08:31+00:00,0,0,True,False,0,active,410,True,True,2,,,2020-08-21 23:10:35,2020
299,411,11,2020-08-21 22:01:22+00:00,0,0,True,False,0,active,411,True,True,4,,,2020-08-21 23:10:35,2020
300,412,8,2020-08-21 23:09:58+00:00,0,0,True,False,0,active,412,True,True,11,,,2020-08-21 23:10:35,2020
301,413,4,2020-08-21 23:09:47+00:00,0,0,True,False,1,active,413,True,True,14,,,2020-08-21 23:10:35,2020
302,414,19,2020-08-21 22:20:59+00:00,0,0,True,False,0,active,414,True,True,4,,,2020-08-21 23:10:35,2020
303,415,4,2020-08-21 22:58:41+00:00,0,0,True,False,0,active,415,True,True,15,,,2020-08-21 23:10:35,2020
304,416,7,2020-08-21 23:08:31+00:00,0,0,True,False,2,active,416,True,True,6,,,2020-08-21 23:10:35,2020
305,417,14,2020-08-21 23:09:18+00:00,0,0,True,False,0,active,417,True,True,5,,,2020-08-21 23:10:35,2020
306,419,2,2020-08-21 22:50:06+00:00,0,0,True,False,0,active,419,True,True,13,,,2020-08-21 23:10:35,2020
307,420,0,1970-01-02 00:00:00+00:00,0,0,False,False,0,out_of_service,420,False,False,0,,,2020-08-21 23:10:35,1970
308,421,11,2020-08-21 20:02:09+00:00,0,0,True,False,0,active,421,True,True,8,,,2020-08-21 23:10:35,2020
309,422,10,2020-08-21 08:57:39+00:00,0,0,True,False,0,active,422,True,True,5,,,2020-08-21 23:10:35,2020
310,423,9,2020-08-21 22:57:05+00:00,0,0,True,False,0,active,423,True,True,10,,,2020-08-21 23:10:35,2020
311,424,13,2020-08-21 22:21:47+00:00,0,0,True,False,0,active,424,True,True,6,,,2020-08-21 23:10:35,2020
312,425,16,2020-08-21 22:36:22+00:00,0,0,True,False,0,active,425,True,True,0,,,2020-08-21 23:10:35,2020
313,426,10,2020-08-21 22:39:55+00:00,0,0,True,False,0,active,426,True,True,17,,,2020-08-21 23:10:35,2020
314,427,19,2020-08-20 16:52:50+00:00,0,0,True,False,0,active,427,True,True,0,,,2020-08-21 23:10:35,2020
315,428,18,2020-08-21 22:15:07+00:00,0,0,True,False,0,active,428,True,True,1,,,2020-08-21 23:10:35,2020
316,430,4,2020-08-20 23:16:43+00:00,0,0,True,False,0,active,430,True,True,15,,,2020-08-21 23:10:35,2020
317,431,14,2020-08-21 16:43:22+00:00,0,0,True,False,0,active,431,True,True,1,,,2020-08-21 23:10:35,2020
318,432,11,2020-08-21 22:04:36+00:00,0,0,True,False,0,active,432,True,True,8,,,2020-08-21 23:10:35,2020
319,433,14,2020-08-21 17:40:20+00:00,0,0,True,False,0,active,433,True,True,5,,,2020-08-21 23:10:35,2020
320,434,17,2020-08-21 22:31:53+00:00,0,0,True,False,0,active,434,True,True,2,,,2020-08-21 23:10:35,2020
321,435,7,2020-08-21 17:31:11+00:00,0,0,True,False,0,active,435,True,True,8,,,2020-08-21 23:10:35,2020
322,436,8,2020-08-21 23:08:55+00:00,0,0,True,False,0,active,436,True,True,7,,,2020-08-21 23:10:35,2020
323,437,19,2020-08-21 22:30:42+00:00,0,0,True,False,0,active,437,True,True,0,,,2020-08-21 23:10:35,2020
324,440,8,2020-08-21 22:55:57+00:00,0,0,True,False,0,active,440,True,True,9,,,2020-08-21 23:10:35,2020
325,441,2,2020-08-21 23:04:04+00:00,0,0,True,False,0,active,441,True,True,17,,,2020-08-21 23:10:35,2020
326,442,1,2020-08-21 22:49:06+00:00,0,0,True,False,0,active,442,True,True,14,,,2020-08-21 23:10:35,2020
327,443,17,2020-08-21 22:22:02+00:00,0,0,True,False,0,active,443,True,True,2,,,2020-08-21 23:10:35,2020
328,445,1,2020-08-21 22:16:27+00:00,0,0,True,False,0,active,445,True,True,18,,,2020-08-21 23:10:35,2020
329,446,9,2020-08-21 22:51:35+00:00,0,0,True,False,0,active,446,True,True,3,,,2020-08-21 23:10:35,2020
330,447,18,2020-08-21 20:33:12+00:00,0,0,True,False,0,active,447,True,True,1,,,2020-08-21 23:10:35,2020
331,448,6,2020-08-21 07:50:58+00:00,0,0,True,False,0,active,448,True,True,5,,,2020-08-21 23:10:35,2020
332,449,0,1970-01-02 00:00:00+00:00,0,0,True,False,0,out_of_service,449,False,True,0,,,2020-08-21 23:10:35,1970
333,450,14,2020-08-21 23:04:39+00:00,0,0,True,False,0,active,450,True,True,1,,,2020-08-21 23:10:35,2020
334,451,13,2020-08-21 22:56:56+00:00,0,0,True,False,0,active,451,True,True,2,,,2020-08-21 23:10:35,2020
335,452,13,2020-08-21 23:09:12+00:00,0,0,True,False,0,active,452,True,True,2,,,2020-08-21 23:10:35,2020
336,453,3,2020-08-21 23:07:13+00:00,0,0,True,False,2,active,453,True,True,10,,,2020-08-21 23:10:35,2020
337,454,9,2020-08-21 22:48:00+00:00,0,0,True,False,0,active,454,True,True,6,,,2020-08-21 23:10:35,2020
338,455,7,2020-08-21 22:53:16+00:00,0,0,True,False,0,active,455,True,True,5,,,2020-08-21 23:10:35,2020
339,456,16,2020-08-21 22:58:38+00:00,0,0,True,False,0,active,456,True,True,3,,,2020-08-21 23:10:35,2020
340,457,2,2020-08-21 22:39:07+00:00,0,0,True,False,0,active,457,True,True,9,,,2020-08-21 23:10:35,2020
341,458,3,2020-08-21 22:50:35+00:00,0,0,True,False,0,active,458,True,True,8,,,2020-08-21 23:10:35,2020
342,459,10,2020-08-21 23:10:09+00:00,0,0,True,False,1,active,459,True,True,12,,,2020-08-21 23:10:35,2020
