,station_status,legacy_id,num_ebikes_available,is_renting,num_bikes_disabled,station_id,num_bikes_available,num_docks_available,is_returning,is_installed,eightd_has_available_keys,num_docks_disabled,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,3,0,True,0,3,4,11,True,True,True,0,2020-07-31 11:46:34+00:00,,,2020-07-31 11:48:00,2020
1,active,4,0,True,0,4,15,4,True,True,False,0,2020-07-31 11:34:48+00:00,,,2020-07-31 11:48:00,2020
2,active,5,0,True,0,5,13,2,True,True,False,0,2020-07-31 11:07:43+00:00,,,2020-07-31 11:48:00,2020
3,active,6,0,True,0,6,6,9,True,True,False,0,2020-07-31 11:39:39+00:00,,,2020-07-31 11:48:00,2020
4,active,7,0,True,1,7,10,4,True,True,False,0,2020-07-31 09:28:01+00:00,,,2020-07-31 11:48:00,2020
5,active,8,0,True,2,8,13,4,True,True,False,0,2020-07-31 11:37:54+00:00,,,2020-07-31 11:48:00,2020
6,active,9,0,True,0,9,11,4,True,True,False,0,2020-07-31 08:01:54+00:00,,,2020-07-31 11:48:00,2020
7,active,10,0,True,0,10,9,2,True,True,False,0,2020-07-31 11:16:49+00:00,,,2020-07-31 11:48:00,2020
8,active,11,0,True,0,11,6,9,True,True,False,0,2020-07-31 11:47:36+00:00,"{'region': 'BOS', 'valet_revision': 75, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'active': True, 'off_dock_count': 38}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 11:48:00,2020
9,active,12,0,True,1,12,2,15,True,True,True,0,2020-07-31 11:39:27+00:00,,,2020-07-31 11:48:00,2020
10,active,13,0,True,0,13,18,1,True,True,False,0,2020-07-31 11:42:28+00:00,,,2020-07-31 11:48:00,2020
11,active,14,0,True,0,14,10,15,True,True,False,0,2020-07-31 11:44:49+00:00,,,2020-07-31 11:48:00,2020
