,num_bikes_disabled,is_renting,num_docks_disabled,eightd_has_available_keys,num_bikes_available,last_reported,station_status,num_ebikes_available,is_returning,station_id,num_docks_available,is_installed,legacy_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
221,0,True,0,False,4,2020-08-06 02:02:51+00:00,active,0,True,330,11,True,330,,,2020-08-06 04:20:25,2020
222,0,True,0,False,7,2020-08-06 04:18:03+00:00,active,0,True,331,8,True,331,,,2020-08-06 04:20:25,2020
223,0,True,0,False,10,2020-08-06 03:46:17+00:00,active,0,True,332,5,True,332,,,2020-08-06 04:20:25,2020
224,0,True,0,False,20,2020-08-06 01:30:29+00:00,active,0,True,333,5,True,333,,,2020-08-06 04:20:25,2020
225,1,True,0,False,5,2020-08-06 04:15:49+00:00,active,0,True,334,13,True,334,,,2020-08-06 04:20:25,2020
226,1,True,0,False,11,2020-08-06 03:41:30+00:00,active,0,True,335,7,True,335,,,2020-08-06 04:20:25,2020
227,0,True,0,False,11,2020-08-06 00:59:10+00:00,active,0,True,336,4,True,336,,,2020-08-06 04:20:25,2020
228,0,True,0,False,12,2020-08-06 01:01:30+00:00,active,0,True,337,3,True,337,,,2020-08-06 04:20:25,2020
229,0,True,0,False,13,2020-08-06 03:34:25+00:00,active,0,True,338,2,True,338,,,2020-08-06 04:20:25,2020
230,0,True,0,False,13,2020-08-05 23:20:03+00:00,active,0,True,339,2,True,339,,,2020-08-06 04:20:25,2020
231,0,True,0,False,17,2020-08-05 21:17:33+00:00,active,0,True,340,2,True,340,,,2020-08-06 04:20:25,2020
232,0,True,0,True,5,2020-08-06 01:58:09+00:00,active,0,True,341,10,True,341,,,2020-08-06 04:20:25,2020
233,0,True,0,False,11,2020-08-06 04:10:41+00:00,active,0,True,342,4,True,342,,,2020-08-06 04:20:25,2020
234,0,True,0,False,6,2020-08-04 19:00:47+00:00,active,0,True,343,9,True,343,,,2020-08-06 04:20:25,2020
235,0,True,0,False,3,2020-08-06 03:17:21+00:00,active,0,True,344,16,True,344,,,2020-08-06 04:20:25,2020
236,0,True,0,False,13,2020-08-06 03:27:05+00:00,active,0,True,345,6,True,345,,,2020-08-06 04:20:25,2020
237,0,True,0,False,1,2020-08-06 03:12:11+00:00,active,0,True,346,14,True,346,,,2020-08-06 04:20:25,2020
238,0,True,0,False,11,2020-08-06 01:21:33+00:00,active,0,True,347,4,True,347,,,2020-08-06 04:20:25,2020
239,2,True,4,False,3,2020-08-06 04:18:31+00:00,active,0,True,348,6,True,348,,,2020-08-06 04:20:25,2020
240,0,True,0,True,6,2020-08-05 23:36:51+00:00,active,0,True,349,11,True,349,,,2020-08-06 04:20:25,2020
241,0,True,0,False,4,2020-08-05 20:30:06+00:00,active,0,True,350,13,True,350,,,2020-08-06 04:20:25,2020
242,0,True,0,False,7,2020-08-06 01:37:43+00:00,active,0,True,351,8,True,351,,,2020-08-06 04:20:25,2020
243,0,True,0,False,8,2020-08-06 01:50:37+00:00,active,0,True,352,7,True,352,,,2020-08-06 04:20:25,2020
244,0,True,0,True,8,2020-08-05 23:35:59+00:00,active,0,True,353,7,True,353,,,2020-08-06 04:20:25,2020
245,0,True,0,False,5,2020-08-06 01:03:17+00:00,active,0,True,354,10,True,354,,,2020-08-06 04:20:25,2020
246,0,True,0,False,4,2020-08-06 02:31:29+00:00,active,0,True,355,13,True,355,,,2020-08-06 04:20:25,2020
247,1,True,0,False,6,2020-08-06 03:04:15+00:00,active,0,True,356,16,True,356,,,2020-08-06 04:20:25,2020
248,0,True,0,False,14,2020-08-06 03:22:25+00:00,active,0,True,357,1,True,357,,,2020-08-06 04:20:25,2020
249,0,True,0,False,14,2020-08-06 04:05:22+00:00,active,0,True,358,5,True,358,,,2020-08-06 04:20:25,2020
250,1,True,0,False,5,2020-08-06 04:10:09+00:00,active,0,True,359,9,True,359,,,2020-08-06 04:20:25,2020
251,0,True,0,False,5,2020-08-06 03:10:54+00:00,active,0,True,360,10,True,360,,,2020-08-06 04:20:25,2020
252,0,True,0,False,12,2020-08-06 03:11:31+00:00,active,0,True,361,7,True,361,,,2020-08-06 04:20:25,2020
253,0,True,0,False,18,2020-08-06 03:14:33+00:00,active,0,True,362,1,True,362,,,2020-08-06 04:20:25,2020
254,0,True,0,False,11,2020-08-06 03:58:43+00:00,active,0,True,363,8,True,363,,,2020-08-06 04:20:25,2020
255,0,True,0,False,7,2020-08-06 03:13:44+00:00,active,0,True,364,12,True,364,,,2020-08-06 04:20:25,2020
256,1,True,0,False,6,2020-08-06 03:55:19+00:00,active,0,True,365,12,True,365,,,2020-08-06 04:20:25,2020
257,0,True,0,False,2,2020-08-06 02:50:29+00:00,active,0,True,366,13,True,366,,,2020-08-06 04:20:25,2020
258,0,True,0,False,18,2020-08-06 01:32:26+00:00,active,0,True,367,1,True,367,,,2020-08-06 04:20:25,2020
259,0,True,0,False,5,2020-08-06 02:51:33+00:00,active,0,True,368,10,True,368,,,2020-08-06 04:20:25,2020
260,0,True,0,False,8,2020-08-06 03:33:26+00:00,active,0,True,369,7,True,369,,,2020-08-06 04:20:25,2020
261,1,True,0,False,15,2020-08-06 02:29:15+00:00,active,0,True,370,3,True,370,,,2020-08-06 04:20:25,2020
262,0,True,0,False,16,2020-08-06 00:06:43+00:00,active,0,True,371,3,True,371,,,2020-08-06 04:20:25,2020
263,0,True,0,False,10,2020-08-06 03:43:14+00:00,active,0,True,372,9,True,372,,,2020-08-06 04:20:25,2020
264,0,True,0,False,7,2020-08-06 01:13:31+00:00,active,0,True,373,8,True,373,,,2020-08-06 04:20:25,2020
265,0,True,0,False,3,2020-08-06 03:30:30+00:00,active,0,True,374,16,True,374,,,2020-08-06 04:20:25,2020
266,0,True,0,False,5,2020-08-06 03:35:46+00:00,active,0,True,376,10,True,376,,,2020-08-06 04:20:25,2020
267,1,False,0,False,15,2020-08-06 03:53:31+00:00,active,0,False,377,3,True,377,,,2020-08-06 04:20:25,2020
268,0,True,0,False,12,2020-08-06 04:00:30+00:00,active,0,True,378,7,True,378,,,2020-08-06 04:20:25,2020
269,0,True,0,False,12,2020-08-06 04:06:15+00:00,active,0,True,379,3,True,379,,,2020-08-06 04:20:25,2020
270,1,True,0,False,2,2020-08-06 04:13:40+00:00,active,0,True,380,15,True,380,,,2020-08-06 04:20:25,2020
271,0,True,0,False,19,2020-08-06 03:44:06+00:00,active,0,True,381,0,True,381,,,2020-08-06 04:20:25,2020
272,0,True,0,True,5,2020-08-06 01:20:16+00:00,active,0,True,384,14,True,384,,,2020-08-06 04:20:25,2020
273,1,True,1,False,7,2020-08-06 04:08:59+00:00,active,0,True,385,6,True,385,,,2020-08-06 04:20:25,2020
274,0,True,0,False,8,2020-08-06 02:40:00+00:00,active,0,True,386,11,True,386,,,2020-08-06 04:20:25,2020
275,0,True,0,False,13,2020-08-06 02:47:14+00:00,active,0,True,387,2,True,387,,,2020-08-06 04:20:25,2020
276,0,True,0,False,2,2020-08-05 17:30:50+00:00,active,0,True,388,9,True,388,,,2020-08-06 04:20:25,2020
277,0,True,0,False,13,2020-08-06 01:39:37+00:00,active,0,True,389,1,True,389,,,2020-08-06 04:20:25,2020
278,0,True,0,False,14,2020-08-06 04:08:37+00:00,active,0,True,390,1,True,390,,,2020-08-06 04:20:25,2020
279,0,True,0,False,13,2020-08-05 21:18:33+00:00,active,0,True,391,2,True,391,,,2020-08-06 04:20:25,2020
280,0,True,0,False,8,2020-08-06 02:19:15+00:00,active,0,True,392,7,True,392,,,2020-08-06 04:20:25,2020
281,0,True,0,False,6,2020-08-05 23:17:13+00:00,active,0,True,393,9,True,393,,,2020-08-06 04:20:25,2020
282,0,True,0,False,0,2020-08-05 18:09:16+00:00,active,0,True,394,14,True,394,,,2020-08-06 04:20:25,2020
283,0,True,0,False,9,2020-08-06 02:33:04+00:00,active,0,True,395,6,True,395,,,2020-08-06 04:20:25,2020
284,0,True,0,False,12,2020-08-04 08:56:09+00:00,active,0,True,396,3,True,396,,,2020-08-06 04:20:25,2020
285,0,True,0,False,7,2020-08-06 01:51:35+00:00,active,0,True,397,8,True,397,,,2020-08-06 04:20:25,2020
286,0,True,0,False,4,2020-08-06 02:13:39+00:00,active,0,True,398,15,True,398,,,2020-08-06 04:20:25,2020
287,0,True,0,False,12,2020-08-06 00:25:09+00:00,active,0,True,399,3,True,399,,,2020-08-06 04:20:25,2020
288,0,True,0,False,3,2020-08-06 04:13:49+00:00,active,0,True,400,24,True,400,,,2020-08-06 04:20:25,2020
289,0,True,0,False,12,2020-08-06 02:11:53+00:00,active,0,True,401,3,True,401,,,2020-08-06 04:20:25,2020
290,1,True,0,False,12,2020-08-06 03:35:47+00:00,active,0,True,402,2,True,402,,,2020-08-06 04:20:25,2020
291,0,True,0,False,12,2020-08-06 03:23:30+00:00,active,0,True,403,3,True,403,,,2020-08-06 04:20:25,2020
292,0,True,0,False,8,2020-08-06 04:09:08+00:00,active,0,True,404,8,True,404,,,2020-08-06 04:20:25,2020
293,0,True,0,False,18,2020-08-06 02:17:20+00:00,active,0,True,405,1,True,405,,,2020-08-06 04:20:25,2020
294,0,True,0,False,10,2020-08-06 02:51:04+00:00,active,0,True,406,5,True,406,,,2020-08-06 04:20:25,2020
295,0,True,0,False,8,2020-08-06 00:48:43+00:00,active,0,True,407,11,True,407,,,2020-08-06 04:20:25,2020
296,0,True,0,False,15,2020-08-06 01:42:22+00:00,active,0,True,408,0,True,408,,,2020-08-06 04:20:25,2020
297,0,True,0,False,12,2020-08-06 02:46:51+00:00,active,0,True,409,7,True,409,,,2020-08-06 04:20:25,2020
298,0,True,0,False,13,2020-08-05 22:18:31+00:00,active,0,True,410,6,True,410,,,2020-08-06 04:20:25,2020
299,1,True,0,False,14,2020-08-06 00:03:15+00:00,active,0,True,411,0,True,411,,,2020-08-06 04:20:25,2020
300,0,True,0,False,10,2020-08-06 02:44:17+00:00,active,0,True,412,9,True,412,,,2020-08-06 04:20:25,2020
301,0,True,0,False,15,2020-08-06 02:53:55+00:00,active,0,True,413,4,True,413,,,2020-08-06 04:20:25,2020
302,0,True,0,False,1,2020-08-05 23:49:14+00:00,active,0,True,414,22,True,414,,,2020-08-06 04:20:25,2020
303,0,True,0,False,7,2020-08-06 03:21:33+00:00,active,0,True,415,12,True,415,,,2020-08-06 04:20:25,2020
304,0,True,0,False,4,2020-08-06 02:49:48+00:00,active,0,True,416,11,True,416,,,2020-08-06 04:20:25,2020
305,0,True,0,False,18,2020-08-06 04:15:42+00:00,active,0,True,417,1,True,417,,,2020-08-06 04:20:25,2020
306,0,True,0,False,1,2020-08-06 00:20:58+00:00,active,0,True,419,14,True,419,,,2020-08-06 04:20:25,2020
307,0,False,0,False,0,1970-01-02 00:00:00+00:00,out_of_service,0,False,420,0,False,420,,,2020-08-06 04:20:25,1970
308,0,True,0,False,13,2020-08-05 16:11:59+00:00,active,0,True,421,6,True,421,,,2020-08-06 04:20:25,2020
309,0,True,0,False,6,2020-08-05 23:13:50+00:00,active,0,True,422,9,True,422,,,2020-08-06 04:20:25,2020
310,0,True,0,False,9,2020-08-06 00:10:02+00:00,active,0,True,423,10,True,423,,,2020-08-06 04:20:25,2020
311,1,True,0,False,5,2020-08-06 01:55:05+00:00,active,0,True,424,13,True,424,,,2020-08-06 04:20:25,2020
312,0,True,0,False,8,2020-08-06 04:00:05+00:00,active,0,True,425,8,True,425,,,2020-08-06 04:20:25,2020
313,0,True,0,False,5,2020-08-06 02:08:50+00:00,active,0,True,426,22,True,426,,,2020-08-06 04:20:25,2020
314,0,True,0,False,2,2020-08-06 02:15:11+00:00,active,0,True,427,17,True,427,,,2020-08-06 04:20:25,2020
315,0,True,0,False,6,2020-08-06 01:17:37+00:00,active,0,True,428,13,True,428,,,2020-08-06 04:20:25,2020
316,0,True,0,False,17,2020-08-05 15:04:25+00:00,active,0,True,430,2,True,430,,,2020-08-06 04:20:25,2020
317,0,True,0,False,1,2020-08-05 23:55:01+00:00,active,0,True,431,14,True,431,,,2020-08-06 04:20:25,2020
318,0,True,0,False,8,2020-08-06 03:44:45+00:00,active,0,True,432,11,True,432,,,2020-08-06 04:20:25,2020
319,0,True,0,False,4,2020-08-05 21:57:07+00:00,active,0,True,433,15,True,433,,,2020-08-06 04:20:25,2020
320,0,True,0,False,2,2020-08-05 22:45:12+00:00,active,0,True,434,17,True,434,,,2020-08-06 04:20:25,2020
321,0,True,0,False,8,2020-08-06 03:11:11+00:00,active,0,True,435,7,True,435,,,2020-08-06 04:20:25,2020
322,2,True,0,False,3,2020-08-06 03:12:27+00:00,active,0,True,436,10,True,436,,,2020-08-06 04:20:25,2020
323,1,True,0,False,5,2020-08-06 03:26:05+00:00,active,0,True,437,13,True,437,,,2020-08-06 04:20:25,2020
324,0,True,0,False,8,2020-08-05 23:09:14+00:00,active,0,True,440,9,True,440,,,2020-08-06 04:20:25,2020
325,0,True,0,False,10,2020-08-06 03:58:29+00:00,active,0,True,441,9,True,441,,,2020-08-06 04:20:25,2020
326,0,True,0,False,6,2020-08-05 22:38:05+00:00,active,0,True,442,9,True,442,,,2020-08-06 04:20:25,2020
327,0,True,0,False,1,2020-08-05 19:16:48+00:00,active,0,True,443,18,True,443,,,2020-08-06 04:20:25,2020
328,0,True,0,False,10,2020-08-06 03:03:15+00:00,active,0,True,445,9,True,445,,,2020-08-06 04:20:25,2020
329,0,True,0,False,6,2020-08-06 03:45:41+00:00,active,0,True,446,6,True,446,,,2020-08-06 04:20:25,2020
330,0,True,0,False,0,2020-08-05 20:06:54+00:00,active,0,True,447,19,True,447,,,2020-08-06 04:20:25,2020
331,0,True,0,False,1,2020-08-06 01:43:46+00:00,active,0,True,448,10,True,448,,,2020-08-06 04:20:25,2020
332,0,True,0,False,0,1970-01-02 00:00:00+00:00,out_of_service,0,True,449,0,False,449,,,2020-08-06 04:20:25,1970
333,0,True,0,False,2,2020-08-06 02:27:11+00:00,active,0,True,450,13,True,450,,,2020-08-06 04:20:25,2020
334,1,True,0,False,8,2020-08-06 03:50:24+00:00,active,0,True,451,6,True,451,,,2020-08-06 04:20:25,2020
335,0,True,0,False,8,2020-08-06 02:45:34+00:00,active,0,True,452,7,True,452,,,2020-08-06 04:20:25,2020
336,0,True,0,False,2,2020-08-06 03:37:26+00:00,active,0,True,453,13,True,453,,,2020-08-06 04:20:25,2020
337,0,True,0,False,10,2020-08-06 03:03:51+00:00,active,0,True,454,5,True,454,,,2020-08-06 04:20:25,2020
338,0,True,0,False,11,2020-08-06 03:29:24+00:00,active,0,True,455,1,True,455,,,2020-08-06 04:20:25,2020
339,0,True,0,False,9,2020-08-06 00:25:32+00:00,active,0,True,456,10,True,456,,,2020-08-06 04:20:25,2020
340,0,True,0,False,5,2020-08-05 22:03:13+00:00,active,0,True,457,6,True,457,,,2020-08-06 04:20:25,2020
341,0,True,0,False,3,2020-08-05 23:34:50+00:00,active,0,True,458,8,True,458,,,2020-08-06 04:20:25,2020
