,num_bikes_disabled,is_renting,num_docks_disabled,eightd_has_available_keys,num_bikes_available,last_reported,station_status,num_ebikes_available,is_returning,station_id,num_docks_available,is_installed,legacy_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
52,2,True,0,False,10,2020-08-06 04:09:53+00:00,active,0,True,60,7,True,60,,,2020-08-06 04:20:25,2020
53,0,True,0,False,3,2020-08-06 04:18:24+00:00,active,0,True,61,16,True,61,,,2020-08-06 04:20:25,2020
54,0,True,0,False,4,2020-08-06 02:10:56+00:00,active,0,True,63,11,True,63,,,2020-08-06 04:20:25,2020
55,0,True,0,False,1,2020-08-06 02:29:18+00:00,active,0,True,64,18,True,64,,,2020-08-06 04:20:25,2020
56,1,True,0,False,5,2020-08-06 02:08:48+00:00,active,0,True,65,17,True,65,,,2020-08-06 04:20:25,2020
57,0,True,0,False,15,2020-08-06 02:05:39+00:00,active,0,True,66,0,True,66,,,2020-08-06 04:20:25,2020
58,0,True,0,True,0,2020-08-06 04:11:43+00:00,active,0,True,67,27,True,67,,,2020-08-06 04:20:25,2020
59,1,True,0,True,12,2020-08-06 04:14:17+00:00,active,0,True,68,6,True,68,,,2020-08-06 04:20:25,2020
60,1,True,0,True,7,2020-08-06 04:12:55+00:00,active,0,True,69,11,True,69,,,2020-08-06 04:20:25,2020
61,0,True,0,False,15,2020-08-06 04:06:44+00:00,active,0,True,70,8,True,70,,,2020-08-06 04:20:25,2020
62,0,True,0,False,22,2020-08-06 02:09:35+00:00,active,0,True,71,1,True,71,,,2020-08-06 04:20:25,2020
63,0,True,0,False,0,2020-08-06 04:12:45+00:00,active,0,True,72,23,True,72,,,2020-08-06 04:20:25,2020
64,1,True,0,False,1,2020-08-06 03:15:58+00:00,active,0,True,73,13,True,73,,,2020-08-06 04:20:25,2020
65,0,True,0,True,6,2020-08-06 03:57:51+00:00,active,0,True,74,13,True,74,,,2020-08-06 04:20:25,2020
66,0,True,0,False,7,2020-08-06 03:09:24+00:00,active,0,True,75,8,True,75,,,2020-08-06 04:20:25,2020
67,0,True,0,False,16,2020-08-06 03:37:48+00:00,active,0,True,76,1,True,76,,,2020-08-06 04:20:25,2020
68,0,True,0,False,11,2020-08-06 03:50:31+00:00,active,0,True,77,4,True,77,,,2020-08-06 04:20:25,2020
69,1,True,0,False,18,2020-08-06 03:59:51+00:00,active,0,True,78,0,True,78,,,2020-08-06 04:20:25,2020
70,0,True,0,False,10,2020-08-06 02:16:57+00:00,active,0,True,79,9,True,79,,,2020-08-06 04:20:25,2020
71,0,True,0,False,0,2020-08-06 03:29:44+00:00,active,0,True,80,35,True,80,,,2020-08-06 04:20:25,2020
72,0,True,0,False,12,2020-08-06 03:32:31+00:00,active,0,True,81,7,True,81,,,2020-08-06 04:20:25,2020
73,0,True,0,False,7,2020-08-06 04:16:12+00:00,active,0,True,82,8,True,82,,,2020-08-06 04:20:25,2020
74,0,True,0,False,7,2020-08-06 04:16:18+00:00,active,0,True,84,8,True,84,,,2020-08-06 04:20:25,2020
75,0,True,0,False,1,2020-08-06 00:01:50+00:00,active,0,True,85,18,True,85,,,2020-08-06 04:20:25,2020
76,1,True,0,False,10,2020-08-06 03:50:22+00:00,active,0,True,86,8,True,86,,,2020-08-06 04:20:25,2020
77,0,True,0,False,13,2020-08-06 03:52:11+00:00,active,0,True,87,2,True,87,,,2020-08-06 04:20:25,2020
78,0,True,0,False,14,2020-08-06 02:54:33+00:00,active,0,True,89,5,True,89,,,2020-08-06 04:20:25,2020
79,1,True,0,False,15,2020-08-06 03:38:04+00:00,active,0,True,90,3,True,90,,,2020-08-06 04:20:25,2020
80,0,True,0,False,3,2020-08-06 03:31:29+00:00,active,0,True,91,16,True,91,,,2020-08-06 04:20:25,2020
81,1,True,0,False,10,2020-08-06 00:04:06+00:00,active,0,True,92,8,True,92,,,2020-08-06 04:20:25,2020
82,1,True,0,False,7,2020-08-06 02:30:36+00:00,active,0,True,93,7,True,93,,,2020-08-06 04:20:25,2020
83,1,True,0,False,5,2020-08-06 03:28:29+00:00,active,0,True,94,5,True,94,,,2020-08-06 04:20:25,2020
84,1,True,0,False,12,2020-08-06 02:44:42+00:00,active,0,True,95,2,True,95,,,2020-08-06 04:20:25,2020
85,0,True,0,False,14,2020-08-06 03:38:17+00:00,active,0,True,96,5,True,96,,,2020-08-06 04:20:25,2020
86,1,True,0,False,7,2020-08-06 04:11:23+00:00,active,0,True,97,11,True,97,,,2020-08-06 04:20:25,2020
87,2,True,0,False,14,2020-08-06 02:18:08+00:00,active,0,True,98,7,True,98,,,2020-08-06 04:20:25,2020
88,0,True,0,False,13,2020-08-06 03:07:36+00:00,active,0,True,99,2,True,99,,,2020-08-06 04:20:25,2020
89,1,True,0,True,21,2020-08-06 03:52:01+00:00,active,0,True,100,3,True,100,,,2020-08-06 04:20:25,2020
90,0,True,0,False,15,2020-08-06 01:01:36+00:00,active,0,True,101,0,True,101,,,2020-08-06 04:20:25,2020
91,0,True,0,False,13,2020-08-06 00:38:50+00:00,active,0,True,102,2,True,102,,,2020-08-06 04:20:25,2020
92,0,True,0,False,7,2020-08-06 02:25:24+00:00,active,0,True,103,8,True,103,,,2020-08-06 04:20:25,2020
93,0,True,0,False,6,2020-08-06 03:40:25+00:00,active,0,True,104,13,True,104,,,2020-08-06 04:20:25,2020
94,1,True,0,False,14,2020-08-06 04:08:51+00:00,active,0,True,105,4,True,105,,,2020-08-06 04:20:25,2020
95,0,True,0,False,6,2020-08-06 01:52:42+00:00,active,0,True,106,9,True,106,,,2020-08-06 04:20:25,2020
96,1,True,0,False,0,2020-08-06 01:46:27+00:00,active,0,True,107,18,True,107,,,2020-08-06 04:20:25,2020
97,0,True,0,False,4,2020-08-06 04:19:25+00:00,active,0,True,108,13,True,108,,,2020-08-06 04:20:25,2020
98,0,True,0,False,9,2020-08-06 01:37:39+00:00,active,0,True,109,26,True,109,,,2020-08-06 04:20:25,2020
99,0,True,0,False,7,2020-08-06 02:58:43+00:00,active,0,True,110,8,True,110,,,2020-08-06 04:20:25,2020
100,0,True,0,False,1,2020-08-06 00:34:33+00:00,active,0,True,111,14,True,111,,,2020-08-06 04:20:25,2020
101,0,True,0,False,7,2020-08-05 23:52:28+00:00,active,0,True,112,8,True,112,,,2020-08-06 04:20:25,2020
102,1,True,0,False,13,2020-08-06 03:10:06+00:00,active,0,True,113,1,True,113,,,2020-08-06 04:20:25,2020
103,1,True,0,False,12,2020-08-06 02:26:55+00:00,active,0,True,114,2,True,114,,,2020-08-06 04:20:25,2020
104,1,True,0,False,14,2020-08-06 04:02:29+00:00,active,0,True,115,4,True,115,,,2020-08-06 04:20:25,2020
105,0,True,0,False,17,2020-08-06 03:56:31+00:00,active,0,True,116,6,True,116,,,2020-08-06 04:20:25,2020
106,1,True,0,False,13,2020-08-06 03:09:46+00:00,active,0,True,117,5,True,117,,,2020-08-06 04:20:25,2020
107,1,True,0,False,15,2020-08-06 03:21:07+00:00,active,0,True,118,3,True,118,,,2020-08-06 04:20:25,2020
108,0,True,0,False,13,2020-08-06 03:14:46+00:00,active,0,True,119,2,True,119,,,2020-08-06 04:20:25,2020
109,2,True,0,False,13,2020-08-06 04:01:58+00:00,active,0,True,120,0,True,120,,,2020-08-06 04:20:25,2020
110,0,True,0,False,17,2020-08-06 03:28:45+00:00,active,0,True,121,0,True,121,,,2020-08-06 04:20:25,2020
111,0,True,0,False,8,2020-08-06 01:05:46+00:00,active,0,True,122,7,True,122,,,2020-08-06 04:20:25,2020
112,0,True,0,False,6,2020-08-06 00:27:27+00:00,active,0,True,124,9,True,124,,,2020-08-06 04:20:25,2020
113,1,True,0,False,12,2020-08-06 02:39:45+00:00,active,0,True,125,2,True,125,,,2020-08-06 04:20:25,2020
114,0,True,0,False,2,2020-08-05 23:52:34+00:00,active,0,True,126,13,True,126,,,2020-08-06 04:20:25,2020
115,0,True,0,False,14,2020-08-06 02:33:18+00:00,active,0,True,128,5,True,128,,,2020-08-06 04:20:25,2020
116,0,True,0,False,19,2020-08-06 01:57:13+00:00,active,0,True,129,0,True,129,,,2020-08-06 04:20:25,2020
117,0,True,0,False,9,2020-08-06 04:09:35+00:00,active,0,True,130,6,True,130,,,2020-08-06 04:20:25,2020
118,1,True,0,False,17,2020-08-06 01:34:45+00:00,active,0,True,131,0,True,131,,,2020-08-06 04:20:25,2020
119,1,True,0,False,14,2020-08-06 03:56:59+00:00,active,0,True,133,8,True,133,,,2020-08-06 04:20:25,2020
120,0,True,0,False,9,2020-08-06 00:12:05+00:00,active,0,True,135,8,True,135,,,2020-08-06 04:20:25,2020
121,0,True,0,False,1,2020-08-06 01:39:53+00:00,active,0,True,136,18,True,136,,,2020-08-06 04:20:25,2020
122,0,True,0,False,2,2020-08-06 01:56:59+00:00,active,0,True,137,13,True,137,,,2020-08-06 04:20:25,2020
123,0,True,0,False,3,2020-08-06 02:26:28+00:00,active,0,True,138,12,True,138,,,2020-08-06 04:20:25,2020
124,0,True,0,False,14,2020-08-06 03:53:08+00:00,active,0,True,139,5,True,139,,,2020-08-06 04:20:25,2020
125,1,True,0,False,13,2020-08-05 23:32:48+00:00,active,0,True,140,3,True,140,,,2020-08-06 04:20:25,2020
126,0,True,0,False,5,2020-08-06 04:03:27+00:00,active,0,True,141,10,True,141,,,2020-08-06 04:20:25,2020
127,3,True,0,False,10,2020-08-06 02:47:37+00:00,active,0,True,142,10,True,142,,,2020-08-06 04:20:25,2020
128,1,True,0,False,8,2020-08-06 03:43:52+00:00,active,0,True,143,14,True,143,,,2020-08-06 04:20:25,2020
129,0,True,0,False,8,2020-08-06 03:00:28+00:00,active,0,True,144,11,True,144,,,2020-08-06 04:20:25,2020
130,0,True,0,False,7,2020-08-06 04:18:25+00:00,active,0,True,145,12,True,145,,,2020-08-06 04:20:25,2020
131,1,True,0,False,10,2020-08-06 02:40:40+00:00,active,0,True,146,8,True,146,,,2020-08-06 04:20:25,2020
132,0,True,0,True,18,2020-08-06 03:14:40+00:00,active,0,True,149,0,True,149,,,2020-08-06 04:20:25,2020
133,0,True,0,False,0,2020-08-06 02:19:04+00:00,active,0,True,150,19,True,150,,,2020-08-06 04:20:25,2020
134,0,True,0,False,6,2020-08-06 04:00:16+00:00,active,0,True,151,13,True,151,,,2020-08-06 04:20:25,2020
135,0,True,0,True,12,2020-08-06 01:32:46+00:00,active,0,True,152,3,True,152,,,2020-08-06 04:20:25,2020
136,0,True,0,False,7,2020-08-05 23:18:36+00:00,active,0,True,156,8,True,156,,,2020-08-06 04:20:25,2020
137,1,True,0,False,0,2020-08-06 04:00:59+00:00,active,0,True,157,14,True,157,,,2020-08-06 04:20:25,2020
138,3,True,0,False,8,2020-08-06 03:36:22+00:00,active,0,True,159,4,True,159,,,2020-08-06 04:20:25,2020
139,0,True,0,True,5,2020-08-06 04:19:22+00:00,active,0,True,160,9,True,160,,,2020-08-06 04:20:25,2020
140,0,True,0,True,23,2020-08-06 03:19:11+00:00,active,0,True,161,0,True,161,,,2020-08-06 04:20:25,2020
141,0,True,0,False,9,2020-08-06 02:32:22+00:00,active,0,True,162,6,True,162,,,2020-08-06 04:20:25,2020
142,0,True,0,True,8,2020-08-06 03:50:36+00:00,active,0,True,163,11,True,163,,,2020-08-06 04:20:25,2020
143,1,True,0,False,5,2020-08-06 04:14:13+00:00,active,0,True,167,9,True,167,,,2020-08-06 04:20:25,2020
144,1,True,0,False,13,2020-08-06 01:33:06+00:00,active,0,True,169,5,True,169,,,2020-08-06 04:20:25,2020
145,0,True,0,True,0,2020-08-05 18:31:26+00:00,active,0,True,170,14,True,170,,,2020-08-06 04:20:25,2020
146,0,True,0,True,8,2020-08-05 22:21:58+00:00,active,0,True,171,15,True,171,,,2020-08-06 04:20:25,2020
147,0,True,0,True,7,2020-08-06 01:50:53+00:00,active,0,True,173,7,True,173,,,2020-08-06 04:20:25,2020
148,2,True,0,False,2,2020-08-06 02:08:31+00:00,active,0,True,174,11,True,174,,,2020-08-06 04:20:25,2020
149,0,True,0,True,4,2020-08-06 03:30:41+00:00,active,0,True,175,13,True,175,,,2020-08-06 04:20:25,2020
150,0,True,0,False,13,2020-08-06 02:06:46+00:00,active,0,True,176,2,True,176,,,2020-08-06 04:20:25,2020
151,0,True,0,False,6,2020-08-06 02:49:42+00:00,active,0,True,177,13,True,177,,,2020-08-06 04:20:25,2020
152,0,True,0,False,4,2020-08-06 04:16:20+00:00,active,0,True,178,15,True,178,,,2020-08-06 04:20:25,2020
153,0,True,0,False,5,2020-08-06 02:57:47+00:00,active,0,True,179,20,True,179,,,2020-08-06 04:20:25,2020
154,0,True,0,False,10,2020-08-06 03:39:50+00:00,active,0,True,180,9,True,180,,,2020-08-06 04:20:25,2020
155,0,True,0,False,19,2020-08-06 03:17:39+00:00,active,0,True,181,0,True,181,,,2020-08-06 04:20:25,2020
156,0,True,0,True,4,2020-08-06 00:45:33+00:00,active,0,True,182,15,True,182,,,2020-08-06 04:20:25,2020
157,0,True,0,False,7,2020-08-06 02:51:50+00:00,active,0,True,183,12,True,183,,,2020-08-06 04:20:25,2020
158,0,True,0,False,6,2020-08-06 03:26:54+00:00,active,0,True,184,13,True,184,,,2020-08-06 04:20:25,2020
159,0,True,0,False,6,2020-08-06 03:33:26+00:00,active,0,True,185,9,True,185,,,2020-08-06 04:20:25,2020
160,0,True,0,True,5,2020-08-06 03:08:29+00:00,active,0,True,186,10,True,186,,,2020-08-06 04:20:25,2020
161,0,True,0,False,15,2020-08-06 02:09:13+00:00,active,0,True,187,0,True,187,,,2020-08-06 04:20:25,2020
162,0,True,0,False,12,2020-08-06 02:35:04+00:00,active,0,True,188,3,True,188,,,2020-08-06 04:20:25,2020
163,2,True,0,True,0,2020-08-06 04:17:08+00:00,active,0,True,189,21,True,189,,,2020-08-06 04:20:25,2020
164,1,True,0,True,9,2020-08-06 04:10:46+00:00,active,0,True,190,27,True,190,,,2020-08-06 04:20:25,2020
165,0,True,0,False,2,2020-08-06 01:05:34+00:00,active,0,True,191,13,True,191,,,2020-08-06 04:20:25,2020
166,0,True,0,False,7,2020-08-06 03:22:07+00:00,active,0,True,192,12,True,192,,,2020-08-06 04:20:25,2020
167,1,True,0,True,1,2020-08-06 02:53:15+00:00,active,0,True,193,13,True,193,,,2020-08-06 04:20:25,2020
168,0,True,0,False,6,2020-08-06 02:54:22+00:00,active,0,True,194,13,True,194,,,2020-08-06 04:20:25,2020
169,1,True,0,False,13,2020-08-06 02:54:18+00:00,active,0,True,195,9,True,195,,,2020-08-06 04:20:25,2020
170,0,True,0,True,2,2020-08-06 01:15:01+00:00,active,0,True,196,8,True,196,,,2020-08-06 04:20:25,2020
171,0,True,0,False,1,2020-08-06 03:33:44+00:00,active,0,True,197,14,True,197,,,2020-08-06 04:20:25,2020
172,0,True,0,False,5,2020-08-05 22:16:32+00:00,active,0,True,199,10,True,199,,,2020-08-06 04:20:25,2020
173,0,True,0,False,15,2020-08-06 03:02:12+00:00,active,0,True,200,4,True,200,,,2020-08-06 04:20:25,2020
174,0,True,0,False,5,2020-08-05 16:42:59+00:00,active,0,True,201,10,True,201,,,2020-08-06 04:20:25,2020
175,0,True,0,False,8,2020-08-06 01:49:29+00:00,active,0,True,202,7,True,202,,,2020-08-06 04:20:25,2020
176,0,True,0,False,5,2020-08-05 23:08:39+00:00,active,0,True,203,10,True,203,,,2020-08-06 04:20:25,2020
177,1,True,0,False,8,2020-08-06 02:39:41+00:00,active,0,True,204,6,True,204,,,2020-08-06 04:20:25,2020
178,0,True,0,False,8,2020-08-06 01:22:06+00:00,active,0,True,205,7,True,205,,,2020-08-06 04:20:25,2020
179,0,True,0,False,0,2020-08-06 01:50:08+00:00,active,0,True,206,23,True,206,,,2020-08-06 04:20:25,2020
180,0,True,0,True,11,2020-08-06 01:06:43+00:00,active,0,True,208,4,True,208,,,2020-08-06 04:20:25,2020
181,0,True,0,False,5,2020-08-05 21:16:59+00:00,active,0,True,209,10,True,209,,,2020-08-06 04:20:25,2020
182,0,True,0,False,1,2020-08-06 00:24:36+00:00,active,0,True,210,14,True,210,,,2020-08-06 04:20:25,2020
183,0,True,0,False,12,2020-08-06 02:44:04+00:00,active,0,True,211,7,True,211,,,2020-08-06 04:20:25,2020
184,0,True,0,False,19,2020-08-06 03:07:33+00:00,active,0,True,212,14,True,212,,,2020-08-06 04:20:25,2020
185,0,True,0,True,8,2020-08-06 01:36:20+00:00,active,0,True,213,8,True,213,,,2020-08-06 04:20:25,2020
186,0,True,0,False,15,2020-08-06 02:54:24+00:00,active,0,True,214,0,True,214,,,2020-08-06 04:20:25,2020
187,1,True,0,False,8,2020-08-06 04:05:48+00:00,active,0,True,215,6,True,215,,,2020-08-06 04:20:25,2020
188,0,True,0,False,15,2020-08-06 02:16:25+00:00,active,0,True,216,4,True,216,,,2020-08-06 04:20:25,2020
189,0,True,0,False,19,2020-08-06 00:55:36+00:00,active,0,True,217,0,True,217,,,2020-08-06 04:20:25,2020
190,1,True,0,False,5,2020-08-06 03:05:11+00:00,active,0,True,218,9,True,218,,,2020-08-06 04:20:25,2020
191,0,True,0,False,13,2020-08-06 01:34:26+00:00,active,0,True,219,2,True,219,,,2020-08-06 04:20:25,2020
192,3,True,0,False,13,2020-08-06 04:17:13+00:00,active,0,True,221,3,True,221,,,2020-08-06 04:20:25,2020
193,0,True,0,True,7,2020-08-06 03:28:25+00:00,active,0,True,222,7,True,222,,,2020-08-06 04:20:25,2020
194,2,True,0,False,4,2020-08-06 01:15:23+00:00,active,0,True,224,11,True,224,,,2020-08-06 04:20:25,2020
195,0,True,0,False,7,2020-08-06 04:17:15+00:00,active,0,True,225,12,True,225,,,2020-08-06 04:20:25,2020
196,1,True,0,False,13,2020-08-06 03:29:24+00:00,active,0,True,226,1,True,226,,,2020-08-06 04:20:25,2020
197,0,True,0,False,2,2020-08-06 02:38:55+00:00,active,0,True,227,17,True,227,,,2020-08-06 04:20:25,2020
198,1,True,0,False,3,2020-08-06 02:41:38+00:00,active,0,True,228,15,True,228,,,2020-08-06 04:20:25,2020
199,0,True,0,False,3,2020-08-06 03:16:57+00:00,active,0,True,232,8,True,232,,,2020-08-06 04:20:25,2020
200,0,True,0,False,11,2020-08-06 04:12:25+00:00,active,0,True,233,4,True,233,,,2020-08-06 04:20:25,2020
201,0,True,0,False,2,2020-08-06 02:00:21+00:00,active,0,True,234,13,True,234,,,2020-08-06 04:20:25,2020
202,1,True,0,False,4,2020-08-06 00:31:59+00:00,active,0,True,235,10,True,235,,,2020-08-06 04:20:25,2020
203,0,True,0,False,9,2020-08-06 02:14:18+00:00,active,0,True,236,6,True,236,,,2020-08-06 04:20:25,2020
204,0,True,0,False,14,2020-08-06 03:16:25+00:00,active,0,True,239,1,True,239,,,2020-08-06 04:20:25,2020
205,0,True,0,False,12,2020-08-05 21:50:23+00:00,active,0,True,255,3,True,255,,,2020-08-06 04:20:25,2020
206,0,True,0,False,8,2020-08-05 22:06:52+00:00,active,0,True,258,7,True,258,,,2020-08-06 04:20:25,2020
207,0,True,0,False,0,2020-08-04 09:01:37+00:00,active,0,True,259,15,True,259,,,2020-08-06 04:20:25,2020
208,0,True,0,False,7,2020-08-06 03:59:17+00:00,active,0,True,260,8,True,260,,,2020-08-06 04:20:25,2020
209,0,True,0,False,8,2020-08-05 22:06:06+00:00,active,0,True,271,7,True,271,,,2020-08-06 04:20:25,2020
210,0,True,0,False,6,2020-08-05 19:11:19+00:00,active,0,True,272,13,True,272,,,2020-08-06 04:20:25,2020
211,1,True,0,False,22,2020-08-06 04:04:15+00:00,active,0,True,273,17,True,273,,,2020-08-06 04:20:25,2020
212,0,True,0,False,8,2020-08-06 03:59:16+00:00,active,0,True,279,11,True,279,,,2020-08-06 04:20:25,2020
213,0,True,0,False,6,2020-08-06 03:47:24+00:00,active,0,True,280,13,True,280,,,2020-08-06 04:20:25,2020
214,1,True,0,False,14,2020-08-06 02:25:26+00:00,active,0,True,282,0,True,282,,,2020-08-06 04:20:25,2020
215,0,True,0,False,16,2020-08-06 03:53:54+00:00,active,0,True,296,7,True,296,,,2020-08-06 04:20:25,2020
216,0,True,0,False,0,2020-08-06 04:10:12+00:00,active,0,True,318,19,True,318,,,2020-08-06 04:20:25,2020
217,0,True,0,False,17,2020-08-06 02:50:50+00:00,active,0,True,319,8,True,319,,,2020-08-06 04:20:25,2020
218,0,True,0,False,6,2020-08-06 02:37:38+00:00,active,0,True,327,9,True,327,,,2020-08-06 04:20:25,2020
219,0,True,0,False,6,2020-08-06 03:07:31+00:00,active,0,True,328,9,True,328,,,2020-08-06 04:20:25,2020
220,1,True,0,False,6,2020-08-06 02:27:05+00:00,active,0,True,329,8,True,329,,,2020-08-06 04:20:25,2020
