,num_docks_disabled,num_bikes_disabled,last_reported,is_installed,station_id,is_renting,num_docks_available,num_ebikes_available,station_status,is_returning,num_bikes_available,legacy_id,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
142,0,0,2020-08-14 08:25:44+00:00,True,163,True,5,0,active,True,14,163,True,2020-08-14 09:13:40,2020
143,0,0,2020-08-14 09:10:08+00:00,True,167,True,3,0,active,True,12,167,False,2020-08-14 09:13:40,2020
144,0,0,2020-08-14 08:24:52+00:00,True,169,True,10,0,active,True,9,169,False,2020-08-14 09:13:40,2020
145,0,0,2020-08-14 08:30:01+00:00,True,170,True,4,0,active,True,10,170,True,2020-08-14 09:13:40,2020
146,0,0,2020-08-14 08:30:32+00:00,True,171,True,13,0,active,True,10,171,True,2020-08-14 09:13:40,2020
147,0,0,2020-08-14 08:25:09+00:00,True,173,True,1,0,active,True,13,173,True,2020-08-14 09:13:40,2020
148,0,2,2020-08-14 08:09:45+00:00,True,174,True,6,0,active,True,7,174,False,2020-08-14 09:13:40,2020
149,0,2,2020-08-14 08:29:49+00:00,True,175,True,4,0,active,True,11,175,True,2020-08-14 09:13:40,2020
150,0,0,2020-08-14 08:24:13+00:00,True,176,True,3,0,active,True,12,176,False,2020-08-14 09:13:40,2020
151,0,0,2020-08-14 08:24:03+00:00,True,177,True,19,0,active,True,0,177,False,2020-08-14 09:13:40,2020
152,0,0,2020-08-14 08:24:02+00:00,True,178,True,6,0,active,True,13,178,False,2020-08-14 09:13:40,2020
153,0,0,2020-08-14 08:50:17+00:00,True,179,True,11,0,active,True,14,179,False,2020-08-14 09:13:40,2020
154,0,0,2020-08-14 08:24:02+00:00,True,180,True,12,0,active,True,7,180,False,2020-08-14 09:13:40,2020
155,0,0,2020-08-14 08:05:00+00:00,True,181,True,7,0,active,True,12,181,False,2020-08-14 09:13:40,2020
156,0,0,2020-08-14 08:40:05+00:00,True,182,True,14,0,active,True,5,182,True,2020-08-14 09:13:40,2020
157,0,0,2020-08-14 08:29:14+00:00,True,183,True,16,0,active,True,3,183,False,2020-08-14 09:13:40,2020
158,0,0,2020-08-14 08:29:52+00:00,True,184,True,14,0,active,True,5,184,False,2020-08-14 09:13:40,2020
159,0,0,2020-08-14 08:30:39+00:00,True,185,True,3,0,active,True,12,185,False,2020-08-14 09:13:40,2020
160,0,0,2020-08-14 08:29:32+00:00,True,186,True,13,0,active,True,2,186,True,2020-08-14 09:13:40,2020
161,0,0,2020-08-14 08:34:11+00:00,True,187,True,7,0,active,True,8,187,False,2020-08-14 09:13:40,2020
162,0,0,2020-08-14 08:34:28+00:00,True,188,True,5,0,active,True,10,188,False,2020-08-14 09:13:40,2020
163,0,0,2020-08-14 09:11:22+00:00,True,189,True,21,0,active,True,2,189,True,2020-08-14 09:13:40,2020
164,0,0,2020-08-14 08:44:01+00:00,True,190,True,20,0,active,True,17,190,True,2020-08-14 09:13:40,2020
165,0,0,2020-08-14 08:34:17+00:00,True,191,True,9,0,active,True,6,191,False,2020-08-14 09:13:40,2020
166,0,0,2020-08-14 08:19:34+00:00,True,192,True,19,0,active,True,0,192,False,2020-08-14 09:13:40,2020
167,0,1,2020-08-14 08:34:29+00:00,True,193,True,5,0,active,True,9,193,True,2020-08-14 09:13:40,2020
168,0,1,2020-08-14 08:20:20+00:00,True,194,True,12,0,active,True,6,194,False,2020-08-14 09:13:40,2020
169,0,1,2020-08-14 08:34:06+00:00,True,195,True,10,0,active,True,12,195,False,2020-08-14 09:13:40,2020
170,0,1,2020-08-14 08:29:38+00:00,True,196,True,9,0,active,True,0,196,True,2020-08-14 09:13:40,2020
171,0,1,2020-08-14 08:09:05+00:00,True,197,True,11,0,active,True,3,197,False,2020-08-14 09:13:40,2020
172,0,0,2020-08-14 08:10:48+00:00,True,199,True,8,0,active,True,7,199,False,2020-08-14 09:13:40,2020
173,0,0,2020-08-14 08:09:49+00:00,True,200,True,6,0,active,True,13,200,False,2020-08-14 09:13:40,2020
174,0,0,2020-08-14 08:04:47+00:00,True,201,True,5,0,active,True,10,201,False,2020-08-14 09:13:40,2020
175,0,0,2020-08-14 08:19:44+00:00,True,202,True,14,0,active,True,1,202,False,2020-08-14 09:13:40,2020
176,0,0,2020-08-14 08:10:00+00:00,True,203,True,15,0,active,True,0,203,False,2020-08-14 09:13:40,2020
177,0,1,2020-08-14 08:04:02+00:00,True,204,True,14,0,active,True,0,204,False,2020-08-14 09:13:40,2020
178,0,0,2020-08-14 08:04:15+00:00,True,205,True,12,0,active,True,3,205,False,2020-08-14 09:13:40,2020
179,0,1,2020-08-14 08:29:33+00:00,True,206,True,20,0,active,True,2,206,True,2020-08-14 09:13:40,2020
180,0,0,2020-08-14 08:34:50+00:00,True,208,True,4,0,active,True,11,208,True,2020-08-14 09:13:40,2020
181,0,0,2020-08-14 08:14:57+00:00,True,209,True,6,0,active,True,9,209,False,2020-08-14 09:13:40,2020
182,0,0,2020-08-14 09:11:54+00:00,True,210,True,12,0,active,True,3,210,False,2020-08-14 09:13:40,2020
183,0,0,2020-08-14 08:09:35+00:00,True,211,True,11,0,active,True,8,211,False,2020-08-14 09:13:40,2020
184,0,0,2020-08-14 08:04:53+00:00,True,212,True,18,0,active,True,15,212,False,2020-08-14 09:13:40,2020
185,0,0,2020-08-14 08:30:47+00:00,True,213,True,10,0,active,True,6,213,True,2020-08-14 09:13:40,2020
186,0,0,2020-08-14 08:30:31+00:00,True,214,True,5,0,active,True,10,214,False,2020-08-14 09:13:40,2020
187,0,0,2020-08-14 08:20:57+00:00,True,215,True,11,0,active,True,4,215,False,2020-08-14 09:13:40,2020
188,0,1,2020-08-14 07:58:11+00:00,True,216,True,0,0,active,True,18,216,False,2020-08-14 09:13:40,2020
189,0,0,2020-08-14 08:30:22+00:00,True,217,True,9,0,active,True,10,217,False,2020-08-14 09:13:40,2020
190,0,0,2020-08-14 08:09:49+00:00,True,218,True,4,0,active,True,11,218,False,2020-08-14 09:13:40,2020
191,0,1,2020-08-14 08:20:32+00:00,True,219,True,9,0,active,True,5,219,False,2020-08-14 09:13:40,2020
192,0,0,2020-08-14 08:35:26+00:00,True,221,True,9,0,active,True,10,221,False,2020-08-14 09:13:40,2020
193,0,0,2020-08-14 08:24:38+00:00,True,222,True,8,0,active,True,6,222,True,2020-08-14 09:13:40,2020
194,0,2,2020-08-14 08:35:40+00:00,True,224,True,2,0,active,True,13,224,False,2020-08-14 09:13:40,2020
195,0,0,2020-08-14 08:34:09+00:00,True,225,True,8,0,active,True,11,225,False,2020-08-14 09:13:40,2020
196,0,0,2020-08-14 08:10:44+00:00,True,226,True,0,0,active,True,15,226,False,2020-08-14 09:13:40,2020
197,0,3,2020-08-14 08:15:04+00:00,True,227,True,7,0,active,True,9,227,False,2020-08-14 09:13:40,2020
198,0,0,2020-08-14 08:35:36+00:00,True,228,True,19,0,active,True,0,228,False,2020-08-14 09:13:40,2020
199,0,0,2020-08-14 08:09:42+00:00,True,232,True,5,0,active,True,6,232,False,2020-08-14 09:13:40,2020
200,0,0,2020-08-14 08:57:31+00:00,True,233,True,7,0,active,True,8,233,False,2020-08-14 09:13:40,2020
201,0,0,2020-08-14 08:34:42+00:00,True,234,True,9,0,active,True,6,234,False,2020-08-14 09:13:40,2020
202,0,0,2020-08-14 05:09:21+00:00,True,235,True,4,0,active,True,11,235,False,2020-08-14 09:13:40,2020
203,0,0,2020-08-14 08:35:00+00:00,True,236,True,7,0,active,True,8,236,False,2020-08-14 09:13:40,2020
204,0,0,2020-08-14 08:35:07+00:00,True,239,True,6,0,active,True,9,239,False,2020-08-14 09:13:40,2020
205,0,0,2020-08-14 08:35:07+00:00,True,255,True,5,0,active,True,10,255,False,2020-08-14 09:13:40,2020
206,0,0,2020-08-14 08:35:38+00:00,True,258,True,2,0,active,True,13,258,False,2020-08-14 09:13:40,2020
207,0,0,2020-08-14 08:35:55+00:00,True,259,True,1,0,active,True,14,259,False,2020-08-14 09:13:40,2020
208,0,0,2020-08-14 03:13:13+00:00,True,260,True,0,0,active,True,15,260,False,2020-08-14 09:13:40,2020
209,0,0,2020-08-14 09:13:29+00:00,True,271,True,5,0,active,True,10,271,False,2020-08-14 09:13:40,2020
210,0,1,2020-08-14 08:44:39+00:00,True,272,True,12,0,active,True,6,272,False,2020-08-14 09:13:40,2020
211,0,0,2020-08-14 08:50:04+00:00,True,273,True,25,0,active,True,15,273,False,2020-08-14 09:13:40,2020
212,0,0,2020-08-14 08:39:39+00:00,True,279,True,2,0,active,True,17,279,False,2020-08-14 09:13:40,2020
213,0,1,2020-08-14 08:39:55+00:00,True,280,True,8,0,active,True,10,280,False,2020-08-14 09:13:40,2020
214,0,1,2020-08-14 08:39:20+00:00,True,282,True,4,0,active,True,10,282,False,2020-08-14 09:13:40,2020
215,0,0,2020-08-14 08:44:43+00:00,True,296,True,15,0,active,True,8,296,False,2020-08-14 09:13:40,2020
216,0,1,2020-08-14 08:46:40+00:00,True,318,True,17,0,active,True,1,318,False,2020-08-14 09:13:40,2020
217,0,0,2020-08-14 08:45:59+00:00,True,319,True,20,0,active,True,5,319,False,2020-08-14 09:13:40,2020
218,0,0,2020-08-14 08:44:37+00:00,True,327,True,14,0,active,True,1,327,False,2020-08-14 09:13:40,2020
219,0,2,2020-08-14 08:34:20+00:00,True,328,True,1,0,active,True,12,328,False,2020-08-14 09:13:40,2020
220,0,0,2020-08-14 08:34:43+00:00,True,329,True,1,0,active,True,14,329,False,2020-08-14 09:13:40,2020
221,0,0,2020-08-14 08:44:55+00:00,True,330,True,11,0,active,True,4,330,False,2020-08-14 09:13:40,2020
222,0,0,2020-08-14 08:40:21+00:00,True,331,True,7,0,active,True,8,331,False,2020-08-14 09:13:40,2020
223,0,1,2020-08-14 08:54:56+00:00,True,332,True,0,0,active,True,14,332,False,2020-08-14 09:13:40,2020
224,0,0,2020-08-14 06:01:11+00:00,True,333,True,1,0,active,True,24,333,False,2020-08-14 09:13:40,2020
225,0,0,2020-08-14 08:31:00+00:00,True,334,True,3,0,active,True,16,334,False,2020-08-14 09:13:40,2020
226,0,1,2020-08-14 08:36:02+00:00,True,335,True,13,0,active,True,5,335,False,2020-08-14 09:13:40,2020
227,0,0,2020-08-14 08:40:55+00:00,True,336,True,11,0,active,True,4,336,False,2020-08-14 09:13:40,2020
228,0,1,2020-08-14 08:40:17+00:00,True,337,True,2,0,active,True,12,337,False,2020-08-14 09:13:40,2020
