,valet,is_installed,num_bikes_disabled,num_docks_available,is_renting,eightd_active_station_services,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,"{'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'off_dock_count': 0, 'valet_revision': 3, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 0}",True,0,8,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,15,296,True,2020-08-03 05:13:27+00:00,active,296,0,False,2020-08-03 06:51:20,2020
1,,True,1,5,True,,0,9,3,True,2020-08-03 03:55:23+00:00,active,3,0,True,2020-08-03 06:51:20,2020
2,,True,0,11,True,,0,8,4,True,2020-08-03 06:29:32+00:00,active,4,0,False,2020-08-03 06:51:20,2020
3,,True,0,4,True,,0,11,5,True,2020-08-03 06:27:19+00:00,active,5,0,False,2020-08-03 06:51:20,2020
4,,True,0,13,True,,0,2,6,True,2020-08-03 03:41:22+00:00,active,6,0,False,2020-08-03 06:51:20,2020
5,,True,1,7,True,,0,7,7,True,2020-08-03 03:52:01+00:00,active,7,0,False,2020-08-03 06:51:20,2020
6,,True,3,1,True,,0,15,8,True,2020-08-03 05:20:50+00:00,active,8,0,False,2020-08-03 06:51:20,2020
7,,True,0,5,True,,0,10,9,True,2020-08-03 03:54:13+00:00,active,9,0,False,2020-08-03 06:51:20,2020
8,,True,1,9,True,,0,1,10,True,2020-08-03 02:59:02+00:00,active,10,0,False,2020-08-03 06:51:20,2020
9,,True,1,14,True,,0,0,11,True,2020-08-03 03:54:06+00:00,active,11,0,False,2020-08-03 06:51:20,2020
10,,True,0,9,True,,0,9,12,True,2020-08-03 05:37:26+00:00,active,12,0,True,2020-08-03 06:51:20,2020
11,,True,0,7,True,,0,12,13,True,2020-08-03 06:28:35+00:00,active,13,0,False,2020-08-03 06:51:20,2020
12,,True,2,17,True,,0,6,14,True,2020-08-03 05:14:00+00:00,active,14,0,False,2020-08-03 06:51:20,2020
13,,True,0,8,True,,0,7,15,True,2020-08-03 01:45:49+00:00,active,15,0,False,2020-08-03 06:51:20,2020
14,,True,0,14,True,,0,5,16,True,2020-08-03 05:48:34+00:00,active,16,0,True,2020-08-03 06:51:20,2020
15,,True,1,4,True,,0,10,17,True,2020-08-03 02:44:01+00:00,active,17,0,False,2020-08-03 06:51:20,2020
16,,True,0,11,True,,0,4,19,True,2020-08-03 01:48:39+00:00,active,19,0,False,2020-08-03 06:51:20,2020
17,,True,1,9,True,,0,13,20,True,2020-08-03 05:38:39+00:00,active,20,0,True,2020-08-03 06:51:20,2020
18,,True,0,18,True,,0,0,21,True,2020-08-03 06:20:30+00:00,active,21,0,True,2020-08-03 06:51:20,2020
19,,True,0,33,True,,0,14,22,True,2020-08-03 04:38:41+00:00,active,22,0,True,2020-08-03 06:51:20,2020
20,,True,0,21,True,,0,0,23,True,2020-08-03 03:20:57+00:00,active,23,0,True,2020-08-03 06:51:20,2020
21,,True,1,4,True,,0,14,24,True,2020-08-03 04:56:43+00:00,active,24,0,False,2020-08-03 06:51:20,2020
22,,True,2,6,True,,0,7,25,True,2020-08-03 01:45:58+00:00,active,25,0,False,2020-08-03 06:51:20,2020
23,,True,0,15,True,,0,0,26,True,2020-08-03 04:44:10+00:00,active,26,0,False,2020-08-03 06:51:20,2020
24,,True,1,3,True,,0,19,27,True,2020-08-03 06:13:42+00:00,active,27,0,False,2020-08-03 06:51:20,2020
25,,True,0,9,True,,0,6,29,True,2020-08-02 20:54:08+00:00,active,29,0,False,2020-08-03 06:51:20,2020
26,,True,4,0,True,,0,11,30,True,2020-08-03 05:15:53+00:00,active,30,0,False,2020-08-03 06:51:20,2020
27,,True,0,19,True,,0,0,31,True,2020-08-02 22:34:48+00:00,active,31,0,True,2020-08-03 06:51:20,2020
28,,True,4,2,True,,0,9,32,True,2020-08-03 05:27:40+00:00,active,32,0,False,2020-08-03 06:51:20,2020
29,,True,2,24,True,,0,1,33,True,2020-08-03 06:32:07+00:00,active,33,0,False,2020-08-03 06:51:20,2020
30,,True,0,14,True,,0,9,35,True,2020-08-03 00:03:51+00:00,active,35,0,False,2020-08-03 06:51:20,2020
31,,True,0,18,True,,0,15,36,True,2020-08-03 05:39:40+00:00,active,36,0,True,2020-08-03 06:51:20,2020
