,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,5,0,0,10,0,True,True,True,2020-03-13 19:37:30+00:00,True,2020-03-13 20:12:00,2020
1,4,12,0,1,6,0,True,True,True,2020-03-13 19:47:14+00:00,False,2020-03-13 20:12:00,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 20:12:00,1970
3,6,0,0,0,15,0,True,True,True,2020-03-13 19:37:22+00:00,False,2020-03-13 20:12:00,2020
4,7,12,0,0,3,0,True,True,True,2020-03-13 16:03:03+00:00,False,2020-03-13 20:12:00,2020
5,8,4,0,1,14,0,True,True,True,2020-03-13 20:11:59+00:00,False,2020-03-13 20:12:00,2020
6,9,3,0,0,12,0,True,True,True,2020-03-13 20:06:50+00:00,False,2020-03-13 20:12:00,2020
7,10,8,0,0,3,0,True,True,True,2020-03-13 18:04:59+00:00,False,2020-03-13 20:12:00,2020
8,11,10,0,1,4,0,True,True,True,2020-03-13 20:10:24+00:00,False,2020-03-13 20:12:00,2020
9,12,8,0,0,10,0,True,True,True,2020-03-13 19:59:31+00:00,True,2020-03-13 20:12:00,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 20:12:00,1970
11,14,18,0,1,6,0,True,True,True,2020-03-13 20:06:24+00:00,False,2020-03-13 20:12:00,2020
12,15,13,0,0,2,0,True,True,True,2020-03-13 12:14:43+00:00,False,2020-03-13 20:12:00,2020
13,16,11,0,0,8,0,True,True,True,2020-03-13 20:03:56+00:00,True,2020-03-13 20:12:00,2020
14,17,8,0,0,7,0,True,True,True,2020-03-13 20:06:30+00:00,False,2020-03-13 20:12:00,2020
15,19,5,0,2,8,0,True,True,True,2020-03-13 19:30:14+00:00,False,2020-03-13 20:12:00,2020
16,20,15,0,0,8,0,True,True,True,2020-03-13 19:54:07+00:00,True,2020-03-13 20:12:00,2020
17,21,10,0,1,7,0,True,True,True,2020-03-13 20:06:05+00:00,True,2020-03-13 20:12:00,2020
18,22,23,0,1,23,0,True,True,True,2020-03-13 20:07:05+00:00,True,2020-03-13 20:12:00,2020
19,23,7,0,1,13,0,True,True,True,2020-03-13 19:34:40+00:00,True,2020-03-13 20:12:00,2020
20,24,19,0,0,0,0,True,True,True,2020-03-13 20:07:41+00:00,False,2020-03-13 20:12:00,2020
21,25,3,0,1,11,0,True,True,True,2020-03-13 20:01:10+00:00,False,2020-03-13 20:12:00,2020
22,26,2,0,0,13,0,True,True,True,2020-03-13 20:01:38+00:00,False,2020-03-13 20:12:00,2020
23,27,9,0,2,12,0,True,True,True,2020-03-13 18:52:18+00:00,False,2020-03-13 20:12:00,2020
24,29,5,0,0,10,0,True,True,True,2020-03-13 19:54:41+00:00,False,2020-03-13 20:12:00,2020
25,30,6,0,0,9,0,True,True,True,2020-03-13 20:06:28+00:00,False,2020-03-13 20:12:00,2020
26,31,6,0,1,12,0,True,True,True,2020-03-13 12:32:37+00:00,False,2020-03-13 20:12:00,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 20:12:00,1970
28,33,19,0,2,6,0,True,True,True,2020-03-13 19:40:09+00:00,True,2020-03-13 20:12:00,2020
29,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,2020-03-13 20:12:00,2019
30,36,13,0,1,19,0,True,True,True,2020-03-13 20:10:57+00:00,True,2020-03-13 20:12:00,2020
31,37,5,0,1,9,0,True,True,True,2020-03-13 17:55:30+00:00,True,2020-03-13 20:12:00,2020
32,39,4,0,0,19,0,True,True,True,2020-03-13 19:49:38+00:00,False,2020-03-13 20:12:00,2020
33,40,6,0,0,13,0,True,True,True,2020-03-13 20:10:11+00:00,False,2020-03-13 20:12:00,2020
34,41,22,0,1,4,0,True,True,True,2020-03-13 20:11:14+00:00,True,2020-03-13 20:12:00,2020
35,42,7,0,1,15,0,True,True,True,2020-03-13 19:28:07+00:00,False,2020-03-13 20:12:00,2020
36,43,8,0,0,7,0,True,True,True,2020-03-13 17:04:07+00:00,False,2020-03-13 20:12:00,2020
37,44,16,0,0,7,0,True,True,True,2020-03-13 19:55:32+00:00,False,2020-03-13 20:12:00,2020
38,46,10,0,1,8,0,True,True,True,2020-03-13 20:09:40+00:00,False,2020-03-13 20:12:00,2020
39,47,8,0,0,11,0,True,True,True,2020-03-13 20:04:09+00:00,True,2020-03-13 20:12:00,2020
40,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,2020-03-13 20:12:00,2020
41,49,7,0,1,10,0,True,True,True,2020-03-13 20:11:45+00:00,False,2020-03-13 20:12:00,2020
42,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-13 20:12:00,1970
43,51,3,0,1,11,0,True,True,True,2020-03-13 17:42:48+00:00,False,2020-03-13 20:12:00,2020
44,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-13 20:12:00,1970
45,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,2020-03-13 20:12:00,2020
46,54,2,0,0,13,0,True,True,True,2020-03-13 19:56:07+00:00,False,2020-03-13 20:12:00,2020
47,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 20:12:00,1970
48,56,1,0,0,17,0,True,True,True,2020-03-13 19:38:36+00:00,False,2020-03-13 20:12:00,2020
49,57,6,0,0,8,0,True,True,True,2020-03-13 20:07:11+00:00,True,2020-03-13 20:12:00,2020
50,58,1,0,0,18,0,True,True,True,2020-03-13 19:55:46+00:00,True,2020-03-13 20:12:00,2020
