,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,data_read_timestamp,year_station_last_reported
0,3,2,0,0,13,0,True,True,True,2020-03-11 23:21:52+00:00,True,2020-03-11 23:28:36,2020
1,4,19,0,0,0,0,True,True,True,2020-03-11 23:18:13+00:00,False,2020-03-11 23:28:36,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-11 23:28:36,1970
3,6,2,0,1,12,0,True,True,True,2020-03-11 23:24:45+00:00,False,2020-03-11 23:28:36,2020
4,7,9,0,0,6,0,True,True,True,2020-03-11 21:56:18+00:00,False,2020-03-11 23:28:36,2020
5,8,4,0,0,15,0,True,True,True,2020-03-11 23:15:53+00:00,False,2020-03-11 23:28:36,2020
6,9,11,0,1,3,0,True,True,True,2020-03-11 23:27:29+00:00,False,2020-03-11 23:28:36,2020
7,10,3,0,0,8,0,True,True,True,2020-03-11 23:07:11+00:00,False,2020-03-11 23:28:36,2020
8,11,4,0,1,10,0,True,True,True,2020-03-11 23:24:59+00:00,False,2020-03-11 23:28:36,2020
9,12,9,0,3,6,0,True,True,True,2020-03-11 23:24:56+00:00,True,2020-03-11 23:28:36,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-11 23:28:36,1970
11,14,22,0,0,3,0,True,True,True,2020-03-11 23:26:37+00:00,False,2020-03-11 23:28:36,2020
12,15,11,0,0,4,0,True,True,True,2020-03-11 22:53:24+00:00,False,2020-03-11 23:28:36,2020
13,16,1,0,0,18,0,True,True,True,2020-03-11 23:27:20+00:00,True,2020-03-11 23:28:36,2020
14,17,4,0,0,11,0,True,True,True,2020-03-11 23:26:55+00:00,False,2020-03-11 23:28:36,2020
15,19,3,0,0,12,0,True,True,True,2020-03-11 23:18:33+00:00,False,2020-03-11 23:28:36,2020
16,20,14,0,0,9,0,True,True,True,2020-03-11 23:21:36+00:00,True,2020-03-11 23:28:36,2020
17,21,3,0,0,15,0,True,True,True,2020-03-11 23:21:51+00:00,True,2020-03-11 23:28:36,2020
18,22,27,0,0,20,0,True,True,True,2020-03-11 23:26:31+00:00,True,2020-03-11 23:28:36,2020
19,23,1,0,1,19,0,True,True,True,2020-03-11 23:27:13+00:00,True,2020-03-11 23:28:36,2020
20,24,19,0,0,0,0,True,True,True,2020-03-11 23:21:14+00:00,False,2020-03-11 23:28:36,2020
21,25,15,0,0,0,0,True,True,True,2020-03-11 23:02:32+00:00,False,2020-03-11 23:28:36,2020
22,26,12,0,3,0,0,True,True,True,2020-03-11 23:13:32+00:00,False,2020-03-11 23:28:36,2020
23,27,5,0,1,17,0,True,True,True,2020-03-11 23:28:17+00:00,False,2020-03-11 23:28:36,2020
24,29,2,0,0,13,0,True,True,True,2020-03-11 23:03:39+00:00,False,2020-03-11 23:28:36,2020
25,30,0,0,0,15,0,True,True,True,2020-03-11 22:18:39+00:00,False,2020-03-11 23:28:36,2020
26,31,0,0,2,17,0,True,True,True,2020-03-11 23:10:15+00:00,False,2020-03-11 23:28:36,2020
