,num_ebikes_available,eightd_has_available_keys,num_docks_disabled,legacy_id,last_reported,num_bikes_disabled,station_status,is_renting,num_bikes_available,station_id,is_returning,is_installed,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,0,3,2020-07-28 20:36:46+00:00,0,active,True,2,3,True,True,13,,,2020-07-28 20:52:35,2020
1,0,False,0,4,2020-07-28 20:34:05+00:00,0,active,True,10,4,True,True,9,,,2020-07-28 20:52:35,2020
2,0,False,0,5,2020-07-28 20:51:24+00:00,0,active,True,10,5,True,True,5,,,2020-07-28 20:52:35,2020
3,0,False,0,6,2020-07-28 20:51:46+00:00,0,active,True,5,6,True,True,10,,,2020-07-28 20:52:35,2020
4,0,False,0,7,2020-07-28 20:40:44+00:00,0,active,True,1,7,True,True,14,,,2020-07-28 20:52:35,2020
5,0,False,0,8,2020-07-28 20:48:16+00:00,1,active,True,1,8,True,True,17,,,2020-07-28 20:52:35,2020
6,0,False,0,9,2020-07-28 20:51:24+00:00,1,active,True,10,9,True,True,4,,,2020-07-28 20:52:35,2020
7,0,False,0,10,2020-07-28 20:02:19+00:00,1,active,True,6,10,True,True,4,,,2020-07-28 20:52:35,2020
8,0,False,0,11,2020-07-28 20:52:03+00:00,1,active,True,6,11,True,True,8,"{'off_dock_count': 41, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 69, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-28 20:52:35,2020
9,0,True,0,12,2020-07-28 20:43:22+00:00,0,active,True,15,12,True,True,3,,,2020-07-28 20:52:35,2020
10,0,False,0,13,2020-07-28 20:50:32+00:00,0,active,True,9,13,True,True,10,,,2020-07-28 20:52:35,2020
11,0,False,0,14,2020-07-28 20:50:16+00:00,1,active,True,6,14,True,True,18,,,2020-07-28 20:52:35,2020
12,0,False,0,15,2020-07-28 18:29:09+00:00,0,active,True,10,15,True,True,5,,,2020-07-28 20:52:35,2020
13,0,True,0,16,2020-07-28 20:45:34+00:00,1,active,True,7,16,True,True,11,,,2020-07-28 20:52:35,2020
14,0,False,0,17,2020-07-28 20:41:32+00:00,0,active,True,7,17,True,True,8,,,2020-07-28 20:52:35,2020
15,0,False,0,19,2020-07-28 20:43:39+00:00,0,active,True,3,19,True,True,12,,,2020-07-28 20:52:35,2020
16,0,True,0,20,2020-07-28 20:51:23+00:00,0,active,True,11,20,True,True,12,,,2020-07-28 20:52:35,2020
17,0,True,0,21,2020-07-28 20:36:06+00:00,2,active,True,2,21,True,True,14,,,2020-07-28 20:52:35,2020
18,0,True,0,22,2020-07-28 20:44:19+00:00,0,active,True,5,22,True,True,42,,,2020-07-28 20:52:35,2020
19,0,True,0,23,2020-07-28 20:30:01+00:00,2,active,True,9,23,True,True,10,,,2020-07-28 20:52:35,2020
20,0,False,0,24,2020-07-28 20:38:26+00:00,0,active,True,9,24,True,True,10,,,2020-07-28 20:52:35,2020
21,0,False,0,25,2020-07-28 20:02:16+00:00,0,active,True,14,25,True,True,1,,,2020-07-28 20:52:35,2020
22,0,False,0,26,2020-07-28 20:42:15+00:00,0,active,True,13,26,True,True,2,,,2020-07-28 20:52:35,2020
23,0,False,0,27,2020-07-28 20:39:02+00:00,0,active,True,11,27,True,True,12,,,2020-07-28 20:52:35,2020
24,0,False,0,29,2020-07-28 18:55:47+00:00,1,active,True,12,29,True,True,2,,,2020-07-28 20:52:35,2020
25,0,False,0,30,2020-07-28 20:47:08+00:00,0,active,True,11,30,True,True,4,,,2020-07-28 20:52:35,2020
26,0,True,0,31,2020-07-28 20:44:49+00:00,0,active,True,4,31,True,True,15,,,2020-07-28 20:52:35,2020
27,0,False,0,32,2020-07-28 20:46:28+00:00,0,active,True,2,32,True,True,13,,,2020-07-28 20:52:35,2020
28,0,False,0,33,2020-07-28 20:41:36+00:00,2,active,True,5,33,True,True,20,,,2020-07-28 20:52:35,2020
