,is_installed,num_bikes_available,legacy_id,station_id,num_ebikes_available,num_bikes_disabled,is_returning,num_docks_disabled,last_reported,eightd_has_available_keys,is_renting,station_status,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,3,3,0,0,True,0,2020-08-06 02:04:58+00:00,False,True,active,15,,,2020-08-06 02:48:25,2020
1,True,17,4,4,0,0,True,0,2020-08-06 02:27:33+00:00,False,True,active,2,,,2020-08-06 02:48:25,2020
2,True,1,5,5,0,0,True,0,2020-08-06 02:44:07+00:00,False,True,active,14,,,2020-08-06 02:48:25,2020
3,True,8,6,6,0,2,True,0,2020-08-06 02:29:24+00:00,False,True,active,5,,,2020-08-06 02:48:25,2020
4,True,3,7,7,0,0,True,0,2020-08-06 02:14:13+00:00,False,True,active,12,,,2020-08-06 02:48:25,2020
5,True,8,8,8,0,0,True,0,2020-08-06 02:03:27+00:00,False,True,active,11,,,2020-08-06 02:48:25,2020
6,True,13,9,9,0,0,True,0,2020-08-06 02:37:48+00:00,False,True,active,2,,,2020-08-06 02:48:25,2020
7,True,3,10,10,0,0,True,0,2020-08-06 01:45:14+00:00,False,True,active,8,,,2020-08-06 02:48:25,2020
8,True,1,11,11,0,0,True,0,2020-08-06 02:44:34+00:00,False,True,active,14,"{'off_dock_count': 3, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'valet_revision': 79, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 02:48:25,2020
9,True,13,12,12,0,0,True,0,2020-08-06 02:25:14+00:00,True,True,active,5,,,2020-08-06 02:48:25,2020
10,True,6,13,13,0,0,True,0,2020-08-06 02:33:22+00:00,False,True,active,13,,,2020-08-06 02:48:25,2020
11,True,0,14,14,0,0,True,0,2020-08-06 02:38:23+00:00,False,True,active,25,,,2020-08-06 02:48:25,2020
12,True,9,15,15,0,0,True,0,2020-08-06 02:39:43+00:00,False,True,active,6,,,2020-08-06 02:48:25,2020
13,True,2,16,16,0,0,True,0,2020-08-06 01:27:34+00:00,True,True,active,17,,,2020-08-06 02:48:25,2020
14,True,3,17,17,0,0,True,0,2020-08-06 02:40:27+00:00,False,True,active,12,,,2020-08-06 02:48:25,2020
15,True,5,19,19,0,0,True,0,2020-08-06 01:33:46+00:00,False,True,active,10,,,2020-08-06 02:48:25,2020
16,True,7,20,20,0,1,True,0,2020-08-06 02:38:50+00:00,True,True,active,15,,,2020-08-06 02:48:25,2020
17,True,4,21,21,0,1,True,0,2020-08-06 02:37:58+00:00,True,True,active,13,,,2020-08-06 02:48:25,2020
18,True,7,22,22,0,2,True,0,2020-08-06 02:34:09+00:00,True,True,active,38,,,2020-08-06 02:48:25,2020
19,True,15,23,23,0,0,True,0,2020-08-06 02:45:39+00:00,True,True,active,6,,,2020-08-06 02:48:25,2020
20,True,10,24,24,0,0,True,0,2020-08-06 02:39:14+00:00,False,True,active,9,,,2020-08-06 02:48:25,2020
21,True,8,25,25,0,0,True,0,2020-08-06 02:16:54+00:00,False,True,active,7,,,2020-08-06 02:48:25,2020
22,True,7,26,26,0,1,True,0,2020-08-06 02:10:52+00:00,False,True,active,7,,,2020-08-06 02:48:25,2020
23,True,19,27,27,0,2,True,0,2020-08-06 02:16:49+00:00,False,True,active,2,,,2020-08-06 02:48:25,2020
24,True,5,29,29,0,1,True,0,2020-08-06 00:15:21+00:00,False,True,active,9,,,2020-08-06 02:48:25,2020
25,True,1,30,30,0,0,True,0,2020-08-06 02:34:28+00:00,False,True,active,14,,,2020-08-06 02:48:25,2020
26,True,3,31,31,0,0,True,0,2020-08-06 02:34:32+00:00,True,True,active,16,,,2020-08-06 02:48:25,2020
27,True,1,32,32,0,2,True,0,2020-08-06 02:47:51+00:00,False,True,active,12,,,2020-08-06 02:48:25,2020
28,True,8,33,33,0,0,True,0,2020-08-06 02:24:52+00:00,False,True,active,19,,,2020-08-06 02:48:25,2020
29,True,6,35,35,0,0,True,0,2020-08-06 02:35:43+00:00,False,True,active,17,,,2020-08-06 02:48:25,2020
30,True,24,36,36,0,0,True,0,2020-08-06 02:41:33+00:00,True,True,active,9,,,2020-08-06 02:48:25,2020
31,True,12,37,37,0,0,True,0,2020-08-05 23:21:29+00:00,True,True,active,3,,,2020-08-06 02:48:25,2020
32,True,8,39,39,0,0,True,0,2020-08-06 02:24:04+00:00,False,True,active,15,,,2020-08-06 02:48:25,2020
33,True,14,40,40,0,2,True,0,2020-08-06 02:47:58+00:00,False,True,active,3,,,2020-08-06 02:48:25,2020
34,True,20,41,41,0,0,True,0,2020-08-06 02:45:35+00:00,True,True,active,7,,,2020-08-06 02:48:25,2020
35,True,10,42,42,0,1,True,0,2020-08-06 02:47:08+00:00,False,True,active,12,,,2020-08-06 02:48:25,2020
36,True,7,43,43,0,0,True,0,2020-08-06 02:26:38+00:00,True,True,active,8,,,2020-08-06 02:48:25,2020
37,True,20,44,44,0,0,True,0,2020-08-06 02:40:02+00:00,False,True,active,3,,,2020-08-06 02:48:25,2020
38,True,16,46,46,0,1,True,0,2020-08-06 02:48:05+00:00,False,True,active,2,,,2020-08-06 02:48:25,2020
39,True,11,47,47,0,1,True,0,2020-08-06 02:47:57+00:00,True,True,active,7,,,2020-08-06 02:48:25,2020
40,True,2,48,48,0,0,True,0,2020-08-06 00:15:31+00:00,False,True,active,17,,,2020-08-06 02:48:25,2020
41,True,12,49,49,0,0,True,0,2020-08-06 02:43:23+00:00,False,True,active,6,,,2020-08-06 02:48:25,2020
42,True,9,50,50,0,1,True,0,2020-08-06 01:34:28+00:00,True,True,active,5,,,2020-08-06 02:48:25,2020
43,True,5,51,51,0,1,True,0,2020-08-06 01:51:26+00:00,False,True,active,9,,,2020-08-06 02:48:25,2020
44,True,11,52,52,0,0,True,0,2020-08-06 02:16:30+00:00,True,True,active,12,,,2020-08-06 02:48:25,2020
45,True,13,53,53,0,3,True,0,2020-08-06 02:47:43+00:00,False,True,active,3,,,2020-08-06 02:48:25,2020
46,True,12,54,54,0,0,True,0,2020-08-06 02:26:04+00:00,False,True,active,3,,,2020-08-06 02:48:25,2020
47,True,4,55,55,0,1,True,0,2020-08-06 02:37:48+00:00,False,True,active,10,,,2020-08-06 02:48:25,2020
48,True,9,56,56,0,0,True,0,2020-08-06 02:38:52+00:00,True,True,active,9,,,2020-08-06 02:48:25,2020
49,True,7,57,57,0,1,True,0,2020-08-06 02:02:02+00:00,True,True,active,6,,,2020-08-06 02:48:25,2020
50,True,15,58,58,0,0,True,0,2020-08-06 02:14:48+00:00,True,True,active,4,,,2020-08-06 02:48:25,2020
51,True,7,59,59,0,0,True,0,2020-08-06 02:23:10+00:00,True,True,active,12,,,2020-08-06 02:48:25,2020
52,True,13,60,60,0,2,True,0,2020-08-06 02:46:23+00:00,False,True,active,4,,,2020-08-06 02:48:25,2020
53,True,6,61,61,0,1,True,0,2020-08-06 02:48:04+00:00,False,True,active,12,,,2020-08-06 02:48:25,2020
54,True,4,63,63,0,0,True,0,2020-08-06 02:10:56+00:00,False,True,active,11,,,2020-08-06 02:48:25,2020
55,True,1,64,64,0,0,True,0,2020-08-06 02:29:18+00:00,False,True,active,18,,,2020-08-06 02:48:25,2020
56,True,5,65,65,0,1,True,0,2020-08-06 02:08:48+00:00,False,True,active,17,,,2020-08-06 02:48:25,2020
57,True,15,66,66,0,0,True,0,2020-08-06 02:05:39+00:00,False,True,active,0,,,2020-08-06 02:48:25,2020
58,True,0,67,67,0,0,True,0,2020-08-06 02:26:40+00:00,True,True,active,27,,,2020-08-06 02:48:25,2020
59,True,10,68,68,0,1,True,0,2020-08-06 02:46:31+00:00,True,True,active,8,,,2020-08-06 02:48:25,2020
60,True,7,69,69,0,1,True,0,2020-08-06 01:27:21+00:00,True,True,active,11,,,2020-08-06 02:48:25,2020
61,True,14,70,70,0,0,True,0,2020-08-06 01:40:27+00:00,False,True,active,9,,,2020-08-06 02:48:25,2020
62,True,22,71,71,0,0,True,0,2020-08-06 02:09:35+00:00,False,True,active,1,,,2020-08-06 02:48:25,2020
63,True,1,72,72,0,0,True,0,2020-08-06 02:27:29+00:00,False,True,active,22,,,2020-08-06 02:48:25,2020
64,True,4,73,73,0,1,True,0,2020-08-06 02:39:57+00:00,False,True,active,10,,,2020-08-06 02:48:25,2020
65,True,9,74,74,0,0,True,0,2020-08-06 02:23:39+00:00,True,True,active,10,,,2020-08-06 02:48:25,2020
66,True,8,75,75,0,0,True,0,2020-08-06 01:59:20+00:00,False,True,active,7,,,2020-08-06 02:48:25,2020
67,True,15,76,76,0,0,True,0,2020-08-06 02:41:01+00:00,False,True,active,2,,,2020-08-06 02:48:25,2020
68,True,12,77,77,0,0,True,0,2020-08-06 02:24:15+00:00,False,True,active,3,,,2020-08-06 02:48:25,2020
69,True,17,78,78,0,1,True,0,2020-08-06 02:21:32+00:00,False,True,active,1,,,2020-08-06 02:48:25,2020
70,True,10,79,79,0,0,True,0,2020-08-06 02:16:57+00:00,False,True,active,9,,,2020-08-06 02:48:25,2020
71,True,0,80,80,0,0,True,0,2020-08-06 02:05:29+00:00,False,True,active,35,,,2020-08-06 02:48:25,2020
72,True,10,81,81,0,0,True,0,2020-08-06 02:33:32+00:00,False,True,active,9,,,2020-08-06 02:48:25,2020
73,True,8,82,82,0,2,True,0,2020-08-06 02:22:22+00:00,False,True,active,5,,,2020-08-06 02:48:25,2020
74,True,7,84,84,0,0,True,0,2020-08-06 01:26:03+00:00,False,True,active,8,,,2020-08-06 02:48:25,2020
