,num_docks_disabled,legacy_id,last_reported,eightd_has_available_keys,is_installed,num_ebikes_available,is_returning,is_renting,num_bikes_available,num_docks_available,num_bikes_disabled,station_status,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,2020-07-27 04:38:32+00:00,True,True,0,True,True,10,5,0,active,3,,,2020-07-27 07:00:40,2020
1,0,4,2020-07-27 05:22:29+00:00,False,True,0,True,True,16,3,0,active,4,,,2020-07-27 07:00:40,2020
2,0,5,2020-07-27 05:06:20+00:00,False,True,0,True,True,9,6,0,active,5,,,2020-07-27 07:00:40,2020
3,0,6,2020-07-27 04:28:56+00:00,False,True,0,True,True,12,3,0,active,6,,,2020-07-27 07:00:40,2020
4,0,7,2020-07-27 05:29:02+00:00,False,True,0,True,True,8,7,0,active,7,,,2020-07-27 07:00:40,2020
5,0,8,2020-07-27 06:23:48+00:00,False,True,0,True,True,11,6,2,active,8,,,2020-07-27 07:00:40,2020
6,0,9,2020-07-27 03:35:21+00:00,False,True,0,True,True,10,4,1,active,9,,,2020-07-27 07:00:40,2020
7,0,10,2020-07-27 03:53:36+00:00,False,True,0,True,True,4,6,1,active,10,,,2020-07-27 07:00:40,2020
8,0,11,2020-07-27 05:47:21+00:00,False,True,0,True,True,4,11,0,active,11,"{'valet_revision': 69, 'off_dock_count': 0, 'active': True, 'off_dock_capacity': 50, 'region': 'BOS', 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 07:00:40,2020
9,0,12,2020-07-27 06:12:59+00:00,True,True,0,True,True,11,7,0,active,12,,,2020-07-27 07:00:40,2020
10,0,13,2020-07-27 05:11:58+00:00,False,True,0,True,True,3,13,3,active,13,,,2020-07-27 07:00:40,2020
11,0,14,2020-07-27 03:09:15+00:00,False,True,0,True,True,8,16,1,active,14,,,2020-07-27 07:00:40,2020
12,0,15,2020-07-27 04:16:04+00:00,False,True,0,True,True,13,1,1,active,15,,,2020-07-27 07:00:40,2020
13,0,16,2020-07-27 03:40:16+00:00,True,True,0,True,True,11,7,1,active,16,,,2020-07-27 07:00:40,2020
14,0,17,2020-07-27 06:26:35+00:00,False,True,0,True,True,8,6,1,active,17,,,2020-07-27 07:00:40,2020
15,0,19,2020-07-27 03:23:54+00:00,False,True,0,True,True,4,9,2,active,19,,,2020-07-27 07:00:40,2020
16,0,20,2020-07-27 04:14:22+00:00,True,True,0,True,True,1,21,1,active,20,,,2020-07-27 07:00:40,2020
17,0,21,2020-07-27 05:39:52+00:00,True,True,0,True,True,7,10,1,active,21,,,2020-07-27 07:00:40,2020
18,0,22,2020-07-27 06:54:12+00:00,True,True,0,True,True,0,46,1,active,22,,,2020-07-27 07:00:40,2020
19,0,23,2020-07-27 04:10:01+00:00,False,True,0,True,True,3,18,0,active,23,,,2020-07-27 07:00:40,2020
20,0,24,2020-07-27 05:28:06+00:00,False,True,0,True,True,2,17,0,active,24,,,2020-07-27 07:00:40,2020
21,0,25,2020-07-27 05:30:48+00:00,False,True,0,True,True,15,0,0,active,25,,,2020-07-27 07:00:40,2020
22,0,26,2020-07-27 03:17:14+00:00,False,True,0,True,True,15,0,0,active,26,,,2020-07-27 07:00:40,2020
23,0,27,2020-07-27 06:00:11+00:00,False,True,0,True,True,19,1,3,active,27,,,2020-07-27 07:00:40,2020
24,0,29,2020-07-27 01:27:10+00:00,False,True,0,True,True,14,1,0,active,29,,,2020-07-27 07:00:40,2020
25,0,30,2020-07-27 04:27:54+00:00,False,True,0,True,True,6,9,0,active,30,,,2020-07-27 07:00:40,2020
26,0,31,2020-07-27 03:44:27+00:00,True,True,0,True,True,2,17,0,active,31,,,2020-07-27 07:00:40,2020
27,0,32,2020-07-27 05:15:02+00:00,False,True,0,True,True,8,2,5,active,32,,,2020-07-27 07:00:40,2020
28,0,33,2020-07-27 03:44:13+00:00,False,True,0,True,True,15,11,1,active,33,,,2020-07-27 07:00:40,2020
29,0,35,2020-07-27 04:43:30+00:00,False,True,0,True,True,3,20,0,active,35,,,2020-07-27 07:00:40,2020
30,0,36,2020-07-27 06:16:22+00:00,True,True,0,True,True,28,5,0,active,36,,,2020-07-27 07:00:40,2020
31,0,37,2020-07-27 03:35:34+00:00,True,True,0,True,True,2,13,0,active,37,,,2020-07-27 07:00:40,2020
32,0,39,2020-07-27 05:38:19+00:00,False,True,0,True,True,15,8,0,active,39,,,2020-07-27 07:00:40,2020
33,0,40,2020-07-27 05:58:07+00:00,False,True,0,True,True,17,1,1,active,40,,,2020-07-27 07:00:40,2020
34,0,41,2020-07-27 06:08:52+00:00,True,True,0,True,True,25,1,1,active,41,,,2020-07-27 07:00:40,2020
35,0,42,2020-07-27 02:45:22+00:00,False,True,0,True,True,17,4,2,active,42,,,2020-07-27 07:00:40,2020
36,0,43,2020-07-27 05:37:13+00:00,False,True,0,True,True,0,15,0,active,43,,,2020-07-27 07:00:40,2020
37,0,44,2020-07-27 03:06:05+00:00,False,True,0,True,True,3,20,0,active,44,,,2020-07-27 07:00:40,2020
38,0,46,2020-07-27 05:26:47+00:00,False,True,0,True,True,11,7,1,active,46,,,2020-07-27 07:00:40,2020
39,0,47,2020-07-27 05:33:08+00:00,True,True,0,True,True,19,0,0,active,47,,,2020-07-27 07:00:40,2020
40,0,48,2020-07-27 03:07:14+00:00,False,True,0,True,True,1,18,0,active,48,,,2020-07-27 07:00:40,2020
41,0,49,2020-07-27 06:06:21+00:00,False,True,0,True,True,15,3,0,active,49,,,2020-07-27 07:00:40,2020
42,0,50,2020-07-27 01:27:35+00:00,True,True,0,True,True,1,14,0,active,50,,,2020-07-27 07:00:40,2020
43,0,51,2020-07-27 05:32:49+00:00,False,True,0,True,True,12,0,3,active,51,,,2020-07-27 07:00:40,2020
44,0,52,2020-07-27 05:18:40+00:00,True,True,0,True,True,13,10,0,active,52,,,2020-07-27 07:00:40,2020
45,0,53,2020-07-27 06:25:42+00:00,False,True,0,True,True,3,14,2,active,53,,,2020-07-27 07:00:40,2020
46,0,54,2020-07-27 02:21:05+00:00,False,True,0,True,True,0,15,0,active,54,,,2020-07-27 07:00:40,2020
47,0,55,2020-07-27 04:31:10+00:00,False,True,0,True,True,11,4,0,active,55,,,2020-07-27 07:00:40,2020
48,0,56,2020-07-27 00:22:22+00:00,True,True,0,True,True,18,0,0,active,56,,,2020-07-27 07:00:40,2020
49,0,57,2020-07-27 05:05:30+00:00,True,True,0,True,True,13,1,0,active,57,,,2020-07-27 07:00:40,2020
50,0,58,2020-07-27 02:58:19+00:00,True,True,0,True,True,13,5,1,active,58,,,2020-07-27 07:00:40,2020
51,0,59,2020-07-27 06:15:51+00:00,True,True,0,True,True,12,7,0,active,59,,,2020-07-27 07:00:40,2020
52,0,60,2020-07-27 02:36:52+00:00,False,True,0,True,True,17,0,2,active,60,,,2020-07-27 07:00:40,2020
53,0,61,2020-07-27 05:33:43+00:00,False,True,0,True,True,4,15,0,active,61,,,2020-07-27 07:00:40,2020
54,0,63,2020-07-27 01:53:20+00:00,False,True,0,True,True,13,2,0,active,63,,,2020-07-27 07:00:40,2020
55,0,64,2020-07-27 01:28:24+00:00,False,True,0,True,True,4,14,1,active,64,,,2020-07-27 07:00:40,2020
56,0,65,2020-07-27 02:12:19+00:00,False,True,0,True,True,4,17,2,active,65,,,2020-07-27 07:00:40,2020
57,0,66,2020-07-27 03:59:42+00:00,False,True,0,True,True,10,5,0,active,66,,,2020-07-27 07:00:40,2020
58,0,67,2020-07-27 06:06:28+00:00,True,True,0,True,True,2,25,0,active,67,,,2020-07-27 07:00:40,2020
59,0,68,2020-07-27 05:59:08+00:00,True,True,0,True,True,5,13,1,active,68,,,2020-07-27 07:00:40,2020
60,0,69,2020-07-27 01:56:12+00:00,True,True,0,True,True,7,10,2,active,69,,,2020-07-27 07:00:40,2020
61,0,70,2020-07-27 01:54:42+00:00,False,True,0,True,True,20,2,1,active,70,,,2020-07-27 07:00:40,2020
62,0,71,2020-07-27 02:08:23+00:00,False,True,0,True,True,9,13,1,active,71,,,2020-07-27 07:00:40,2020
63,0,72,2020-07-27 06:09:27+00:00,False,True,0,True,True,9,14,0,active,72,,,2020-07-27 07:00:40,2020
64,0,73,2020-07-27 01:31:26+00:00,False,True,0,True,True,11,3,1,active,73,,,2020-07-27 07:00:40,2020
65,0,74,2020-07-27 05:02:44+00:00,True,True,0,True,True,7,12,0,active,74,,,2020-07-27 07:00:40,2020
66,0,75,2020-07-27 06:09:58+00:00,False,True,0,True,True,1,14,0,active,75,,,2020-07-27 07:00:40,2020
67,0,76,2020-07-27 02:58:15+00:00,False,True,0,True,True,15,1,1,active,76,,,2020-07-27 07:00:40,2020
68,0,77,2020-07-27 02:31:40+00:00,False,True,0,True,True,4,9,2,active,77,,,2020-07-27 07:00:40,2020
69,0,78,2020-07-27 03:29:00+00:00,False,True,0,True,True,15,1,3,active,78,,,2020-07-27 07:00:40,2020
70,0,79,2020-07-27 04:04:01+00:00,False,True,0,True,True,10,8,1,active,79,,,2020-07-27 07:00:40,2020
71,0,80,2020-07-27 02:56:42+00:00,False,True,0,True,True,2,33,0,active,80,,,2020-07-27 07:00:40,2020
72,0,81,2020-07-27 06:20:36+00:00,False,True,0,True,True,2,16,1,active,81,,,2020-07-27 07:00:40,2020
73,0,82,2020-07-27 03:32:47+00:00,False,True,0,True,True,7,8,0,active,82,,,2020-07-27 07:00:40,2020
74,0,84,2020-07-27 03:13:04+00:00,False,True,0,True,True,6,9,0,active,84,,,2020-07-27 07:00:40,2020
75,0,85,2020-07-27 05:32:18+00:00,False,True,0,True,True,6,13,0,active,85,,,2020-07-27 07:00:40,2020
76,0,86,2020-07-27 05:26:21+00:00,False,True,0,True,True,18,1,0,active,86,,,2020-07-27 07:00:40,2020
77,0,87,2020-07-27 04:12:30+00:00,False,True,0,True,True,8,7,0,active,87,,,2020-07-27 07:00:40,2020
78,0,89,2020-07-27 04:21:55+00:00,False,True,0,True,True,10,8,1,active,89,,,2020-07-27 07:00:40,2020
79,0,90,2020-07-27 05:28:31+00:00,False,True,0,True,True,16,3,0,active,90,,,2020-07-27 07:00:40,2020
80,0,91,2020-07-27 06:01:03+00:00,False,True,0,True,True,5,14,0,active,91,,,2020-07-27 07:00:40,2020
81,0,92,2020-07-26 23:11:38+00:00,False,True,0,True,True,15,3,1,active,92,,,2020-07-27 07:00:40,2020
82,0,93,2020-07-27 01:42:16+00:00,False,True,0,True,True,13,1,1,active,93,,,2020-07-27 07:00:40,2020
83,0,94,2020-07-27 02:38:52+00:00,False,True,0,True,True,11,0,0,active,94,,,2020-07-27 07:00:40,2020
84,0,95,2020-07-27 05:56:33+00:00,False,True,0,True,True,9,6,0,active,95,,,2020-07-27 07:00:40,2020
85,0,96,2020-07-27 06:11:56+00:00,False,True,0,True,True,5,14,0,active,96,,,2020-07-27 07:00:40,2020
86,0,97,2020-07-27 04:09:38+00:00,False,True,0,True,True,9,6,4,active,97,,,2020-07-27 07:00:40,2020
87,0,98,2020-07-27 01:17:45+00:00,False,True,0,True,True,8,14,0,active,98,,,2020-07-27 07:00:40,2020
88,0,99,2020-07-27 02:29:37+00:00,False,True,0,True,True,12,2,1,active,99,,,2020-07-27 07:00:40,2020
