,is_returning,num_bikes_available,num_ebikes_available,station_id,is_installed,last_reported,eightd_has_available_keys,legacy_id,num_docks_disabled,num_bikes_disabled,station_status,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
175,True,2,0,202,True,2020-07-29 21:23:44+00:00,False,202,0,1,active,12,True,,,2020-07-29 21:39:00,2020
176,True,3,0,203,True,2020-07-29 20:08:28+00:00,False,203,0,0,active,12,True,,,2020-07-29 21:39:00,2020
177,True,2,0,204,True,2020-07-29 20:09:46+00:00,False,204,0,0,active,13,True,,,2020-07-29 21:39:00,2020
178,True,4,0,205,True,2020-07-29 18:59:24+00:00,False,205,0,1,active,10,True,,,2020-07-29 21:39:00,2020
179,True,11,0,206,True,2020-07-29 21:09:40+00:00,False,206,0,0,active,12,True,,,2020-07-29 21:39:00,2020
180,True,13,0,208,True,2020-07-29 20:41:04+00:00,True,208,0,0,active,2,True,,,2020-07-29 21:39:00,2020
181,True,12,0,209,True,2020-07-29 19:43:00+00:00,False,209,0,1,active,2,True,,,2020-07-29 21:39:00,2020
182,True,1,0,210,True,2020-07-29 20:45:48+00:00,False,210,0,0,active,14,True,,,2020-07-29 21:39:00,2020
183,True,14,0,211,True,2020-07-29 20:24:52+00:00,False,211,0,1,active,4,True,,,2020-07-29 21:39:00,2020
184,True,7,0,212,True,2020-07-29 21:29:51+00:00,False,212,0,0,active,26,True,,,2020-07-29 21:39:00,2020
185,True,8,0,213,True,2020-07-29 21:05:25+00:00,True,213,0,0,active,8,True,,,2020-07-29 21:39:00,2020
186,True,12,0,214,True,2020-07-29 21:37:15+00:00,False,214,0,0,active,3,True,,,2020-07-29 21:39:00,2020
187,True,12,0,215,True,2020-07-29 16:16:33+00:00,False,215,0,0,active,3,True,,,2020-07-29 21:39:00,2020
188,True,17,0,216,True,2020-07-29 20:43:27+00:00,False,216,0,1,active,1,True,,,2020-07-29 21:39:00,2020
189,True,3,0,217,True,2020-07-29 21:24:39+00:00,False,217,0,0,active,16,True,,,2020-07-29 21:39:00,2020
190,True,3,0,218,True,2020-07-29 21:24:59+00:00,False,218,0,0,active,12,True,,,2020-07-29 21:39:00,2020
191,True,9,0,219,True,2020-07-29 17:58:44+00:00,False,219,0,0,active,6,True,,,2020-07-29 21:39:00,2020
192,True,4,0,221,True,2020-07-29 21:38:50+00:00,False,221,0,1,active,14,True,,,2020-07-29 21:39:00,2020
193,True,3,0,222,True,2020-07-29 21:38:18+00:00,True,222,0,0,active,11,True,,,2020-07-29 21:39:00,2020
194,True,9,0,224,True,2020-07-29 21:11:17+00:00,False,224,0,0,active,8,True,,,2020-07-29 21:39:00,2020
195,True,9,0,225,True,2020-07-29 21:37:25+00:00,False,225,0,1,active,9,True,,,2020-07-29 21:39:00,2020
196,True,3,0,226,True,2020-07-29 21:25:03+00:00,False,226,0,0,active,12,True,,,2020-07-29 21:39:00,2020
197,True,12,0,227,True,2020-07-29 20:59:14+00:00,False,227,0,0,active,7,True,,,2020-07-29 21:39:00,2020
198,True,6,0,228,True,2020-07-29 17:26:31+00:00,False,228,0,0,active,13,True,,,2020-07-29 21:39:00,2020
199,True,3,0,232,True,2020-07-29 17:44:10+00:00,False,232,0,0,active,8,True,,,2020-07-29 21:39:00,2020
200,True,4,0,233,True,2020-07-29 21:38:31+00:00,False,233,0,1,active,10,True,,,2020-07-29 21:39:00,2020
201,True,4,0,234,True,2020-07-29 21:27:37+00:00,False,234,0,0,active,11,True,,,2020-07-29 21:39:00,2020
202,True,9,0,235,True,2020-07-29 21:22:14+00:00,False,235,0,0,active,6,True,,,2020-07-29 21:39:00,2020
