,eightd_has_available_keys,legacy_id,num_bikes_disabled,num_ebikes_available,num_docks_disabled,is_returning,station_status,is_renting,num_bikes_available,num_docks_available,is_installed,station_id,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
41,False,49,1,0,0,True,active,True,5,12,True,49,2020-08-06 21:55:13+00:00,,,2020-08-06 22:02:50,2020
42,True,50,0,0,0,True,active,True,14,1,True,50,2020-08-06 21:43:55+00:00,,,2020-08-06 22:02:50,2020
43,False,51,1,0,0,True,active,True,4,10,True,51,2020-08-06 21:43:02+00:00,,,2020-08-06 22:02:50,2020
44,True,52,0,0,0,True,active,True,23,0,True,52,2020-08-06 22:02:25+00:00,,,2020-08-06 22:02:50,2020
45,False,53,0,0,0,True,active,True,19,0,True,53,2020-08-06 22:02:40+00:00,,,2020-08-06 22:02:50,2020
46,False,54,0,0,0,True,active,True,13,2,True,54,2020-08-06 22:01:27+00:00,,,2020-08-06 22:02:50,2020
47,False,55,1,0,0,True,active,True,9,5,True,55,2020-08-06 22:01:59+00:00,,,2020-08-06 22:02:50,2020
48,True,56,0,0,0,True,active,True,6,12,True,56,2020-08-06 18:22:04+00:00,,,2020-08-06 22:02:50,2020
49,True,57,1,0,0,True,active,True,1,12,True,57,2020-08-06 22:00:30+00:00,,,2020-08-06 22:02:50,2020
50,True,58,1,0,0,True,active,True,8,10,True,58,2020-08-06 21:39:08+00:00,,,2020-08-06 22:02:50,2020
51,True,59,2,0,0,True,active,True,7,10,True,59,2020-08-06 21:30:01+00:00,,,2020-08-06 22:02:50,2020
