,is_returning,num_bikes_available,is_installed,is_renting,station_status,num_docks_disabled,num_bikes_disabled,legacy_id,num_docks_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,2,True,True,active,0,0,3,13,2020-07-29 01:02:18+00:00,0,3,True,,,2020-07-29 01:07:35,2020
1,True,19,True,True,active,0,0,4,0,2020-07-29 00:06:05+00:00,0,4,False,,,2020-07-29 01:07:35,2020
2,True,4,True,True,active,0,0,5,11,2020-07-29 00:52:37+00:00,0,5,False,,,2020-07-29 01:07:35,2020
3,True,2,True,True,active,0,0,6,13,2020-07-29 01:03:33+00:00,0,6,False,,,2020-07-29 01:07:35,2020
4,True,2,True,True,active,0,0,7,13,2020-07-29 01:03:54+00:00,0,7,False,,,2020-07-29 01:07:35,2020
5,True,13,True,True,active,0,1,8,5,2020-07-29 00:50:19+00:00,0,8,False,,,2020-07-29 01:07:35,2020
6,True,2,True,True,active,0,1,9,12,2020-07-29 01:05:40+00:00,0,9,False,,,2020-07-29 01:07:35,2020
7,True,9,True,True,active,0,0,10,2,2020-07-29 00:58:50+00:00,0,10,False,,,2020-07-29 01:07:35,2020
8,True,12,True,True,active,0,2,11,1,2020-07-29 01:04:16+00:00,0,11,False,"{'valet_revision': 69, 'active': True, 'off_dock_capacity': 50, 'off_dock_count': 2, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 01:07:35,2020
9,True,9,True,True,active,0,0,12,9,2020-07-29 01:06:19+00:00,0,12,True,,,2020-07-29 01:07:35,2020
10,True,2,True,True,active,0,0,13,17,2020-07-29 00:20:47+00:00,0,13,False,,,2020-07-29 01:07:35,2020
11,True,1,True,True,active,0,0,14,24,2020-07-29 00:43:20+00:00,0,14,False,,,2020-07-29 01:07:35,2020
12,True,10,True,True,active,0,0,15,5,2020-07-29 01:00:48+00:00,0,15,False,,,2020-07-29 01:07:35,2020
13,True,7,True,True,active,0,2,16,10,2020-07-29 00:57:53+00:00,0,16,True,,,2020-07-29 01:07:35,2020
14,True,5,True,True,active,0,0,17,10,2020-07-29 00:59:22+00:00,0,17,False,,,2020-07-29 01:07:35,2020
15,True,11,True,True,active,0,0,19,4,2020-07-29 00:40:09+00:00,0,19,False,,,2020-07-29 01:07:35,2020
16,True,15,True,True,active,0,0,20,8,2020-07-29 01:03:43+00:00,0,20,True,,,2020-07-29 01:07:35,2020
17,True,6,True,True,active,0,2,21,10,2020-07-29 01:05:47+00:00,0,21,True,,,2020-07-29 01:07:35,2020
18,True,1,True,True,active,0,0,22,46,2020-07-29 00:14:16+00:00,0,22,False,,,2020-07-29 01:07:35,2020
19,True,2,True,True,active,0,0,23,19,2020-07-29 00:56:53+00:00,0,23,True,,,2020-07-29 01:07:35,2020
20,True,8,True,True,active,0,0,24,11,2020-07-29 00:45:17+00:00,0,24,False,,,2020-07-29 01:07:35,2020
21,True,11,True,True,active,0,0,25,4,2020-07-29 00:26:51+00:00,0,25,False,,,2020-07-29 01:07:35,2020
22,True,10,True,True,active,0,0,26,5,2020-07-29 00:32:52+00:00,0,26,False,,,2020-07-29 01:07:35,2020
23,True,7,True,True,active,0,0,27,16,2020-07-29 01:03:06+00:00,0,27,False,,,2020-07-29 01:07:35,2020
24,True,10,True,True,active,0,0,29,5,2020-07-29 00:48:38+00:00,0,29,False,,,2020-07-29 01:07:35,2020
25,True,1,True,True,active,0,0,30,14,2020-07-29 00:49:31+00:00,0,30,False,,,2020-07-29 01:07:35,2020
26,True,5,True,True,active,0,1,31,13,2020-07-29 00:44:51+00:00,0,31,True,,,2020-07-29 01:07:35,2020
27,True,3,True,True,active,0,0,32,12,2020-07-29 00:44:24+00:00,0,32,False,,,2020-07-29 01:07:35,2020
28,True,11,True,True,active,0,2,33,14,2020-07-29 01:04:11+00:00,0,33,False,,,2020-07-29 01:07:35,2020
29,True,1,True,True,active,0,1,35,21,2020-07-29 00:31:59+00:00,0,35,False,,,2020-07-29 01:07:35,2020
30,True,25,True,True,active,0,1,36,7,2020-07-29 00:51:02+00:00,0,36,True,,,2020-07-29 01:07:35,2020
31,True,1,True,True,active,0,0,37,14,2020-07-28 23:27:31+00:00,0,37,True,,,2020-07-29 01:07:35,2020
32,True,8,True,True,active,0,1,39,14,2020-07-29 01:00:26+00:00,0,39,False,,,2020-07-29 01:07:35,2020
33,True,18,True,True,active,0,1,40,0,2020-07-29 00:54:37+00:00,0,40,False,,,2020-07-29 01:07:35,2020
34,True,16,True,True,active,0,1,41,10,2020-07-29 01:06:17+00:00,0,41,True,,,2020-07-29 01:07:35,2020
35,True,9,True,True,active,0,0,42,14,2020-07-29 00:52:01+00:00,0,42,False,,,2020-07-29 01:07:35,2020
36,True,4,True,True,active,0,0,43,11,2020-07-28 23:40:52+00:00,0,43,True,,,2020-07-29 01:07:35,2020
37,True,12,True,True,active,0,0,44,11,2020-07-29 00:15:25+00:00,0,44,False,,,2020-07-29 01:07:35,2020
38,True,15,True,True,active,0,1,46,3,2020-07-29 01:02:57+00:00,0,46,False,,,2020-07-29 01:07:35,2020
39,True,18,True,True,active,0,0,47,1,2020-07-29 01:05:48+00:00,0,47,True,,,2020-07-29 01:07:35,2020
40,True,1,True,True,active,0,1,48,17,2020-07-29 00:50:52+00:00,0,48,False,,,2020-07-29 01:07:35,2020
41,True,2,True,True,active,0,1,49,15,2020-07-29 01:06:09+00:00,0,49,False,,,2020-07-29 01:07:35,2020
42,True,2,True,True,active,0,0,50,13,2020-07-29 00:24:30+00:00,0,50,True,,,2020-07-29 01:07:35,2020
43,True,4,True,True,active,0,2,51,9,2020-07-29 00:49:08+00:00,0,51,False,,,2020-07-29 01:07:35,2020
44,True,19,True,True,active,0,0,52,4,2020-07-29 01:06:22+00:00,0,52,True,,,2020-07-29 01:07:35,2020
45,True,19,True,True,active,0,0,53,0,2020-07-29 01:04:22+00:00,0,53,False,,,2020-07-29 01:07:35,2020
46,True,11,True,True,active,0,0,54,4,2020-07-29 00:48:32+00:00,0,54,False,,,2020-07-29 01:07:35,2020
47,True,7,True,True,active,0,0,55,8,2020-07-29 00:52:36+00:00,0,55,False,,,2020-07-29 01:07:35,2020
48,True,17,True,True,active,0,0,56,1,2020-07-29 01:01:44+00:00,0,56,True,,,2020-07-29 01:07:35,2020
49,True,4,True,True,active,0,0,57,10,2020-07-29 00:57:30+00:00,0,57,True,,,2020-07-29 01:07:35,2020
50,True,7,True,True,active,0,1,58,11,2020-07-29 00:53:17+00:00,0,58,True,,,2020-07-29 01:07:35,2020
51,True,5,True,True,active,0,0,59,14,2020-07-29 01:06:24+00:00,0,59,True,,,2020-07-29 01:07:35,2020
52,True,2,True,True,active,0,1,60,16,2020-07-29 00:58:38+00:00,0,60,False,,,2020-07-29 01:07:35,2020
53,True,5,True,True,active,0,0,61,14,2020-07-29 00:30:31+00:00,0,61,False,,,2020-07-29 01:07:35,2020
54,True,15,True,True,active,0,0,63,0,2020-07-28 21:25:34+00:00,0,63,False,,,2020-07-29 01:07:35,2020
55,True,9,True,True,active,0,0,64,10,2020-07-29 01:05:57+00:00,0,64,False,,,2020-07-29 01:07:35,2020
56,True,10,True,True,active,0,1,65,12,2020-07-28 23:13:35+00:00,0,65,False,,,2020-07-29 01:07:35,2020
57,True,9,True,True,active,0,0,66,6,2020-07-29 01:02:51+00:00,0,66,False,,,2020-07-29 01:07:35,2020
58,True,6,True,True,active,0,2,67,19,2020-07-29 01:03:42+00:00,0,67,True,,,2020-07-29 01:07:35,2020
59,True,1,True,True,active,0,0,68,18,2020-07-29 01:06:48+00:00,0,68,True,,,2020-07-29 01:07:35,2020
60,True,6,True,True,active,0,4,69,9,2020-07-29 01:05:38+00:00,0,69,True,,,2020-07-29 01:07:35,2020
61,True,12,True,True,active,0,0,70,11,2020-07-29 00:56:02+00:00,0,70,False,,,2020-07-29 01:07:35,2020
62,True,16,True,True,active,0,0,71,7,2020-07-29 00:54:15+00:00,0,71,False,,,2020-07-29 01:07:35,2020
63,True,12,True,True,active,0,0,72,11,2020-07-29 00:11:12+00:00,0,72,False,,,2020-07-29 01:07:35,2020
64,True,12,True,True,active,0,0,73,3,2020-07-29 01:03:57+00:00,0,73,False,,,2020-07-29 01:07:35,2020
65,True,6,True,True,active,0,2,74,11,2020-07-29 01:05:19+00:00,0,74,True,,,2020-07-29 01:07:35,2020
66,True,7,True,True,active,0,2,75,6,2020-07-29 00:55:07+00:00,0,75,False,,,2020-07-29 01:07:35,2020
67,True,11,True,True,active,0,0,76,6,2020-07-29 00:59:00+00:00,0,76,False,,,2020-07-29 01:07:35,2020
68,True,8,True,True,active,0,1,77,6,2020-07-29 01:03:07+00:00,0,77,False,,,2020-07-29 01:07:35,2020
69,True,14,True,True,active,0,0,78,5,2020-07-29 01:04:30+00:00,0,78,False,,,2020-07-29 01:07:35,2020
70,True,11,True,True,active,0,0,79,8,2020-07-29 01:02:51+00:00,0,79,False,,,2020-07-29 01:07:35,2020
71,True,1,True,True,active,0,0,80,34,2020-07-29 00:59:35+00:00,0,80,False,,,2020-07-29 01:07:35,2020
72,True,4,True,True,active,0,0,81,15,2020-07-29 01:00:02+00:00,0,81,False,,,2020-07-29 01:07:35,2020
73,True,1,True,True,active,0,0,82,14,2020-07-29 00:11:05+00:00,0,82,False,,,2020-07-29 01:07:35,2020
74,True,3,True,True,active,0,1,84,11,2020-07-29 00:34:31+00:00,0,84,False,,,2020-07-29 01:07:35,2020
75,True,1,True,True,active,0,0,85,18,2020-07-28 23:58:59+00:00,0,85,False,,,2020-07-29 01:07:35,2020
76,True,11,True,True,active,0,0,86,8,2020-07-29 00:55:36+00:00,0,86,False,,,2020-07-29 01:07:35,2020
77,True,15,True,True,active,0,0,87,0,2020-07-29 00:56:23+00:00,0,87,False,,,2020-07-29 01:07:35,2020
78,True,10,True,True,active,0,0,89,9,2020-07-29 01:04:07+00:00,0,89,False,,,2020-07-29 01:07:35,2020
79,True,16,True,True,active,0,0,90,3,2020-07-29 01:03:19+00:00,0,90,False,,,2020-07-29 01:07:35,2020
80,True,3,True,True,active,0,2,91,14,2020-07-29 00:50:48+00:00,0,91,False,,,2020-07-29 01:07:35,2020
81,True,12,True,True,active,0,1,92,6,2020-07-29 00:51:31+00:00,0,92,False,,,2020-07-29 01:07:35,2020
82,True,5,True,True,active,0,1,93,9,2020-07-29 00:49:43+00:00,0,93,False,,,2020-07-29 01:07:35,2020
83,True,9,True,True,active,0,0,94,2,2020-07-29 00:54:29+00:00,0,94,False,,,2020-07-29 01:07:35,2020
84,True,7,True,True,active,0,2,95,6,2020-07-29 01:03:43+00:00,0,95,False,,,2020-07-29 01:07:35,2020
85,True,4,True,True,active,0,0,96,15,2020-07-29 00:47:14+00:00,0,96,False,,,2020-07-29 01:07:35,2020
86,True,11,True,True,active,0,0,97,8,2020-07-29 01:05:58+00:00,0,97,False,,,2020-07-29 01:07:35,2020
87,True,21,True,True,active,0,0,98,1,2020-07-29 00:24:47+00:00,0,98,False,,,2020-07-29 01:07:35,2020
88,True,11,True,True,active,0,0,99,4,2020-07-28 23:59:21+00:00,0,99,False,,,2020-07-29 01:07:35,2020
89,True,21,True,True,active,0,2,100,2,2020-07-29 00:56:20+00:00,0,100,True,,,2020-07-29 01:07:35,2020
90,True,1,True,True,active,0,0,101,14,2020-07-28 23:46:49+00:00,0,101,False,,,2020-07-29 01:07:35,2020
91,True,2,True,True,active,0,0,102,13,2020-07-29 00:25:44+00:00,0,102,False,,,2020-07-29 01:07:35,2020
92,True,4,True,True,active,0,0,103,11,2020-07-29 01:03:37+00:00,0,103,False,,,2020-07-29 01:07:35,2020
93,True,9,True,True,active,0,1,104,9,2020-07-29 00:44:48+00:00,0,104,False,,,2020-07-29 01:07:35,2020
94,True,15,True,True,active,0,1,105,3,2020-07-29 01:06:38+00:00,0,105,False,,,2020-07-29 01:07:35,2020
95,True,11,True,True,active,0,0,106,4,2020-07-29 00:45:59+00:00,0,106,False,,,2020-07-29 01:07:35,2020
96,True,3,True,True,active,0,1,107,15,2020-07-29 00:57:27+00:00,0,107,False,,,2020-07-29 01:07:35,2020
97,True,11,True,True,active,0,0,108,6,2020-07-29 01:07:08+00:00,0,108,False,,,2020-07-29 01:07:35,2020
98,True,22,True,True,active,0,2,109,11,2020-07-28 21:11:31+00:00,0,109,False,,,2020-07-29 01:07:35,2020
99,True,0,True,True,active,0,0,110,15,2020-07-29 00:51:06+00:00,0,110,False,,,2020-07-29 01:07:35,2020
100,True,3,True,True,active,0,1,111,11,2020-07-29 00:54:38+00:00,0,111,False,,,2020-07-29 01:07:35,2020
101,True,8,True,True,active,0,0,112,7,2020-07-29 00:58:28+00:00,0,112,False,,,2020-07-29 01:07:35,2020
102,True,6,True,True,active,0,0,113,9,2020-07-29 00:56:01+00:00,0,113,False,,,2020-07-29 01:07:35,2020
103,True,3,True,True,active,0,0,114,12,2020-07-29 00:32:12+00:00,0,114,False,,,2020-07-29 01:07:35,2020
104,True,9,True,True,active,0,0,115,10,2020-07-29 00:59:43+00:00,0,115,False,,,2020-07-29 01:07:35,2020
105,True,16,True,True,active,0,0,116,7,2020-07-29 00:32:44+00:00,0,116,False,,,2020-07-29 01:07:35,2020
106,True,17,True,True,active,0,0,117,2,2020-07-29 00:49:47+00:00,0,117,False,,,2020-07-29 01:07:35,2020
107,True,14,True,True,active,0,0,118,5,2020-07-29 00:46:38+00:00,0,118,False,,,2020-07-29 01:07:35,2020
108,True,11,True,True,active,0,0,119,4,2020-07-29 00:37:48+00:00,0,119,False,,,2020-07-29 01:07:35,2020
109,True,7,True,True,active,0,1,120,7,2020-07-29 00:49:27+00:00,0,120,False,,,2020-07-29 01:07:35,2020
110,True,14,True,True,active,0,0,121,3,2020-07-29 00:51:17+00:00,0,121,False,,,2020-07-29 01:07:35,2020
111,True,6,True,True,active,0,0,122,9,2020-07-29 00:54:13+00:00,0,122,False,,,2020-07-29 01:07:35,2020
112,True,3,True,True,active,0,1,124,11,2020-07-29 00:57:46+00:00,0,124,False,,,2020-07-29 01:07:35,2020
113,True,3,True,True,active,0,0,125,12,2020-07-29 00:58:02+00:00,0,125,False,,,2020-07-29 01:07:35,2020
114,True,1,True,True,active,0,0,126,14,2020-07-29 01:04:20+00:00,0,126,False,,,2020-07-29 01:07:35,2020
115,True,14,True,True,active,0,1,128,4,2020-07-29 00:50:59+00:00,0,128,False,,,2020-07-29 01:07:35,2020
116,True,9,True,True,active,0,0,129,10,2020-07-28 23:20:13+00:00,0,129,False,,,2020-07-29 01:07:35,2020
117,True,7,True,True,active,0,0,130,8,2020-07-28 22:45:44+00:00,0,130,False,,,2020-07-29 01:07:35,2020
118,True,16,True,True,active,0,1,131,1,2020-07-29 01:06:21+00:00,0,131,False,,,2020-07-29 01:07:35,2020
119,True,15,True,True,active,0,1,133,7,2020-07-29 00:51:07+00:00,0,133,False,,,2020-07-29 01:07:35,2020
120,True,7,True,True,active,0,1,135,9,2020-07-29 00:11:50+00:00,0,135,False,,,2020-07-29 01:07:35,2020
121,True,11,True,True,active,0,2,136,6,2020-07-28 23:29:36+00:00,0,136,False,,,2020-07-29 01:07:35,2020
122,True,3,True,True,active,0,0,137,12,2020-07-29 00:54:51+00:00,0,137,False,,,2020-07-29 01:07:35,2020
123,True,7,True,True,active,0,1,138,7,2020-07-28 23:26:35+00:00,0,138,False,,,2020-07-29 01:07:35,2020
124,True,9,True,True,active,0,1,139,9,2020-07-29 01:04:20+00:00,0,139,False,,,2020-07-29 01:07:35,2020
125,True,6,True,True,active,0,1,140,10,2020-07-29 00:46:59+00:00,0,140,False,,,2020-07-29 01:07:35,2020
126,True,3,True,True,active,0,1,141,11,2020-07-29 00:12:52+00:00,0,141,False,,,2020-07-29 01:07:35,2020
127,True,20,True,True,active,0,0,142,3,2020-07-29 01:06:52+00:00,0,142,False,,,2020-07-29 01:07:35,2020
128,True,3,True,True,active,0,2,143,18,2020-07-29 00:43:59+00:00,0,143,False,,,2020-07-29 01:07:35,2020
129,True,11,True,True,active,0,0,144,8,2020-07-29 00:16:00+00:00,0,144,False,,,2020-07-29 01:07:35,2020
130,True,11,True,True,active,0,0,145,8,2020-07-29 00:54:02+00:00,0,145,False,,,2020-07-29 01:07:35,2020
