,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,num_docks_disabled,is_returning,num_docks_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,7,3,active,0,3,True,0,2020-08-01 17:13:38+00:00,True,0,True,8,True,,,2020-08-01 17:35:00,2020
1,0,4,active,0,4,True,0,2020-08-01 17:27:25+00:00,True,0,True,19,False,,,2020-08-01 17:35:00,2020
2,1,5,active,0,5,True,0,2020-08-01 17:33:12+00:00,True,0,True,14,False,,,2020-08-01 17:35:00,2020
3,0,6,active,0,6,True,0,2020-08-01 17:01:28+00:00,True,0,True,15,False,,,2020-08-01 17:35:00,2020
4,9,7,active,0,7,True,1,2020-08-01 17:21:14+00:00,True,0,True,5,False,,,2020-08-01 17:35:00,2020
5,6,8,active,0,8,True,2,2020-08-01 17:31:53+00:00,True,0,True,11,False,,,2020-08-01 17:35:00,2020
6,7,9,active,0,9,True,0,2020-08-01 17:25:27+00:00,True,0,True,8,False,,,2020-08-01 17:35:00,2020
7,7,10,active,0,10,True,1,2020-08-01 17:23:10+00:00,True,0,True,3,False,,,2020-08-01 17:35:00,2020
8,10,11,active,0,11,True,2,2020-08-01 17:31:14+00:00,True,0,True,3,False,,,2020-08-01 17:35:00,2020
9,3,12,active,0,12,True,2,2020-08-01 17:21:26+00:00,True,0,True,13,True,,,2020-08-01 17:35:00,2020
10,16,13,active,0,13,True,0,2020-08-01 17:27:57+00:00,True,0,True,3,False,,,2020-08-01 17:35:00,2020
11,18,14,active,0,14,True,0,2020-08-01 17:29:23+00:00,True,0,True,7,False,,,2020-08-01 17:35:00,2020
12,7,15,active,0,15,True,1,2020-08-01 16:52:52+00:00,True,0,True,7,False,,,2020-08-01 17:35:00,2020
13,16,16,active,0,16,True,2,2020-08-01 17:31:43+00:00,True,0,True,1,True,,,2020-08-01 17:35:00,2020
14,4,17,active,0,17,True,0,2020-08-01 17:34:01+00:00,True,0,True,11,False,,,2020-08-01 17:35:00,2020
15,4,19,active,0,19,True,0,2020-08-01 17:08:34+00:00,True,0,True,11,False,,,2020-08-01 17:35:00,2020
16,1,20,active,0,20,True,0,2020-08-01 17:34:12+00:00,True,0,True,22,True,,,2020-08-01 17:35:00,2020
17,5,21,active,0,21,True,0,2020-08-01 17:31:56+00:00,True,0,True,13,True,,,2020-08-01 17:35:00,2020
18,13,22,active,0,22,True,2,2020-08-01 17:33:37+00:00,True,0,True,32,True,,,2020-08-01 17:35:00,2020
19,8,23,active,0,23,True,0,2020-08-01 17:34:39+00:00,True,0,True,13,True,,,2020-08-01 17:35:00,2020
