,num_bikes_disabled,station_id,eightd_has_available_keys,last_reported,legacy_id,num_docks_disabled,num_ebikes_available,is_returning,station_status,is_renting,num_bikes_available,num_docks_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
221,0,330,False,2020-08-04 15:42:11+00:00,330,0,0,True,active,True,4,11,True,,,2020-08-04 16:00:40,2020
222,0,331,False,2020-08-04 15:21:14+00:00,331,0,0,True,active,True,10,5,True,,,2020-08-04 16:00:40,2020
223,0,332,False,2020-08-04 15:53:28+00:00,332,0,0,True,active,True,1,14,True,,,2020-08-04 16:00:40,2020
224,0,333,False,2020-08-04 15:53:56+00:00,333,0,0,True,active,True,23,2,True,,,2020-08-04 16:00:40,2020
225,0,334,False,2020-08-04 15:20:00+00:00,334,0,0,True,active,True,14,5,True,,,2020-08-04 16:00:40,2020
226,0,335,False,2020-08-04 15:45:53+00:00,335,0,0,True,active,True,3,16,True,,,2020-08-04 16:00:40,2020
227,0,336,False,2020-08-04 14:15:10+00:00,336,0,0,True,active,True,13,2,True,,,2020-08-04 16:00:40,2020
228,0,337,False,2020-08-04 11:00:47+00:00,337,0,0,True,active,True,13,2,True,,,2020-08-04 16:00:40,2020
229,0,338,False,2020-08-04 15:01:30+00:00,338,0,0,True,active,True,4,11,True,,,2020-08-04 16:00:40,2020
230,1,339,False,2020-08-04 14:55:13+00:00,339,0,0,True,active,True,9,5,True,,,2020-08-04 16:00:40,2020
231,0,340,False,2020-08-04 09:01:45+00:00,340,0,0,True,active,True,16,3,True,,,2020-08-04 16:00:40,2020
232,0,341,True,2020-08-04 09:01:45+00:00,341,0,0,True,active,True,3,12,True,,,2020-08-04 16:00:40,2020
233,1,342,False,2020-08-04 15:57:38+00:00,342,0,0,True,active,True,6,8,True,,,2020-08-04 16:00:40,2020
234,1,343,False,2020-08-04 09:01:35+00:00,343,0,0,True,active,True,6,8,True,,,2020-08-04 16:00:40,2020
235,0,344,False,2020-08-04 15:44:19+00:00,344,0,0,True,active,True,1,18,True,,,2020-08-04 16:00:40,2020
236,1,345,False,2020-08-04 14:53:50+00:00,345,0,0,True,active,True,2,16,True,,,2020-08-04 16:00:40,2020
237,0,346,False,2020-08-04 14:32:44+00:00,346,0,0,True,active,True,0,15,True,,,2020-08-04 16:00:40,2020
238,0,347,False,2020-08-04 08:54:36+00:00,347,0,0,True,active,True,4,11,True,,,2020-08-04 16:00:40,2020
239,0,348,False,2020-08-04 14:01:45+00:00,348,0,0,True,active,True,14,1,True,,,2020-08-04 16:00:40,2020
240,0,349,True,2020-08-04 01:02:05+00:00,349,0,0,True,active,True,10,7,True,,,2020-08-04 16:00:40,2020
241,0,350,False,2020-08-04 15:58:56+00:00,350,0,0,True,active,True,5,12,True,,,2020-08-04 16:00:40,2020
242,3,351,False,2020-08-04 15:30:58+00:00,351,0,0,True,active,True,8,4,True,,,2020-08-04 16:00:40,2020
243,0,352,False,2020-08-04 14:53:22+00:00,352,0,0,True,active,True,1,14,True,,,2020-08-04 16:00:40,2020
244,0,353,True,2020-08-04 08:55:09+00:00,353,0,0,True,active,True,8,7,True,,,2020-08-04 16:00:40,2020
245,0,354,False,2020-08-04 15:59:53+00:00,354,0,0,True,active,True,3,12,True,,,2020-08-04 16:00:40,2020
246,0,355,False,2020-08-04 12:33:51+00:00,355,0,0,True,active,True,8,9,True,,,2020-08-04 16:00:40,2020
247,0,356,False,2020-08-04 15:59:24+00:00,356,0,0,True,active,True,14,9,True,,,2020-08-04 16:00:40,2020
248,0,357,False,2020-08-04 15:25:15+00:00,357,0,0,True,active,True,5,10,True,,,2020-08-04 16:00:40,2020
249,0,358,False,2020-08-04 15:43:33+00:00,358,0,0,True,active,True,14,5,True,,,2020-08-04 16:00:40,2020
250,0,359,False,2020-08-04 15:35:51+00:00,359,0,0,True,active,True,5,10,True,,,2020-08-04 16:00:40,2020
251,0,360,False,2020-08-04 15:34:08+00:00,360,0,0,True,active,True,1,14,True,,,2020-08-04 16:00:40,2020
252,0,361,False,2020-08-04 15:21:41+00:00,361,0,0,True,active,True,0,19,True,,,2020-08-04 16:00:40,2020
253,0,362,False,2020-08-04 15:29:15+00:00,362,0,0,True,active,True,15,4,True,,,2020-08-04 16:00:40,2020
254,0,363,False,2020-08-04 15:45:39+00:00,363,0,0,True,active,True,4,15,True,,,2020-08-04 16:00:40,2020
255,1,364,False,2020-08-04 15:45:47+00:00,364,0,0,True,active,True,5,13,True,,,2020-08-04 16:00:40,2020
256,1,365,False,2020-08-04 14:21:58+00:00,365,0,0,True,active,True,18,0,True,,,2020-08-04 16:00:40,2020
257,0,366,False,2020-08-04 15:54:06+00:00,366,0,0,True,active,True,2,13,True,,,2020-08-04 16:00:40,2020
258,0,367,False,2020-08-04 15:04:13+00:00,367,0,0,True,active,True,10,9,True,,,2020-08-04 16:00:40,2020
259,1,368,False,2020-08-04 14:58:05+00:00,368,0,0,True,active,True,4,10,True,,,2020-08-04 16:00:40,2020
260,0,369,False,2020-08-04 15:29:24+00:00,369,0,0,True,active,True,4,11,True,,,2020-08-04 16:00:40,2020
261,0,370,False,2020-08-04 15:29:40+00:00,370,0,0,True,active,True,14,5,True,,,2020-08-04 16:00:40,2020
262,0,371,False,2020-08-04 11:58:33+00:00,371,0,0,True,active,True,12,7,True,,,2020-08-04 16:00:40,2020
263,0,372,False,2020-08-04 15:42:11+00:00,372,0,0,True,active,True,10,9,True,,,2020-08-04 16:00:40,2020
264,0,373,False,2020-08-03 23:23:28+00:00,373,0,0,True,active,True,13,2,True,,,2020-08-04 16:00:40,2020
265,0,374,False,2020-08-04 15:52:10+00:00,374,0,0,True,active,True,16,3,True,,,2020-08-04 16:00:40,2020
266,0,376,False,2020-08-04 13:34:12+00:00,376,0,0,True,active,True,2,13,True,,,2020-08-04 16:00:40,2020
267,0,377,False,2020-08-04 14:47:45+00:00,377,0,0,True,active,True,8,11,True,,,2020-08-04 16:00:40,2020
268,0,378,False,2020-08-04 15:22:21+00:00,378,0,0,True,active,True,14,5,True,,,2020-08-04 16:00:40,2020
269,0,379,False,2020-08-04 15:36:04+00:00,379,0,0,True,active,True,2,13,True,,,2020-08-04 16:00:40,2020
270,0,380,False,2020-08-04 15:58:02+00:00,380,0,0,True,active,True,13,5,True,,,2020-08-04 16:00:40,2020
271,0,381,False,2020-08-04 15:47:21+00:00,381,0,0,True,active,True,9,10,True,,,2020-08-04 16:00:40,2020
272,0,384,True,2020-08-04 15:46:35+00:00,384,0,0,True,active,True,6,13,True,,,2020-08-04 16:00:40,2020
273,1,385,False,2020-08-04 15:49:19+00:00,385,1,0,True,active,True,10,3,True,,,2020-08-04 16:00:40,2020
274,0,386,False,2020-08-04 15:43:09+00:00,386,0,0,True,active,True,9,10,True,,,2020-08-04 16:00:40,2020
275,0,387,False,2020-08-04 13:22:04+00:00,387,0,0,True,active,True,10,5,True,,,2020-08-04 16:00:40,2020
276,0,388,False,2020-08-04 11:37:15+00:00,388,0,0,True,active,True,4,7,True,,,2020-08-04 16:00:40,2020
277,0,389,False,2020-08-04 09:00:06+00:00,389,0,0,True,active,True,14,0,True,,,2020-08-04 16:00:40,2020
278,0,390,False,2020-08-04 08:55:36+00:00,390,0,0,True,active,True,12,3,True,,,2020-08-04 16:00:40,2020
279,0,391,False,2020-08-04 15:36:05+00:00,391,0,0,True,active,True,12,3,True,,,2020-08-04 16:00:40,2020
280,0,392,False,2020-08-04 15:35:42+00:00,392,0,0,True,active,True,8,7,True,,,2020-08-04 16:00:40,2020
281,0,393,False,2020-08-04 08:55:15+00:00,393,0,0,True,active,True,6,9,True,,,2020-08-04 16:00:40,2020
282,0,394,False,2020-08-04 08:59:52+00:00,394,0,0,True,active,True,0,14,True,,,2020-08-04 16:00:40,2020
283,0,395,False,2020-08-04 15:05:08+00:00,395,0,0,True,active,True,10,5,True,,,2020-08-04 16:00:40,2020
284,0,396,False,2020-08-04 08:56:09+00:00,396,0,0,True,active,True,12,3,True,,,2020-08-04 16:00:40,2020
285,0,397,False,2020-08-04 15:42:20+00:00,397,0,0,True,active,True,3,12,True,,,2020-08-04 16:00:40,2020
286,0,398,False,2020-08-04 15:07:39+00:00,398,0,0,True,active,True,4,15,True,,,2020-08-04 16:00:40,2020
287,0,399,False,2020-08-04 15:25:13+00:00,399,0,0,True,active,True,14,1,True,,,2020-08-04 16:00:40,2020
288,1,400,False,2020-08-04 13:37:58+00:00,400,0,0,True,active,True,6,20,True,,,2020-08-04 16:00:40,2020
289,0,401,False,2020-08-04 14:41:01+00:00,401,0,0,True,active,True,11,4,True,,,2020-08-04 16:00:40,2020
290,0,402,False,2020-08-04 15:50:23+00:00,402,0,0,True,active,True,2,13,True,,,2020-08-04 16:00:40,2020
291,1,403,False,2020-08-04 15:49:39+00:00,403,0,0,True,active,True,1,13,True,,,2020-08-04 16:00:40,2020
292,0,404,False,2020-08-04 15:55:48+00:00,404,0,0,True,active,True,7,9,True,,,2020-08-04 16:00:40,2020
293,0,405,False,2020-08-04 08:56:06+00:00,405,0,0,True,active,True,17,2,True,,,2020-08-04 16:00:40,2020
294,0,406,False,2020-08-04 12:43:27+00:00,406,0,0,True,active,True,13,2,True,,,2020-08-04 16:00:40,2020
295,0,407,False,2020-08-04 09:00:19+00:00,407,0,0,True,active,True,7,12,True,,,2020-08-04 16:00:40,2020
296,0,408,False,2020-08-04 12:51:14+00:00,408,0,0,True,active,True,6,9,True,,,2020-08-04 16:00:40,2020
297,0,409,False,2020-08-04 14:52:40+00:00,409,0,0,True,active,True,7,12,True,,,2020-08-04 16:00:40,2020
298,0,410,False,2020-08-04 12:11:33+00:00,410,0,0,True,active,True,16,3,True,,,2020-08-04 16:00:40,2020
299,0,411,False,2020-08-04 15:02:20+00:00,411,0,0,True,active,True,13,2,True,,,2020-08-04 16:00:40,2020
300,0,412,False,2020-08-04 14:27:02+00:00,412,0,0,True,active,True,4,15,True,,,2020-08-04 16:00:40,2020
301,0,413,False,2020-08-04 15:10:38+00:00,413,0,0,True,active,True,8,11,True,,,2020-08-04 16:00:40,2020
302,0,414,False,2020-08-04 15:31:28+00:00,414,0,0,True,active,True,0,23,True,,,2020-08-04 16:00:40,2020
303,0,415,False,2020-08-04 15:45:57+00:00,415,0,0,True,active,True,17,2,True,,,2020-08-04 16:00:40,2020
304,1,416,False,2020-08-04 15:19:22+00:00,416,0,0,True,active,True,11,3,True,,,2020-08-04 16:00:40,2020
305,0,417,False,2020-08-04 15:53:32+00:00,417,0,0,True,active,True,3,16,True,,,2020-08-04 16:00:40,2020
306,0,419,False,2020-08-04 14:31:46+00:00,419,0,0,True,active,True,11,4,True,,,2020-08-04 16:00:40,2020
307,0,420,False,1970-01-02 00:00:00+00:00,420,0,0,False,out_of_service,False,0,0,False,,,2020-08-04 16:00:40,1970
308,1,421,False,2020-08-04 12:11:15+00:00,421,0,0,True,active,True,12,6,True,,,2020-08-04 16:00:40,2020
309,0,422,False,2020-08-03 09:00:00+00:00,422,0,0,True,active,True,14,1,True,,,2020-08-04 16:00:40,2020
310,0,423,False,2020-08-04 08:56:33+00:00,423,0,0,True,active,True,8,11,True,,,2020-08-04 16:00:40,2020
311,0,424,False,2020-08-04 11:17:53+00:00,424,0,0,True,active,True,4,15,True,,,2020-08-04 16:00:40,2020
312,0,425,False,2020-08-04 10:32:00+00:00,425,0,0,True,active,True,0,16,True,,,2020-08-04 16:00:40,2020
313,2,426,False,2020-08-04 15:59:12+00:00,426,0,0,True,active,True,15,10,True,,,2020-08-04 16:00:40,2020
314,0,427,False,2020-08-04 11:03:31+00:00,427,0,0,True,active,True,2,17,True,,,2020-08-04 16:00:40,2020
315,0,428,False,2020-08-04 15:53:45+00:00,428,0,0,True,active,True,19,0,True,,,2020-08-04 16:00:40,2020
316,0,430,False,2020-08-04 14:55:40+00:00,430,0,0,True,active,True,17,2,True,,,2020-08-04 16:00:40,2020
317,0,431,False,2020-08-04 15:25:05+00:00,431,0,0,True,active,True,0,15,True,,,2020-08-04 16:00:40,2020
318,0,432,False,2020-08-04 15:44:55+00:00,432,0,0,True,active,True,7,12,True,,,2020-08-04 16:00:40,2020
319,0,433,False,2020-08-04 15:16:13+00:00,433,0,0,True,active,True,0,19,True,,,2020-08-04 16:00:40,2020
320,0,434,False,2020-08-04 15:00:23+00:00,434,0,0,True,active,True,4,15,True,,,2020-08-04 16:00:40,2020
321,0,435,False,2020-08-04 14:48:17+00:00,435,0,0,True,active,True,15,0,True,,,2020-08-04 16:00:40,2020
322,2,436,False,2020-08-04 15:50:58+00:00,436,0,0,True,active,True,3,10,True,,,2020-08-04 16:00:40,2020
323,1,437,False,2020-08-04 15:44:54+00:00,437,0,0,True,active,True,12,6,True,,,2020-08-04 16:00:40,2020
324,0,440,False,2020-08-04 16:00:31+00:00,440,0,0,True,active,True,14,3,True,,,2020-08-04 16:00:40,2020
325,1,441,False,2020-08-04 15:29:29+00:00,441,0,0,True,active,True,15,3,True,,,2020-08-04 16:00:40,2020
326,0,442,False,2020-08-04 12:37:57+00:00,442,0,0,True,active,True,4,11,True,,,2020-08-04 16:00:40,2020
327,0,443,False,2020-08-04 08:56:51+00:00,443,0,0,True,active,True,2,17,True,,,2020-08-04 16:00:40,2020
328,0,445,False,2020-08-04 15:15:32+00:00,445,0,0,True,active,True,16,3,True,,,2020-08-04 16:00:40,2020
329,1,446,False,2020-08-04 16:00:35+00:00,446,0,0,True,active,True,8,3,True,,,2020-08-04 16:00:40,2020
330,0,447,False,2020-08-04 08:59:54+00:00,447,0,0,True,active,True,0,19,True,,,2020-08-04 16:00:40,2020
331,0,448,False,2020-08-04 15:15:45+00:00,448,0,0,True,active,True,1,10,True,,,2020-08-04 16:00:40,2020
332,0,449,False,1970-01-02 00:00:00+00:00,449,0,0,True,out_of_service,True,0,0,False,,,2020-08-04 16:00:40,1970
333,0,450,False,2020-08-04 12:19:27+00:00,450,0,0,True,active,True,0,15,True,,,2020-08-04 16:00:40,2020
334,1,451,False,2020-08-04 15:45:20+00:00,451,0,0,True,active,True,8,6,True,,,2020-08-04 16:00:40,2020
335,1,452,False,2020-08-04 15:11:19+00:00,452,0,0,True,active,True,5,9,True,,,2020-08-04 16:00:40,2020
336,0,453,False,2020-08-04 14:35:49+00:00,453,0,0,True,active,True,11,4,True,,,2020-08-04 16:00:40,2020
337,0,454,False,2020-08-04 15:31:40+00:00,454,0,0,True,active,True,6,9,True,,,2020-08-04 16:00:40,2020
338,0,455,False,2020-08-04 11:54:32+00:00,455,0,0,True,active,True,10,2,True,,,2020-08-04 16:00:40,2020
