,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,10,296,active,0,296,True,1,2020-08-03 00:36:12+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 0, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",12,False,2020-08-03 00:45:50,2020
1,6,3,active,0,3,True,1,2020-08-02 23:51:58+00:00,True,,0,True,,8,True,2020-08-03 00:45:50,2020
2,8,4,active,0,4,True,0,2020-08-03 00:32:51+00:00,True,,0,True,,11,False,2020-08-03 00:45:50,2020
3,1,5,active,0,5,True,1,2020-08-03 00:41:14+00:00,True,,0,True,,13,False,2020-08-03 00:45:50,2020
4,6,6,active,0,6,True,0,2020-08-03 00:41:48+00:00,True,,0,True,,9,False,2020-08-03 00:45:50,2020
5,12,7,active,0,7,True,0,2020-08-03 00:32:08+00:00,True,,0,True,,3,False,2020-08-03 00:45:50,2020
6,10,8,active,0,8,True,3,2020-08-03 00:44:50+00:00,True,,0,True,,6,False,2020-08-03 00:45:50,2020
7,6,9,active,0,9,True,0,2020-08-03 00:42:32+00:00,True,,0,True,,9,False,2020-08-03 00:45:50,2020
8,2,10,active,0,10,True,1,2020-08-03 00:36:07+00:00,True,,0,True,,8,False,2020-08-03 00:45:50,2020
9,2,11,active,0,11,True,1,2020-08-03 00:37:11+00:00,True,,0,True,,12,False,2020-08-03 00:45:50,2020
10,6,12,active,0,12,True,1,2020-08-02 23:27:09+00:00,True,,0,True,,11,True,2020-08-03 00:45:50,2020
11,12,13,active,0,13,True,0,2020-08-03 00:44:38+00:00,True,,0,True,,7,False,2020-08-03 00:45:50,2020
12,14,14,active,0,14,True,1,2020-08-02 23:41:24+00:00,True,,0,True,,10,False,2020-08-03 00:45:50,2020
13,8,15,active,0,15,True,0,2020-08-03 00:31:54+00:00,True,,0,True,,7,False,2020-08-03 00:45:50,2020
14,10,16,active,0,16,True,0,2020-08-03 00:19:51+00:00,True,,0,True,,9,True,2020-08-03 00:45:50,2020
15,10,17,active,0,17,True,1,2020-08-03 00:43:04+00:00,True,,0,True,,4,False,2020-08-03 00:45:50,2020
16,2,19,active,0,19,True,0,2020-08-02 23:41:27+00:00,True,,0,True,,13,False,2020-08-03 00:45:50,2020
17,13,20,active,0,20,True,0,2020-08-03 00:30:48+00:00,True,,0,True,,10,True,2020-08-03 00:45:50,2020
18,10,21,active,0,21,True,0,2020-08-03 00:09:52+00:00,True,,0,True,,8,True,2020-08-03 00:45:50,2020
19,11,22,active,0,22,True,0,2020-08-03 00:44:24+00:00,True,,0,True,,36,True,2020-08-03 00:45:50,2020
20,0,23,active,0,23,True,0,2020-08-03 00:00:20+00:00,True,,0,True,,21,True,2020-08-03 00:45:50,2020
21,17,24,active,0,24,True,1,2020-08-03 00:43:42+00:00,True,,0,True,,1,False,2020-08-03 00:45:50,2020
22,4,25,active,0,25,True,2,2020-08-03 00:19:59+00:00,True,,0,True,,9,False,2020-08-03 00:45:50,2020
23,1,26,active,0,26,True,0,2020-08-03 00:18:59+00:00,True,,0,True,,14,False,2020-08-03 00:45:50,2020
24,11,27,active,0,27,True,1,2020-08-03 00:31:52+00:00,True,,0,True,,11,False,2020-08-03 00:45:50,2020
25,6,29,active,0,29,True,0,2020-08-02 20:54:08+00:00,True,,0,True,,9,False,2020-08-03 00:45:50,2020
26,5,30,active,0,30,True,4,2020-08-03 00:45:29+00:00,True,,0,True,,6,False,2020-08-03 00:45:50,2020
27,0,31,active,0,31,True,0,2020-08-02 22:34:48+00:00,True,,0,True,,19,True,2020-08-03 00:45:50,2020
28,7,32,active,0,32,True,3,2020-08-03 00:30:07+00:00,True,,0,True,,5,False,2020-08-03 00:45:50,2020
29,4,33,active,0,33,True,2,2020-08-03 00:38:40+00:00,True,,0,True,,21,False,2020-08-03 00:45:50,2020
30,9,35,active,0,35,True,0,2020-08-03 00:03:51+00:00,True,,0,True,,14,False,2020-08-03 00:45:50,2020
31,16,36,active,0,36,True,0,2020-08-02 23:53:20+00:00,True,,0,True,,17,True,2020-08-03 00:45:50,2020
32,9,37,active,0,37,True,0,2020-08-02 22:22:15+00:00,True,,0,True,,6,True,2020-08-03 00:45:50,2020
33,3,39,active,0,39,True,1,2020-08-03 00:17:34+00:00,True,,0,True,,19,False,2020-08-03 00:45:50,2020
34,16,40,active,0,40,True,3,2020-08-02 23:49:57+00:00,True,,0,True,,0,False,2020-08-03 00:45:50,2020
35,13,41,active,0,41,True,5,2020-08-03 00:42:25+00:00,True,,0,True,,9,True,2020-08-03 00:45:50,2020
36,6,42,active,0,42,True,2,2020-08-03 00:11:52+00:00,True,,0,True,,15,False,2020-08-03 00:45:50,2020
37,6,43,active,0,43,True,0,2020-08-03 00:38:09+00:00,True,,0,True,,9,True,2020-08-03 00:45:50,2020
38,4,44,active,0,44,True,1,2020-08-03 00:31:42+00:00,True,,0,True,,18,False,2020-08-03 00:45:50,2020
39,7,46,active,0,46,True,1,2020-08-03 00:35:41+00:00,True,,0,True,,11,False,2020-08-03 00:45:50,2020
40,12,47,active,0,47,True,0,2020-08-03 00:39:13+00:00,True,,0,True,,7,True,2020-08-03 00:45:50,2020
41,1,48,active,0,48,True,0,2020-08-02 23:24:46+00:00,True,,0,True,,18,False,2020-08-03 00:45:50,2020
42,8,49,active,0,49,True,0,2020-08-02 23:18:59+00:00,True,,0,True,,10,False,2020-08-03 00:45:50,2020
43,3,50,active,0,50,True,0,2020-08-03 00:43:01+00:00,True,,0,True,,12,True,2020-08-03 00:45:50,2020
44,15,51,active,0,51,True,0,2020-08-03 00:25:14+00:00,True,,0,True,,0,False,2020-08-03 00:45:50,2020
45,3,52,active,0,52,True,0,2020-08-03 00:37:44+00:00,True,,0,True,,20,True,2020-08-03 00:45:50,2020
46,3,53,active,0,53,True,1,2020-08-03 00:41:50+00:00,True,,0,True,,15,False,2020-08-03 00:45:50,2020
47,4,54,active,0,54,True,3,2020-08-03 00:21:36+00:00,True,,0,True,,8,False,2020-08-03 00:45:50,2020
48,12,55,active,0,55,True,0,2020-08-03 00:38:06+00:00,True,,0,True,,3,False,2020-08-03 00:45:50,2020
49,12,56,active,0,56,True,0,2020-08-02 23:51:10+00:00,True,,0,True,,6,True,2020-08-03 00:45:50,2020
50,7,57,active,0,57,True,0,2020-08-03 00:39:38+00:00,True,,0,True,,7,True,2020-08-03 00:45:50,2020
51,4,58,active,0,58,True,0,2020-08-03 00:24:59+00:00,True,,0,True,,15,True,2020-08-03 00:45:50,2020
52,11,59,active,0,59,True,0,2020-08-02 23:04:43+00:00,True,,0,True,,8,True,2020-08-03 00:45:50,2020
53,6,60,active,0,60,True,0,2020-08-03 00:36:39+00:00,True,,0,True,,13,False,2020-08-03 00:45:50,2020
54,8,61,active,0,61,True,0,2020-08-03 00:33:14+00:00,True,,0,True,,11,False,2020-08-03 00:45:50,2020
55,2,63,active,0,63,True,0,2020-08-02 23:33:26+00:00,True,,0,True,,13,False,2020-08-03 00:45:50,2020
56,14,64,active,0,64,True,0,2020-08-03 00:44:54+00:00,True,,0,True,,5,False,2020-08-03 00:45:50,2020
57,12,65,active,0,65,True,1,2020-08-03 00:16:43+00:00,True,,0,True,,10,False,2020-08-03 00:45:50,2020
58,14,66,active,0,66,True,1,2020-08-03 00:35:16+00:00,True,,0,True,,0,False,2020-08-03 00:45:50,2020
59,6,67,active,0,67,True,1,2020-08-03 00:45:46+00:00,True,,0,True,,20,False,2020-08-03 00:45:50,2020
60,0,68,active,0,68,True,0,2020-08-03 00:23:01+00:00,True,,0,True,,19,True,2020-08-03 00:45:50,2020
61,4,69,active,0,69,True,0,2020-08-03 00:43:22+00:00,True,,0,True,,15,True,2020-08-03 00:45:50,2020
62,13,70,active,0,70,True,0,2020-08-03 00:41:05+00:00,True,,0,True,,10,False,2020-08-03 00:45:50,2020
63,15,71,active,0,71,True,0,2020-08-03 00:42:29+00:00,True,,0,True,,8,False,2020-08-03 00:45:50,2020
64,3,72,active,0,72,True,0,2020-08-03 00:13:29+00:00,True,,0,True,,20,False,2020-08-03 00:45:50,2020
