,num_bikes_available,is_installed,num_docks_disabled,num_bikes_disabled,legacy_id,station_id,station_status,eightd_has_available_keys,num_ebikes_available,is_renting,is_returning,num_docks_available,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
215,7,True,0,1,296,296,active,False,0,True,True,15,2020-08-07 01:57:29+00:00,,,2020-08-07 03:51:25,2020
216,1,True,0,0,318,318,active,False,0,True,True,18,2020-08-07 03:48:24+00:00,,,2020-08-07 03:51:25,2020
217,13,True,0,0,319,319,active,False,0,True,True,12,2020-08-07 02:53:55+00:00,,,2020-08-07 03:51:25,2020
218,6,True,0,0,327,327,active,False,0,True,True,9,2020-08-07 03:45:02+00:00,,,2020-08-07 03:51:25,2020
219,11,True,0,0,328,328,active,False,0,True,True,4,2020-08-07 03:37:19+00:00,,,2020-08-07 03:51:25,2020
220,6,True,0,1,329,329,active,False,0,True,True,8,2020-08-07 02:47:27+00:00,,,2020-08-07 03:51:25,2020
221,8,True,0,0,330,330,active,False,0,True,True,7,2020-08-07 02:00:56+00:00,,,2020-08-07 03:51:25,2020
222,1,True,0,0,331,331,active,False,0,True,True,14,2020-08-07 03:31:48+00:00,,,2020-08-07 03:51:25,2020
223,15,True,0,0,332,332,active,False,0,True,True,0,2020-08-07 03:22:40+00:00,,,2020-08-07 03:51:25,2020
224,21,True,0,0,333,333,active,False,0,True,True,4,2020-08-07 03:21:47+00:00,,,2020-08-07 03:51:25,2020
225,5,True,0,0,334,334,active,False,0,True,True,14,2020-08-07 03:44:25+00:00,,,2020-08-07 03:51:25,2020
226,11,True,0,0,335,335,active,False,0,True,True,8,2020-08-07 03:38:17+00:00,,,2020-08-07 03:51:25,2020
227,14,True,0,0,336,336,active,False,0,True,True,1,2020-08-07 02:12:56+00:00,,,2020-08-07 03:51:25,2020
228,12,True,0,0,337,337,active,False,0,True,True,3,2020-08-07 03:36:32+00:00,,,2020-08-07 03:51:25,2020
229,4,True,0,1,338,338,active,False,0,True,True,10,2020-08-07 03:16:58+00:00,,,2020-08-07 03:51:25,2020
230,14,True,0,0,339,339,active,False,0,True,True,1,2020-08-07 02:28:05+00:00,,,2020-08-07 03:51:25,2020
231,17,True,0,0,340,340,active,False,0,True,True,2,2020-08-06 08:37:01+00:00,,,2020-08-07 03:51:25,2020
232,1,True,0,0,341,341,active,True,0,True,True,14,2020-08-07 02:55:09+00:00,,,2020-08-07 03:51:25,2020
233,8,True,0,0,342,342,active,False,0,True,True,7,2020-08-07 03:47:52+00:00,,,2020-08-07 03:51:25,2020
234,6,True,0,0,343,343,active,False,0,True,True,9,2020-08-06 08:36:41+00:00,,,2020-08-07 03:51:25,2020
235,0,True,0,0,344,344,active,False,0,True,True,19,2020-08-07 02:09:43+00:00,,,2020-08-07 03:51:25,2020
236,16,True,0,0,345,345,active,False,0,True,True,3,2020-08-07 02:16:17+00:00,,,2020-08-07 03:51:25,2020
237,9,True,0,0,346,346,active,False,0,True,True,6,2020-08-07 02:56:46+00:00,,,2020-08-07 03:51:25,2020
238,13,True,0,1,347,347,active,False,0,True,True,1,2020-08-07 02:26:29+00:00,,,2020-08-07 03:51:25,2020
239,5,True,0,0,348,348,active,False,0,True,True,10,2020-08-06 23:32:35+00:00,,,2020-08-07 03:51:25,2020
240,7,True,0,0,349,349,active,True,0,True,True,10,2020-08-06 22:15:26+00:00,,,2020-08-07 03:51:25,2020
241,8,True,0,0,350,350,active,False,0,True,True,9,2020-08-06 23:33:10+00:00,,,2020-08-07 03:51:25,2020
242,9,True,0,0,351,351,active,False,0,True,True,6,2020-08-06 23:40:51+00:00,,,2020-08-07 03:51:25,2020
243,12,True,0,0,352,352,active,False,0,True,True,3,2020-08-07 03:15:21+00:00,,,2020-08-07 03:51:25,2020
244,7,True,0,0,353,353,active,True,0,True,True,8,2020-08-06 22:33:20+00:00,,,2020-08-07 03:51:25,2020
245,3,True,0,0,354,354,active,False,0,True,True,12,2020-08-07 02:04:04+00:00,,,2020-08-07 03:51:25,2020
246,8,True,0,0,355,355,active,False,0,True,True,9,2020-08-07 03:48:16+00:00,,,2020-08-07 03:51:25,2020
247,11,True,0,0,356,356,active,False,0,True,True,12,2020-08-07 03:38:38+00:00,,,2020-08-07 03:51:25,2020
248,13,True,0,0,357,357,active,False,0,True,True,2,2020-08-07 00:34:27+00:00,,,2020-08-07 03:51:25,2020
249,16,True,0,0,358,358,active,False,0,True,True,3,2020-08-07 02:42:26+00:00,,,2020-08-07 03:51:25,2020
250,1,True,0,0,359,359,active,False,0,True,True,14,2020-08-07 02:59:11+00:00,,,2020-08-07 03:51:25,2020
251,6,True,0,0,360,360,active,False,0,True,True,9,2020-08-07 03:04:58+00:00,,,2020-08-07 03:51:25,2020
252,14,True,0,1,361,361,active,False,0,True,True,4,2020-08-07 01:40:36+00:00,,,2020-08-07 03:51:25,2020
253,12,True,0,0,362,362,active,False,0,True,True,7,2020-08-07 03:46:43+00:00,,,2020-08-07 03:51:25,2020
254,11,True,0,1,363,363,active,False,0,True,True,7,2020-08-07 03:23:17+00:00,,,2020-08-07 03:51:25,2020
255,18,True,0,1,364,364,active,False,0,True,True,0,2020-08-07 02:59:14+00:00,,,2020-08-07 03:51:25,2020
256,6,True,0,0,365,365,active,False,0,True,True,13,2020-08-07 02:49:16+00:00,,,2020-08-07 03:51:25,2020
257,11,True,0,0,366,366,active,False,0,True,True,4,2020-08-07 03:35:04+00:00,,,2020-08-07 03:51:25,2020
258,19,True,0,0,367,367,active,False,0,True,True,0,2020-08-07 00:27:44+00:00,,,2020-08-07 03:51:25,2020
259,4,True,0,0,368,368,active,False,0,True,True,11,2020-08-07 00:01:00+00:00,,,2020-08-07 03:51:25,2020
260,11,True,0,0,369,369,active,False,0,True,True,4,2020-08-07 03:25:33+00:00,,,2020-08-07 03:51:25,2020
261,5,True,0,1,370,370,active,False,0,True,True,13,2020-08-07 03:46:58+00:00,,,2020-08-07 03:51:25,2020
262,16,True,0,0,371,371,active,False,0,True,True,3,2020-08-07 03:18:01+00:00,,,2020-08-07 03:51:25,2020
263,10,True,0,0,372,372,active,False,0,True,True,9,2020-08-07 03:37:15+00:00,,,2020-08-07 03:51:25,2020
264,7,True,0,0,373,373,active,False,0,True,True,8,2020-08-06 22:44:04+00:00,,,2020-08-07 03:51:25,2020
265,19,True,0,0,374,374,active,False,0,True,True,0,2020-08-07 03:15:42+00:00,,,2020-08-07 03:51:25,2020
266,7,True,0,0,376,376,active,False,0,True,True,8,2020-08-07 03:45:18+00:00,,,2020-08-07 03:51:25,2020
267,16,True,0,0,377,377,active,False,0,False,False,3,2020-08-07 00:59:19+00:00,,,2020-08-07 03:51:25,2020
268,7,True,0,0,378,378,active,False,0,True,True,12,2020-08-07 01:44:24+00:00,,,2020-08-07 03:51:25,2020
269,8,True,0,0,379,379,active,False,0,True,True,7,2020-08-07 03:36:37+00:00,,,2020-08-07 03:51:25,2020
270,2,True,0,0,380,380,active,False,0,True,True,16,2020-08-07 03:30:26+00:00,,,2020-08-07 03:51:25,2020
271,19,True,0,0,381,381,active,False,0,True,True,0,2020-08-07 03:18:21+00:00,,,2020-08-07 03:51:25,2020
272,10,True,0,0,384,384,active,True,0,True,True,9,2020-08-07 03:16:48+00:00,,,2020-08-07 03:51:25,2020
273,2,True,1,3,385,385,active,False,0,True,True,9,2020-08-07 03:05:50+00:00,,,2020-08-07 03:51:25,2020
274,5,True,0,1,386,386,active,False,0,True,True,13,2020-08-07 03:42:30+00:00,,,2020-08-07 03:51:25,2020
275,14,True,0,0,387,387,active,False,0,True,True,1,2020-08-07 02:25:35+00:00,,,2020-08-07 03:51:25,2020
276,2,True,0,0,388,388,active,False,0,True,True,9,2020-08-07 00:56:36+00:00,,,2020-08-07 03:51:25,2020
277,14,True,0,0,389,389,active,False,0,True,True,0,2020-08-07 01:32:01+00:00,,,2020-08-07 03:51:25,2020
278,13,True,0,0,390,390,active,False,0,True,True,2,2020-08-07 02:30:51+00:00,,,2020-08-07 03:51:25,2020
279,12,True,0,0,391,391,active,False,0,True,True,3,2020-08-07 02:28:36+00:00,,,2020-08-07 03:51:25,2020
280,7,True,0,0,392,392,active,False,0,True,True,8,2020-08-07 02:01:19+00:00,,,2020-08-07 03:51:25,2020
281,5,True,0,0,393,393,active,False,0,True,True,10,2020-08-07 00:32:34+00:00,,,2020-08-07 03:51:25,2020
282,2,True,0,0,394,394,active,False,0,True,True,12,2020-08-07 01:46:57+00:00,,,2020-08-07 03:51:25,2020
283,11,True,0,0,395,395,active,False,0,True,True,4,2020-08-06 22:05:57+00:00,,,2020-08-07 03:51:25,2020
284,14,True,0,0,396,396,active,False,0,True,True,1,2020-08-07 02:40:13+00:00,,,2020-08-07 03:51:25,2020
285,7,True,0,0,397,397,active,False,0,True,True,8,2020-08-06 18:00:52+00:00,,,2020-08-07 03:51:25,2020
286,5,True,0,0,398,398,active,False,0,True,True,14,2020-08-07 02:44:51+00:00,,,2020-08-07 03:51:25,2020
287,6,True,0,0,399,399,active,False,0,True,True,9,2020-08-07 02:07:04+00:00,,,2020-08-07 03:51:25,2020
288,5,True,0,0,400,400,active,False,0,True,True,22,2020-08-07 03:08:25+00:00,,,2020-08-07 03:51:25,2020
289,13,True,0,0,401,401,active,False,0,True,True,2,2020-08-07 02:19:29+00:00,,,2020-08-07 03:51:25,2020
290,4,True,0,1,402,402,active,False,0,True,True,10,2020-08-07 03:40:16+00:00,,,2020-08-07 03:51:25,2020
291,3,True,0,1,403,403,active,False,0,True,True,11,2020-08-07 02:52:46+00:00,,,2020-08-07 03:51:25,2020
292,14,True,0,0,404,404,active,False,0,True,True,2,2020-08-07 03:38:34+00:00,,,2020-08-07 03:51:25,2020
293,16,True,0,0,405,405,active,False,0,True,True,3,2020-08-06 22:27:52+00:00,,,2020-08-07 03:51:25,2020
294,10,True,0,1,406,406,active,False,0,True,True,8,2020-08-07 01:22:18+00:00,,,2020-08-07 03:51:25,2020
295,1,True,0,0,407,407,active,False,0,True,True,18,2020-08-07 02:54:16+00:00,,,2020-08-07 03:51:25,2020
296,13,True,0,0,408,408,active,False,0,True,True,2,2020-08-07 00:52:27+00:00,,,2020-08-07 03:51:25,2020
297,13,True,0,0,409,409,active,False,0,True,True,6,2020-08-07 02:59:35+00:00,,,2020-08-07 03:51:25,2020
298,11,True,0,0,410,410,active,False,0,True,True,8,2020-08-07 03:43:46+00:00,,,2020-08-07 03:51:25,2020
299,5,True,0,0,411,411,active,False,0,True,True,10,2020-08-07 00:02:01+00:00,,,2020-08-07 03:51:25,2020
300,5,True,0,1,412,412,active,False,0,True,True,13,2020-08-07 01:25:30+00:00,,,2020-08-07 03:51:25,2020
301,15,True,0,0,413,413,active,False,0,True,True,4,2020-08-07 03:06:01+00:00,,,2020-08-07 03:51:25,2020
302,2,True,0,0,414,414,active,False,0,True,True,21,2020-08-06 23:57:55+00:00,,,2020-08-07 03:51:25,2020
303,3,True,0,0,415,415,active,False,0,True,True,16,2020-08-07 03:31:28+00:00,,,2020-08-07 03:51:25,2020
304,5,True,0,0,416,416,active,False,0,True,True,10,2020-08-07 03:49:44+00:00,,,2020-08-07 03:51:25,2020
305,18,True,0,0,417,417,active,False,0,True,True,1,2020-08-07 02:38:05+00:00,,,2020-08-07 03:51:25,2020
306,0,True,0,0,419,419,active,False,0,True,True,15,2020-08-07 03:47:41+00:00,,,2020-08-07 03:51:25,2020
307,0,False,0,0,420,420,out_of_service,False,0,False,False,0,1970-01-02 00:00:00+00:00,,,2020-08-07 03:51:25,1970
308,14,True,0,0,421,421,active,False,0,True,True,5,2020-08-07 00:20:34+00:00,,,2020-08-07 03:51:25,2020
309,8,True,0,0,422,422,active,False,0,True,True,7,2020-08-07 00:32:19+00:00,,,2020-08-07 03:51:25,2020
310,6,True,0,0,423,423,active,False,0,True,True,13,2020-08-06 23:28:42+00:00,,,2020-08-07 03:51:25,2020
311,6,True,0,1,424,424,active,False,0,True,True,12,2020-08-07 03:09:02+00:00,,,2020-08-07 03:51:25,2020
312,16,True,0,0,425,425,active,False,0,True,True,0,2020-08-07 00:54:06+00:00,,,2020-08-07 03:51:25,2020
313,4,True,0,0,426,426,active,False,0,True,True,23,2020-08-07 03:47:13+00:00,,,2020-08-07 03:51:25,2020
314,0,True,0,0,427,427,active,False,0,True,True,19,2020-08-06 20:59:13+00:00,,,2020-08-07 03:51:25,2020
315,4,True,0,0,428,428,active,False,0,True,True,15,2020-08-06 23:54:06+00:00,,,2020-08-07 03:51:25,2020
316,14,True,0,0,430,430,active,False,0,True,True,5,2020-08-06 23:30:53+00:00,,,2020-08-07 03:51:25,2020
317,2,True,0,0,431,431,active,False,0,True,True,13,2020-08-06 21:37:15+00:00,,,2020-08-07 03:51:25,2020
318,9,True,0,0,432,432,active,False,0,True,True,10,2020-08-06 22:13:27+00:00,,,2020-08-07 03:51:25,2020
319,5,True,0,0,433,433,active,False,0,True,True,14,2020-08-06 23:21:26+00:00,,,2020-08-07 03:51:25,2020
320,1,True,0,0,434,434,active,False,0,True,True,18,2020-08-06 21:55:29+00:00,,,2020-08-07 03:51:25,2020
321,8,True,0,0,435,435,active,False,0,True,True,7,2020-08-07 01:38:00+00:00,,,2020-08-07 03:51:25,2020
322,0,True,0,0,436,436,active,False,0,True,True,15,2020-08-07 03:11:39+00:00,,,2020-08-07 03:51:25,2020
323,4,True,0,0,437,437,active,False,0,True,True,15,2020-08-07 03:50:47+00:00,,,2020-08-07 03:51:25,2020
324,6,True,0,0,440,440,active,False,0,True,True,11,2020-08-07 01:29:13+00:00,,,2020-08-07 03:51:25,2020
325,10,True,0,0,441,441,active,False,0,True,True,9,2020-08-07 02:06:02+00:00,,,2020-08-07 03:51:25,2020
326,7,True,0,0,442,442,active,False,0,True,True,8,2020-08-06 23:35:48+00:00,,,2020-08-07 03:51:25,2020
327,2,True,0,0,443,443,active,False,0,True,True,17,2020-08-06 22:04:12+00:00,,,2020-08-07 03:51:25,2020
328,6,True,0,1,445,445,active,False,0,True,True,12,2020-08-07 00:32:03+00:00,,,2020-08-07 03:51:25,2020
329,2,True,0,0,446,446,active,False,0,True,True,10,2020-08-07 03:18:09+00:00,,,2020-08-07 03:51:25,2020
330,0,True,0,0,447,447,active,False,0,True,True,19,2020-08-06 22:11:17+00:00,,,2020-08-07 03:51:25,2020
331,6,True,0,0,448,448,active,False,0,True,True,5,2020-08-06 14:48:41+00:00,,,2020-08-07 03:51:25,2020
332,0,False,0,0,449,449,out_of_service,False,0,True,True,0,1970-01-02 00:00:00+00:00,,,2020-08-07 03:51:25,1970
333,3,True,0,0,450,450,active,False,0,True,True,12,2020-08-07 01:51:14+00:00,,,2020-08-07 03:51:25,2020
334,3,True,0,0,451,451,active,False,0,True,True,12,2020-08-07 03:02:39+00:00,,,2020-08-07 03:51:25,2020
335,8,True,0,0,452,452,active,False,0,True,True,7,2020-08-07 03:34:09+00:00,,,2020-08-07 03:51:25,2020
336,2,True,0,0,453,453,active,False,0,True,True,13,2020-08-07 03:22:23+00:00,,,2020-08-07 03:51:25,2020
337,5,True,0,2,454,454,active,False,0,True,True,8,2020-08-07 03:38:40+00:00,,,2020-08-07 03:51:25,2020
338,10,True,0,1,455,455,active,False,0,True,True,1,2020-08-07 00:37:00+00:00,,,2020-08-07 03:51:25,2020
339,6,True,0,0,456,456,active,False,0,True,True,13,2020-08-07 03:17:08+00:00,,,2020-08-07 03:51:25,2020
340,3,True,0,0,457,457,active,False,0,True,True,8,2020-08-07 01:22:57+00:00,,,2020-08-07 03:51:25,2020
341,2,True,0,0,458,458,active,False,0,True,True,9,2020-08-07 00:17:41+00:00,,,2020-08-07 03:51:25,2020
