,legacy_id,num_bikes_disabled,station_status,is_returning,num_ebikes_available,station_id,num_bikes_available,eightd_has_available_keys,is_installed,num_docks_available,last_reported,num_docks_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,0,active,True,0,3,4,False,True,11,2020-07-28 16:49:59+00:00,0,True,,,2020-07-28 17:18:15,2020
1,4,0,active,True,0,4,15,False,True,4,2020-07-28 17:07:33+00:00,0,True,,,2020-07-28 17:18:15,2020
2,5,0,active,True,0,5,7,False,True,8,2020-07-28 17:07:14+00:00,0,True,,,2020-07-28 17:18:15,2020
3,6,0,active,True,0,6,2,False,True,13,2020-07-28 17:17:40+00:00,0,True,,,2020-07-28 17:18:15,2020
4,7,0,active,True,0,7,6,False,True,9,2020-07-28 13:55:33+00:00,0,True,,,2020-07-28 17:18:15,2020
5,8,2,active,True,0,8,1,False,True,16,2020-07-28 16:55:55+00:00,0,True,,,2020-07-28 17:18:15,2020
6,9,1,active,True,0,9,8,False,True,6,2020-07-28 16:49:45+00:00,0,True,,,2020-07-28 17:18:15,2020
7,10,1,active,True,0,10,10,False,True,0,2020-07-28 17:17:30+00:00,0,True,,,2020-07-28 17:18:15,2020
8,11,1,active,True,0,11,10,False,True,4,2020-07-28 16:37:54+00:00,0,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'off_dock_count': 52}",2020-07-28 17:18:15,2020
9,12,0,active,True,0,12,17,True,True,1,2020-07-28 17:17:40+00:00,0,True,,,2020-07-28 17:18:15,2020
10,13,0,active,True,0,13,17,False,True,2,2020-07-28 17:12:52+00:00,0,True,,,2020-07-28 17:18:15,2020
11,14,0,active,True,0,14,17,False,True,8,2020-07-28 17:15:21+00:00,0,True,,,2020-07-28 17:18:15,2020
12,15,0,active,True,0,15,10,False,True,5,2020-07-28 17:02:05+00:00,0,True,,,2020-07-28 17:18:15,2020
13,16,1,active,True,0,16,9,True,True,9,2020-07-28 17:17:37+00:00,0,True,,,2020-07-28 17:18:15,2020
14,17,0,active,True,0,17,9,False,True,6,2020-07-28 17:09:50+00:00,0,True,,,2020-07-28 17:18:15,2020
15,19,0,active,True,0,19,2,False,True,13,2020-07-28 16:51:47+00:00,0,True,,,2020-07-28 17:18:15,2020
16,20,0,active,True,0,20,3,True,True,20,2020-07-28 16:55:41+00:00,0,True,,,2020-07-28 17:18:15,2020
17,21,1,active,True,0,21,6,True,True,11,2020-07-28 17:15:57+00:00,0,True,,,2020-07-28 17:18:15,2020
18,22,0,active,True,0,22,5,True,True,42,2020-07-28 17:09:48+00:00,0,True,,,2020-07-28 17:18:15,2020
19,23,2,active,True,0,23,19,True,True,0,2020-07-28 17:11:24+00:00,0,True,,,2020-07-28 17:18:15,2020
20,24,0,active,True,0,24,8,False,True,11,2020-07-28 16:33:24+00:00,0,True,,,2020-07-28 17:18:15,2020
21,25,0,active,True,0,25,12,False,True,3,2020-07-28 17:04:44+00:00,0,True,,,2020-07-28 17:18:15,2020
22,26,0,active,True,0,26,11,False,True,4,2020-07-28 17:10:39+00:00,0,True,,,2020-07-28 17:18:15,2020
23,27,0,active,True,0,27,10,False,True,13,2020-07-28 16:45:02+00:00,0,True,,,2020-07-28 17:18:15,2020
24,29,1,active,True,0,29,13,False,True,1,2020-07-28 16:01:36+00:00,0,True,,,2020-07-28 17:18:15,2020
25,30,0,active,True,0,30,11,False,True,4,2020-07-28 17:11:41+00:00,0,True,,,2020-07-28 17:18:15,2020
26,31,0,active,True,0,31,8,True,True,11,2020-07-28 17:10:33+00:00,0,True,,,2020-07-28 17:18:15,2020
27,32,0,active,True,0,32,4,False,True,11,2020-07-28 17:15:49+00:00,0,True,,,2020-07-28 17:18:15,2020
28,33,1,active,True,0,33,7,False,True,19,2020-07-28 17:08:41+00:00,0,True,,,2020-07-28 17:18:15,2020
29,35,1,active,True,0,35,16,False,True,6,2020-07-28 17:12:42+00:00,0,True,,,2020-07-28 17:18:15,2020
30,36,1,active,True,0,36,23,True,True,9,2020-07-28 17:12:15+00:00,0,True,,,2020-07-28 17:18:15,2020
31,37,0,active,True,0,37,0,True,True,15,2020-07-28 17:10:38+00:00,0,True,,,2020-07-28 17:18:15,2020
32,39,0,active,True,0,39,21,False,True,2,2020-07-28 17:15:27+00:00,0,True,,,2020-07-28 17:18:15,2020
33,40,0,active,True,0,40,12,False,True,7,2020-07-28 17:18:03+00:00,0,True,,,2020-07-28 17:18:15,2020
34,41,1,active,True,0,41,17,True,True,9,2020-07-28 17:15:43+00:00,0,True,,,2020-07-28 17:18:15,2020
35,42,1,active,True,0,42,21,False,True,1,2020-07-28 15:07:52+00:00,0,True,,,2020-07-28 17:18:15,2020
36,43,0,active,True,0,43,8,True,True,7,2020-07-28 15:27:37+00:00,0,True,,,2020-07-28 17:18:15,2020
37,44,0,active,True,0,44,7,False,True,16,2020-07-28 17:16:51+00:00,0,True,,,2020-07-28 17:18:15,2020
38,46,0,active,True,0,46,10,False,True,9,2020-07-28 17:12:41+00:00,0,True,,,2020-07-28 17:18:15,2020
39,47,0,active,True,0,47,10,True,True,9,2020-07-28 17:11:15+00:00,0,True,,,2020-07-28 17:18:15,2020
40,48,1,active,True,0,48,9,False,True,9,2020-07-28 17:17:26+00:00,0,True,,,2020-07-28 17:18:15,2020
41,49,1,active,True,0,49,1,False,True,16,2020-07-28 16:10:35+00:00,0,True,,,2020-07-28 17:18:15,2020
42,50,0,active,True,0,50,7,True,True,8,2020-07-28 17:06:09+00:00,0,True,,,2020-07-28 17:18:15,2020
43,51,3,active,False,0,51,10,False,True,2,2020-07-28 16:13:03+00:00,0,False,,,2020-07-28 17:18:15,2020
44,52,3,active,True,0,52,6,True,True,14,2020-07-28 17:12:54+00:00,0,True,,,2020-07-28 17:18:15,2020
45,53,0,active,True,0,53,4,False,True,15,2020-07-28 17:10:45+00:00,0,True,,,2020-07-28 17:18:15,2020
46,54,1,active,True,0,54,12,False,True,2,2020-07-28 17:06:12+00:00,0,True,,,2020-07-28 17:18:15,2020
47,55,0,active,True,0,55,14,False,True,1,2020-07-28 16:43:57+00:00,0,True,,,2020-07-28 17:18:15,2020
48,56,0,active,True,0,56,15,True,True,3,2020-07-28 16:19:47+00:00,0,True,,,2020-07-28 17:18:15,2020
49,57,0,active,True,0,57,3,True,True,11,2020-07-28 17:16:20+00:00,0,True,,,2020-07-28 17:18:15,2020
50,58,0,active,True,0,58,6,True,True,13,2020-07-28 17:06:19+00:00,0,True,,,2020-07-28 17:18:15,2020
51,59,0,active,True,0,59,8,True,True,11,2020-07-28 17:09:23+00:00,0,True,,,2020-07-28 17:18:15,2020
52,60,0,active,True,0,60,13,False,True,6,2020-07-28 17:04:48+00:00,0,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'valet_revision': 59, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'off_dock_count': 34}",2020-07-28 17:18:15,2020
53,61,0,active,True,0,61,6,False,True,13,2020-07-28 17:14:26+00:00,0,True,,,2020-07-28 17:18:15,2020
54,63,0,active,True,0,63,13,False,True,2,2020-07-28 14:10:19+00:00,0,True,,,2020-07-28 17:18:15,2020
55,64,0,active,True,0,64,15,False,True,4,2020-07-28 16:27:32+00:00,0,True,,,2020-07-28 17:18:15,2020
56,65,1,active,True,0,65,9,False,True,13,2020-07-28 13:03:59+00:00,0,True,,,2020-07-28 17:18:15,2020
57,66,0,active,True,0,66,1,False,True,14,2020-07-28 17:03:49+00:00,0,True,,,2020-07-28 17:18:15,2020
58,67,3,active,True,0,67,18,True,True,6,2020-07-28 17:06:19+00:00,0,True,,,2020-07-28 17:18:15,2020
59,68,0,active,True,0,68,8,True,True,11,2020-07-28 17:13:19+00:00,0,True,,,2020-07-28 17:18:15,2020
60,69,1,active,True,0,69,6,True,True,12,2020-07-28 17:07:17+00:00,0,True,,,2020-07-28 17:18:15,2020
61,70,0,active,True,0,70,15,False,True,8,2020-07-28 17:12:59+00:00,0,True,,,2020-07-28 17:18:15,2020
62,71,0,active,True,0,71,14,False,True,9,2020-07-28 17:09:57+00:00,0,True,,,2020-07-28 17:18:15,2020
63,72,0,active,True,0,72,11,False,True,12,2020-07-28 17:16:04+00:00,0,True,,,2020-07-28 17:18:15,2020
64,73,0,active,True,0,73,8,False,True,7,2020-07-28 17:14:49+00:00,0,True,,,2020-07-28 17:18:15,2020
65,74,3,active,True,0,74,14,True,True,2,2020-07-28 17:15:47+00:00,0,True,,,2020-07-28 17:18:15,2020
66,75,1,active,True,0,75,0,False,True,14,2020-07-28 15:58:08+00:00,0,True,,,2020-07-28 17:18:15,2020
67,76,0,active,True,0,76,4,False,True,13,2020-07-28 17:01:56+00:00,0,True,,,2020-07-28 17:18:15,2020
68,77,0,active,True,0,77,0,False,True,15,2020-07-28 16:47:26+00:00,0,True,,,2020-07-28 17:18:15,2020
69,78,1,active,True,0,78,10,False,True,8,2020-07-28 16:40:46+00:00,0,True,,,2020-07-28 17:18:15,2020
70,79,1,active,True,0,79,9,False,True,9,2020-07-28 17:14:49+00:00,0,True,,,2020-07-28 17:18:15,2020
71,80,0,active,True,0,80,28,False,True,7,2020-07-28 17:12:45+00:00,0,True,,,2020-07-28 17:18:15,2020
72,81,0,active,True,0,81,2,False,True,17,2020-07-28 16:40:45+00:00,0,True,,,2020-07-28 17:18:15,2020
73,82,0,active,True,0,82,4,False,True,11,2020-07-28 17:09:56+00:00,0,True,,,2020-07-28 17:18:15,2020
74,84,1,active,True,0,84,4,False,True,10,2020-07-28 16:56:23+00:00,0,True,,,2020-07-28 17:18:15,2020
75,85,0,active,True,0,85,16,False,True,3,2020-07-28 17:18:10+00:00,0,True,,,2020-07-28 17:18:15,2020
76,86,0,active,True,0,86,8,False,True,11,2020-07-28 17:17:11+00:00,0,True,,,2020-07-28 17:18:15,2020
77,87,0,active,True,0,87,3,False,True,12,2020-07-28 17:16:48+00:00,0,True,,,2020-07-28 17:18:15,2020
78,89,1,active,True,0,89,2,False,True,16,2020-07-28 17:18:12+00:00,0,True,,,2020-07-28 17:18:15,2020
79,90,0,active,True,0,90,9,False,True,10,2020-07-28 17:05:47+00:00,0,True,,,2020-07-28 17:18:15,2020
80,91,0,active,True,0,91,8,False,True,11,2020-07-28 17:11:29+00:00,0,True,,,2020-07-28 17:18:15,2020
