,is_returning,num_bikes_disabled,num_docks_disabled,num_docks_available,station_id,is_installed,num_bikes_available,is_renting,legacy_id,station_status,num_ebikes_available,eightd_has_available_keys,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
220,True,1,0,8,329,True,6,True,329,active,0,False,2020-08-20 14:51:09+00:00,,,2020-08-20 14:52:10,2020
221,True,0,0,12,330,True,3,True,330,active,0,False,2020-08-20 14:03:14+00:00,,,2020-08-20 14:52:10,2020
222,True,0,0,8,331,True,7,True,331,active,0,False,2020-08-20 14:27:16+00:00,,,2020-08-20 14:52:10,2020
223,True,0,0,9,332,True,6,True,332,active,0,False,2020-08-20 14:02:59+00:00,,,2020-08-20 14:52:10,2020
224,True,0,0,4,333,True,21,True,333,active,0,False,2020-08-20 14:38:09+00:00,,,2020-08-20 14:52:10,2020
225,True,0,0,1,334,True,18,True,334,active,0,False,2020-08-20 13:47:50+00:00,,,2020-08-20 14:52:10,2020
226,True,0,0,12,335,True,7,True,335,active,0,False,2020-08-20 14:42:53+00:00,,,2020-08-20 14:52:10,2020
227,True,0,0,11,336,True,4,True,336,active,0,False,2020-08-20 13:51:42+00:00,,,2020-08-20 14:52:10,2020
228,True,0,0,2,337,True,13,True,337,active,0,False,2020-08-20 11:47:32+00:00,,,2020-08-20 14:52:10,2020
229,True,0,0,14,338,True,1,True,338,active,0,False,2020-08-20 13:30:47+00:00,,,2020-08-20 14:52:10,2020
230,True,0,0,1,339,True,14,True,339,active,0,False,2020-08-20 12:12:50+00:00,,,2020-08-20 14:52:10,2020
231,True,0,0,5,340,True,14,True,340,active,0,False,2020-08-20 08:51:25+00:00,,,2020-08-20 14:52:10,2020
232,True,0,0,3,341,True,12,True,341,active,0,True,2020-08-20 10:20:54+00:00,,,2020-08-20 14:52:10,2020
233,True,1,0,14,342,True,0,True,342,active,0,False,2020-08-20 14:39:47+00:00,,,2020-08-20 14:52:10,2020
234,True,0,0,12,343,True,3,True,343,active,0,False,2020-08-20 05:26:24+00:00,,,2020-08-20 14:52:10,2020
235,True,0,0,12,344,True,7,True,344,active,0,False,2020-08-20 13:31:52+00:00,,,2020-08-20 14:52:10,2020
236,True,0,0,15,345,True,4,True,345,active,0,False,2020-08-20 14:43:14+00:00,,,2020-08-20 14:52:10,2020
237,True,0,0,11,346,True,4,True,346,active,0,False,2020-08-20 14:34:38+00:00,,,2020-08-20 14:52:10,2020
238,True,0,0,5,347,True,10,True,347,active,0,False,2020-08-20 11:58:38+00:00,,,2020-08-20 14:52:10,2020
239,True,0,0,9,348,True,6,True,348,active,0,False,2020-08-20 12:09:04+00:00,,,2020-08-20 14:52:10,2020
240,True,0,0,11,349,True,6,True,349,active,0,False,2020-08-20 14:18:20+00:00,,,2020-08-20 14:52:10,2020
241,True,0,0,4,350,True,13,True,350,active,0,False,2020-08-20 10:33:30+00:00,,,2020-08-20 14:52:10,2020
242,True,0,0,2,351,True,13,True,351,active,0,False,2020-08-20 12:52:27+00:00,,,2020-08-20 14:52:10,2020
243,True,0,0,9,352,True,6,True,352,active,0,False,2020-08-20 14:43:56+00:00,,,2020-08-20 14:52:10,2020
244,True,0,0,8,353,True,7,True,353,active,0,True,2020-08-20 13:41:25+00:00,,,2020-08-20 14:52:10,2020
245,True,0,0,15,354,True,0,True,354,active,0,False,2020-08-20 13:43:34+00:00,,,2020-08-20 14:52:10,2020
246,True,0,0,0,355,True,17,True,355,active,0,False,2020-08-20 14:51:49+00:00,,,2020-08-20 14:52:10,2020
247,True,0,0,12,356,True,11,True,356,active,0,False,2020-08-20 14:10:56+00:00,,,2020-08-20 14:52:10,2020
248,True,0,0,9,357,True,6,True,357,active,0,False,2020-08-20 11:54:39+00:00,,,2020-08-20 14:52:10,2020
249,True,0,0,2,358,True,17,True,358,active,0,False,2020-08-20 14:04:28+00:00,,,2020-08-20 14:52:10,2020
250,True,0,0,6,359,True,9,True,359,active,0,False,2020-08-20 14:31:10+00:00,,,2020-08-20 14:52:10,2020
251,True,0,0,10,360,True,5,True,360,active,0,False,2020-08-20 13:56:22+00:00,,,2020-08-20 14:52:10,2020
252,True,0,0,8,361,True,11,True,361,active,0,False,2020-08-20 14:40:05+00:00,,,2020-08-20 14:52:10,2020
253,True,1,0,8,362,True,10,True,362,active,0,False,2020-08-20 14:33:25+00:00,,,2020-08-20 14:52:10,2020
254,True,0,0,2,363,True,17,True,363,active,0,False,2020-08-20 14:50:59+00:00,,,2020-08-20 14:52:10,2020
255,True,0,0,8,364,True,11,True,364,active,0,False,2020-08-20 13:35:59+00:00,,,2020-08-20 14:52:10,2020
256,True,0,0,1,365,True,18,True,365,active,0,False,2020-08-20 14:51:29+00:00,,,2020-08-20 14:52:10,2020
257,True,0,0,0,366,False,0,True,366,out_of_service,0,False,1970-01-02 00:00:00+00:00,,,2020-08-20 14:52:10,1970
258,True,0,0,1,367,True,18,True,367,active,0,False,2020-08-20 14:33:14+00:00,,,2020-08-20 14:52:10,2020
259,True,0,0,9,368,True,6,True,368,active,0,False,2020-08-20 13:53:36+00:00,,,2020-08-20 14:52:10,2020
260,True,0,0,8,369,True,7,True,369,active,0,False,2020-08-20 14:51:19+00:00,,,2020-08-20 14:52:10,2020
261,True,0,0,7,370,True,12,True,370,active,0,False,2020-08-20 14:29:23+00:00,,,2020-08-20 14:52:10,2020
262,True,0,0,16,371,True,3,True,371,active,0,False,2020-08-20 12:23:20+00:00,,,2020-08-20 14:52:10,2020
263,True,1,0,7,372,True,11,True,372,active,0,False,2020-08-20 14:47:37+00:00,,,2020-08-20 14:52:10,2020
264,True,0,0,8,373,True,7,True,373,active,0,False,2020-08-20 12:11:08+00:00,,,2020-08-20 14:52:10,2020
265,True,0,0,12,374,True,7,True,374,active,0,False,2020-08-20 14:26:13+00:00,,,2020-08-20 14:52:10,2020
266,True,0,0,6,376,True,9,True,376,active,0,False,2020-08-20 13:31:21+00:00,,,2020-08-20 14:52:10,2020
267,True,0,0,15,377,True,4,True,377,active,0,False,2020-08-20 14:45:03+00:00,,,2020-08-20 14:52:10,2020
268,True,0,0,13,378,True,6,True,378,active,0,False,2020-08-20 14:48:29+00:00,,,2020-08-20 14:52:10,2020
269,True,1,0,11,379,True,3,True,379,active,0,False,2020-08-20 14:51:43+00:00,,,2020-08-20 14:52:10,2020
270,True,0,0,2,380,True,16,True,380,active,0,False,2020-08-20 14:51:53+00:00,,,2020-08-20 14:52:10,2020
271,True,0,0,13,381,True,6,True,381,active,0,False,2020-08-20 14:43:04+00:00,,,2020-08-20 14:52:10,2020
272,True,0,0,8,384,True,11,True,384,active,0,True,2020-08-20 14:01:56+00:00,,,2020-08-20 14:52:10,2020
273,True,1,1,4,385,True,9,True,385,active,0,False,2020-08-20 14:50:58+00:00,,,2020-08-20 14:52:10,2020
274,True,0,0,14,386,True,5,True,386,active,0,False,2020-08-20 14:36:13+00:00,,,2020-08-20 14:52:10,2020
275,True,0,0,4,387,True,11,True,387,active,0,False,2020-08-20 00:08:41+00:00,,,2020-08-20 14:52:10,2020
276,True,0,0,3,388,True,8,True,388,active,0,False,2020-08-20 09:01:03+00:00,,,2020-08-20 14:52:10,2020
277,True,0,0,9,389,True,5,True,389,active,0,False,2020-08-20 08:55:40+00:00,,,2020-08-20 14:52:10,2020
278,True,0,0,6,390,True,9,True,390,active,0,False,2020-08-20 12:33:16+00:00,,,2020-08-20 14:52:10,2020
279,True,0,0,2,391,True,13,True,391,active,0,False,2020-08-20 13:13:03+00:00,,,2020-08-20 14:52:10,2020
280,True,0,0,9,392,True,6,True,392,active,0,False,2020-08-20 09:00:00+00:00,,,2020-08-20 14:52:10,2020
281,True,0,0,8,393,True,7,True,393,active,0,False,2020-08-20 10:44:54+00:00,,,2020-08-20 14:52:10,2020
282,True,0,0,14,394,True,0,True,394,active,0,False,2020-08-20 09:00:38+00:00,,,2020-08-20 14:52:10,2020
283,True,0,0,2,395,True,13,True,395,active,0,False,2020-08-20 10:49:19+00:00,,,2020-08-20 14:52:10,2020
284,True,0,0,2,396,True,13,True,396,active,0,False,2020-08-20 08:56:31+00:00,,,2020-08-20 14:52:10,2020
285,True,0,0,5,397,True,10,True,397,active,0,False,2020-08-20 10:44:00+00:00,,,2020-08-20 14:52:10,2020
286,True,0,0,2,398,True,17,True,398,active,0,False,2020-08-20 14:06:07+00:00,,,2020-08-20 14:52:10,2020
287,True,1,0,7,399,True,7,True,399,active,0,False,2020-08-20 14:41:51+00:00,,,2020-08-20 14:52:10,2020
288,True,0,0,8,400,True,19,True,400,active,0,False,2020-08-20 11:56:56+00:00,,,2020-08-20 14:52:10,2020
289,True,0,0,3,401,True,12,True,401,active,0,False,2020-08-20 13:15:59+00:00,,,2020-08-20 14:52:10,2020
290,True,0,0,11,402,True,4,True,402,active,0,False,2020-08-20 14:28:41+00:00,,,2020-08-20 14:52:10,2020
291,True,1,0,13,403,True,1,True,403,active,0,False,2020-08-20 14:05:03+00:00,,,2020-08-20 14:52:10,2020
292,True,0,0,14,404,True,2,True,404,active,0,False,2020-08-20 14:50:24+00:00,,,2020-08-20 14:52:10,2020
293,True,0,0,3,405,True,16,True,405,active,0,False,2020-08-20 09:54:51+00:00,,,2020-08-20 14:52:10,2020
294,True,0,0,4,406,True,15,True,406,active,0,False,2020-08-20 11:43:16+00:00,,,2020-08-20 14:52:10,2020
295,True,0,0,16,407,True,3,True,407,active,0,False,2020-08-20 13:24:15+00:00,,,2020-08-20 14:52:10,2020
296,True,0,0,5,408,True,10,True,408,active,0,False,2020-08-20 14:31:40+00:00,,,2020-08-20 14:52:10,2020
297,True,0,0,9,409,True,10,True,409,active,0,False,2020-08-20 14:15:38+00:00,,,2020-08-20 14:52:10,2020
298,True,0,0,15,410,True,4,True,410,active,0,False,2020-08-20 14:08:52+00:00,,,2020-08-20 14:52:10,2020
299,True,0,0,11,411,True,4,True,411,active,0,False,2020-08-19 09:00:00+00:00,,,2020-08-20 14:52:10,2020
300,True,0,0,17,412,True,2,True,412,active,0,False,2020-08-20 14:45:14+00:00,,,2020-08-20 14:52:10,2020
301,True,1,0,18,413,True,0,True,413,active,0,False,2020-08-20 13:47:28+00:00,,,2020-08-20 14:52:10,2020
302,True,0,0,21,414,True,2,True,414,active,0,False,2020-08-20 13:36:21+00:00,,,2020-08-20 14:52:10,2020
303,True,0,0,12,415,True,7,True,415,active,0,False,2020-08-20 14:43:40+00:00,,,2020-08-20 14:52:10,2020
304,True,2,0,6,416,True,7,True,416,active,0,False,2020-08-20 14:51:59+00:00,,,2020-08-20 14:52:10,2020
305,True,0,0,15,417,True,4,True,417,active,0,False,2020-08-20 14:33:47+00:00,,,2020-08-20 14:52:10,2020
306,True,0,0,6,419,True,9,True,419,active,0,False,2020-08-20 14:17:36+00:00,,,2020-08-20 14:52:10,2020
307,False,0,0,0,420,False,0,False,420,out_of_service,0,False,1970-01-02 00:00:00+00:00,,,2020-08-20 14:52:10,1970
308,True,0,0,12,421,True,7,True,421,active,0,False,2020-08-19 20:30:18+00:00,,,2020-08-20 14:52:10,2020
309,True,0,0,10,422,True,5,True,422,active,0,False,2020-08-20 05:44:37+00:00,,,2020-08-20 14:52:10,2020
310,True,0,0,9,423,True,10,True,423,active,0,False,2020-08-20 13:10:21+00:00,,,2020-08-20 14:52:10,2020
311,True,0,0,14,424,True,5,True,424,active,0,False,2020-08-20 11:39:31+00:00,,,2020-08-20 14:52:10,2020
312,True,0,0,15,425,True,1,True,425,active,0,False,2020-08-20 14:51:49+00:00,,,2020-08-20 14:52:10,2020
313,True,0,0,2,426,True,25,True,426,active,0,False,2020-08-20 14:48:41+00:00,,,2020-08-20 14:52:10,2020
314,True,0,0,17,427,True,2,True,427,active,0,False,2020-08-20 08:56:34+00:00,,,2020-08-20 14:52:10,2020
315,True,0,0,13,428,True,6,True,428,active,0,False,2020-08-20 14:04:14+00:00,,,2020-08-20 14:52:10,2020
316,True,0,0,3,430,True,16,True,430,active,0,False,2020-08-20 09:01:11+00:00,,,2020-08-20 14:52:10,2020
317,True,0,0,15,431,True,0,True,431,active,0,False,2020-08-20 08:55:13+00:00,,,2020-08-20 14:52:10,2020
318,True,0,0,15,432,True,4,True,432,active,0,False,2020-08-20 09:00:41+00:00,,,2020-08-20 14:52:10,2020
319,True,0,0,15,433,True,4,True,433,active,0,False,2020-08-20 08:54:48+00:00,,,2020-08-20 14:52:10,2020
320,True,0,0,17,434,True,2,True,434,active,0,False,2020-08-20 11:19:27+00:00,,,2020-08-20 14:52:10,2020
321,True,0,0,6,435,True,9,True,435,active,0,False,2020-08-20 09:01:17+00:00,,,2020-08-20 14:52:10,2020
322,True,0,0,9,436,True,6,True,436,active,0,False,2020-08-20 13:57:49+00:00,,,2020-08-20 14:52:10,2020
323,True,0,0,10,437,True,9,True,437,active,0,False,2020-08-20 14:19:00+00:00,,,2020-08-20 14:52:10,2020
324,True,0,0,3,440,True,14,True,440,active,0,False,2020-08-20 14:18:29+00:00,,,2020-08-20 14:52:10,2020
325,True,0,0,7,441,True,12,True,441,active,0,False,2020-08-20 10:55:36+00:00,,,2020-08-20 14:52:10,2020
326,True,0,0,1,442,True,14,True,442,active,0,False,2020-08-20 14:37:33+00:00,,,2020-08-20 14:52:10,2020
327,True,1,0,17,443,True,1,True,443,active,0,False,2020-08-20 13:26:29+00:00,,,2020-08-20 14:52:10,2020
328,True,1,0,11,445,True,7,True,445,active,0,False,2020-08-20 14:50:48+00:00,,,2020-08-20 14:52:10,2020
329,True,0,0,0,446,True,12,True,446,active,0,False,2020-08-20 14:16:40+00:00,,,2020-08-20 14:52:10,2020
330,True,0,0,15,447,True,4,True,447,active,0,False,2020-08-20 14:11:10+00:00,,,2020-08-20 14:52:10,2020
331,True,0,0,4,448,True,7,True,448,active,0,False,2020-08-20 08:55:55+00:00,,,2020-08-20 14:52:10,2020
332,True,0,0,0,449,False,0,True,449,out_of_service,0,False,1970-01-02 00:00:00+00:00,,,2020-08-20 14:52:10,1970
333,True,0,0,4,450,True,11,True,450,active,0,False,2020-08-20 14:47:51+00:00,,,2020-08-20 14:52:10,2020
334,True,0,0,8,451,True,7,True,451,active,0,False,2020-08-20 14:38:01+00:00,,,2020-08-20 14:52:10,2020
335,True,0,0,8,452,True,7,True,452,active,0,False,2020-08-20 14:36:41+00:00,,,2020-08-20 14:52:10,2020
336,True,0,0,10,453,True,5,True,453,active,0,False,2020-08-20 14:41:48+00:00,,,2020-08-20 14:52:10,2020
337,True,1,0,3,454,True,11,True,454,active,0,False,2020-08-20 14:41:33+00:00,,,2020-08-20 14:52:10,2020
338,True,0,0,4,455,True,8,True,455,active,0,False,2020-08-20 13:38:34+00:00,,,2020-08-20 14:52:10,2020
339,True,0,0,15,456,True,4,True,456,active,0,False,2020-08-20 10:19:12+00:00,,,2020-08-20 14:52:10,2020
340,True,0,0,1,457,True,10,True,457,active,0,False,2020-08-20 13:37:55+00:00,,,2020-08-20 14:52:10,2020
341,True,3,0,3,458,True,5,True,458,active,0,False,2020-08-20 13:29:38+00:00,,,2020-08-20 14:52:10,2020
342,True,0,0,23,459,True,0,True,459,active,0,False,2020-08-20 14:41:21+00:00,,,2020-08-20 14:52:10,2020
