,is_returning,num_bikes_disabled,num_docks_disabled,num_docks_available,station_id,is_installed,num_bikes_available,is_renting,legacy_id,station_status,num_ebikes_available,eightd_has_available_keys,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
47,True,0,0,9,55,True,6,True,55,active,0,False,2020-08-20 14:51:55+00:00,,,2020-08-20 14:52:10,2020
48,True,0,0,11,56,True,7,True,56,active,0,False,2020-08-20 10:42:24+00:00,,,2020-08-20 14:52:10,2020
49,True,0,0,14,57,True,0,True,57,active,0,True,2020-08-20 14:50:21+00:00,,,2020-08-20 14:52:10,2020
50,True,1,0,16,58,True,2,True,58,active,0,True,2020-08-20 14:51:01+00:00,,,2020-08-20 14:52:10,2020
51,True,0,0,7,59,True,12,True,59,active,0,True,2020-08-20 14:06:43+00:00,,,2020-08-20 14:52:10,2020
52,True,0,0,16,60,True,3,True,60,active,0,False,2020-08-20 14:51:19+00:00,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_count': 36, 'active': True, 'valet_revision': 85, 'region': 'BOS', 'off_dock_capacity': 40}",2020-08-20 14:52:10,2020
53,True,0,0,14,61,True,5,True,61,active,0,False,2020-08-20 14:46:20+00:00,,,2020-08-20 14:52:10,2020
54,True,0,0,10,63,True,5,True,63,active,0,False,2020-08-20 14:37:31+00:00,,,2020-08-20 14:52:10,2020
55,True,0,0,4,64,True,15,True,64,active,0,False,2020-08-20 14:37:02+00:00,,,2020-08-20 14:52:10,2020
56,True,0,0,17,65,True,6,True,65,active,0,False,2020-08-20 12:51:35+00:00,,,2020-08-20 14:52:10,2020
57,True,0,0,4,66,True,11,True,66,active,0,False,2020-08-20 14:43:08+00:00,,,2020-08-20 14:52:10,2020
58,True,0,0,9,67,True,18,True,67,active,0,True,2020-08-20 14:49:52+00:00,,,2020-08-20 14:52:10,2020
59,True,1,0,3,68,True,15,True,68,active,0,True,2020-08-20 14:49:07+00:00,,,2020-08-20 14:52:10,2020
60,True,0,0,10,69,True,9,True,69,active,0,True,2020-08-20 14:51:08+00:00,,,2020-08-20 14:52:10,2020
61,True,0,0,4,70,True,19,True,70,active,0,False,2020-08-20 13:52:55+00:00,,,2020-08-20 14:52:10,2020
62,True,0,0,3,71,True,20,True,71,active,0,False,2020-08-20 13:15:13+00:00,,,2020-08-20 14:52:10,2020
63,True,1,0,7,72,True,15,True,72,active,0,False,2020-08-20 14:15:56+00:00,,,2020-08-20 14:52:10,2020
64,True,0,0,12,73,True,3,True,73,active,0,False,2020-08-20 14:42:11+00:00,,,2020-08-20 14:52:10,2020
65,True,1,0,16,74,True,2,True,74,active,0,True,2020-08-20 14:52:02+00:00,,,2020-08-20 14:52:10,2020
66,True,0,0,10,75,True,5,True,75,active,0,False,2020-08-20 14:37:20+00:00,,,2020-08-20 14:52:10,2020
67,True,2,0,13,76,True,2,True,76,active,0,False,2020-08-20 14:24:14+00:00,,,2020-08-20 14:52:10,2020
68,True,0,0,14,77,True,1,True,77,active,0,False,2020-08-20 14:47:33+00:00,,,2020-08-20 14:52:10,2020
69,True,1,0,4,78,True,14,True,78,active,0,False,2020-08-20 14:44:54+00:00,,,2020-08-20 14:52:10,2020
70,True,1,0,10,79,True,8,True,79,active,0,False,2020-08-20 14:21:54+00:00,,,2020-08-20 14:52:10,2020
71,True,0,0,19,80,True,16,True,80,active,0,False,2020-08-20 14:42:37+00:00,,,2020-08-20 14:52:10,2020
72,True,2,0,8,81,True,9,True,81,active,0,False,2020-08-20 14:48:59+00:00,,,2020-08-20 14:52:10,2020
73,True,0,0,6,82,True,9,True,82,active,0,False,2020-08-20 13:43:26+00:00,,,2020-08-20 14:52:10,2020
74,True,0,0,11,84,True,4,True,84,active,0,False,2020-08-20 14:44:25+00:00,,,2020-08-20 14:52:10,2020
75,True,0,0,4,85,True,15,True,85,active,0,False,2020-08-20 13:34:52+00:00,,,2020-08-20 14:52:10,2020
76,True,0,0,15,86,True,4,True,86,active,0,False,2020-08-20 14:45:19+00:00,,,2020-08-20 14:52:10,2020
77,True,0,0,9,87,True,6,True,87,active,0,False,2020-08-20 14:03:55+00:00,,,2020-08-20 14:52:10,2020
78,True,0,0,8,89,True,11,True,89,active,0,False,2020-08-20 14:10:31+00:00,,,2020-08-20 14:52:10,2020
79,True,0,0,15,90,True,4,True,90,active,0,False,2020-08-20 14:48:41+00:00,,,2020-08-20 14:52:10,2020
80,True,0,0,2,91,True,17,True,91,active,0,False,2020-08-20 14:27:36+00:00,,,2020-08-20 14:52:10,2020
81,True,1,0,8,92,True,10,True,92,active,0,False,2020-08-20 13:33:55+00:00,,,2020-08-20 14:52:10,2020
82,True,1,0,3,93,True,11,True,93,active,0,False,2020-08-20 13:43:35+00:00,,,2020-08-20 14:52:10,2020
83,True,1,0,1,94,True,9,True,94,active,0,False,2020-08-20 14:18:23+00:00,,,2020-08-20 14:52:10,2020
84,True,3,0,5,95,True,7,True,95,active,0,False,2020-08-20 14:37:06+00:00,,,2020-08-20 14:52:10,2020
85,True,1,0,8,96,True,10,True,96,active,0,False,2020-08-20 14:48:17+00:00,,,2020-08-20 14:52:10,2020
86,True,1,0,15,97,True,3,True,97,active,0,False,2020-08-20 14:44:19+00:00,,,2020-08-20 14:52:10,2020
87,True,0,0,21,98,True,2,True,98,active,0,False,2020-08-20 14:06:26+00:00,,,2020-08-20 14:52:10,2020
88,True,2,0,4,99,True,9,True,99,active,0,False,2020-08-20 13:34:28+00:00,,,2020-08-20 14:52:10,2020
89,True,0,0,6,100,True,19,True,100,active,0,True,2020-08-20 14:51:33+00:00,,,2020-08-20 14:52:10,2020
90,True,0,0,8,101,True,7,True,101,active,0,False,2020-08-20 14:03:46+00:00,,,2020-08-20 14:52:10,2020
91,True,0,0,10,102,True,5,True,102,active,0,False,2020-08-20 14:46:22+00:00,,,2020-08-20 14:52:10,2020
92,True,0,0,5,103,True,10,True,103,active,0,False,2020-08-20 14:43:10+00:00,,,2020-08-20 14:52:10,2020
93,True,0,0,16,104,True,3,True,104,active,0,False,2020-08-20 14:24:15+00:00,,,2020-08-20 14:52:10,2020
94,True,3,0,13,105,True,3,True,105,active,0,False,2020-08-20 14:41:01+00:00,,,2020-08-20 14:52:10,2020
95,True,0,0,8,106,True,7,True,106,active,0,False,2020-08-20 09:33:15+00:00,,,2020-08-20 14:52:10,2020
96,True,1,0,1,107,True,17,True,107,active,0,False,2020-08-20 14:51:51+00:00,,,2020-08-20 14:52:10,2020
97,True,0,0,14,108,True,3,True,108,active,0,False,2020-08-20 14:48:18+00:00,,,2020-08-20 14:52:10,2020
98,True,1,0,30,109,True,4,True,109,active,0,False,2020-08-20 12:45:25+00:00,,,2020-08-20 14:52:10,2020
99,True,0,0,10,110,True,5,True,110,active,0,False,2020-08-20 14:19:00+00:00,,,2020-08-20 14:52:10,2020
100,True,0,0,11,111,True,4,True,111,active,0,False,2020-08-20 13:01:13+00:00,,,2020-08-20 14:52:10,2020
101,True,0,0,9,112,True,6,True,112,active,0,False,2020-08-20 13:42:47+00:00,,,2020-08-20 14:52:10,2020
102,True,1,0,4,113,True,10,True,113,active,0,False,2020-08-20 14:25:49+00:00,,,2020-08-20 14:52:10,2020
103,True,0,0,8,114,True,7,True,114,active,0,False,2020-08-20 13:46:04+00:00,,,2020-08-20 14:52:10,2020
104,True,0,0,10,115,True,9,True,115,active,0,False,2020-08-20 14:45:13+00:00,,,2020-08-20 14:52:10,2020
105,True,0,0,19,116,True,4,True,116,active,0,False,2020-08-20 14:49:59+00:00,,,2020-08-20 14:52:10,2020
106,True,0,0,17,117,True,2,True,117,active,0,False,2020-08-20 14:38:42+00:00,,,2020-08-20 14:52:10,2020
107,True,0,0,11,118,True,8,True,118,active,0,False,2020-08-20 14:45:22+00:00,,,2020-08-20 14:52:10,2020
108,True,2,0,10,119,True,3,True,119,active,0,False,2020-08-20 14:45:33+00:00,,,2020-08-20 14:52:10,2020
109,True,0,0,3,120,True,12,True,120,active,0,False,2020-08-20 14:38:51+00:00,,,2020-08-20 14:52:10,2020
110,True,1,0,7,121,True,9,True,121,active,0,False,2020-08-20 14:44:52+00:00,,,2020-08-20 14:52:10,2020
111,True,1,0,5,122,True,9,True,122,active,0,False,2020-08-20 14:51:43+00:00,,,2020-08-20 14:52:10,2020
112,True,0,0,12,124,True,3,True,124,active,0,False,2020-08-20 14:51:04+00:00,,,2020-08-20 14:52:10,2020
113,True,0,1,12,125,True,2,True,125,active,0,False,2020-08-20 14:51:48+00:00,,,2020-08-20 14:52:10,2020
114,True,1,0,4,126,True,10,True,126,active,0,False,2020-08-20 13:25:50+00:00,,,2020-08-20 14:52:10,2020
115,True,0,0,9,128,True,10,True,128,active,0,False,2020-08-20 14:23:05+00:00,,,2020-08-20 14:52:10,2020
116,True,0,0,14,129,True,5,True,129,active,0,False,2020-08-20 13:35:05+00:00,,,2020-08-20 14:52:10,2020
117,True,0,0,1,130,True,14,True,130,active,0,False,2020-08-20 14:10:36+00:00,,,2020-08-20 14:52:10,2020
118,True,0,0,11,131,True,7,True,131,active,0,False,2020-08-20 14:13:09+00:00,,,2020-08-20 14:52:10,2020
119,True,1,0,7,133,True,15,True,133,active,0,False,2020-08-20 14:25:35+00:00,,,2020-08-20 14:52:10,2020
120,True,0,0,12,135,True,5,True,135,active,0,False,2020-08-20 14:31:07+00:00,,,2020-08-20 14:52:10,2020
121,True,0,0,14,136,True,5,True,136,active,0,False,2020-08-20 14:40:29+00:00,,,2020-08-20 14:52:10,2020
122,True,0,0,9,137,True,6,True,137,active,0,False,2020-08-20 13:35:23+00:00,,,2020-08-20 14:52:10,2020
123,True,0,0,3,138,True,12,True,138,active,0,False,2020-08-20 13:54:58+00:00,,,2020-08-20 14:52:10,2020
124,True,0,0,16,139,True,3,True,139,active,0,False,2020-08-20 14:52:01+00:00,,,2020-08-20 14:52:10,2020
125,True,0,0,6,140,True,11,True,140,active,0,False,2020-08-20 14:36:39+00:00,,,2020-08-20 14:52:10,2020
126,True,0,0,8,141,True,7,True,141,active,0,False,2020-08-20 14:41:54+00:00,,,2020-08-20 14:52:10,2020
127,True,0,0,5,142,True,18,True,142,active,0,False,2020-08-20 13:40:16+00:00,,,2020-08-20 14:52:10,2020
128,True,0,0,16,143,True,7,True,143,active,0,False,2020-08-20 14:22:51+00:00,,,2020-08-20 14:52:10,2020
129,True,0,0,7,144,True,12,True,144,active,0,False,2020-08-20 14:44:21+00:00,,,2020-08-20 14:52:10,2020
130,True,1,0,6,145,True,12,True,145,active,0,False,2020-08-20 14:27:02+00:00,,,2020-08-20 14:52:10,2020
131,True,0,0,7,146,True,12,True,146,active,0,False,2020-08-20 14:36:37+00:00,,,2020-08-20 14:52:10,2020
132,True,1,0,9,149,True,8,True,149,active,0,True,2020-08-20 14:25:38+00:00,,,2020-08-20 14:52:10,2020
133,True,1,0,9,150,True,9,True,150,active,0,False,2020-08-20 14:42:39+00:00,,,2020-08-20 14:52:10,2020
134,True,0,0,8,151,True,11,True,151,active,0,False,2020-08-20 14:45:46+00:00,,,2020-08-20 14:52:10,2020
135,True,0,0,6,152,True,9,True,152,active,0,True,2020-08-20 14:50:20+00:00,,,2020-08-20 14:52:10,2020
136,True,1,0,8,156,True,6,True,156,active,0,False,2020-08-20 13:08:47+00:00,,,2020-08-20 14:52:10,2020
137,True,0,0,3,157,True,12,True,157,active,0,False,2020-08-20 14:40:31+00:00,,,2020-08-20 14:52:10,2020
138,True,0,0,15,159,True,0,True,159,active,0,False,2020-08-20 12:33:26+00:00,,,2020-08-20 14:52:10,2020
139,True,0,0,9,160,True,5,True,160,active,0,True,2020-08-20 14:27:00+00:00,,,2020-08-20 14:52:10,2020
140,True,1,0,10,161,True,12,True,161,active,0,True,2020-08-20 14:51:31+00:00,,,2020-08-20 14:52:10,2020
141,True,0,0,8,162,True,7,True,162,active,0,False,2020-08-20 13:50:21+00:00,,,2020-08-20 14:52:10,2020
142,True,0,0,7,163,True,12,True,163,active,0,True,2020-08-20 14:35:59+00:00,,,2020-08-20 14:52:10,2020
143,True,0,0,8,167,True,7,True,167,active,0,False,2020-08-20 14:10:20+00:00,,,2020-08-20 14:52:10,2020
144,True,0,0,19,169,True,0,True,169,active,0,False,2020-08-20 13:48:17+00:00,,,2020-08-20 14:52:10,2020
145,True,0,0,5,170,True,9,True,170,active,0,True,2020-08-20 08:35:44+00:00,,,2020-08-20 14:52:10,2020
146,True,0,0,18,171,True,5,True,171,active,0,True,2020-08-20 14:32:12+00:00,,,2020-08-20 14:52:10,2020
147,True,0,0,8,173,True,6,True,173,active,0,True,2020-08-20 14:30:48+00:00,,,2020-08-20 14:52:10,2020
148,True,1,0,8,174,True,6,True,174,active,0,False,2020-08-20 14:41:45+00:00,,,2020-08-20 14:52:10,2020
149,True,2,0,9,175,True,6,True,175,active,0,True,2020-08-20 14:11:50+00:00,,,2020-08-20 14:52:10,2020
150,True,0,0,7,176,True,8,True,176,active,0,False,2020-08-20 14:44:24+00:00,,,2020-08-20 14:52:10,2020
151,True,1,0,12,177,True,6,True,177,active,0,False,2020-08-20 14:32:59+00:00,,,2020-08-20 14:52:10,2020
152,True,1,0,9,178,True,9,True,178,active,0,False,2020-08-20 14:48:02+00:00,,,2020-08-20 14:52:10,2020
153,True,1,0,16,179,True,8,True,179,active,0,False,2020-08-20 14:50:38+00:00,,,2020-08-20 14:52:10,2020
154,True,0,0,3,180,True,16,True,180,active,0,False,2020-08-20 11:37:52+00:00,,,2020-08-20 14:52:10,2020
155,True,0,0,16,181,True,3,True,181,active,0,False,2020-08-20 12:54:28+00:00,,,2020-08-20 14:52:10,2020
156,True,0,0,15,182,True,4,True,182,active,0,True,2020-08-20 12:49:48+00:00,,,2020-08-20 14:52:10,2020
157,True,0,0,11,183,True,8,True,183,active,0,False,2020-08-20 14:29:35+00:00,,,2020-08-20 14:52:10,2020
158,True,0,0,10,184,True,9,True,184,active,0,False,2020-08-20 14:51:58+00:00,,,2020-08-20 14:52:10,2020
159,True,1,0,11,185,True,3,True,185,active,0,False,2020-08-20 14:46:36+00:00,,,2020-08-20 14:52:10,2020
160,True,0,0,9,186,True,6,True,186,active,0,True,2020-08-20 14:34:25+00:00,,,2020-08-20 14:52:10,2020
161,True,0,0,12,187,True,3,True,187,active,0,False,2020-08-20 13:06:47+00:00,,,2020-08-20 14:52:10,2020
162,True,0,0,4,188,True,11,True,188,active,0,False,2020-08-20 14:07:31+00:00,,,2020-08-20 14:52:10,2020
163,True,0,0,17,189,True,6,True,189,active,0,True,2020-08-20 14:48:33+00:00,,,2020-08-20 14:52:10,2020
164,True,1,0,26,190,True,10,True,190,active,0,True,2020-08-20 14:48:12+00:00,,,2020-08-20 14:52:10,2020
165,True,0,0,15,191,True,0,True,191,active,0,False,2020-08-20 12:37:05+00:00,,,2020-08-20 14:52:10,2020
166,True,0,0,13,192,True,6,True,192,active,0,False,2020-08-20 14:09:14+00:00,,,2020-08-20 14:52:10,2020
167,True,0,0,13,193,True,2,True,193,active,0,True,2020-08-20 13:49:28+00:00,,,2020-08-20 14:52:10,2020
168,True,0,0,14,194,True,5,True,194,active,0,False,2020-08-20 14:16:46+00:00,,,2020-08-20 14:52:10,2020
169,True,0,0,22,195,True,1,True,195,active,0,False,2020-08-20 14:50:29+00:00,,,2020-08-20 14:52:10,2020
170,True,0,0,10,196,True,0,True,196,active,0,False,2020-08-20 08:35:06+00:00,,,2020-08-20 14:52:10,2020
171,True,1,0,7,197,True,7,True,197,active,0,False,2020-08-20 12:09:36+00:00,,,2020-08-20 14:52:10,2020
172,True,0,0,7,199,True,8,True,199,active,0,False,2020-08-20 14:19:54+00:00,,,2020-08-20 14:52:10,2020
173,True,0,0,6,200,True,13,True,200,active,0,False,2020-08-20 14:11:24+00:00,,,2020-08-20 14:52:10,2020
174,True,0,0,11,201,True,4,True,201,active,0,False,2020-08-20 12:47:08+00:00,,,2020-08-20 14:52:10,2020
175,True,0,0,13,202,True,2,True,202,active,0,False,2020-08-20 14:09:56+00:00,,,2020-08-20 14:52:10,2020
176,True,1,0,8,203,True,6,True,203,active,0,False,2020-08-20 08:45:01+00:00,,,2020-08-20 14:52:10,2020
177,True,0,0,9,204,True,6,True,204,active,0,False,2020-08-20 14:47:14+00:00,,,2020-08-20 14:52:10,2020
178,True,0,0,14,205,True,1,True,205,active,0,False,2020-08-20 11:38:19+00:00,,,2020-08-20 14:52:10,2020
179,True,0,0,8,206,True,15,True,206,active,0,True,2020-08-20 13:23:46+00:00,,,2020-08-20 14:52:10,2020
180,True,0,0,3,208,True,12,True,208,active,0,True,2020-08-20 14:43:44+00:00,,,2020-08-20 14:52:10,2020
181,True,1,0,1,209,True,13,True,209,active,0,False,2020-08-20 14:43:40+00:00,,,2020-08-20 14:52:10,2020
182,True,1,0,12,210,True,2,True,210,active,0,False,2020-08-20 09:06:47+00:00,,,2020-08-20 14:52:10,2020
183,True,0,0,10,211,True,9,True,211,active,0,False,2020-08-20 14:16:42+00:00,,,2020-08-20 14:52:10,2020
184,True,0,0,26,212,True,7,True,212,active,0,False,2020-08-20 14:23:12+00:00,,,2020-08-20 14:52:10,2020
185,True,0,0,14,213,True,2,True,213,active,0,True,2020-08-20 14:48:39+00:00,,,2020-08-20 14:52:10,2020
186,True,0,0,8,214,True,7,True,214,active,0,False,2020-08-20 14:46:09+00:00,,,2020-08-20 14:52:10,2020
187,True,2,0,3,215,True,10,True,215,active,0,False,2020-08-20 13:40:57+00:00,,,2020-08-20 14:52:10,2020
188,True,0,0,8,216,True,11,True,216,active,0,False,2020-08-20 11:05:27+00:00,,,2020-08-20 14:52:10,2020
189,True,0,0,17,217,True,2,True,217,active,0,False,2020-08-20 14:46:39+00:00,,,2020-08-20 14:52:10,2020
190,True,0,0,10,218,True,5,True,218,active,0,False,2020-08-20 14:51:46+00:00,,,2020-08-20 14:52:10,2020
191,True,0,0,13,219,True,2,True,219,active,0,False,2020-08-20 09:16:47+00:00,,,2020-08-20 14:52:10,2020
192,True,2,0,11,221,True,6,True,221,active,0,False,2020-08-20 14:46:19+00:00,,,2020-08-20 14:52:10,2020
193,True,1,0,9,222,True,4,True,222,active,0,True,2020-08-20 14:44:23+00:00,,,2020-08-20 14:52:10,2020
194,True,2,0,6,224,True,9,True,224,active,0,False,2020-08-20 14:31:23+00:00,,,2020-08-20 14:52:10,2020
195,True,2,0,10,225,True,7,True,225,active,0,False,2020-08-20 14:40:42+00:00,,,2020-08-20 14:52:10,2020
196,True,0,0,6,226,True,9,True,226,active,0,False,2020-08-20 14:45:46+00:00,,,2020-08-20 14:52:10,2020
197,True,0,0,11,227,True,8,True,227,active,0,False,2020-08-20 14:51:55+00:00,,,2020-08-20 14:52:10,2020
198,True,0,0,17,228,True,2,True,228,active,0,False,2020-08-20 14:47:25+00:00,,,2020-08-20 14:52:10,2020
199,True,0,0,9,232,True,2,True,232,active,0,False,2020-08-20 08:55:09+00:00,,,2020-08-20 14:52:10,2020
200,True,0,0,0,233,True,15,True,233,active,0,False,2020-08-20 14:07:15+00:00,,,2020-08-20 14:52:10,2020
201,True,0,0,11,234,True,4,True,234,active,0,False,2020-08-20 13:31:47+00:00,,,2020-08-20 14:52:10,2020
202,True,0,0,8,235,True,7,True,235,active,0,False,2020-08-20 08:54:52+00:00,,,2020-08-20 14:52:10,2020
203,True,0,0,0,236,True,15,True,236,active,0,False,2020-08-20 14:49:19+00:00,,,2020-08-20 14:52:10,2020
204,True,1,0,11,239,True,3,True,239,active,0,False,2020-08-20 14:40:48+00:00,,,2020-08-20 14:52:10,2020
205,True,0,0,9,255,True,6,True,255,active,0,False,2020-08-19 14:52:54+00:00,,,2020-08-20 14:52:10,2020
206,True,0,0,5,258,True,10,True,258,active,0,False,2020-08-20 14:05:52+00:00,,,2020-08-20 14:52:10,2020
207,True,0,0,6,259,True,9,True,259,active,0,False,2020-08-20 08:49:49+00:00,,,2020-08-20 14:52:10,2020
208,True,0,0,9,260,True,6,True,260,active,0,False,2020-08-20 14:50:42+00:00,,,2020-08-20 14:52:10,2020
209,True,0,0,9,271,True,6,True,271,active,0,False,2020-08-20 13:58:59+00:00,,,2020-08-20 14:52:10,2020
210,True,0,0,9,272,True,10,True,272,active,0,False,2020-08-20 08:59:48+00:00,,,2020-08-20 14:52:10,2020
211,True,0,0,9,273,True,31,True,273,active,0,False,2020-08-20 14:33:35+00:00,,,2020-08-20 14:52:10,2020
212,True,0,0,3,279,True,16,True,279,active,0,False,2020-08-20 13:52:45+00:00,,,2020-08-20 14:52:10,2020
213,True,0,0,17,280,True,2,True,280,active,0,False,2020-08-20 13:55:31+00:00,,,2020-08-20 14:52:10,2020
214,True,0,0,7,282,True,8,True,282,active,0,False,2020-08-20 14:19:33+00:00,,,2020-08-20 14:52:10,2020
215,True,1,0,6,296,True,16,True,296,active,0,False,2020-08-20 13:15:19+00:00,,,2020-08-20 14:52:10,2020
216,True,0,0,9,318,True,10,True,318,active,0,False,2020-08-20 14:40:59+00:00,,,2020-08-20 14:52:10,2020
217,True,0,0,21,319,True,4,True,319,active,0,False,2020-08-20 14:30:45+00:00,,,2020-08-20 14:52:10,2020
218,True,0,0,5,327,True,10,True,327,active,0,False,2020-08-20 14:50:37+00:00,,,2020-08-20 14:52:10,2020
219,True,0,0,11,328,True,4,True,328,active,0,False,2020-08-20 14:27:07+00:00,,,2020-08-20 14:52:10,2020
