,is_renting,num_bikes_available,eightd_has_available_keys,station_status,num_bikes_disabled,last_reported,legacy_id,is_returning,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,14,True,active,0,2020-07-27 11:36:12+00:00,3,True,0,0,1,3,True,,,2020-07-27 11:36:15,2020
1,True,15,False,active,0,2020-07-27 10:26:17+00:00,4,True,0,0,4,4,True,,,2020-07-27 11:36:15,2020
2,True,6,False,active,1,2020-07-27 11:12:43+00:00,5,True,0,0,8,5,True,,,2020-07-27 11:36:15,2020
3,True,12,False,active,1,2020-07-27 11:24:42+00:00,6,True,0,0,2,6,True,,,2020-07-27 11:36:15,2020
4,True,8,False,active,0,2020-07-27 11:33:30+00:00,7,True,0,0,7,7,True,,,2020-07-27 11:36:15,2020
5,True,9,False,active,2,2020-07-27 11:11:25+00:00,8,True,0,0,8,8,True,,,2020-07-27 11:36:15,2020
6,True,11,False,active,1,2020-07-27 11:33:56+00:00,9,True,0,0,3,9,True,,,2020-07-27 11:36:15,2020
7,True,5,False,active,1,2020-07-27 11:30:08+00:00,10,True,0,0,5,10,True,,,2020-07-27 11:36:15,2020
8,True,7,False,active,1,2020-07-27 11:35:06+00:00,11,True,0,0,7,11,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 17, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 11:36:15,2020
9,True,12,True,active,0,2020-07-27 10:15:00+00:00,12,True,0,0,6,12,True,,,2020-07-27 11:36:15,2020
10,True,14,False,active,3,2020-07-27 11:34:40+00:00,13,True,0,0,2,13,True,,,2020-07-27 11:36:15,2020
11,True,19,False,active,1,2020-07-27 11:35:20+00:00,14,True,0,0,5,14,True,,,2020-07-27 11:36:15,2020
12,True,13,False,active,1,2020-07-27 11:10:59+00:00,15,True,0,0,1,15,True,,,2020-07-27 11:36:15,2020
13,True,12,True,active,1,2020-07-27 11:22:33+00:00,16,True,0,0,6,16,True,,,2020-07-27 11:36:15,2020
