,is_renting,legacy_id,num_docks_available,eightd_has_available_keys,num_bikes_available,is_returning,station_id,num_bikes_disabled,is_installed,num_docks_disabled,num_ebikes_available,station_status,last_reported,timestamp_of_data_read_request,year_station_last_reported
320,True,434,19,False,0,True,434,0,True,0,0,active,2020-08-18 20:28:47+00:00,2020-08-18 23:19:40,2020
321,True,435,6,False,9,True,435,0,True,0,0,active,2020-08-18 22:40:18+00:00,2020-08-18 23:19:40,2020
322,True,436,15,False,0,True,436,0,True,0,0,active,2020-08-18 20:42:59+00:00,2020-08-18 23:19:40,2020
323,True,437,16,False,3,True,437,0,True,0,0,active,2020-08-18 22:57:11+00:00,2020-08-18 23:19:40,2020
324,True,440,0,False,17,True,440,0,True,0,0,active,2020-08-18 23:14:22+00:00,2020-08-18 23:19:40,2020
325,True,441,8,False,10,True,441,1,True,0,0,active,2020-08-18 23:09:12+00:00,2020-08-18 23:19:40,2020
326,True,442,0,False,15,True,442,0,True,0,0,active,2020-08-18 21:01:08+00:00,2020-08-18 23:19:40,2020
327,True,443,15,False,4,True,443,0,True,0,0,active,2020-08-18 21:44:46+00:00,2020-08-18 23:19:40,2020
328,True,445,12,False,7,True,445,0,True,0,0,active,2020-08-18 23:11:00+00:00,2020-08-18 23:19:40,2020
329,True,446,11,False,1,True,446,0,True,0,0,active,2020-08-18 23:13:18+00:00,2020-08-18 23:19:40,2020
