,num_docks_available,station_status,num_docks_disabled,eightd_has_available_keys,num_bikes_available,num_ebikes_available,is_renting,is_installed,last_reported,station_id,is_returning,legacy_id,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
243,0,active,0,False,15,0,True,True,2020-08-12 00:31:37+00:00,352,True,352,0,2020-08-12 00:47:25,2020
244,9,active,0,True,6,0,True,True,2020-08-11 14:25:11+00:00,353,True,353,0,2020-08-12 00:47:25,2020
245,12,active,0,False,2,0,True,True,2020-08-12 00:28:36+00:00,354,True,354,1,2020-08-12 00:47:25,2020
246,2,active,0,False,15,0,True,True,2020-08-12 00:11:41+00:00,355,True,355,0,2020-08-12 00:47:25,2020
247,15,active,0,False,8,0,True,True,2020-08-12 00:31:39+00:00,356,True,356,0,2020-08-12 00:47:25,2020
248,12,active,0,False,3,0,True,True,2020-08-11 23:35:22+00:00,357,True,357,0,2020-08-12 00:47:25,2020
249,4,active,0,False,15,0,True,True,2020-08-12 00:43:25+00:00,358,True,358,0,2020-08-12 00:47:25,2020
250,6,active,0,False,9,0,True,True,2020-08-12 00:43:39+00:00,359,True,359,0,2020-08-12 00:47:25,2020
251,13,active,0,False,2,0,True,True,2020-08-11 23:41:37+00:00,360,True,360,0,2020-08-12 00:47:25,2020
252,13,active,0,False,6,0,True,True,2020-08-12 00:34:50+00:00,361,True,361,0,2020-08-12 00:47:25,2020
253,4,active,0,False,15,0,True,True,2020-08-12 00:45:00+00:00,362,True,362,0,2020-08-12 00:47:25,2020
254,12,active,0,False,7,0,True,True,2020-08-12 00:31:03+00:00,363,True,363,0,2020-08-12 00:47:25,2020
255,12,active,0,False,6,0,True,True,2020-08-12 00:22:14+00:00,364,True,364,1,2020-08-12 00:47:25,2020
256,16,active,0,False,3,0,True,True,2020-08-11 23:51:07+00:00,365,True,365,0,2020-08-12 00:47:25,2020
257,12,active,0,False,3,0,True,True,2020-08-12 00:32:09+00:00,366,True,366,0,2020-08-12 00:47:25,2020
258,4,active,0,False,14,0,True,True,2020-08-11 23:18:21+00:00,367,True,367,1,2020-08-12 00:47:25,2020
259,5,out_of_service,0,False,9,0,True,False,2020-08-11 03:15:31+00:00,368,True,368,1,2020-08-12 00:47:25,2020
260,3,active,0,False,12,0,True,True,2020-08-12 00:45:37+00:00,369,True,369,0,2020-08-12 00:47:25,2020
261,11,active,0,False,8,0,True,True,2020-08-12 00:45:51+00:00,370,True,370,0,2020-08-12 00:47:25,2020
262,8,active,0,False,10,0,True,True,2020-08-12 00:04:31+00:00,371,True,371,1,2020-08-12 00:47:25,2020
263,9,active,0,False,10,0,True,True,2020-08-12 00:30:38+00:00,372,True,372,0,2020-08-12 00:47:25,2020
264,7,active,0,False,8,0,True,True,2020-08-11 14:49:40+00:00,373,True,373,0,2020-08-12 00:47:25,2020
265,16,active,0,False,3,0,True,True,2020-08-12 00:41:32+00:00,374,True,374,0,2020-08-12 00:47:25,2020
266,0,active,0,False,15,0,True,True,2020-08-12 00:40:59+00:00,376,True,376,0,2020-08-12 00:47:25,2020
267,6,active,0,False,13,0,True,True,2020-08-12 00:07:02+00:00,377,True,377,0,2020-08-12 00:47:25,2020
268,14,active,0,False,5,0,True,True,2020-08-12 00:46:19+00:00,378,True,378,0,2020-08-12 00:47:25,2020
269,2,active,0,False,13,0,True,True,2020-08-12 00:30:52+00:00,379,True,379,0,2020-08-12 00:47:25,2020
270,16,active,0,False,2,0,True,True,2020-08-12 00:35:30+00:00,380,True,380,0,2020-08-12 00:47:25,2020
271,6,active,0,False,13,0,True,True,2020-08-12 00:44:05+00:00,381,True,381,0,2020-08-12 00:47:25,2020
272,13,active,0,True,6,0,True,True,2020-08-12 00:39:45+00:00,384,True,384,0,2020-08-12 00:47:25,2020
273,11,active,1,False,3,0,True,True,2020-08-12 00:38:12+00:00,385,True,385,0,2020-08-12 00:47:25,2020
274,9,active,0,False,9,0,True,True,2020-08-12 00:45:15+00:00,386,True,386,1,2020-08-12 00:47:25,2020
275,2,active,0,False,12,0,True,True,2020-08-12 00:28:48+00:00,387,True,387,1,2020-08-12 00:47:25,2020
276,7,active,0,False,4,0,True,True,2020-08-11 12:55:44+00:00,388,True,388,0,2020-08-12 00:47:25,2020
277,2,active,0,False,12,0,True,True,2020-08-11 23:14:43+00:00,389,True,389,0,2020-08-12 00:47:25,2020
278,0,active,0,False,15,0,True,True,2020-08-11 23:37:19+00:00,390,True,390,0,2020-08-12 00:47:25,2020
279,1,active,0,False,14,0,True,True,2020-08-12 00:18:58+00:00,391,True,391,0,2020-08-12 00:47:25,2020
280,9,active,0,False,6,0,True,True,2020-08-12 00:30:51+00:00,392,True,392,0,2020-08-12 00:47:25,2020
281,8,active,0,False,6,0,True,True,2020-08-11 23:06:15+00:00,393,True,393,1,2020-08-12 00:47:25,2020
282,13,active,0,False,1,0,True,True,2020-08-12 00:40:36+00:00,394,True,394,0,2020-08-12 00:47:25,2020
283,5,active,0,False,10,0,True,True,2020-08-11 21:56:05+00:00,395,True,395,0,2020-08-12 00:47:25,2020
284,3,active,0,False,12,0,True,True,2020-08-11 08:51:51+00:00,396,True,396,0,2020-08-12 00:47:25,2020
285,9,active,0,False,6,0,True,True,2020-08-11 20:50:49+00:00,397,True,397,0,2020-08-12 00:47:25,2020
286,13,active,0,False,6,0,True,True,2020-08-12 00:16:50+00:00,398,True,398,0,2020-08-12 00:47:25,2020
287,10,active,0,False,5,0,True,True,2020-08-12 00:03:01+00:00,399,True,399,0,2020-08-12 00:47:25,2020
288,20,active,0,False,7,0,True,True,2020-08-11 23:39:43+00:00,400,True,400,0,2020-08-12 00:47:25,2020
289,11,active,0,False,4,0,True,True,2020-08-12 00:13:03+00:00,401,True,401,0,2020-08-12 00:47:25,2020
290,5,active,0,False,10,0,True,True,2020-08-12 00:27:45+00:00,402,True,402,0,2020-08-12 00:47:25,2020
291,7,active,0,False,7,0,True,True,2020-08-12 00:40:59+00:00,403,True,403,1,2020-08-12 00:47:25,2020
292,8,active,0,False,8,0,True,True,2020-08-12 00:37:45+00:00,404,True,404,0,2020-08-12 00:47:25,2020
293,14,active,0,False,5,0,True,True,2020-08-12 00:12:51+00:00,405,True,405,0,2020-08-12 00:47:25,2020
294,3,active,0,False,16,0,True,True,2020-08-12 00:10:34+00:00,406,True,406,0,2020-08-12 00:47:25,2020
295,16,active,0,False,3,0,True,True,2020-08-12 00:00:54+00:00,407,True,407,0,2020-08-12 00:47:25,2020
296,10,active,0,False,5,0,True,True,2020-08-12 00:38:10+00:00,408,True,408,0,2020-08-12 00:47:25,2020
297,5,active,0,False,13,0,True,True,2020-08-12 00:41:54+00:00,409,True,409,1,2020-08-12 00:47:25,2020
298,7,active,0,False,12,0,True,True,2020-08-11 22:17:32+00:00,410,True,410,0,2020-08-12 00:47:25,2020
299,9,active,0,False,6,0,True,True,2020-08-11 22:45:08+00:00,411,True,411,0,2020-08-12 00:47:25,2020
300,3,active,0,False,16,0,True,True,2020-08-12 00:01:54+00:00,412,True,412,0,2020-08-12 00:47:25,2020
301,11,active,0,False,8,0,True,True,2020-08-12 00:37:29+00:00,413,True,413,0,2020-08-12 00:47:25,2020
302,21,active,0,False,2,0,True,True,2020-08-11 21:08:55+00:00,414,True,414,0,2020-08-12 00:47:25,2020
303,4,active,0,False,14,0,True,True,2020-08-12 00:34:29+00:00,415,True,415,1,2020-08-12 00:47:25,2020
304,14,active,0,False,1,0,True,True,2020-08-12 00:32:29+00:00,416,True,416,0,2020-08-12 00:47:25,2020
305,2,active,0,False,17,0,True,True,2020-08-12 00:24:06+00:00,417,True,417,0,2020-08-12 00:47:25,2020
306,3,active,0,False,12,0,True,True,2020-08-12 00:18:53+00:00,419,True,419,0,2020-08-12 00:47:25,2020
307,0,out_of_service,0,False,0,0,False,False,1970-01-02 00:00:00+00:00,420,False,420,0,2020-08-12 00:47:25,1970
308,5,active,0,False,14,0,True,True,2020-08-12 00:08:01+00:00,421,True,421,0,2020-08-12 00:47:25,2020
309,11,active,0,False,4,0,True,True,2020-08-11 23:26:43+00:00,422,True,422,0,2020-08-12 00:47:25,2020
310,19,active,0,False,0,0,True,True,2020-08-11 22:59:38+00:00,423,True,423,0,2020-08-12 00:47:25,2020
311,11,active,0,False,8,0,True,True,2020-08-11 22:21:26+00:00,424,True,424,0,2020-08-12 00:47:25,2020
312,12,active,0,False,4,0,True,True,2020-08-11 23:56:25+00:00,425,True,425,0,2020-08-12 00:47:25,2020
313,24,active,0,False,3,0,True,True,2020-08-12 00:27:28+00:00,426,True,426,0,2020-08-12 00:47:25,2020
314,12,active,0,False,7,0,True,True,2020-08-11 20:45:35+00:00,427,True,427,0,2020-08-12 00:47:25,2020
315,8,active,0,False,11,0,True,True,2020-08-12 00:02:05+00:00,428,True,428,0,2020-08-12 00:47:25,2020
316,4,active,0,False,15,0,True,True,2020-08-11 23:48:20+00:00,430,True,430,0,2020-08-12 00:47:25,2020
317,13,active,0,False,2,0,True,True,2020-08-11 21:45:51+00:00,431,True,431,0,2020-08-12 00:47:25,2020
318,11,active,0,False,8,0,True,True,2020-08-11 21:53:01+00:00,432,True,432,0,2020-08-12 00:47:25,2020
319,18,active,0,False,1,0,True,True,2020-08-12 00:32:53+00:00,433,True,433,0,2020-08-12 00:47:25,2020
320,19,active,0,False,0,0,True,True,2020-08-10 08:56:28+00:00,434,True,434,0,2020-08-12 00:47:25,2020
321,8,active,0,False,7,0,True,True,2020-08-12 00:34:45+00:00,435,True,435,0,2020-08-12 00:47:25,2020
322,8,active,0,False,7,0,True,True,2020-08-12 00:07:53+00:00,436,True,436,0,2020-08-12 00:47:25,2020
323,9,active,0,False,9,0,True,True,2020-08-12 00:30:45+00:00,437,True,437,1,2020-08-12 00:47:25,2020
324,10,active,0,False,7,0,True,True,2020-08-12 00:45:08+00:00,440,True,440,0,2020-08-12 00:47:25,2020
325,6,active,0,False,12,0,True,True,2020-08-12 00:36:43+00:00,441,True,441,1,2020-08-12 00:47:25,2020
326,1,active,0,False,13,0,True,True,2020-08-11 21:48:17+00:00,442,True,442,1,2020-08-12 00:47:25,2020
327,14,active,0,False,5,0,True,True,2020-08-11 22:52:15+00:00,443,True,443,0,2020-08-12 00:47:25,2020
328,11,active,0,False,8,0,True,True,2020-08-12 00:10:14+00:00,445,True,445,0,2020-08-12 00:47:25,2020
329,4,active,0,False,8,0,True,True,2020-08-12 00:35:12+00:00,446,True,446,0,2020-08-12 00:47:25,2020
330,14,active,0,False,5,0,True,True,2020-08-12 00:25:14+00:00,447,True,447,0,2020-08-12 00:47:25,2020
331,8,active,0,False,3,0,True,True,2020-08-11 08:56:36+00:00,448,True,448,0,2020-08-12 00:47:25,2020
332,0,out_of_service,0,False,0,0,True,False,1970-01-02 00:00:00+00:00,449,True,449,0,2020-08-12 00:47:25,1970
333,11,active,0,False,4,0,True,True,2020-08-11 22:01:50+00:00,450,True,450,0,2020-08-12 00:47:25,2020
334,6,active,0,False,9,0,True,True,2020-08-12 00:23:14+00:00,451,True,451,0,2020-08-12 00:47:25,2020
335,7,active,0,False,8,0,True,True,2020-08-12 00:44:52+00:00,452,True,452,0,2020-08-12 00:47:25,2020
336,9,active,0,False,6,0,True,True,2020-08-12 00:25:52+00:00,453,True,453,0,2020-08-12 00:47:25,2020
337,10,active,0,False,4,0,True,True,2020-08-12 00:06:44+00:00,454,True,454,1,2020-08-12 00:47:25,2020
338,8,active,0,False,3,0,True,True,2020-08-12 00:42:56+00:00,455,True,455,1,2020-08-12 00:47:25,2020
339,14,active,0,False,4,0,True,True,2020-08-12 00:24:51+00:00,456,True,456,1,2020-08-12 00:47:25,2020
340,9,active,0,False,2,0,True,True,2020-08-11 22:07:23+00:00,457,True,457,0,2020-08-12 00:47:25,2020
341,6,active,0,False,5,0,True,True,2020-08-11 23:41:06+00:00,458,True,458,0,2020-08-12 00:47:25,2020
