,eightd_has_available_keys,station_status,num_bikes_available,is_installed,is_returning,station_id,is_renting,num_docks_available,last_reported,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,active,1,True,True,3,True,14,2020-07-26 04:44:49+00:00,0,0,3,0,,,2020-07-26 06:03:55,2020
1,False,active,19,True,True,4,True,0,2020-07-26 04:09:56+00:00,0,0,4,0,,,2020-07-26 06:03:55,2020
2,False,active,14,True,True,5,True,1,2020-07-26 06:01:58+00:00,0,0,5,0,,,2020-07-26 06:03:55,2020
3,False,active,2,True,True,6,True,12,2020-07-26 05:57:24+00:00,1,0,6,0,,,2020-07-26 06:03:55,2020
4,False,active,3,True,True,7,True,11,2020-07-26 05:57:25+00:00,1,0,7,0,,,2020-07-26 06:03:55,2020
5,False,active,19,True,True,8,True,0,2020-07-26 04:43:54+00:00,0,0,8,0,,,2020-07-26 06:03:55,2020
6,False,active,10,True,True,9,True,4,2020-07-26 04:01:34+00:00,1,0,9,0,,,2020-07-26 06:03:55,2020
7,False,active,2,True,True,10,True,9,2020-07-26 05:31:00+00:00,0,0,10,0,,,2020-07-26 06:03:55,2020
8,False,active,1,True,True,11,True,14,2020-07-26 03:58:33+00:00,0,0,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'off_dock_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'valet_revision': 69, 'active': True}",2020-07-26 06:03:55,2020
9,True,active,2,True,True,12,True,16,2020-07-26 05:55:03+00:00,0,0,12,0,,,2020-07-26 06:03:55,2020
10,False,active,6,True,True,13,True,12,2020-07-26 04:30:12+00:00,1,0,13,0,,,2020-07-26 06:03:55,2020
11,False,active,0,True,True,14,True,24,2020-07-26 04:03:36+00:00,1,0,14,0,,,2020-07-26 06:03:55,2020
12,False,active,11,True,True,15,True,4,2020-07-26 04:21:08+00:00,0,0,15,0,,,2020-07-26 06:03:55,2020
13,True,active,15,True,True,16,True,3,2020-07-26 05:01:27+00:00,1,0,16,0,,,2020-07-26 06:03:55,2020
14,False,active,14,True,True,17,True,0,2020-07-26 05:31:40+00:00,1,0,17,0,,,2020-07-26 06:03:55,2020
15,False,active,9,True,True,19,True,6,2020-07-26 04:31:47+00:00,0,0,19,0,,,2020-07-26 06:03:55,2020
16,True,active,8,True,True,20,True,15,2020-07-26 05:45:29+00:00,0,0,20,0,,,2020-07-26 06:03:55,2020
17,True,active,11,True,True,21,True,7,2020-07-26 04:31:55+00:00,0,0,21,0,,,2020-07-26 06:03:55,2020
18,True,active,0,True,True,22,True,46,2020-07-26 03:52:40+00:00,1,0,22,0,,,2020-07-26 06:03:55,2020
19,False,active,1,True,True,23,True,20,2020-07-26 05:39:58+00:00,0,0,23,0,,,2020-07-26 06:03:55,2020
20,False,active,0,True,True,24,True,18,2020-07-26 06:01:07+00:00,1,0,24,0,,,2020-07-26 06:03:55,2020
21,False,active,15,True,True,25,True,0,2020-07-26 03:57:06+00:00,0,0,25,0,,,2020-07-26 06:03:55,2020
22,False,active,15,True,True,26,True,0,2020-07-26 05:04:50+00:00,0,0,26,0,,,2020-07-26 06:03:55,2020
23,False,active,16,True,True,27,True,5,2020-07-26 06:00:53+00:00,2,0,27,0,,,2020-07-26 06:03:55,2020
24,False,active,14,True,True,29,True,0,2020-07-26 05:15:04+00:00,1,0,29,0,,,2020-07-26 06:03:55,2020
25,False,active,15,True,True,30,True,0,2020-07-26 05:42:56+00:00,0,0,30,0,,,2020-07-26 06:03:55,2020
26,True,active,1,True,True,31,True,18,2020-07-26 04:53:50+00:00,0,0,31,0,,,2020-07-26 06:03:55,2020
27,False,active,9,True,True,32,True,2,2020-07-26 05:36:23+00:00,4,0,32,0,,,2020-07-26 06:03:55,2020
28,False,active,7,True,True,33,True,19,2020-07-26 05:44:27+00:00,1,0,33,0,,,2020-07-26 06:03:55,2020
29,False,active,1,True,True,35,True,21,2020-07-26 05:34:34+00:00,1,0,35,0,,,2020-07-26 06:03:55,2020
30,True,active,23,True,True,36,True,10,2020-07-26 04:39:08+00:00,0,0,36,0,,,2020-07-26 06:03:55,2020
31,True,active,6,True,True,37,True,8,2020-07-26 03:58:57+00:00,1,0,37,0,,,2020-07-26 06:03:55,2020
32,False,active,7,True,True,39,True,16,2020-07-26 04:28:10+00:00,0,0,39,0,,,2020-07-26 06:03:55,2020
33,False,active,7,True,True,40,True,11,2020-07-26 05:31:31+00:00,1,0,40,0,,,2020-07-26 06:03:55,2020
34,True,active,25,True,True,41,True,1,2020-07-26 05:36:46+00:00,1,0,41,0,,,2020-07-26 06:03:55,2020
35,False,active,21,True,True,42,True,0,2020-07-26 04:33:53+00:00,2,0,42,0,,,2020-07-26 06:03:55,2020
36,False,active,1,True,True,43,True,14,2020-07-26 05:35:44+00:00,0,0,43,0,,,2020-07-26 06:03:55,2020
37,False,active,16,True,True,44,True,7,2020-07-26 05:57:49+00:00,0,0,44,0,,,2020-07-26 06:03:55,2020
38,False,active,19,True,True,46,True,0,2020-07-26 05:34:26+00:00,0,0,46,0,,,2020-07-26 06:03:55,2020
39,True,active,10,True,True,47,True,9,2020-07-26 05:51:42+00:00,0,0,47,0,,,2020-07-26 06:03:55,2020
40,False,active,6,True,True,48,True,13,2020-07-26 03:43:29+00:00,0,0,48,0,,,2020-07-26 06:03:55,2020
41,False,active,15,True,True,49,True,2,2020-07-26 05:58:40+00:00,1,0,49,0,,,2020-07-26 06:03:55,2020
42,True,active,7,True,True,50,True,7,2020-07-26 04:28:01+00:00,1,0,50,0,,,2020-07-26 06:03:55,2020
43,False,active,10,True,True,51,True,1,2020-07-26 06:01:57+00:00,4,0,51,0,,,2020-07-26 06:03:55,2020
44,True,active,2,True,True,52,True,21,2020-07-26 04:45:22+00:00,0,0,52,0,,,2020-07-26 06:03:55,2020
45,False,active,1,True,True,53,True,18,2020-07-26 05:40:03+00:00,0,0,53,0,,,2020-07-26 06:03:55,2020
46,False,active,12,True,True,54,True,2,2020-07-26 05:26:31+00:00,1,0,54,0,,,2020-07-26 06:03:55,2020
47,False,active,4,True,True,55,True,11,2020-07-26 05:26:13+00:00,0,0,55,0,,,2020-07-26 06:03:55,2020
48,True,active,14,True,True,56,True,4,2020-07-26 00:03:27+00:00,0,0,56,0,,,2020-07-26 06:03:55,2020
49,True,active,12,True,True,57,True,2,2020-07-26 05:54:18+00:00,0,0,57,0,,,2020-07-26 06:03:55,2020
50,True,active,6,True,True,58,True,12,2020-07-26 05:47:38+00:00,1,0,58,0,,,2020-07-26 06:03:55,2020
51,True,active,9,True,True,59,True,10,2020-07-26 05:03:06+00:00,0,0,59,0,,,2020-07-26 06:03:55,2020
52,False,active,4,True,True,60,True,14,2020-07-26 06:03:32+00:00,1,0,60,0,,,2020-07-26 06:03:55,2020
53,False,active,5,True,True,61,True,14,2020-07-26 05:30:41+00:00,0,0,61,0,,,2020-07-26 06:03:55,2020
54,False,active,13,True,True,63,True,2,2020-07-26 03:24:23+00:00,0,0,63,0,,,2020-07-26 06:03:55,2020
55,False,active,1,True,True,64,True,17,2020-07-26 04:52:36+00:00,1,0,64,0,,,2020-07-26 06:03:55,2020
56,False,active,10,True,True,65,True,13,2020-07-26 02:53:46+00:00,0,0,65,0,,,2020-07-26 06:03:55,2020
57,False,active,14,True,True,66,True,1,2020-07-26 04:59:57+00:00,0,0,66,0,,,2020-07-26 06:03:55,2020
58,True,active,0,True,True,67,True,27,2020-07-26 03:48:01+00:00,0,0,67,0,,,2020-07-26 06:03:55,2020
59,True,active,5,True,True,68,True,10,2020-07-26 05:23:30+00:00,4,0,68,0,,,2020-07-26 06:03:55,2020
60,True,active,18,True,True,69,True,0,2020-07-26 03:19:50+00:00,1,0,69,0,,,2020-07-26 06:03:55,2020
61,False,active,18,True,True,70,True,4,2020-07-26 05:28:04+00:00,1,0,70,0,,,2020-07-26 06:03:55,2020
62,False,active,17,True,True,71,True,6,2020-07-26 04:31:41+00:00,0,0,71,0,,,2020-07-26 06:03:55,2020
