,num_bikes_available,eightd_has_available_keys,is_installed,station_status,num_docks_disabled,legacy_id,is_returning,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,last_reported,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,10,False,True,active,0,3,True,5,0,0,True,2020-08-20 16:54:31+00:00,3,,,2020-08-20 16:54:55,2020
1,4,False,True,active,0,4,True,15,0,0,True,2020-08-20 16:22:26+00:00,4,,,2020-08-20 16:54:55,2020
2,1,False,True,active,0,5,True,14,0,0,True,2020-08-20 16:50:45+00:00,5,,,2020-08-20 16:54:55,2020
3,7,False,True,active,0,6,True,7,1,0,True,2020-08-20 16:50:53+00:00,6,,,2020-08-20 16:54:55,2020
4,7,False,True,active,0,7,True,8,0,0,True,2020-08-20 16:50:20+00:00,7,,,2020-08-20 16:54:55,2020
5,5,False,True,active,0,8,True,13,1,0,True,2020-08-20 16:26:43+00:00,8,,,2020-08-20 16:54:55,2020
6,6,False,True,active,0,9,True,9,0,0,True,2020-08-20 16:47:42+00:00,9,,,2020-08-20 16:54:55,2020
7,9,False,True,active,0,10,True,2,0,0,True,2020-08-20 16:20:21+00:00,10,,,2020-08-20 16:54:55,2020
8,14,False,True,active,0,11,True,1,0,0,True,2020-08-20 16:50:32+00:00,11,,,2020-08-20 16:54:55,2020
9,16,True,True,active,0,12,True,1,1,0,True,2020-08-20 16:51:27+00:00,12,,,2020-08-20 16:54:55,2020
10,12,False,True,active,0,13,True,7,0,0,True,2020-08-20 16:52:55+00:00,13,,,2020-08-20 16:54:55,2020
11,17,False,True,active,0,14,True,8,0,0,True,2020-08-20 16:48:40+00:00,14,,,2020-08-20 16:54:55,2020
12,10,False,True,active,0,15,True,5,0,0,True,2020-08-20 16:20:34+00:00,15,,,2020-08-20 16:54:55,2020
13,7,True,True,active,0,16,True,12,0,0,True,2020-08-20 16:50:06+00:00,16,,,2020-08-20 16:54:55,2020
14,5,False,True,active,0,17,True,9,1,0,True,2020-08-20 16:16:40+00:00,17,,,2020-08-20 16:54:55,2020
15,3,False,True,active,0,19,True,12,0,0,True,2020-08-20 16:19:04+00:00,19,,,2020-08-20 16:54:55,2020
16,5,True,True,active,0,20,True,18,0,0,True,2020-08-20 16:42:55+00:00,20,,,2020-08-20 16:54:55,2020
17,6,True,True,active,0,21,True,12,0,0,True,2020-08-20 16:27:07+00:00,21,,,2020-08-20 16:54:55,2020
18,21,True,True,active,0,22,True,26,0,0,True,2020-08-20 16:48:36+00:00,22,,,2020-08-20 16:54:55,2020
19,19,False,True,active,0,23,True,2,0,0,True,2020-08-20 16:40:29+00:00,23,,,2020-08-20 16:54:55,2020
20,17,False,True,active,0,24,True,1,1,0,True,2020-08-20 16:52:37+00:00,24,,,2020-08-20 16:54:55,2020
21,7,False,True,active,0,25,True,8,0,0,True,2020-08-20 16:45:13+00:00,25,,,2020-08-20 16:54:55,2020
22,9,False,True,active,0,26,True,4,2,0,True,2020-08-20 16:43:40+00:00,26,,,2020-08-20 16:54:55,2020
23,13,False,True,active,0,27,True,10,0,0,True,2020-08-20 16:47:38+00:00,27,,,2020-08-20 16:54:55,2020
24,4,False,True,active,0,29,True,10,1,0,True,2020-08-20 13:39:01+00:00,29,,,2020-08-20 16:54:55,2020
25,14,False,True,active,0,30,True,1,0,0,True,2020-08-20 16:44:54+00:00,30,,,2020-08-20 16:54:55,2020
26,2,True,True,active,0,31,True,17,0,0,True,2020-08-20 16:40:36+00:00,31,,,2020-08-20 16:54:55,2020
27,8,False,True,active,0,32,True,6,1,0,True,2020-08-20 16:52:23+00:00,32,,,2020-08-20 16:54:55,2020
28,21,False,True,active,0,33,True,6,0,0,True,2020-08-20 16:09:13+00:00,33,,,2020-08-20 16:54:55,2020
29,17,False,True,active,0,35,True,5,1,0,True,2020-08-20 16:48:22+00:00,35,,,2020-08-20 16:54:55,2020
30,16,True,True,active,0,36,True,15,2,0,True,2020-08-20 16:54:41+00:00,36,,,2020-08-20 16:54:55,2020
31,11,True,True,active,0,37,True,4,0,0,True,2020-08-20 15:33:47+00:00,37,,,2020-08-20 16:54:55,2020
32,3,False,True,active,0,39,True,20,0,0,True,2020-08-20 16:38:51+00:00,39,,,2020-08-20 16:54:55,2020
33,4,False,True,active,0,40,True,15,0,0,True,2020-08-20 16:50:16+00:00,40,,,2020-08-20 16:54:55,2020
34,8,True,True,active,0,41,True,18,1,0,True,2020-08-20 16:49:43+00:00,41,,,2020-08-20 16:54:55,2020
35,12,False,True,active,0,42,True,9,2,0,True,2020-08-20 16:32:29+00:00,42,,,2020-08-20 16:54:55,2020
36,10,True,True,active,0,43,True,5,0,0,True,2020-08-20 16:12:00+00:00,43,,,2020-08-20 16:54:55,2020
37,13,False,True,active,0,44,True,10,0,0,True,2020-08-20 16:54:31+00:00,44,,,2020-08-20 16:54:55,2020
38,3,False,True,active,0,46,True,16,0,0,True,2020-08-20 16:53:41+00:00,46,,,2020-08-20 16:54:55,2020
39,4,True,True,active,0,47,True,15,0,0,True,2020-08-20 16:51:36+00:00,47,,,2020-08-20 16:54:55,2020
40,14,False,True,active,0,48,True,5,0,0,True,2020-08-20 16:29:33+00:00,48,,,2020-08-20 16:54:55,2020
41,14,False,True,active,0,49,True,2,2,0,True,2020-08-20 16:43:03+00:00,49,,,2020-08-20 16:54:55,2020
42,6,True,True,active,0,50,True,8,1,0,True,2020-08-20 16:52:21+00:00,50,,,2020-08-20 16:54:55,2020
43,9,False,True,active,0,51,True,5,1,0,True,2020-08-20 15:46:26+00:00,51,,,2020-08-20 16:54:55,2020
44,7,True,True,active,0,52,True,16,0,0,True,2020-08-20 16:46:20+00:00,52,,,2020-08-20 16:54:55,2020
45,6,False,True,active,0,53,True,13,0,0,True,2020-08-20 16:46:51+00:00,53,,,2020-08-20 16:54:55,2020
46,6,False,True,active,0,54,True,9,0,0,True,2020-08-20 16:01:48+00:00,54,,,2020-08-20 16:54:55,2020
47,1,False,True,active,0,55,True,13,1,0,True,2020-08-20 16:38:55+00:00,55,,,2020-08-20 16:54:55,2020
48,6,False,True,active,0,56,True,12,0,0,True,2020-08-20 16:02:41+00:00,56,,,2020-08-20 16:54:55,2020
49,2,True,True,active,0,57,True,12,0,0,True,2020-08-20 16:21:24+00:00,57,,,2020-08-20 16:54:55,2020
50,1,True,True,active,0,58,True,17,1,0,True,2020-08-20 16:48:36+00:00,58,,,2020-08-20 16:54:55,2020
51,12,True,True,active,0,59,True,7,0,0,True,2020-08-20 16:38:38+00:00,59,,,2020-08-20 16:54:55,2020
