,num_docks_available,legacy_id,num_bikes_available,is_installed,is_returning,station_status,num_docks_disabled,is_renting,eightd_has_available_keys,last_reported,station_id,num_bikes_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,2,3,13,True,True,active,0,True,False,2020-08-13 21:02:32+00:00,3,0,0,,,2020-08-13 21:08:00,2020
1,13,4,6,True,True,active,0,True,False,2020-08-13 21:07:36+00:00,4,0,0,,,2020-08-13 21:08:00,2020
2,10,5,5,True,True,active,0,True,False,2020-08-13 20:56:27+00:00,5,0,0,,,2020-08-13 21:08:00,2020
3,8,6,6,True,True,active,0,True,False,2020-08-13 21:05:30+00:00,6,1,0,,,2020-08-13 21:08:00,2020
4,14,7,1,True,True,active,0,True,False,2020-08-13 20:31:52+00:00,7,0,0,,,2020-08-13 21:08:00,2020
5,1,8,18,True,True,active,0,True,False,2020-08-13 20:56:22+00:00,8,0,0,,,2020-08-13 21:08:00,2020
6,0,9,14,True,True,active,0,True,False,2020-08-13 20:57:43+00:00,9,1,0,,,2020-08-13 21:08:00,2020
7,1,10,9,True,True,active,0,True,False,2020-08-13 21:01:19+00:00,10,1,0,,,2020-08-13 21:08:00,2020
8,5,11,10,True,True,active,0,True,False,2020-08-13 21:05:27+00:00,11,0,0,"{'dock_blocked_count': 0, 'off_dock_count': 1, 'active': True, 'off_dock_capacity': 50, 'valet_revision': 87, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-13 21:08:00,2020
9,14,12,3,True,True,active,0,True,True,2020-08-13 20:39:37+00:00,12,1,0,,,2020-08-13 21:08:00,2020
10,19,13,0,True,True,active,0,True,False,2020-08-13 20:58:59+00:00,13,0,0,,,2020-08-13 21:08:00,2020
11,17,14,8,True,True,active,0,True,False,2020-08-13 21:06:52+00:00,14,0,0,,,2020-08-13 21:08:00,2020
12,6,15,9,True,True,active,0,True,False,2020-08-13 20:06:03+00:00,15,0,0,,,2020-08-13 21:08:00,2020
13,7,16,12,True,True,active,0,True,True,2020-08-13 21:07:41+00:00,16,0,0,,,2020-08-13 21:08:00,2020
14,10,17,4,True,True,active,0,True,False,2020-08-13 20:55:43+00:00,17,1,0,,,2020-08-13 21:08:00,2020
15,10,19,4,True,True,active,0,True,False,2020-08-13 21:07:25+00:00,19,1,0,,,2020-08-13 21:08:00,2020
16,7,20,16,True,True,active,0,True,True,2020-08-13 21:05:17+00:00,20,0,0,,,2020-08-13 21:08:00,2020
17,15,21,2,True,True,active,0,True,True,2020-08-13 20:59:23+00:00,21,1,0,,,2020-08-13 21:08:00,2020
18,37,22,10,True,True,active,0,True,True,2020-08-13 20:56:05+00:00,22,0,0,,,2020-08-13 21:08:00,2020
19,15,23,6,True,True,active,0,True,False,2020-08-13 21:06:23+00:00,23,0,0,,,2020-08-13 21:08:00,2020
20,3,24,15,True,True,active,0,True,False,2020-08-13 21:04:52+00:00,24,1,0,,,2020-08-13 21:08:00,2020
21,8,25,6,True,True,active,0,True,False,2020-08-13 21:02:01+00:00,25,1,0,,,2020-08-13 21:08:00,2020
22,0,26,15,True,True,active,0,True,False,2020-08-13 21:06:01+00:00,26,0,0,,,2020-08-13 21:08:00,2020
23,14,27,9,True,True,active,0,True,False,2020-08-13 21:01:59+00:00,27,0,0,,,2020-08-13 21:08:00,2020
24,8,29,7,True,True,active,0,True,False,2020-08-13 19:15:47+00:00,29,0,0,,,2020-08-13 21:08:00,2020
25,8,30,6,True,True,active,0,True,False,2020-08-13 20:59:52+00:00,30,1,0,,,2020-08-13 21:08:00,2020
26,17,31,2,True,True,active,0,True,True,2020-08-13 20:21:26+00:00,31,0,0,,,2020-08-13 21:08:00,2020
27,7,32,8,True,True,active,0,True,False,2020-08-13 21:01:09+00:00,32,0,0,,,2020-08-13 21:08:00,2020
28,20,33,7,True,True,active,0,True,False,2020-08-13 20:53:47+00:00,33,0,0,,,2020-08-13 21:08:00,2020
29,10,35,13,True,True,active,0,True,False,2020-08-13 20:56:31+00:00,35,0,0,,,2020-08-13 21:08:00,2020
30,29,36,4,True,True,active,0,True,True,2020-08-13 21:03:57+00:00,36,0,0,,,2020-08-13 21:08:00,2020
31,14,37,1,True,True,active,0,True,True,2020-08-13 19:22:21+00:00,37,0,0,,,2020-08-13 21:08:00,2020
32,11,39,12,True,True,active,0,True,False,2020-08-13 21:06:04+00:00,39,0,0,,,2020-08-13 21:08:00,2020
33,9,40,10,True,True,active,0,True,False,2020-08-13 21:04:27+00:00,40,0,0,,,2020-08-13 21:08:00,2020
34,20,41,7,True,True,active,0,True,True,2020-08-13 21:05:26+00:00,41,0,0,,,2020-08-13 21:08:00,2020
35,10,42,12,True,True,active,0,True,False,2020-08-13 20:55:25+00:00,42,1,0,,,2020-08-13 21:08:00,2020
36,2,43,13,True,True,active,0,True,True,2020-08-13 21:04:40+00:00,43,0,0,,,2020-08-13 21:08:00,2020
37,23,44,0,True,True,active,0,True,False,2020-08-13 19:05:34+00:00,44,0,0,,,2020-08-13 21:08:00,2020
38,5,46,14,True,True,active,0,True,False,2020-08-13 21:05:18+00:00,46,0,0,,,2020-08-13 21:08:00,2020
39,11,47,7,True,True,active,0,True,True,2020-08-13 21:07:21+00:00,47,1,0,,,2020-08-13 21:08:00,2020
40,7,48,11,True,True,active,0,True,False,2020-08-13 21:05:44+00:00,48,1,0,,,2020-08-13 21:08:00,2020
41,13,49,5,True,True,active,0,True,False,2020-08-13 20:57:05+00:00,49,0,0,,,2020-08-13 21:08:00,2020
42,5,50,10,True,True,active,0,True,True,2020-08-13 20:00:32+00:00,50,0,0,,,2020-08-13 21:08:00,2020
43,14,51,1,True,True,active,0,True,False,2020-08-13 20:49:55+00:00,51,0,0,,,2020-08-13 21:08:00,2020
44,10,52,13,True,True,active,0,True,True,2020-08-13 20:59:14+00:00,52,0,0,,,2020-08-13 21:08:00,2020
45,6,53,12,True,True,active,0,True,False,2020-08-13 21:06:00+00:00,53,1,0,,,2020-08-13 21:08:00,2020
46,4,54,11,True,True,active,0,True,False,2020-08-13 21:02:11+00:00,54,0,0,,,2020-08-13 21:08:00,2020
47,6,55,8,True,True,active,0,True,False,2020-08-13 20:41:44+00:00,55,1,0,,,2020-08-13 21:08:00,2020
48,15,56,2,True,True,active,0,True,True,2020-08-13 21:04:29+00:00,56,1,0,,,2020-08-13 21:08:00,2020
