,station_id,num_ebikes_available,legacy_id,num_docks_available,num_bikes_available,is_returning,last_reported,num_docks_disabled,station_status,is_installed,num_bikes_disabled,eightd_has_available_keys,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
183,211,0,211,1,17,True,2020-08-01 00:22:59+00:00,0,active,True,1,False,True,,,2020-08-01 02:46:50,2020
184,212,0,212,10,23,True,2020-08-01 02:19:40+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
185,213,0,213,11,5,True,2020-08-01 00:39:13+00:00,0,active,True,0,True,True,,,2020-08-01 02:46:50,2020
186,214,0,214,13,2,True,2020-08-01 02:27:01+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
187,215,0,215,7,8,True,2020-08-01 02:24:23+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
188,216,0,216,3,16,True,2020-07-31 23:43:21+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
189,217,0,217,16,3,True,2020-08-01 02:12:19+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
190,218,0,218,0,15,True,2020-08-01 02:37:50+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
191,219,0,219,4,10,True,2020-08-01 00:17:23+00:00,0,active,True,1,False,True,,,2020-08-01 02:46:50,2020
192,221,0,221,14,5,True,2020-08-01 01:59:05+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
193,222,0,222,10,4,True,2020-08-01 02:40:36+00:00,0,active,True,0,True,True,,,2020-08-01 02:46:50,2020
194,224,0,224,5,10,True,2020-08-01 02:46:05+00:00,0,active,True,2,False,True,,,2020-08-01 02:46:50,2020
195,225,0,225,4,15,True,2020-08-01 02:34:21+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
196,226,0,226,14,0,True,2020-08-01 02:30:36+00:00,0,active,True,1,False,True,,,2020-08-01 02:46:50,2020
197,227,0,227,13,6,True,2020-08-01 02:16:03+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
198,228,0,228,14,5,True,2020-08-01 02:13:26+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
199,232,0,232,8,3,True,2020-07-31 23:23:50+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
200,233,0,233,1,12,True,2020-08-01 01:19:09+00:00,0,active,True,2,False,True,,,2020-08-01 02:46:50,2020
201,234,0,234,5,10,True,2020-08-01 01:33:25+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
202,235,0,235,4,11,True,2020-08-01 02:36:58+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
203,236,0,236,6,9,True,2020-08-01 02:23:10+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
204,239,0,239,4,10,True,2020-08-01 01:50:32+00:00,0,active,True,1,False,True,,,2020-08-01 02:46:50,2020
205,255,0,255,3,12,True,2020-07-31 21:41:07+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
206,258,0,258,1,14,True,2020-08-01 02:20:21+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
207,259,0,259,15,0,True,2020-07-31 08:31:40+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
208,260,0,260,15,0,True,2020-08-01 02:05:08+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
209,271,0,271,15,0,True,2020-07-31 21:22:43+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
210,272,0,272,10,7,True,2020-07-31 22:36:37+00:00,0,active,True,2,False,True,,,2020-08-01 02:46:50,2020
211,273,0,273,10,30,True,2020-08-01 02:18:40+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
212,279,0,279,14,5,True,2020-08-01 01:51:34+00:00,0,active,True,0,False,True,,,2020-08-01 02:46:50,2020
213,280,0,280,15,3,True,2020-08-01 01:41:44+00:00,0,active,True,1,False,True,,,2020-08-01 02:46:50,2020
214,282,0,282,4,8,True,2020-08-01 01:54:27+00:00,0,active,True,3,False,True,,,2020-08-01 02:46:50,2020
215,296,0,296,2,20,True,2020-08-01 02:26:59+00:00,0,active,True,1,False,True,,,2020-08-01 02:46:50,2020
