,num_bikes_available,is_returning,num_ebikes_available,eightd_has_available_keys,last_reported,station_status,is_installed,legacy_id,station_id,num_docks_available,is_renting,num_bikes_disabled,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,True,0,False,2020-07-31 23:52:27+00:00,active,True,3,3,12,True,0,0,,,2020-07-31 23:52:45,2020
1,11,True,0,False,2020-07-31 23:40:35+00:00,active,True,4,4,8,True,0,0,,,2020-07-31 23:52:45,2020
2,7,True,0,False,2020-07-31 23:49:38+00:00,active,True,5,5,8,True,0,0,,,2020-07-31 23:52:45,2020
3,2,True,0,False,2020-07-31 23:48:14+00:00,active,True,6,6,13,True,0,0,,,2020-07-31 23:52:45,2020
4,14,True,0,False,2020-07-31 23:28:45+00:00,active,True,7,7,1,True,0,0,,,2020-07-31 23:52:45,2020
5,5,True,0,False,2020-07-31 23:49:43+00:00,active,True,8,8,12,True,2,0,,,2020-07-31 23:52:45,2020
6,7,True,0,False,2020-07-31 23:42:23+00:00,active,True,9,9,8,True,0,0,,,2020-07-31 23:52:45,2020
7,10,True,0,False,2020-07-31 23:47:59+00:00,active,True,10,10,0,True,1,0,,,2020-07-31 23:52:45,2020
8,0,True,0,False,2020-07-31 23:32:04+00:00,active,True,11,11,14,True,1,0,"{'region': 'BOS', 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 50, 'off_dock_count': 20, 'valet_revision': 75, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 23:52:45,2020
9,2,True,0,True,2020-07-31 23:45:16+00:00,active,True,12,12,14,True,2,0,,,2020-07-31 23:52:45,2020
10,3,True,0,False,2020-07-31 23:52:38+00:00,active,True,13,13,16,True,0,0,,,2020-07-31 23:52:45,2020
11,0,True,0,False,2020-07-31 22:58:54+00:00,active,True,14,14,25,True,0,0,,,2020-07-31 23:52:45,2020
12,5,True,0,False,2020-07-31 23:39:08+00:00,active,True,15,15,8,True,2,0,,,2020-07-31 23:52:45,2020
13,12,True,0,True,2020-07-31 23:29:37+00:00,active,True,16,16,5,True,2,0,,,2020-07-31 23:52:45,2020
14,11,True,0,False,2020-07-31 23:50:40+00:00,active,True,17,17,4,True,0,0,,,2020-07-31 23:52:45,2020
15,6,True,0,False,2020-07-31 23:44:36+00:00,active,True,19,19,9,True,0,0,,,2020-07-31 23:52:45,2020
16,23,True,0,True,2020-07-31 23:32:42+00:00,active,True,20,20,0,True,0,0,,,2020-07-31 23:52:45,2020
17,4,True,0,True,2020-07-31 23:25:39+00:00,active,True,21,21,14,True,0,0,,,2020-07-31 23:52:45,2020
18,26,True,0,True,2020-07-31 23:29:55+00:00,active,True,22,22,19,True,2,0,,,2020-07-31 23:52:45,2020
19,20,True,0,True,2020-07-31 23:48:43+00:00,active,True,23,23,1,True,0,0,,,2020-07-31 23:52:45,2020
20,11,True,0,False,2020-07-31 23:51:06+00:00,active,True,24,24,7,True,1,0,,,2020-07-31 23:52:45,2020
21,7,True,0,False,2020-07-31 23:51:23+00:00,active,True,25,25,7,True,1,0,,,2020-07-31 23:52:45,2020
22,9,True,0,False,2020-07-31 23:40:39+00:00,active,True,26,26,5,True,1,0,,,2020-07-31 23:52:45,2020
23,5,True,0,False,2020-07-31 23:52:24+00:00,active,True,27,27,16,True,2,0,,,2020-07-31 23:52:45,2020
24,8,True,0,False,2020-07-31 16:37:02+00:00,active,True,29,29,7,True,0,0,,,2020-07-31 23:52:45,2020
25,2,True,0,False,2020-07-31 23:51:47+00:00,active,True,30,30,12,True,1,0,,,2020-07-31 23:52:45,2020
26,17,True,0,True,2020-07-31 23:41:44+00:00,active,True,31,31,2,True,0,0,,,2020-07-31 23:52:45,2020
27,8,True,0,False,2020-07-31 23:46:36+00:00,active,True,32,32,3,True,4,0,,,2020-07-31 23:52:45,2020
28,22,True,0,False,2020-07-31 23:39:02+00:00,active,True,33,33,5,True,0,0,,,2020-07-31 23:52:45,2020
29,7,True,0,False,2020-07-31 23:44:05+00:00,active,True,35,35,14,True,2,0,,,2020-07-31 23:52:45,2020
30,4,True,0,True,2020-07-31 23:50:20+00:00,active,True,36,36,29,True,0,0,,,2020-07-31 23:52:45,2020
31,0,True,0,True,2020-07-31 22:32:08+00:00,active,True,37,37,15,True,0,0,,,2020-07-31 23:52:45,2020
32,7,True,0,False,2020-07-31 23:52:15+00:00,active,True,39,39,16,True,0,0,,,2020-07-31 23:52:45,2020
33,14,True,0,False,2020-07-31 23:38:36+00:00,active,True,40,40,5,True,0,0,,,2020-07-31 23:52:45,2020
34,19,True,0,True,2020-07-31 23:52:18+00:00,active,True,41,41,7,True,1,0,,,2020-07-31 23:52:45,2020
35,22,True,0,False,2020-07-31 23:21:11+00:00,active,True,42,42,0,True,1,0,,,2020-07-31 23:52:45,2020
36,13,True,0,True,2020-07-31 23:52:03+00:00,active,True,43,43,2,True,0,0,,,2020-07-31 23:52:45,2020
37,4,True,0,False,2020-07-31 23:50:12+00:00,active,True,44,44,19,True,0,0,,,2020-07-31 23:52:45,2020
38,8,True,0,False,2020-07-31 23:51:16+00:00,active,True,46,46,11,True,0,0,,,2020-07-31 23:52:45,2020
39,19,True,0,True,2020-07-31 23:35:23+00:00,active,True,47,47,0,True,0,0,,,2020-07-31 23:52:45,2020
40,8,True,0,False,2020-07-31 23:14:02+00:00,active,True,48,48,11,True,0,0,,,2020-07-31 23:52:45,2020
41,0,True,0,False,2020-07-31 22:45:47+00:00,active,True,49,49,18,True,0,0,,,2020-07-31 23:52:45,2020
42,7,True,0,True,2020-07-31 23:52:13+00:00,active,True,50,50,8,True,0,0,,,2020-07-31 23:52:45,2020
43,4,True,0,False,2020-07-31 23:33:46+00:00,active,True,51,51,9,True,2,0,,,2020-07-31 23:52:45,2020
44,11,True,0,True,2020-07-31 23:46:56+00:00,active,True,52,52,11,True,1,0,,,2020-07-31 23:52:45,2020
45,3,True,0,False,2020-07-31 23:48:47+00:00,active,True,53,53,15,True,1,0,,,2020-07-31 23:52:45,2020
46,3,True,0,False,2020-07-31 23:51:15+00:00,active,True,54,54,11,True,1,0,,,2020-07-31 23:52:45,2020
47,11,True,0,False,2020-07-31 23:49:12+00:00,active,True,55,55,4,True,0,0,,,2020-07-31 23:52:45,2020
48,9,True,0,True,2020-07-31 23:31:37+00:00,active,True,56,56,9,True,0,0,,,2020-07-31 23:52:45,2020
49,0,True,0,True,2020-07-31 23:29:13+00:00,active,True,57,57,14,True,0,0,,,2020-07-31 23:52:45,2020
50,5,True,0,True,2020-07-31 23:52:09+00:00,active,True,58,58,14,True,0,0,,,2020-07-31 23:52:45,2020
51,0,True,0,False,2020-07-31 23:16:39+00:00,active,True,59,59,19,True,0,0,,,2020-07-31 23:52:45,2020
52,0,True,0,False,2020-07-31 23:50:18+00:00,active,True,60,60,16,True,3,0,"{'region': 'BOS', 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 40, 'off_dock_count': 2, 'valet_revision': 63, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 23:52:45,2020
53,14,True,0,False,2020-07-31 23:52:01+00:00,active,True,61,61,5,True,0,0,,,2020-07-31 23:52:45,2020
54,1,True,0,False,2020-07-31 23:36:54+00:00,active,True,63,63,14,True,0,0,,,2020-07-31 23:52:45,2020
55,18,True,0,False,2020-07-31 23:51:57+00:00,active,True,64,64,0,True,1,0,,,2020-07-31 23:52:45,2020
56,13,True,0,False,2020-07-31 23:34:41+00:00,active,True,65,65,10,True,0,0,,,2020-07-31 23:52:45,2020
57,2,True,0,False,2020-07-31 23:48:25+00:00,active,True,66,66,12,True,1,0,,,2020-07-31 23:52:45,2020
58,3,True,0,True,2020-07-31 23:52:29+00:00,active,True,67,67,22,True,2,0,,,2020-07-31 23:52:45,2020
59,6,True,0,True,2020-07-31 23:50:41+00:00,active,True,68,68,12,True,1,0,,,2020-07-31 23:52:45,2020
60,10,True,0,True,2020-07-31 23:45:02+00:00,active,True,69,69,9,True,0,0,,,2020-07-31 23:52:45,2020
61,18,True,0,False,2020-07-31 23:43:05+00:00,active,True,70,70,3,True,2,0,,,2020-07-31 23:52:45,2020
62,17,True,0,False,2020-07-31 23:49:28+00:00,active,True,71,71,6,True,0,0,,,2020-07-31 23:52:45,2020
63,2,True,0,False,2020-07-31 23:52:25+00:00,active,True,72,72,21,True,0,0,,,2020-07-31 23:52:45,2020
64,14,True,0,False,2020-07-31 23:42:25+00:00,active,True,73,73,1,True,0,0,,,2020-07-31 23:52:45,2020
65,16,True,0,True,2020-07-31 23:49:39+00:00,active,True,74,74,2,True,1,0,,,2020-07-31 23:52:45,2020
66,4,True,0,False,2020-07-31 23:48:08+00:00,active,True,75,75,10,True,1,0,,,2020-07-31 23:52:45,2020
67,14,True,0,False,2020-07-31 23:50:19+00:00,active,True,76,76,2,True,1,0,,,2020-07-31 23:52:45,2020
68,9,True,0,False,2020-07-31 23:51:23+00:00,active,True,77,77,6,True,0,0,,,2020-07-31 23:52:45,2020
69,18,True,0,False,2020-07-31 23:48:17+00:00,active,True,78,78,0,True,1,0,,,2020-07-31 23:52:45,2020
70,9,True,0,False,2020-07-31 23:25:35+00:00,active,True,79,79,10,True,0,0,,,2020-07-31 23:52:45,2020
71,1,True,0,False,2020-07-31 23:50:43+00:00,active,True,80,80,32,True,2,0,,,2020-07-31 23:52:45,2020
72,0,True,0,False,2020-07-31 23:42:02+00:00,active,True,81,81,19,True,0,0,,,2020-07-31 23:52:45,2020
73,6,True,0,False,2020-07-31 23:34:40+00:00,active,True,82,82,9,True,0,0,,,2020-07-31 23:52:45,2020
74,1,True,0,False,2020-07-31 23:48:25+00:00,active,True,84,84,14,True,0,0,,,2020-07-31 23:52:45,2020
75,0,True,0,False,2020-07-31 23:47:53+00:00,active,True,85,85,19,True,0,0,,,2020-07-31 23:52:45,2020
76,0,True,0,False,2020-07-31 23:40:50+00:00,active,True,86,86,19,True,0,0,,,2020-07-31 23:52:45,2020
77,12,True,0,False,2020-07-31 23:44:14+00:00,active,True,87,87,2,True,1,0,,,2020-07-31 23:52:45,2020
78,18,True,0,False,2020-07-31 23:51:38+00:00,active,True,89,89,1,True,0,0,,,2020-07-31 23:52:45,2020
79,3,True,0,False,2020-07-31 23:48:59+00:00,active,True,90,90,16,True,0,0,,,2020-07-31 23:52:45,2020
80,7,True,0,False,2020-07-31 23:49:44+00:00,active,True,91,91,12,True,0,0,,,2020-07-31 23:52:45,2020
81,12,True,0,False,2020-07-31 23:47:39+00:00,active,True,92,92,7,True,0,0,,,2020-07-31 23:52:45,2020
82,6,True,0,False,2020-07-31 23:17:18+00:00,active,True,93,93,6,True,3,0,,,2020-07-31 23:52:45,2020
83,10,True,0,False,2020-07-31 23:45:50+00:00,active,True,94,94,1,True,0,0,,,2020-07-31 23:52:45,2020
84,3,True,0,False,2020-07-31 23:46:57+00:00,active,True,95,95,12,True,0,0,,,2020-07-31 23:52:45,2020
85,9,True,0,False,2020-07-31 23:48:17+00:00,active,True,96,96,10,True,0,0,,,2020-07-31 23:52:45,2020
86,6,True,0,False,2020-07-31 23:42:29+00:00,active,True,97,97,13,True,0,0,,,2020-07-31 23:52:45,2020
87,1,True,0,False,2020-07-31 23:25:59+00:00,active,True,98,98,20,True,1,0,,,2020-07-31 23:52:45,2020
88,2,True,0,False,2020-07-31 23:41:08+00:00,active,True,99,99,12,True,1,0,,,2020-07-31 23:52:45,2020
89,8,True,0,True,2020-07-31 23:52:00+00:00,active,True,100,100,16,True,1,0,,,2020-07-31 23:52:45,2020
90,3,True,0,False,2020-07-31 23:13:38+00:00,active,True,101,101,12,True,0,0,,,2020-07-31 23:52:45,2020
91,7,True,0,False,2020-07-31 23:52:33+00:00,active,True,102,102,8,True,0,0,,,2020-07-31 23:52:45,2020
