,station_id,num_docks_disabled,is_installed,is_returning,is_renting,eightd_has_available_keys,last_reported,num_bikes_available,num_ebikes_available,num_bikes_disabled,station_status,num_docks_available,legacy_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
28,33,0,True,True,True,False,2020-07-31 22:53:59+00:00,26,0,0,active,1,33,,,2020-07-31 23:01:45,2020
29,35,0,True,True,True,False,2020-07-31 23:00:32+00:00,7,0,2,active,14,35,,,2020-07-31 23:01:45,2020
30,36,0,True,True,True,True,2020-07-31 22:40:38+00:00,12,0,0,active,21,36,,,2020-07-31 23:01:45,2020
31,37,0,True,True,True,True,2020-07-31 22:32:08+00:00,0,0,0,active,15,37,,,2020-07-31 23:01:45,2020
32,39,0,True,True,True,False,2020-07-31 22:55:03+00:00,2,0,0,active,21,39,,,2020-07-31 23:01:45,2020
33,40,0,True,True,True,False,2020-07-31 23:01:18+00:00,9,0,0,active,10,40,,,2020-07-31 23:01:45,2020
34,41,0,True,True,True,True,2020-07-31 22:55:43+00:00,19,0,1,active,7,41,,,2020-07-31 23:01:45,2020
35,42,0,True,True,True,False,2020-07-31 22:55:26+00:00,22,0,1,active,0,42,,,2020-07-31 23:01:45,2020
36,43,0,True,True,True,True,2020-07-31 23:00:33+00:00,9,0,0,active,6,43,,,2020-07-31 23:01:45,2020
37,44,0,True,True,True,False,2020-07-31 22:31:51+00:00,2,0,0,active,21,44,,,2020-07-31 23:01:45,2020
38,46,0,True,True,True,False,2020-07-31 23:00:59+00:00,7,0,0,active,12,46,,,2020-07-31 23:01:45,2020
39,47,0,True,True,True,True,2020-07-31 23:00:56+00:00,17,0,0,active,2,47,,,2020-07-31 23:01:45,2020
40,48,0,True,True,True,False,2020-07-31 22:55:00+00:00,11,0,0,active,8,48,,,2020-07-31 23:01:45,2020
41,49,0,True,True,True,False,2020-07-31 22:45:47+00:00,0,0,0,active,18,49,,,2020-07-31 23:01:45,2020
42,50,0,True,True,True,True,2020-07-31 22:59:52+00:00,5,0,0,active,10,50,,,2020-07-31 23:01:45,2020
43,51,0,True,True,True,False,2020-07-31 22:59:46+00:00,6,0,1,active,8,51,,,2020-07-31 23:01:45,2020
44,52,0,True,True,True,True,2020-07-31 22:53:56+00:00,21,0,1,active,1,52,,,2020-07-31 23:01:45,2020
45,53,0,True,True,True,False,2020-07-31 23:00:49+00:00,5,0,1,active,13,53,,,2020-07-31 23:01:45,2020
46,54,0,True,True,True,False,2020-07-31 22:45:18+00:00,2,0,0,active,13,54,,,2020-07-31 23:01:45,2020
47,55,0,True,True,True,False,2020-07-31 23:00:43+00:00,12,0,0,active,3,55,,,2020-07-31 23:01:45,2020
48,56,0,True,True,True,True,2020-07-31 22:10:05+00:00,8,0,0,active,10,56,,,2020-07-31 23:01:45,2020
49,57,0,True,True,True,True,2020-07-31 22:45:47+00:00,1,0,0,active,13,57,,,2020-07-31 23:01:45,2020
50,58,0,True,True,True,True,2020-07-31 23:01:37+00:00,7,0,1,active,11,58,,,2020-07-31 23:01:45,2020
51,59,0,True,True,True,False,2020-07-31 23:01:07+00:00,3,0,0,active,16,59,,,2020-07-31 23:01:45,2020
52,60,0,True,True,True,False,2020-07-31 22:58:16+00:00,0,0,2,active,17,60,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 2, 'dock_blocked_count': 0, 'off_dock_capacity': 40, 'valet_revision': 63, 'active': True, 'region': 'BOS'}",2020-07-31 23:01:45,2020
53,61,0,True,True,True,False,2020-07-31 22:58:05+00:00,17,0,0,active,2,61,,,2020-07-31 23:01:45,2020
54,63,0,True,True,True,False,2020-07-31 23:00:53+00:00,3,0,0,active,12,63,,,2020-07-31 23:01:45,2020
55,64,0,True,True,True,False,2020-07-31 22:45:16+00:00,18,0,1,active,0,64,,,2020-07-31 23:01:45,2020
56,65,0,True,True,True,False,2020-07-31 22:56:47+00:00,5,0,0,active,18,65,,,2020-07-31 23:01:45,2020
57,66,0,True,True,True,False,2020-07-31 22:58:29+00:00,1,0,1,active,13,66,,,2020-07-31 23:01:45,2020
58,67,0,True,True,True,True,2020-07-31 23:00:00+00:00,4,0,2,active,21,67,,,2020-07-31 23:01:45,2020
59,68,0,True,True,True,True,2020-07-31 23:00:41+00:00,6,0,0,active,13,68,,,2020-07-31 23:01:45,2020
60,69,0,True,True,True,True,2020-07-31 22:55:19+00:00,7,0,0,active,12,69,,,2020-07-31 23:01:45,2020
61,70,0,True,True,True,False,2020-07-31 22:52:41+00:00,21,0,2,active,0,70,,,2020-07-31 23:01:45,2020
62,71,0,True,True,True,False,2020-07-31 22:49:56+00:00,17,0,0,active,6,71,,,2020-07-31 23:01:45,2020
63,72,0,True,True,True,False,2020-07-31 23:00:26+00:00,2,0,0,active,21,72,,,2020-07-31 23:01:45,2020
64,73,0,True,True,True,False,2020-07-31 23:00:40+00:00,15,0,0,active,0,73,,,2020-07-31 23:01:45,2020
65,74,0,True,True,True,True,2020-07-31 22:52:23+00:00,17,0,1,active,1,74,,,2020-07-31 23:01:45,2020
66,75,0,True,True,True,False,2020-07-31 23:00:19+00:00,9,0,0,active,6,75,,,2020-07-31 23:01:45,2020
67,76,0,True,True,True,False,2020-07-31 22:56:09+00:00,13,0,1,active,3,76,,,2020-07-31 23:01:45,2020
68,77,0,True,True,True,False,2020-07-31 22:58:11+00:00,4,0,0,active,11,77,,,2020-07-31 23:01:45,2020
69,78,0,True,True,True,False,2020-07-31 22:58:50+00:00,13,0,1,active,5,78,,,2020-07-31 23:01:45,2020
70,79,0,True,True,True,False,2020-07-31 22:33:55+00:00,7,0,0,active,12,79,,,2020-07-31 23:01:45,2020
71,80,0,True,True,True,False,2020-07-31 22:58:36+00:00,3,0,2,active,30,80,,,2020-07-31 23:01:45,2020
72,81,0,True,True,True,False,2020-07-31 22:58:32+00:00,3,0,0,active,16,81,,,2020-07-31 23:01:45,2020
73,82,0,True,True,True,False,2020-07-31 22:37:22+00:00,5,0,0,active,10,82,,,2020-07-31 23:01:45,2020
74,84,0,True,True,True,False,2020-07-31 22:55:53+00:00,0,0,0,active,15,84,,,2020-07-31 23:01:45,2020
75,85,0,True,True,True,False,2020-07-31 22:10:13+00:00,0,0,0,active,19,85,,,2020-07-31 23:01:45,2020
76,86,0,True,True,True,False,2020-07-31 23:00:41+00:00,6,0,0,active,13,86,,,2020-07-31 23:01:45,2020
77,87,0,True,True,True,False,2020-07-31 22:43:00+00:00,5,0,1,active,9,87,,,2020-07-31 23:01:45,2020
78,89,0,True,True,True,False,2020-07-31 22:36:35+00:00,16,0,0,active,3,89,,,2020-07-31 23:01:45,2020
79,90,0,True,True,True,False,2020-07-31 22:33:16+00:00,1,0,0,active,18,90,,,2020-07-31 23:01:45,2020
80,91,0,True,True,True,False,2020-07-31 23:00:57+00:00,11,0,0,active,8,91,,,2020-07-31 23:01:45,2020
81,92,0,True,True,True,False,2020-07-31 21:06:51+00:00,12,0,0,active,7,92,,,2020-07-31 23:01:45,2020
82,93,0,True,True,True,False,2020-07-31 21:08:56+00:00,10,0,3,active,2,93,,,2020-07-31 23:01:45,2020
83,94,0,True,True,True,False,2020-07-31 22:44:57+00:00,9,0,0,active,2,94,,,2020-07-31 23:01:45,2020
84,95,0,True,True,True,False,2020-07-31 22:56:41+00:00,8,0,0,active,7,95,,,2020-07-31 23:01:45,2020
85,96,0,True,True,True,False,2020-07-31 22:50:11+00:00,9,0,0,active,10,96,,,2020-07-31 23:01:45,2020
86,97,0,True,True,True,False,2020-07-31 22:59:35+00:00,2,0,0,active,17,97,,,2020-07-31 23:01:45,2020
87,98,0,True,True,True,False,2020-07-31 22:52:33+00:00,3,0,0,active,19,98,,,2020-07-31 23:01:45,2020
88,99,0,True,True,True,False,2020-07-31 22:52:36+00:00,4,0,1,active,10,99,,,2020-07-31 23:01:45,2020
89,100,0,True,True,True,True,2020-07-31 22:59:14+00:00,7,0,1,active,17,100,,,2020-07-31 23:01:45,2020
90,101,0,True,True,True,False,2020-07-31 22:53:23+00:00,2,0,0,active,13,101,,,2020-07-31 23:01:45,2020
91,102,0,True,True,True,False,2020-07-31 22:33:31+00:00,2,0,0,active,13,102,,,2020-07-31 23:01:45,2020
92,103,0,True,True,True,False,2020-07-31 22:31:49+00:00,0,0,1,active,14,103,,,2020-07-31 23:01:45,2020
93,104,0,True,True,True,False,2020-07-31 22:52:29+00:00,15,0,0,active,4,104,,,2020-07-31 23:01:45,2020
94,105,0,True,True,True,False,2020-07-31 23:01:25+00:00,17,0,1,active,1,105,,,2020-07-31 23:01:45,2020
95,106,0,True,True,True,False,2020-07-31 22:45:41+00:00,3,0,1,active,11,106,,,2020-07-31 23:01:45,2020
96,107,0,True,True,True,False,2020-07-31 22:54:23+00:00,9,0,0,active,10,107,,,2020-07-31 23:01:45,2020
97,108,0,True,True,True,False,2020-07-31 22:59:18+00:00,8,0,0,active,9,108,,,2020-07-31 23:01:45,2020
98,109,0,True,True,True,False,2020-07-31 21:15:26+00:00,24,0,2,active,9,109,,,2020-07-31 23:01:45,2020
99,110,0,True,True,True,False,2020-07-31 22:46:14+00:00,8,0,1,active,6,110,,,2020-07-31 23:01:45,2020
100,111,0,True,True,True,False,2020-07-31 21:57:00+00:00,3,0,0,active,12,111,,,2020-07-31 23:01:45,2020
101,112,0,True,True,True,False,2020-07-31 22:40:40+00:00,5,0,0,active,10,112,,,2020-07-31 23:01:45,2020
102,113,0,True,True,True,False,2020-07-31 22:57:08+00:00,13,0,1,active,1,113,,,2020-07-31 23:01:45,2020
103,114,0,True,True,True,False,2020-07-31 22:36:02+00:00,4,0,0,active,11,114,,,2020-07-31 23:01:45,2020
104,115,0,True,True,True,False,2020-07-31 22:48:14+00:00,15,0,1,active,3,115,,,2020-07-31 23:01:45,2020
105,116,0,True,True,True,False,2020-07-31 22:59:19+00:00,2,0,0,active,21,116,,,2020-07-31 23:01:45,2020
106,117,0,True,True,True,False,2020-07-31 22:51:53+00:00,9,0,1,active,9,117,,,2020-07-31 23:01:45,2020
107,118,0,True,True,True,False,2020-07-31 22:59:37+00:00,10,0,1,active,8,118,,,2020-07-31 23:01:45,2020
108,119,0,True,True,True,False,2020-07-31 22:57:59+00:00,2,0,1,active,12,119,,,2020-07-31 23:01:45,2020
109,120,0,True,True,True,False,2020-07-31 22:51:49+00:00,10,0,2,active,3,120,,,2020-07-31 23:01:45,2020
110,121,0,True,True,True,False,2020-07-31 22:39:45+00:00,3,0,0,active,14,121,,,2020-07-31 23:01:45,2020
111,122,0,True,True,True,False,2020-07-31 22:56:07+00:00,14,0,0,active,1,122,,,2020-07-31 23:01:45,2020
112,124,0,True,True,True,False,2020-07-31 22:31:16+00:00,5,0,0,active,10,124,,,2020-07-31 23:01:45,2020
113,125,0,True,True,True,False,2020-07-31 23:01:02+00:00,4,0,0,active,11,125,,,2020-07-31 23:01:45,2020
114,126,0,True,True,True,False,2020-07-31 22:13:12+00:00,11,0,0,active,4,126,,,2020-07-31 23:01:45,2020
115,128,0,True,True,True,False,2020-07-31 22:53:30+00:00,13,0,0,active,6,128,,,2020-07-31 23:01:45,2020
116,129,0,True,True,True,False,2020-07-31 22:47:54+00:00,7,0,0,active,12,129,,,2020-07-31 23:01:45,2020
117,130,0,True,True,True,False,2020-07-31 22:34:07+00:00,12,0,0,active,3,130,,,2020-07-31 23:01:45,2020
118,131,0,True,True,True,False,2020-07-31 22:57:22+00:00,3,0,4,active,11,131,,,2020-07-31 23:01:45,2020
119,133,0,True,True,True,False,2020-07-31 22:35:09+00:00,15,0,0,active,8,133,,,2020-07-31 23:01:45,2020
120,135,0,True,True,True,False,2020-07-31 21:34:09+00:00,1,0,0,active,16,135,,,2020-07-31 23:01:45,2020
121,136,0,True,True,True,False,2020-07-31 22:55:35+00:00,19,0,0,active,0,136,,,2020-07-31 23:01:45,2020
122,137,0,True,True,True,False,2020-07-31 22:59:59+00:00,4,0,0,active,11,137,,,2020-07-31 23:01:45,2020
123,138,0,True,True,True,False,2020-07-31 21:22:02+00:00,8,0,0,active,7,138,,,2020-07-31 23:01:45,2020
124,139,0,True,True,True,False,2020-07-31 23:01:39+00:00,11,0,0,active,8,139,,,2020-07-31 23:01:45,2020
125,140,0,True,True,True,False,2020-07-31 23:01:08+00:00,4,0,0,active,13,140,,,2020-07-31 23:01:45,2020
126,141,0,True,True,True,False,2020-07-31 22:50:28+00:00,5,0,0,active,10,141,,,2020-07-31 23:01:45,2020
127,142,0,True,True,True,False,2020-07-31 22:50:39+00:00,19,0,0,active,4,142,,,2020-07-31 23:01:45,2020
128,143,0,True,True,True,False,2020-07-31 22:57:01+00:00,7,0,3,active,13,143,,,2020-07-31 23:01:45,2020
129,144,0,True,True,True,False,2020-07-31 22:57:23+00:00,0,0,0,active,19,144,,,2020-07-31 23:01:45,2020
130,145,0,True,True,True,False,2020-07-31 22:53:31+00:00,10,0,0,active,9,145,,,2020-07-31 23:01:45,2020
131,146,0,True,True,True,False,2020-07-31 22:53:49+00:00,12,0,0,active,7,146,,,2020-07-31 23:01:45,2020
132,149,0,True,True,True,True,2020-07-31 22:58:36+00:00,8,0,0,active,10,149,,,2020-07-31 23:01:45,2020
133,150,0,True,True,True,False,2020-07-31 22:55:16+00:00,14,0,1,active,4,150,,,2020-07-31 23:01:45,2020
134,151,0,True,True,True,False,2020-07-31 23:00:08+00:00,4,0,3,active,12,151,,,2020-07-31 23:01:45,2020
135,152,0,True,True,True,True,2020-07-31 22:59:38+00:00,3,0,0,active,12,152,,,2020-07-31 23:01:45,2020
136,156,0,True,True,True,False,2020-07-31 22:29:47+00:00,2,0,0,active,13,156,,,2020-07-31 23:01:45,2020
137,157,0,True,True,True,False,2020-07-31 22:50:35+00:00,14,0,1,active,0,157,,,2020-07-31 23:01:45,2020
138,159,0,True,True,True,False,2020-07-31 22:50:27+00:00,0,0,1,active,14,159,,,2020-07-31 23:01:45,2020
139,160,0,True,True,True,True,2020-07-31 22:59:23+00:00,10,0,0,active,4,160,,,2020-07-31 23:01:45,2020
140,161,0,True,True,True,True,2020-07-31 23:01:14+00:00,1,0,0,active,22,161,,,2020-07-31 23:01:45,2020
141,162,0,True,True,True,False,2020-07-31 19:30:05+00:00,5,0,0,active,10,162,,,2020-07-31 23:01:45,2020
142,163,0,True,True,True,True,2020-07-31 22:54:17+00:00,11,0,0,active,8,163,,,2020-07-31 23:01:45,2020
143,167,0,True,True,True,False,2020-07-31 22:52:22+00:00,3,0,1,active,11,167,,,2020-07-31 23:01:45,2020
144,169,0,True,True,True,False,2020-07-31 22:08:00+00:00,5,0,0,active,14,169,,,2020-07-31 23:01:45,2020
145,170,0,True,True,True,True,2020-07-31 22:06:37+00:00,4,0,0,active,10,170,,,2020-07-31 23:01:45,2020
146,171,0,True,True,True,True,2020-07-31 20:17:15+00:00,7,0,1,active,15,171,,,2020-07-31 23:01:45,2020
147,173,0,True,True,True,True,2020-07-31 21:50:57+00:00,4,0,2,active,8,173,,,2020-07-31 23:01:45,2020
148,174,0,True,True,True,False,2020-07-31 22:41:56+00:00,8,0,0,active,7,174,,,2020-07-31 23:01:45,2020
149,175,0,True,True,True,True,2020-07-31 22:51:19+00:00,5,0,1,active,11,175,,,2020-07-31 23:01:45,2020
150,176,0,True,True,True,False,2020-07-31 22:59:59+00:00,6,0,0,active,9,176,,,2020-07-31 23:01:45,2020
151,177,0,True,True,True,False,2020-07-31 22:58:30+00:00,3,0,0,active,16,177,,,2020-07-31 23:01:45,2020
152,178,0,True,True,True,False,2020-07-31 23:00:46+00:00,3,0,0,active,16,178,,,2020-07-31 23:01:45,2020
153,179,0,True,True,True,False,2020-07-31 23:01:04+00:00,5,0,2,active,18,179,,,2020-07-31 23:01:45,2020
154,180,0,True,True,True,False,2020-07-31 22:51:31+00:00,10,0,0,active,9,180,,,2020-07-31 23:01:45,2020
155,181,0,True,True,True,False,2020-07-31 22:24:47+00:00,6,0,1,active,12,181,,,2020-07-31 23:01:45,2020
156,182,0,True,True,True,True,2020-07-31 23:01:08+00:00,6,0,1,active,12,182,,,2020-07-31 23:01:45,2020
157,183,0,True,True,True,False,2020-07-31 22:35:53+00:00,0,0,0,active,19,183,,,2020-07-31 23:01:45,2020
158,184,0,True,True,True,False,2020-07-31 22:55:39+00:00,7,0,0,active,12,184,,,2020-07-31 23:01:45,2020
159,185,0,True,True,True,False,2020-07-31 23:01:08+00:00,15,0,0,active,0,185,,,2020-07-31 23:01:45,2020
160,186,0,True,True,True,True,2020-07-31 22:55:15+00:00,15,0,0,active,0,186,,,2020-07-31 23:01:45,2020
161,187,0,True,True,True,False,2020-07-31 22:17:22+00:00,12,0,0,active,3,187,,,2020-07-31 23:01:45,2020
162,188,0,True,True,True,False,2020-07-31 23:01:11+00:00,7,0,0,active,8,188,,,2020-07-31 23:01:45,2020
163,189,0,True,True,True,True,2020-07-31 22:51:21+00:00,1,0,0,active,22,189,,,2020-07-31 23:01:45,2020
164,190,0,True,True,True,True,2020-07-31 22:52:06+00:00,26,0,3,active,8,190,,,2020-07-31 23:01:45,2020
165,191,0,True,True,True,False,2020-07-31 20:45:59+00:00,2,0,0,active,13,191,,,2020-07-31 23:01:45,2020
166,192,0,True,True,True,False,2020-07-31 23:01:31+00:00,7,0,2,active,10,192,,,2020-07-31 23:01:45,2020
167,193,0,True,True,True,True,2020-07-31 23:01:38+00:00,6,0,0,active,9,193,,,2020-07-31 23:01:45,2020
168,194,0,True,True,True,False,2020-07-31 19:33:38+00:00,14,0,0,active,5,194,,,2020-07-31 23:01:45,2020
169,195,0,True,True,True,False,2020-07-31 22:45:56+00:00,17,0,0,active,6,195,,,2020-07-31 23:01:45,2020
170,196,0,True,True,True,True,2020-07-31 22:18:01+00:00,0,0,1,active,9,196,,,2020-07-31 23:01:45,2020
171,197,0,True,True,True,False,2020-07-31 22:31:46+00:00,1,0,0,active,14,197,,,2020-07-31 23:01:45,2020
172,199,0,True,True,True,False,2020-07-31 18:45:24+00:00,5,0,2,active,8,199,,,2020-07-31 23:01:45,2020
173,200,0,True,True,True,False,2020-07-31 22:37:15+00:00,14,0,0,active,5,200,,,2020-07-31 23:01:45,2020
174,201,0,True,True,True,False,2020-07-31 08:12:47+00:00,0,0,0,active,15,201,,,2020-07-31 23:01:45,2020
175,202,0,True,True,True,False,2020-07-31 22:15:31+00:00,1,0,0,active,14,202,,,2020-07-31 23:01:45,2020
176,203,0,True,True,True,False,2020-07-31 22:34:17+00:00,6,0,0,active,9,203,,,2020-07-31 23:01:45,2020
177,204,0,True,True,True,False,2020-07-31 20:37:24+00:00,5,0,0,active,10,204,,,2020-07-31 23:01:45,2020
178,205,0,True,True,True,False,2020-07-31 17:39:13+00:00,7,0,0,active,8,205,,,2020-07-31 23:01:45,2020
179,206,0,True,True,True,False,2020-07-31 22:55:25+00:00,10,0,0,active,13,206,,,2020-07-31 23:01:45,2020
180,208,0,True,True,True,True,2020-07-31 22:18:40+00:00,11,0,0,active,4,208,,,2020-07-31 23:01:45,2020
181,209,0,True,True,True,False,2020-07-31 18:24:14+00:00,10,0,1,active,4,209,,,2020-07-31 23:01:45,2020
182,210,0,True,True,True,False,2020-07-31 22:27:56+00:00,2,0,0,active,13,210,,,2020-07-31 23:01:45,2020
183,211,0,True,True,True,False,2020-07-31 22:50:43+00:00,18,0,0,active,1,211,,,2020-07-31 23:01:45,2020
184,212,0,True,True,True,False,2020-07-31 23:00:32+00:00,18,0,0,active,15,212,,,2020-07-31 23:01:45,2020
185,213,0,True,True,True,True,2020-07-31 22:24:18+00:00,3,0,0,active,13,213,,,2020-07-31 23:01:45,2020
186,214,0,True,True,True,False,2020-07-31 22:38:51+00:00,0,0,0,active,15,214,,,2020-07-31 23:01:45,2020
187,215,0,True,True,True,False,2020-07-31 22:57:42+00:00,8,0,0,active,7,215,,,2020-07-31 23:01:45,2020
188,216,0,True,True,True,False,2020-07-31 08:26:03+00:00,16,0,0,active,3,216,,,2020-07-31 23:01:45,2020
189,217,0,True,True,True,False,2020-07-31 22:38:31+00:00,5,0,0,active,14,217,,,2020-07-31 23:01:45,2020
190,218,0,True,True,True,False,2020-07-31 22:48:54+00:00,15,0,0,active,0,218,,,2020-07-31 23:01:45,2020
191,219,0,True,True,True,False,2020-07-31 22:04:27+00:00,9,0,1,active,5,219,,,2020-07-31 23:01:45,2020
192,221,0,True,True,True,False,2020-07-31 23:01:13+00:00,8,0,0,active,11,221,,,2020-07-31 23:01:45,2020
193,222,0,True,True,True,True,2020-07-31 22:54:13+00:00,0,0,0,active,14,222,,,2020-07-31 23:01:45,2020
194,224,0,True,True,True,False,2020-07-31 23:00:24+00:00,15,0,1,active,1,224,,,2020-07-31 23:01:45,2020
195,225,0,True,True,True,False,2020-07-31 23:01:35+00:00,11,0,0,active,8,225,,,2020-07-31 23:01:45,2020
196,226,0,True,True,True,False,2020-07-31 22:54:04+00:00,7,0,1,active,7,226,,,2020-07-31 23:01:45,2020
197,227,0,True,True,True,False,2020-07-31 22:59:39+00:00,5,0,0,active,14,227,,,2020-07-31 23:01:45,2020
198,228,0,True,True,True,False,2020-07-31 22:27:07+00:00,11,0,0,active,8,228,,,2020-07-31 23:01:45,2020
199,232,0,True,True,True,False,2020-07-31 08:16:55+00:00,4,0,0,active,7,232,,,2020-07-31 23:01:45,2020
200,233,0,True,True,True,False,2020-07-31 22:56:56+00:00,9,0,2,active,4,233,,,2020-07-31 23:01:45,2020
201,234,0,True,True,True,False,2020-07-31 21:15:05+00:00,5,0,0,active,10,234,,,2020-07-31 23:01:45,2020
202,235,0,True,True,True,False,2020-07-31 22:05:49+00:00,10,0,0,active,5,235,,,2020-07-31 23:01:45,2020
203,236,0,True,True,True,False,2020-07-31 22:57:22+00:00,6,0,0,active,9,236,,,2020-07-31 23:01:45,2020
204,239,0,True,True,True,False,2020-07-31 22:13:40+00:00,1,0,1,active,13,239,,,2020-07-31 23:01:45,2020
205,255,0,True,True,True,False,2020-07-31 21:41:07+00:00,12,0,0,active,3,255,,,2020-07-31 23:01:45,2020
206,258,0,True,True,True,False,2020-07-31 22:58:49+00:00,11,0,0,active,4,258,,,2020-07-31 23:01:45,2020
207,259,0,True,True,True,False,2020-07-31 08:31:40+00:00,0,0,0,active,15,259,,,2020-07-31 23:01:45,2020
208,260,0,True,True,True,False,2020-07-31 21:57:10+00:00,7,0,0,active,8,260,,,2020-07-31 23:01:45,2020
209,271,0,True,True,True,False,2020-07-31 21:22:43+00:00,0,0,0,active,15,271,,,2020-07-31 23:01:45,2020
210,272,0,True,True,True,False,2020-07-31 22:36:37+00:00,7,0,2,active,10,272,,,2020-07-31 23:01:45,2020
211,273,0,True,True,True,False,2020-07-31 22:55:40+00:00,28,0,0,active,12,273,,,2020-07-31 23:01:45,2020
212,279,0,True,True,True,False,2020-07-31 22:36:34+00:00,8,0,0,active,11,279,,,2020-07-31 23:01:45,2020
213,280,0,True,True,True,False,2020-07-31 23:00:52+00:00,5,0,1,active,13,280,,,2020-07-31 23:01:45,2020
214,282,0,True,True,True,False,2020-07-31 22:41:13+00:00,8,0,3,active,4,282,,,2020-07-31 23:01:45,2020
215,296,0,True,True,True,False,2020-07-31 23:01:11+00:00,12,0,0,active,11,296,,,2020-07-31 23:01:45,2020
216,318,0,True,True,True,False,2020-07-31 22:57:21+00:00,9,0,0,active,10,318,,,2020-07-31 23:01:45,2020
217,319,0,True,True,True,False,2020-07-31 22:41:37+00:00,7,0,0,active,18,319,,,2020-07-31 23:01:45,2020
218,327,0,True,True,True,False,2020-07-31 22:14:41+00:00,2,0,0,active,13,327,,,2020-07-31 23:01:45,2020
219,328,0,True,True,True,False,2020-07-31 22:42:25+00:00,7,0,0,active,8,328,,,2020-07-31 23:01:45,2020
