,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,12,3,0,True,active,3,2020-07-31 14:17:20+00:00,0,3,True,,,2020-07-31 14:21:00,2020
1,0,True,True,11,4,0,True,active,8,2020-07-31 14:02:22+00:00,0,4,False,,,2020-07-31 14:21:00,2020
2,0,True,True,13,5,0,True,active,2,2020-07-31 14:04:16+00:00,0,5,False,,,2020-07-31 14:21:00,2020
3,0,True,True,2,6,0,True,active,13,2020-07-31 14:11:14+00:00,0,6,False,,,2020-07-31 14:21:00,2020
4,1,True,True,2,7,0,True,active,12,2020-07-31 13:52:47+00:00,0,7,False,,,2020-07-31 14:21:00,2020
5,2,True,True,13,8,0,True,active,4,2020-07-31 14:11:20+00:00,0,8,False,,,2020-07-31 14:21:00,2020
6,0,True,True,1,9,0,True,active,14,2020-07-31 14:17:03+00:00,0,9,False,,,2020-07-31 14:21:00,2020
7,0,True,True,2,10,0,True,active,9,2020-07-31 13:46:57+00:00,0,10,False,,,2020-07-31 14:21:00,2020
8,0,True,True,8,11,0,True,active,7,2020-07-31 14:20:23+00:00,0,11,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'off_dock_capacity': 50, 'off_dock_count': 67, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-31 14:21:00,2020
9,2,True,True,13,12,0,True,active,3,2020-07-31 14:05:59+00:00,0,12,True,,,2020-07-31 14:21:00,2020
10,0,True,True,6,13,0,True,active,13,2020-07-31 13:49:08+00:00,0,13,False,,,2020-07-31 14:21:00,2020
11,0,True,True,11,14,0,True,active,14,2020-07-31 13:55:16+00:00,0,14,False,,,2020-07-31 14:21:00,2020
12,2,True,True,4,15,0,True,active,9,2020-07-31 14:09:42+00:00,0,15,False,,,2020-07-31 14:21:00,2020
13,1,True,True,18,16,0,True,active,0,2020-07-31 14:15:39+00:00,0,16,True,,,2020-07-31 14:21:00,2020
14,0,True,True,6,17,0,True,active,9,2020-07-31 13:59:14+00:00,0,17,False,,,2020-07-31 14:21:00,2020
15,0,True,True,9,19,0,True,active,6,2020-07-31 13:51:43+00:00,0,19,False,,,2020-07-31 14:21:00,2020
16,0,True,True,7,20,0,True,active,16,2020-07-31 14:14:55+00:00,0,20,True,,,2020-07-31 14:21:00,2020
17,0,True,True,9,21,0,True,active,9,2020-07-31 14:03:37+00:00,0,21,True,,,2020-07-31 14:21:00,2020
18,1,True,True,39,22,0,True,active,7,2020-07-31 14:13:16+00:00,0,22,True,,,2020-07-31 14:21:00,2020
19,0,True,True,12,23,0,True,active,9,2020-07-31 14:07:52+00:00,0,23,True,,,2020-07-31 14:21:00,2020
20,0,True,True,9,24,0,True,active,10,2020-07-31 13:55:29+00:00,0,24,False,,,2020-07-31 14:21:00,2020
21,1,True,True,4,25,0,True,active,10,2020-07-31 14:09:46+00:00,0,25,False,,,2020-07-31 14:21:00,2020
22,3,True,True,11,26,0,True,active,1,2020-07-31 13:04:13+00:00,0,26,False,,,2020-07-31 14:21:00,2020
23,2,True,True,9,27,0,True,active,12,2020-07-31 14:19:17+00:00,0,27,False,,,2020-07-31 14:21:00,2020
24,0,True,True,8,29,0,True,active,7,2020-07-31 13:12:55+00:00,0,29,False,,,2020-07-31 14:21:00,2020
25,0,True,True,1,30,0,True,active,14,2020-07-31 13:56:17+00:00,0,30,False,,,2020-07-31 14:21:00,2020
26,1,True,True,2,31,0,True,active,16,2020-07-31 13:25:28+00:00,0,31,True,,,2020-07-31 14:21:00,2020
27,2,True,True,12,32,0,True,active,1,2020-07-31 13:48:59+00:00,0,32,False,,,2020-07-31 14:21:00,2020
28,0,True,True,8,33,0,True,active,19,2020-07-31 14:15:22+00:00,0,33,False,,,2020-07-31 14:21:00,2020
29,0,True,True,5,35,0,True,active,18,2020-07-31 14:17:33+00:00,0,35,False,,,2020-07-31 14:21:00,2020
30,0,True,True,30,36,0,True,active,3,2020-07-31 13:52:23+00:00,0,36,True,,,2020-07-31 14:21:00,2020
31,0,True,True,14,37,0,True,active,1,2020-07-31 08:51:14+00:00,0,37,True,,,2020-07-31 14:21:00,2020
32,1,True,True,7,39,0,True,active,15,2020-07-31 14:16:37+00:00,0,39,False,,,2020-07-31 14:21:00,2020
33,0,True,True,5,40,0,True,active,14,2020-07-31 14:13:47+00:00,0,40,False,,,2020-07-31 14:21:00,2020
34,1,True,True,7,41,0,True,active,19,2020-07-31 14:15:15+00:00,0,41,True,,,2020-07-31 14:21:00,2020
35,1,True,True,10,42,0,True,active,12,2020-07-31 14:08:57+00:00,0,42,False,,,2020-07-31 14:21:00,2020
36,0,True,True,9,43,0,True,active,6,2020-07-31 13:00:06+00:00,0,43,True,,,2020-07-31 14:21:00,2020
37,0,True,True,1,44,0,True,active,22,2020-07-31 13:53:20+00:00,0,44,False,,,2020-07-31 14:21:00,2020
38,0,True,True,11,46,0,True,active,8,2020-07-31 14:18:18+00:00,0,46,False,,,2020-07-31 14:21:00,2020
39,0,True,True,18,47,0,True,active,1,2020-07-31 14:05:56+00:00,0,47,True,,,2020-07-31 14:21:00,2020
40,0,True,True,8,48,0,True,active,11,2020-07-31 13:29:59+00:00,0,48,False,,,2020-07-31 14:21:00,2020
41,0,True,True,15,49,0,True,active,3,2020-07-31 14:18:46+00:00,0,49,False,,,2020-07-31 14:21:00,2020
42,0,True,True,6,50,0,True,active,9,2020-07-31 13:58:48+00:00,0,50,True,,,2020-07-31 14:21:00,2020
43,2,True,True,12,51,0,True,active,1,2020-07-31 14:14:40+00:00,0,51,False,,,2020-07-31 14:21:00,2020
44,1,True,True,21,52,0,True,active,1,2020-07-31 14:13:11+00:00,0,52,True,,,2020-07-31 14:21:00,2020
45,0,True,True,12,53,0,True,active,7,2020-07-31 14:09:34+00:00,0,53,False,,,2020-07-31 14:21:00,2020
46,0,True,True,13,54,0,True,active,2,2020-07-31 14:06:16+00:00,0,54,False,,,2020-07-31 14:21:00,2020
47,0,True,True,5,55,0,True,active,10,2020-07-31 13:59:26+00:00,0,55,False,,,2020-07-31 14:21:00,2020
48,0,True,True,8,56,0,True,active,10,2020-07-31 14:10:51+00:00,0,56,True,,,2020-07-31 14:21:00,2020
49,0,True,True,4,57,0,True,active,10,2020-07-31 14:20:39+00:00,0,57,True,,,2020-07-31 14:21:00,2020
50,0,True,True,16,58,0,True,active,3,2020-07-31 14:20:09+00:00,0,58,True,,,2020-07-31 14:21:00,2020
51,0,True,True,5,59,0,True,active,14,2020-07-31 13:55:23+00:00,0,59,True,,,2020-07-31 14:21:00,2020
52,0,True,True,14,60,0,True,active,5,2020-07-31 14:09:43+00:00,0,60,False,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 63, 'off_dock_capacity': 40, 'off_dock_count': 17, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-31 14:21:00,2020
53,0,True,True,15,61,0,True,active,4,2020-07-31 13:23:57+00:00,0,61,False,,,2020-07-31 14:21:00,2020
54,0,True,True,6,63,0,True,active,9,2020-07-31 11:35:43+00:00,0,63,False,,,2020-07-31 14:21:00,2020
55,1,True,True,2,64,0,True,active,16,2020-07-31 14:07:28+00:00,0,64,False,,,2020-07-31 14:21:00,2020
56,0,True,True,17,65,0,True,active,6,2020-07-31 12:55:24+00:00,0,65,False,,,2020-07-31 14:21:00,2020
57,0,True,True,15,66,0,True,active,0,2020-07-31 13:50:03+00:00,0,66,False,,,2020-07-31 14:21:00,2020
58,1,True,True,18,67,0,True,active,8,2020-07-31 14:15:22+00:00,0,67,True,,,2020-07-31 14:21:00,2020
59,0,True,True,6,68,0,True,active,13,2020-07-31 14:12:11+00:00,0,68,True,,,2020-07-31 14:21:00,2020
60,0,True,True,17,69,0,True,active,2,2020-07-31 14:20:18+00:00,0,69,True,,,2020-07-31 14:21:00,2020
61,0,True,True,12,70,0,True,active,11,2020-07-31 13:37:40+00:00,0,70,False,,,2020-07-31 14:21:00,2020
62,0,True,True,5,71,0,True,active,18,2020-07-31 14:15:46+00:00,0,71,False,,,2020-07-31 14:21:00,2020
