,is_returning,is_installed,is_renting,eightd_has_available_keys,station_id,num_docks_disabled,num_ebikes_available,last_reported,station_status,num_docks_available,num_bikes_disabled,num_bikes_available,legacy_id,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,False,3,0,0,2020-08-11 00:32:56+00:00,active,15,0,0,3,2020-08-11 00:40:45,2020
1,True,True,True,False,4,0,0,2020-08-11 00:08:57+00:00,active,9,0,10,4,2020-08-11 00:40:45,2020
2,True,True,True,False,5,0,0,2020-08-11 00:30:20+00:00,active,10,0,5,5,2020-08-11 00:40:45,2020
3,True,True,True,False,6,0,0,2020-08-11 00:35:01+00:00,active,8,2,5,6,2020-08-11 00:40:45,2020
4,True,True,True,False,7,0,0,2020-08-11 00:30:51+00:00,active,3,0,12,7,2020-08-11 00:40:45,2020
5,True,True,True,False,8,0,0,2020-08-11 00:37:17+00:00,active,1,2,16,8,2020-08-11 00:40:45,2020
6,True,True,True,False,9,0,0,2020-08-11 00:11:31+00:00,active,0,0,15,9,2020-08-11 00:40:45,2020
7,True,True,True,False,10,0,0,2020-08-11 00:30:31+00:00,active,7,0,4,10,2020-08-11 00:40:45,2020
8,True,True,True,False,11,0,0,2020-08-11 00:31:25+00:00,active,15,0,0,11,2020-08-11 00:40:45,2020
9,True,True,True,True,12,0,0,2020-08-11 00:27:50+00:00,active,9,1,8,12,2020-08-11 00:40:45,2020
10,True,True,True,False,13,0,0,2020-08-10 23:33:24+00:00,active,18,0,1,13,2020-08-11 00:40:45,2020
11,True,True,True,False,14,0,0,2020-08-10 22:40:42+00:00,active,25,0,0,14,2020-08-11 00:40:45,2020
12,True,True,True,False,15,0,0,2020-08-10 23:44:01+00:00,active,0,0,15,15,2020-08-11 00:40:45,2020
13,True,True,True,True,16,0,0,2020-08-11 00:20:11+00:00,active,12,0,7,16,2020-08-11 00:40:45,2020
14,True,True,True,False,17,0,0,2020-08-10 23:41:06+00:00,active,11,1,3,17,2020-08-11 00:40:45,2020
15,True,True,True,False,19,0,0,2020-08-11 00:26:12+00:00,active,6,0,9,19,2020-08-11 00:40:45,2020
16,True,True,True,True,20,0,0,2020-08-11 00:30:26+00:00,active,12,3,8,20,2020-08-11 00:40:45,2020
17,True,True,True,True,21,0,0,2020-08-11 00:05:23+00:00,active,13,0,5,21,2020-08-11 00:40:45,2020
18,True,True,True,True,22,0,0,2020-08-10 23:42:53+00:00,active,37,2,8,22,2020-08-11 00:40:45,2020
19,True,True,True,False,23,0,0,2020-08-10 23:52:14+00:00,active,17,0,4,23,2020-08-11 00:40:45,2020
20,True,True,True,False,24,0,0,2020-08-10 23:41:59+00:00,active,15,1,3,24,2020-08-11 00:40:45,2020
21,True,True,True,False,25,0,0,2020-08-11 00:38:44+00:00,active,6,2,7,25,2020-08-11 00:40:45,2020
22,True,True,True,False,26,0,0,2020-08-11 00:33:31+00:00,active,6,1,8,26,2020-08-11 00:40:45,2020
23,True,True,True,False,27,0,0,2020-08-11 00:39:17+00:00,active,5,1,17,27,2020-08-11 00:40:45,2020
24,True,True,True,False,29,0,0,2020-08-10 21:21:39+00:00,active,8,1,6,29,2020-08-11 00:40:45,2020
25,True,True,True,False,30,0,0,2020-08-11 00:23:17+00:00,active,15,0,0,30,2020-08-11 00:40:45,2020
26,True,True,True,True,31,0,0,2020-08-11 00:23:37+00:00,active,16,1,2,31,2020-08-11 00:40:45,2020
27,True,True,True,False,32,0,0,2020-08-11 00:36:00+00:00,active,13,0,2,32,2020-08-11 00:40:45,2020
28,True,True,True,False,33,0,0,2020-08-11 00:19:55+00:00,active,20,0,7,33,2020-08-11 00:40:45,2020
29,True,True,True,False,35,0,0,2020-08-10 23:44:02+00:00,active,12,0,11,35,2020-08-11 00:40:45,2020
30,True,True,True,True,36,0,0,2020-08-11 00:34:40+00:00,active,22,0,11,36,2020-08-11 00:40:45,2020
31,True,True,True,True,37,0,0,2020-08-10 23:35:32+00:00,active,7,0,8,37,2020-08-11 00:40:45,2020
32,True,True,True,False,39,0,0,2020-08-11 00:28:32+00:00,active,20,0,3,39,2020-08-11 00:40:45,2020
33,True,True,True,False,40,0,0,2020-08-11 00:34:15+00:00,active,2,0,17,40,2020-08-11 00:40:45,2020
34,True,True,True,True,41,0,0,2020-08-11 00:40:09+00:00,active,18,2,7,41,2020-08-11 00:40:45,2020
35,True,True,True,False,42,0,0,2020-08-11 00:29:50+00:00,active,11,4,8,42,2020-08-11 00:40:45,2020
36,True,True,True,True,43,0,0,2020-08-11 00:35:39+00:00,active,11,0,4,43,2020-08-11 00:40:45,2020
37,True,True,True,False,44,0,0,2020-08-11 00:00:56+00:00,active,14,1,8,44,2020-08-11 00:40:45,2020
38,True,True,True,False,46,0,0,2020-08-11 00:36:20+00:00,active,3,0,16,46,2020-08-11 00:40:45,2020
39,True,True,True,True,47,0,0,2020-08-11 00:37:16+00:00,active,13,1,5,47,2020-08-11 00:40:45,2020
40,True,True,True,False,48,0,0,2020-08-10 23:55:14+00:00,active,16,0,3,48,2020-08-11 00:40:45,2020
41,True,True,True,False,49,0,0,2020-08-11 00:05:17+00:00,active,5,1,12,49,2020-08-11 00:40:45,2020
42,True,True,True,True,50,0,0,2020-08-11 00:39:40+00:00,active,7,0,8,50,2020-08-11 00:40:45,2020
43,True,True,True,False,51,0,0,2020-08-11 00:23:10+00:00,active,12,0,3,51,2020-08-11 00:40:45,2020
44,True,True,True,True,52,0,0,2020-08-11 00:37:42+00:00,active,12,0,11,52,2020-08-11 00:40:45,2020
45,True,True,True,False,53,0,0,2020-08-11 00:40:00+00:00,active,2,0,17,53,2020-08-11 00:40:45,2020
46,True,True,True,False,54,0,0,2020-08-11 00:16:44+00:00,active,12,0,3,54,2020-08-11 00:40:45,2020
47,True,True,True,False,55,0,0,2020-08-11 00:28:36+00:00,active,4,1,10,55,2020-08-11 00:40:45,2020
48,True,True,True,True,56,0,0,2020-08-11 00:33:34+00:00,active,12,1,5,56,2020-08-11 00:40:45,2020
49,True,True,True,True,57,0,0,2020-08-11 00:39:19+00:00,active,6,0,8,57,2020-08-11 00:40:45,2020
50,True,True,True,True,58,0,0,2020-08-11 00:19:27+00:00,active,11,4,4,58,2020-08-11 00:40:45,2020
51,True,True,True,True,59,0,0,2020-08-11 00:02:13+00:00,active,18,0,1,59,2020-08-11 00:40:45,2020
52,True,True,True,False,60,0,0,2020-08-11 00:38:45+00:00,active,17,0,2,60,2020-08-11 00:40:45,2020
53,True,True,True,False,61,0,0,2020-08-11 00:32:22+00:00,active,12,2,5,61,2020-08-11 00:40:45,2020
54,True,True,True,False,63,0,0,2020-08-10 22:55:41+00:00,active,9,2,4,63,2020-08-11 00:40:45,2020
55,True,True,True,False,64,0,0,2020-08-11 00:11:36+00:00,active,12,0,7,64,2020-08-11 00:40:45,2020
56,True,True,True,False,65,0,0,2020-08-10 23:13:48+00:00,active,19,0,4,65,2020-08-11 00:40:45,2020
57,True,True,True,False,66,0,0,2020-08-11 00:31:44+00:00,active,0,0,15,66,2020-08-11 00:40:45,2020
58,True,True,True,True,67,0,0,2020-08-11 00:38:41+00:00,active,17,1,9,67,2020-08-11 00:40:45,2020
59,True,True,True,True,68,0,0,2020-08-11 00:40:08+00:00,active,8,1,10,68,2020-08-11 00:40:45,2020
60,True,True,True,True,69,0,0,2020-08-11 00:28:42+00:00,active,13,1,5,69,2020-08-11 00:40:45,2020
61,True,True,True,False,70,0,0,2020-08-10 23:49:12+00:00,active,1,0,22,70,2020-08-11 00:40:45,2020
62,True,True,True,False,71,0,0,2020-08-10 23:38:22+00:00,active,0,0,23,71,2020-08-11 00:40:45,2020
63,True,True,True,False,72,0,0,2020-08-11 00:26:05+00:00,active,22,0,1,72,2020-08-11 00:40:45,2020
64,True,True,True,False,73,0,0,2020-08-11 00:37:29+00:00,active,10,0,5,73,2020-08-11 00:40:45,2020
65,True,True,True,True,74,0,0,2020-08-11 00:39:57+00:00,active,12,1,6,74,2020-08-11 00:40:45,2020
66,True,True,True,False,75,0,0,2020-08-11 00:02:28+00:00,active,13,0,2,75,2020-08-11 00:40:45,2020
67,True,True,True,False,76,0,0,2020-08-11 00:39:55+00:00,active,9,0,8,76,2020-08-11 00:40:45,2020
68,True,True,True,False,77,0,0,2020-08-11 00:31:56+00:00,active,9,1,5,77,2020-08-11 00:40:45,2020
69,True,True,True,False,78,0,0,2020-08-11 00:30:53+00:00,active,18,0,1,78,2020-08-11 00:40:45,2020
70,True,True,True,False,79,0,0,2020-08-11 00:24:31+00:00,active,4,3,12,79,2020-08-11 00:40:45,2020
71,True,True,True,False,80,0,0,2020-08-11 00:40:11+00:00,active,23,0,12,80,2020-08-11 00:40:45,2020
72,True,True,True,False,81,0,0,2020-08-11 00:30:57+00:00,active,13,0,6,81,2020-08-11 00:40:45,2020
73,True,True,True,False,82,0,0,2020-08-11 00:20:22+00:00,active,15,0,0,82,2020-08-11 00:40:45,2020
74,True,True,True,False,84,0,0,2020-08-11 00:38:51+00:00,active,10,1,4,84,2020-08-11 00:40:45,2020
75,True,True,True,False,85,0,0,2020-08-10 22:44:45+00:00,active,19,0,0,85,2020-08-11 00:40:45,2020
76,True,True,True,False,86,0,0,2020-08-11 00:36:46+00:00,active,12,0,7,86,2020-08-11 00:40:45,2020
77,True,True,True,False,87,0,0,2020-08-11 00:32:47+00:00,active,7,0,8,87,2020-08-11 00:40:45,2020
78,True,True,True,False,89,0,0,2020-08-11 00:29:53+00:00,active,12,0,7,89,2020-08-11 00:40:45,2020
79,True,True,True,False,90,0,0,2020-08-11 00:31:56+00:00,active,1,1,17,90,2020-08-11 00:40:45,2020
80,True,True,True,False,91,0,0,2020-08-11 00:36:25+00:00,active,15,1,3,91,2020-08-11 00:40:45,2020
81,True,True,True,False,92,0,0,2020-08-11 00:39:53+00:00,active,5,0,14,92,2020-08-11 00:40:45,2020
82,True,True,True,False,93,0,0,2020-08-10 22:20:21+00:00,active,2,1,12,93,2020-08-11 00:40:45,2020
83,True,True,True,False,94,0,0,2020-08-10 23:17:34+00:00,active,11,0,0,94,2020-08-11 00:40:45,2020
84,True,True,True,False,95,0,0,2020-08-11 00:22:49+00:00,active,11,1,3,95,2020-08-11 00:40:45,2020
85,True,True,True,False,96,0,0,2020-08-11 00:23:02+00:00,active,0,0,19,96,2020-08-11 00:40:45,2020
86,True,True,True,False,97,0,0,2020-08-11 00:24:34+00:00,active,3,0,16,97,2020-08-11 00:40:45,2020
87,True,True,True,False,98,0,0,2020-08-11 00:30:32+00:00,active,9,0,14,98,2020-08-11 00:40:45,2020
88,True,True,True,False,99,0,0,2020-08-11 00:13:08+00:00,active,8,0,7,99,2020-08-11 00:40:45,2020
89,True,True,True,True,100,0,0,2020-08-11 00:22:14+00:00,active,9,1,15,100,2020-08-11 00:40:45,2020
90,True,True,True,False,101,0,0,2020-08-11 00:19:55+00:00,active,1,1,13,101,2020-08-11 00:40:45,2020
91,True,True,True,False,102,0,0,2020-08-11 00:30:14+00:00,active,13,0,2,102,2020-08-11 00:40:45,2020
92,True,True,True,False,103,0,0,2020-08-11 00:32:51+00:00,active,5,0,10,103,2020-08-11 00:40:45,2020
93,True,True,True,False,104,0,0,2020-08-11 00:21:01+00:00,active,12,0,7,104,2020-08-11 00:40:45,2020
94,True,True,True,False,105,0,0,2020-08-11 00:39:49+00:00,active,10,2,7,105,2020-08-11 00:40:45,2020
95,True,True,True,False,106,0,0,2020-08-10 23:29:51+00:00,active,8,1,6,106,2020-08-11 00:40:45,2020
96,True,True,True,False,107,0,0,2020-08-11 00:18:27+00:00,active,17,2,0,107,2020-08-11 00:40:45,2020
97,True,True,True,False,108,0,0,2020-08-11 00:13:32+00:00,active,8,0,9,108,2020-08-11 00:40:45,2020
98,True,True,True,False,109,0,0,2020-08-10 19:44:36+00:00,active,27,1,7,109,2020-08-11 00:40:45,2020
99,True,True,True,False,110,0,0,2020-08-11 00:28:33+00:00,active,13,0,2,110,2020-08-11 00:40:45,2020
100,True,True,True,False,111,0,0,2020-08-11 00:36:25+00:00,active,7,0,8,111,2020-08-11 00:40:45,2020
101,True,True,True,False,112,0,0,2020-08-11 00:23:13+00:00,active,6,0,9,112,2020-08-11 00:40:45,2020
102,True,True,True,False,113,0,0,2020-08-11 00:23:31+00:00,active,4,1,10,113,2020-08-11 00:40:45,2020
103,True,True,True,False,114,0,0,2020-08-10 23:38:32+00:00,active,12,1,2,114,2020-08-11 00:40:45,2020
104,True,True,True,False,115,0,0,2020-08-11 00:16:38+00:00,active,1,0,18,115,2020-08-11 00:40:45,2020
105,True,True,True,False,116,0,0,2020-08-11 00:39:25+00:00,active,9,0,14,116,2020-08-11 00:40:45,2020
106,True,True,True,False,117,0,0,2020-08-11 00:00:13+00:00,active,5,0,14,117,2020-08-11 00:40:45,2020
107,True,True,True,False,118,0,0,2020-08-11 00:18:20+00:00,active,3,1,15,118,2020-08-11 00:40:45,2020
108,True,True,True,False,119,0,0,2020-08-11 00:29:34+00:00,active,14,0,1,119,2020-08-11 00:40:45,2020
109,True,True,True,False,120,0,0,2020-08-11 00:30:44+00:00,active,1,4,10,120,2020-08-11 00:40:45,2020
110,True,True,True,False,121,0,0,2020-08-11 00:13:14+00:00,active,11,0,6,121,2020-08-11 00:40:45,2020
111,True,True,True,False,122,0,0,2020-08-11 00:33:15+00:00,active,5,0,10,122,2020-08-11 00:40:45,2020
112,True,True,True,False,124,0,0,2020-08-10 18:29:29+00:00,active,3,0,12,124,2020-08-11 00:40:45,2020
113,True,True,True,False,125,0,0,2020-08-11 00:32:28+00:00,active,12,0,3,125,2020-08-11 00:40:45,2020
114,True,True,True,False,126,0,0,2020-08-11 00:01:29+00:00,active,10,0,5,126,2020-08-11 00:40:45,2020
115,True,True,True,False,128,0,0,2020-08-10 23:00:26+00:00,active,7,0,12,128,2020-08-11 00:40:45,2020
116,True,True,True,False,129,0,0,2020-08-10 22:26:57+00:00,active,7,0,12,129,2020-08-11 00:40:45,2020
117,True,True,True,False,130,0,0,2020-08-11 00:33:56+00:00,active,5,0,10,130,2020-08-11 00:40:45,2020
118,True,True,True,False,131,0,0,2020-08-11 00:31:54+00:00,active,1,0,17,131,2020-08-11 00:40:45,2020
119,True,True,True,False,133,0,0,2020-08-11 00:25:09+00:00,active,3,2,18,133,2020-08-11 00:40:45,2020
120,True,True,True,False,135,0,0,2020-08-11 00:11:39+00:00,active,12,1,4,135,2020-08-11 00:40:45,2020
121,True,True,True,False,136,0,0,2020-08-11 00:39:52+00:00,active,12,1,6,136,2020-08-11 00:40:45,2020
122,True,True,True,False,137,0,0,2020-08-11 00:31:03+00:00,active,3,0,12,137,2020-08-11 00:40:45,2020
123,True,True,True,False,138,0,0,2020-08-11 00:00:12+00:00,active,1,2,12,138,2020-08-11 00:40:45,2020
124,True,True,True,False,139,0,0,2020-08-11 00:11:29+00:00,active,13,1,5,139,2020-08-11 00:40:45,2020
125,True,True,True,False,140,0,0,2020-08-11 00:22:55+00:00,active,4,1,12,140,2020-08-11 00:40:45,2020
126,True,True,True,False,141,0,0,2020-08-11 00:27:22+00:00,active,11,0,4,141,2020-08-11 00:40:45,2020
127,True,True,True,False,142,0,0,2020-08-11 00:36:38+00:00,active,5,0,18,142,2020-08-11 00:40:45,2020
128,True,True,True,False,143,0,0,2020-08-11 00:29:38+00:00,active,5,0,18,143,2020-08-11 00:40:45,2020
129,True,True,True,False,144,0,0,2020-08-11 00:35:41+00:00,active,5,0,14,144,2020-08-11 00:40:45,2020
130,True,True,True,False,145,0,0,2020-08-10 23:50:40+00:00,active,5,0,14,145,2020-08-11 00:40:45,2020
131,True,True,True,False,146,0,0,2020-08-11 00:22:11+00:00,active,15,3,1,146,2020-08-11 00:40:45,2020
132,True,True,True,True,149,0,0,2020-08-11 00:38:51+00:00,active,5,0,13,149,2020-08-11 00:40:45,2020
133,True,True,True,False,150,0,0,2020-08-10 23:59:34+00:00,active,7,1,11,150,2020-08-11 00:40:45,2020
134,True,True,True,False,151,0,0,2020-08-11 00:26:50+00:00,active,16,0,3,151,2020-08-11 00:40:45,2020
135,True,True,True,True,152,0,0,2020-08-11 00:37:13+00:00,active,1,0,14,152,2020-08-11 00:40:45,2020
136,True,True,True,False,156,0,0,2020-08-11 00:02:15+00:00,active,14,0,1,156,2020-08-11 00:40:45,2020
137,True,True,True,False,157,0,0,2020-08-11 00:39:34+00:00,active,6,1,8,157,2020-08-11 00:40:45,2020
138,True,True,True,False,159,0,0,2020-08-11 00:37:13+00:00,active,9,1,5,159,2020-08-11 00:40:45,2020
