,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,13,3,0,True,active,2,2020-07-30 23:22:53+00:00,0,3,True,,,2020-07-30 23:23:05,2020
1,1,True,True,1,4,0,True,active,17,2020-07-30 23:19:32+00:00,0,4,False,,,2020-07-30 23:23:05,2020
2,0,True,True,3,5,0,True,active,12,2020-07-30 23:22:03+00:00,0,5,False,,,2020-07-30 23:23:05,2020
3,0,True,True,5,6,0,True,active,10,2020-07-30 23:22:56+00:00,0,6,False,,,2020-07-30 23:23:05,2020
4,1,True,True,1,7,0,True,active,13,2020-07-30 23:16:40+00:00,0,7,False,,,2020-07-30 23:23:05,2020
5,2,True,True,11,8,0,True,active,6,2020-07-30 23:14:18+00:00,0,8,False,,,2020-07-30 23:23:05,2020
6,0,True,True,5,9,0,True,active,10,2020-07-30 23:19:23+00:00,0,9,False,,,2020-07-30 23:23:05,2020
7,0,True,True,9,10,0,True,active,2,2020-07-30 23:22:04+00:00,0,10,False,,,2020-07-30 23:23:05,2020
8,0,True,True,14,11,0,True,active,1,2020-07-30 23:21:41+00:00,0,11,False,,,2020-07-30 23:23:05,2020
9,1,True,True,12,12,0,True,active,5,2020-07-30 23:22:44+00:00,0,12,True,,,2020-07-30 23:23:05,2020
10,0,True,True,19,13,0,True,active,0,2020-07-30 22:53:47+00:00,0,13,False,,,2020-07-30 23:23:05,2020
11,0,True,True,25,14,0,True,active,0,2020-07-30 22:59:38+00:00,0,14,False,,,2020-07-30 23:23:05,2020
12,1,True,True,3,15,0,True,active,11,2020-07-30 23:09:54+00:00,0,15,False,,,2020-07-30 23:23:05,2020
13,2,True,True,8,16,0,True,active,9,2020-07-30 22:51:00+00:00,0,16,True,,,2020-07-30 23:23:05,2020
14,0,True,True,8,17,0,True,active,7,2020-07-30 23:10:53+00:00,0,17,False,,,2020-07-30 23:23:05,2020
15,1,True,True,8,19,0,True,active,6,2020-07-30 23:09:36+00:00,0,19,False,,,2020-07-30 23:23:05,2020
16,0,True,True,17,20,0,True,active,6,2020-07-30 23:22:20+00:00,0,20,True,,,2020-07-30 23:23:05,2020
17,1,True,True,11,21,0,True,active,6,2020-07-30 23:22:22+00:00,0,21,True,,,2020-07-30 23:23:05,2020
18,0,True,True,38,22,0,True,active,9,2020-07-30 23:12:53+00:00,0,22,True,,,2020-07-30 23:23:05,2020
19,0,True,True,17,23,0,True,active,4,2020-07-30 23:08:45+00:00,0,23,True,,,2020-07-30 23:23:05,2020
20,0,True,True,1,24,0,True,active,18,2020-07-30 23:19:45+00:00,0,24,False,,,2020-07-30 23:23:05,2020
21,0,True,True,6,25,0,True,active,9,2020-07-30 23:20:14+00:00,0,25,False,,,2020-07-30 23:23:05,2020
22,2,True,True,11,26,0,True,active,2,2020-07-30 23:21:27+00:00,0,26,False,,,2020-07-30 23:23:05,2020
23,2,True,True,8,27,0,True,active,13,2020-07-30 23:19:58+00:00,0,27,False,,,2020-07-30 23:23:05,2020
24,0,True,True,6,29,0,True,active,9,2020-07-30 21:18:48+00:00,0,29,False,,,2020-07-30 23:23:05,2020
25,0,True,True,15,30,0,True,active,0,2020-07-30 23:15:33+00:00,0,30,False,,,2020-07-30 23:23:05,2020
26,1,True,True,1,31,0,True,active,17,2020-07-30 23:18:16+00:00,0,31,True,,,2020-07-30 23:23:05,2020
27,2,True,True,6,32,0,True,active,7,2020-07-30 23:15:02+00:00,0,32,False,,,2020-07-30 23:23:05,2020
28,0,True,True,2,33,0,True,active,25,2020-07-30 23:05:01+00:00,0,33,False,,,2020-07-30 23:23:05,2020
29,0,True,True,20,35,0,True,active,3,2020-07-30 23:21:26+00:00,0,35,False,,,2020-07-30 23:23:05,2020
30,0,True,True,29,36,0,True,active,4,2020-07-30 23:07:04+00:00,0,36,True,,,2020-07-30 23:23:05,2020
31,0,True,True,12,37,0,True,active,3,2020-07-30 22:57:57+00:00,0,37,True,,,2020-07-30 23:23:05,2020
32,0,True,True,23,39,0,True,active,0,2020-07-30 23:16:46+00:00,0,39,False,,,2020-07-30 23:23:05,2020
33,0,True,True,15,40,0,True,active,4,2020-07-30 23:09:11+00:00,0,40,False,,,2020-07-30 23:23:05,2020
34,1,True,True,1,41,0,True,active,25,2020-07-30 23:08:57+00:00,0,41,True,,,2020-07-30 23:23:05,2020
35,0,True,True,11,42,0,True,active,12,2020-07-30 23:16:53+00:00,0,42,False,,,2020-07-30 23:23:05,2020
