,last_reported,is_returning,num_bikes_disabled,station_id,is_renting,num_docks_disabled,num_ebikes_available,is_installed,num_bikes_available,station_status,num_docks_available,eightd_has_available_keys,legacy_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-05 13:43:21+00:00,True,0,3,True,0,0,True,9,active,6,True,3,,,2020-08-05 14:19:50,2020
1,2020-08-05 14:12:06+00:00,True,0,4,True,0,0,True,5,active,14,False,4,,,2020-08-05 14:19:50,2020
2,2020-08-05 13:52:23+00:00,True,0,5,True,0,0,True,5,active,10,False,5,,,2020-08-05 14:19:50,2020
3,2020-08-05 14:06:35+00:00,True,0,6,True,0,0,True,15,active,0,False,6,,,2020-08-05 14:19:50,2020
4,2020-08-05 14:19:20+00:00,True,0,7,True,0,0,True,12,active,3,False,7,,,2020-08-05 14:19:50,2020
5,2020-08-05 13:38:27+00:00,True,0,8,True,0,0,True,9,active,10,False,8,,,2020-08-05 14:19:50,2020
6,2020-08-05 13:56:59+00:00,True,0,9,True,0,0,True,7,active,8,False,9,,,2020-08-05 14:19:50,2020
7,2020-08-05 13:56:35+00:00,True,0,10,True,0,0,True,1,active,10,False,10,,,2020-08-05 14:19:50,2020
8,2020-08-05 14:18:06+00:00,True,0,11,True,0,0,True,10,active,5,False,11,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'valet_revision': 79, 'off_dock_count': 51, 'off_dock_capacity': 50}",2020-08-05 14:19:50,2020
9,2020-08-05 14:07:05+00:00,True,0,12,True,0,0,True,9,active,9,True,12,,,2020-08-05 14:19:50,2020
10,2020-08-05 13:55:09+00:00,True,0,13,True,0,0,True,18,active,1,False,13,,,2020-08-05 14:19:50,2020
11,2020-08-05 14:09:25+00:00,True,0,14,True,0,0,True,16,active,9,False,14,,,2020-08-05 14:19:50,2020
12,2020-08-05 13:18:48+00:00,True,0,15,True,0,0,True,7,active,8,False,15,,,2020-08-05 14:19:50,2020
13,2020-08-05 14:18:44+00:00,True,0,16,True,0,0,True,5,active,14,True,16,,,2020-08-05 14:19:50,2020
14,2020-08-05 13:46:43+00:00,True,0,17,True,0,0,True,2,active,13,False,17,,,2020-08-05 14:19:50,2020
15,2020-08-05 13:30:11+00:00,True,0,19,True,0,0,True,7,active,8,False,19,,,2020-08-05 14:19:50,2020
16,2020-08-05 14:15:48+00:00,True,0,20,True,0,0,True,15,active,8,True,20,,,2020-08-05 14:19:50,2020
17,2020-08-05 13:51:30+00:00,True,1,21,True,0,0,True,6,active,11,True,21,,,2020-08-05 14:19:50,2020
18,2020-08-05 14:03:18+00:00,True,2,22,True,0,0,True,10,active,35,True,22,,,2020-08-05 14:19:50,2020
19,2020-08-05 14:03:54+00:00,True,0,23,True,0,0,True,11,active,10,True,23,,,2020-08-05 14:19:50,2020
20,2020-08-05 13:51:42+00:00,True,0,24,True,0,0,True,4,active,15,False,24,,,2020-08-05 14:19:50,2020
21,2020-08-05 13:14:53+00:00,True,0,25,True,0,0,True,3,active,12,False,25,,,2020-08-05 14:19:50,2020
22,2020-08-05 13:45:44+00:00,True,1,26,True,0,0,True,5,active,9,False,26,,,2020-08-05 14:19:50,2020
23,2020-08-05 13:45:57+00:00,True,0,27,True,0,0,True,5,active,18,False,27,,,2020-08-05 14:19:50,2020
24,2020-08-05 12:44:55+00:00,True,0,29,True,0,0,True,13,active,2,False,29,,,2020-08-05 14:19:50,2020
25,2020-08-05 13:48:34+00:00,True,0,30,True,0,0,True,8,active,7,False,30,,,2020-08-05 14:19:50,2020
26,2020-08-05 13:10:50+00:00,True,0,31,True,0,0,True,6,active,13,True,31,,,2020-08-05 14:19:50,2020
27,2020-08-05 14:01:34+00:00,True,0,32,True,0,0,True,8,active,7,False,32,,,2020-08-05 14:19:50,2020
28,2020-08-05 14:17:59+00:00,True,0,33,True,0,0,True,10,active,17,False,33,,,2020-08-05 14:19:50,2020
29,2020-08-05 13:54:54+00:00,True,0,35,True,0,0,True,19,active,4,False,35,,,2020-08-05 14:19:50,2020
30,2020-08-05 14:15:12+00:00,True,0,36,True,0,0,True,15,active,18,True,36,,,2020-08-05 14:19:50,2020
31,2020-08-05 13:56:22+00:00,True,0,37,True,0,0,True,9,active,6,True,37,,,2020-08-05 14:19:50,2020
32,2020-08-05 14:19:03+00:00,True,0,39,True,0,0,True,12,active,11,False,39,,,2020-08-05 14:19:50,2020
33,2020-08-05 14:16:26+00:00,True,2,40,True,0,0,True,7,active,10,False,40,,,2020-08-05 14:19:50,2020
34,2020-08-05 14:18:19+00:00,True,0,41,True,1,0,True,0,active,26,True,41,,,2020-08-05 14:19:50,2020
35,2020-08-05 14:16:59+00:00,True,0,42,True,0,0,True,5,active,18,False,42,,,2020-08-05 14:19:50,2020
36,2020-08-05 14:00:37+00:00,True,0,43,True,0,0,True,9,active,6,True,43,,,2020-08-05 14:19:50,2020
37,2020-08-05 13:26:18+00:00,True,0,44,True,0,0,True,18,active,5,False,44,,,2020-08-05 14:19:50,2020
38,2020-08-05 14:17:07+00:00,True,0,46,True,0,0,True,6,active,13,False,46,,,2020-08-05 14:19:50,2020
39,2020-08-05 14:10:15+00:00,True,0,47,True,0,0,True,3,active,16,True,47,,,2020-08-05 14:19:50,2020
40,2020-08-05 13:27:26+00:00,True,0,48,True,0,0,True,14,active,5,False,48,,,2020-08-05 14:19:50,2020
41,2020-08-05 13:12:05+00:00,True,1,49,True,0,0,True,15,active,2,False,49,,,2020-08-05 14:19:50,2020
42,2020-08-05 14:15:00+00:00,True,1,50,True,0,0,True,13,active,1,True,50,,,2020-08-05 14:19:50,2020
43,2020-08-05 13:37:51+00:00,True,0,51,True,0,0,True,5,active,10,False,51,,,2020-08-05 14:19:50,2020
44,2020-08-05 13:59:23+00:00,True,0,52,True,0,0,True,7,active,16,True,52,,,2020-08-05 14:19:50,2020
45,2020-08-05 14:18:33+00:00,True,0,53,True,0,0,True,11,active,8,False,53,,,2020-08-05 14:19:50,2020
46,2020-08-05 14:11:47+00:00,True,0,54,True,0,0,True,13,active,2,False,54,,,2020-08-05 14:19:50,2020
47,2020-08-05 13:48:46+00:00,True,1,55,True,0,0,True,13,active,1,False,55,,,2020-08-05 14:19:50,2020
48,2020-08-05 13:59:51+00:00,True,0,56,True,0,0,True,4,active,14,True,56,,,2020-08-05 14:19:50,2020
49,2020-08-05 13:06:19+00:00,True,1,57,True,0,0,True,2,active,11,True,57,,,2020-08-05 14:19:50,2020
50,2020-08-05 14:13:21+00:00,True,0,58,True,0,0,True,4,active,15,True,58,,,2020-08-05 14:19:50,2020
51,2020-08-05 14:12:46+00:00,True,0,59,True,0,0,True,8,active,11,True,59,,,2020-08-05 14:19:50,2020
52,2020-08-05 14:16:43+00:00,True,0,60,True,0,0,True,7,active,12,False,60,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'valet_revision': 67, 'off_dock_count': 26, 'off_dock_capacity': 40}",2020-08-05 14:19:50,2020
53,2020-08-05 14:14:03+00:00,True,0,61,True,0,0,True,14,active,5,False,61,,,2020-08-05 14:19:50,2020
54,2020-08-05 14:05:23+00:00,True,0,63,True,0,0,True,3,active,12,False,63,,,2020-08-05 14:19:50,2020
55,2020-08-05 14:02:14+00:00,True,0,64,True,0,0,True,9,active,10,False,64,,,2020-08-05 14:19:50,2020
56,2020-08-05 13:56:53+00:00,True,1,65,True,0,0,True,5,active,17,False,65,,,2020-08-05 14:19:50,2020
57,2020-08-05 13:26:53+00:00,True,0,66,True,0,0,True,0,active,15,False,66,,,2020-08-05 14:19:50,2020
58,2020-08-05 14:19:18+00:00,True,0,67,True,0,0,True,12,active,15,True,67,,,2020-08-05 14:19:50,2020
59,2020-08-05 14:17:15+00:00,True,0,68,True,0,0,True,9,active,10,True,68,,,2020-08-05 14:19:50,2020
60,2020-08-05 14:13:53+00:00,True,0,69,True,0,0,True,10,active,9,True,69,,,2020-08-05 14:19:50,2020
61,2020-08-05 14:07:51+00:00,True,0,70,True,0,0,True,15,active,8,False,70,,,2020-08-05 14:19:50,2020
62,2020-08-05 13:50:55+00:00,True,0,71,True,0,0,True,14,active,9,False,71,,,2020-08-05 14:19:50,2020
63,2020-08-05 13:13:45+00:00,True,0,72,True,0,0,True,7,active,16,False,72,,,2020-08-05 14:19:50,2020
64,2020-08-05 13:01:30+00:00,True,0,73,True,0,0,True,7,active,8,False,73,,,2020-08-05 14:19:50,2020
65,2020-08-05 14:17:33+00:00,True,0,74,True,0,0,True,10,active,9,True,74,,,2020-08-05 14:19:50,2020
66,2020-08-05 12:46:40+00:00,True,0,75,True,0,0,True,1,active,14,False,75,,,2020-08-05 14:19:50,2020
67,2020-08-05 14:17:05+00:00,True,0,76,True,0,0,True,5,active,12,False,76,,,2020-08-05 14:19:50,2020
68,2020-08-05 13:45:11+00:00,True,0,77,True,0,0,True,1,active,14,False,77,,,2020-08-05 14:19:50,2020
69,2020-08-05 14:07:59+00:00,True,1,78,True,0,0,True,8,active,10,False,78,,,2020-08-05 14:19:50,2020
70,2020-08-05 13:39:24+00:00,True,0,79,True,0,0,True,8,active,11,False,79,,,2020-08-05 14:19:50,2020
71,2020-08-05 14:18:08+00:00,True,0,80,True,0,0,True,30,active,5,False,80,,,2020-08-05 14:19:50,2020
72,2020-08-05 14:18:14+00:00,True,0,81,True,0,0,True,7,active,12,False,81,,,2020-08-05 14:19:50,2020
73,2020-08-05 13:55:20+00:00,True,1,82,True,0,0,True,6,active,8,False,82,,,2020-08-05 14:19:50,2020
74,2020-08-05 14:00:25+00:00,True,0,84,True,0,0,True,9,active,6,False,84,,,2020-08-05 14:19:50,2020
75,2020-08-05 14:12:44+00:00,True,0,85,True,0,0,True,17,active,2,False,85,,,2020-08-05 14:19:50,2020
76,2020-08-05 14:11:23+00:00,True,0,86,True,0,0,True,2,active,17,False,86,,,2020-08-05 14:19:50,2020
77,2020-08-05 13:48:23+00:00,True,0,87,True,0,0,True,1,active,14,False,87,,,2020-08-05 14:19:50,2020
78,2020-08-05 13:28:43+00:00,True,0,89,True,0,0,True,14,active,5,False,89,,,2020-08-05 14:19:50,2020
79,2020-08-05 14:15:23+00:00,True,0,90,True,0,0,True,11,active,8,False,90,,,2020-08-05 14:19:50,2020
80,2020-08-05 14:12:48+00:00,True,1,91,True,0,0,True,10,active,8,False,91,,,2020-08-05 14:19:50,2020
81,2020-08-05 13:10:20+00:00,True,0,92,True,0,0,True,16,active,3,False,92,,,2020-08-05 14:19:50,2020
82,2020-08-05 13:02:35+00:00,True,2,93,True,0,0,True,10,active,3,False,93,,,2020-08-05 14:19:50,2020
83,2020-08-05 14:08:44+00:00,True,0,94,True,0,0,True,3,active,8,False,94,,,2020-08-05 14:19:50,2020
84,2020-08-05 13:29:43+00:00,True,0,95,True,0,0,True,8,active,7,False,95,,,2020-08-05 14:19:50,2020
85,2020-08-05 14:14:00+00:00,True,0,96,True,0,0,True,6,active,13,False,96,,,2020-08-05 14:19:50,2020
86,2020-08-05 13:51:29+00:00,True,0,97,True,0,0,True,11,active,8,False,97,,,2020-08-05 14:19:50,2020
87,2020-08-05 13:48:59+00:00,True,1,98,True,0,0,True,5,active,17,False,98,,,2020-08-05 14:19:50,2020
88,2020-08-05 13:53:20+00:00,True,0,99,True,0,0,True,8,active,7,False,99,,,2020-08-05 14:19:50,2020
89,2020-08-05 13:54:12+00:00,True,1,100,True,0,0,True,15,active,9,True,100,,,2020-08-05 14:19:50,2020
90,2020-08-05 14:02:58+00:00,True,0,101,True,0,0,True,14,active,1,False,101,,,2020-08-05 14:19:50,2020
91,2020-08-05 13:47:32+00:00,True,0,102,True,0,0,True,12,active,3,False,102,,,2020-08-05 14:19:50,2020
92,2020-08-05 13:39:11+00:00,True,0,103,True,0,0,True,1,active,14,False,103,,,2020-08-05 14:19:50,2020
93,2020-08-05 13:47:54+00:00,True,0,104,True,0,0,True,1,active,18,False,104,,,2020-08-05 14:19:50,2020
94,2020-08-05 14:15:55+00:00,True,2,105,True,0,0,True,5,active,12,False,105,,,2020-08-05 14:19:50,2020
95,2020-08-05 14:11:16+00:00,True,0,106,True,0,0,True,2,active,13,False,106,,,2020-08-05 14:19:50,2020
96,2020-08-05 14:10:41+00:00,True,0,107,True,0,0,True,18,active,1,False,107,,,2020-08-05 14:19:50,2020
