,eightd_has_available_keys,is_renting,is_returning,num_ebikes_available,station_status,num_bikes_disabled,station_id,num_docks_disabled,is_installed,last_reported,num_docks_available,legacy_id,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,False,True,True,0,active,1,3,0,True,2020-08-13 23:09:00+00:00,14,3,0,,,2020-08-13 23:31:05,2020
1,False,True,True,0,active,0,4,0,True,2020-08-13 23:29:29+00:00,2,4,17,,,2020-08-13 23:31:05,2020
2,False,True,True,0,active,0,5,0,True,2020-08-13 23:27:09+00:00,5,5,10,,,2020-08-13 23:31:05,2020
3,False,True,True,0,active,1,6,0,True,2020-08-13 23:18:44+00:00,14,6,0,,,2020-08-13 23:31:05,2020
4,False,True,True,0,active,0,7,0,True,2020-08-13 23:07:28+00:00,13,7,2,,,2020-08-13 23:31:05,2020
5,False,True,True,0,active,0,8,0,True,2020-08-13 23:30:56+00:00,11,8,8,,,2020-08-13 23:31:05,2020
6,False,True,True,0,active,1,9,0,True,2020-08-13 23:25:57+00:00,8,9,6,,,2020-08-13 23:31:05,2020
7,False,True,True,0,active,2,10,0,True,2020-08-13 23:03:01+00:00,5,10,4,,,2020-08-13 23:31:05,2020
8,False,True,True,0,active,0,11,0,True,2020-08-13 23:20:14+00:00,15,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 87, 'region': 'BOS', 'off_dock_count': 0, 'dock_blocked_count': 0}",2020-08-13 23:31:05,2020
9,True,True,True,0,active,0,12,0,True,2020-08-13 23:12:39+00:00,7,12,11,,,2020-08-13 23:31:05,2020
10,False,True,True,0,active,0,13,0,True,2020-08-13 23:31:04+00:00,14,13,5,,,2020-08-13 23:31:05,2020
11,False,True,True,0,active,0,14,0,True,2020-08-13 22:50:22+00:00,25,14,0,,,2020-08-13 23:31:05,2020
12,False,True,True,0,active,0,15,0,True,2020-08-13 23:10:08+00:00,3,15,12,,,2020-08-13 23:31:05,2020
13,True,True,True,0,active,0,16,0,True,2020-08-13 23:26:42+00:00,1,16,18,,,2020-08-13 23:31:05,2020
14,False,True,True,0,active,1,17,0,True,2020-08-13 23:01:58+00:00,10,17,4,,,2020-08-13 23:31:05,2020
15,False,True,True,0,active,0,19,0,True,2020-08-13 23:11:47+00:00,15,19,0,,,2020-08-13 23:31:05,2020
16,True,True,True,0,active,1,20,0,True,2020-08-13 23:11:25+00:00,8,20,14,,,2020-08-13 23:31:05,2020
17,True,True,True,0,active,0,21,0,True,2020-08-13 23:29:05+00:00,15,21,3,,,2020-08-13 23:31:05,2020
18,True,True,True,0,active,0,22,0,True,2020-08-13 23:29:13+00:00,39,22,8,,,2020-08-13 23:31:05,2020
19,False,True,True,0,active,0,23,0,True,2020-08-13 23:27:01+00:00,20,23,1,,,2020-08-13 23:31:05,2020
20,False,True,True,0,active,1,24,0,True,2020-08-13 23:18:13+00:00,14,24,4,,,2020-08-13 23:31:05,2020
21,False,True,True,0,active,0,25,0,True,2020-08-13 23:13:09+00:00,4,25,11,,,2020-08-13 23:31:05,2020
22,False,True,True,0,active,1,26,0,True,2020-08-13 23:10:34+00:00,5,26,9,,,2020-08-13 23:31:05,2020
23,False,True,True,0,active,0,27,0,True,2020-08-13 23:30:43+00:00,11,27,12,,,2020-08-13 23:31:05,2020
24,False,True,True,0,active,0,29,0,True,2020-08-13 22:23:51+00:00,10,29,5,,,2020-08-13 23:31:05,2020
25,False,True,True,0,active,1,30,0,True,2020-08-13 23:29:47+00:00,13,30,1,,,2020-08-13 23:31:05,2020
26,True,True,True,0,active,0,31,0,True,2020-08-13 22:42:28+00:00,16,31,3,,,2020-08-13 23:31:05,2020
27,False,True,True,0,active,0,32,0,True,2020-08-13 23:28:18+00:00,15,32,0,,,2020-08-13 23:31:05,2020
28,False,True,True,0,active,0,33,0,True,2020-08-13 23:26:17+00:00,20,33,7,,,2020-08-13 23:31:05,2020
29,False,True,True,0,active,0,35,0,True,2020-08-13 23:17:50+00:00,11,35,12,,,2020-08-13 23:31:05,2020
30,True,True,True,0,active,0,36,0,True,2020-08-13 22:58:53+00:00,26,36,7,,,2020-08-13 23:31:05,2020
31,True,True,True,0,active,0,37,0,True,2020-08-13 21:53:32+00:00,13,37,2,,,2020-08-13 23:31:05,2020
32,False,True,True,0,active,0,39,0,True,2020-08-13 23:19:41+00:00,15,39,8,,,2020-08-13 23:31:05,2020
33,False,True,True,0,active,0,40,0,True,2020-08-13 23:29:39+00:00,3,40,16,,,2020-08-13 23:31:05,2020
34,True,True,True,0,active,0,41,0,True,2020-08-13 23:30:00+00:00,14,41,13,,,2020-08-13 23:31:05,2020
35,False,True,True,0,active,2,42,0,True,2020-08-13 23:30:23+00:00,17,42,4,,,2020-08-13 23:31:05,2020
36,True,True,True,0,active,1,43,0,True,2020-08-13 23:01:23+00:00,7,43,7,,,2020-08-13 23:31:05,2020
37,False,True,True,0,active,0,44,0,True,2020-08-13 22:44:52+00:00,23,44,0,,,2020-08-13 23:31:05,2020
38,False,True,True,0,active,0,46,0,True,2020-08-13 23:24:41+00:00,15,46,4,,,2020-08-13 23:31:05,2020
39,True,True,True,0,active,2,47,0,True,2020-08-13 23:29:47+00:00,12,47,5,,,2020-08-13 23:31:05,2020
40,False,True,True,0,active,0,48,0,True,2020-08-13 23:22:23+00:00,16,48,3,,,2020-08-13 23:31:05,2020
41,False,True,True,0,active,0,49,0,True,2020-08-13 23:21:10+00:00,15,49,3,,,2020-08-13 23:31:05,2020
42,True,True,True,0,active,0,50,0,True,2020-08-13 22:28:12+00:00,15,50,0,,,2020-08-13 23:31:05,2020
43,False,True,True,0,active,0,51,0,True,2020-08-13 23:27:00+00:00,10,51,5,,,2020-08-13 23:31:05,2020
44,True,True,True,0,active,0,52,0,True,2020-08-13 23:26:20+00:00,16,52,7,,,2020-08-13 23:31:05,2020
45,False,True,True,0,active,1,53,0,True,2020-08-13 23:27:43+00:00,3,53,15,,,2020-08-13 23:31:05,2020
46,False,True,True,0,active,1,54,0,True,2020-08-13 23:29:14+00:00,8,54,6,,,2020-08-13 23:31:05,2020
47,False,True,True,0,active,1,55,0,True,2020-08-13 23:23:20+00:00,5,55,9,,,2020-08-13 23:31:05,2020
48,True,True,True,0,active,1,56,0,True,2020-08-13 23:10:17+00:00,11,56,6,,,2020-08-13 23:31:05,2020
49,True,True,True,0,active,1,57,0,True,2020-08-13 23:18:26+00:00,1,57,12,,,2020-08-13 23:31:05,2020
50,True,True,True,0,active,2,58,0,True,2020-08-13 23:24:24+00:00,6,58,11,,,2020-08-13 23:31:05,2020
51,True,True,True,0,active,0,59,0,True,2020-08-13 23:29:38+00:00,6,59,13,,,2020-08-13 23:31:05,2020
52,False,True,True,0,active,0,60,0,True,2020-08-13 23:26:19+00:00,17,60,2,,,2020-08-13 23:31:05,2020
53,False,True,True,0,active,0,61,0,True,2020-08-13 23:30:49+00:00,14,61,5,,,2020-08-13 23:31:05,2020
54,False,True,True,0,active,0,63,0,True,2020-08-13 23:27:20+00:00,6,63,9,,,2020-08-13 23:31:05,2020
55,False,True,True,0,active,2,64,0,True,2020-08-13 23:31:02+00:00,4,64,13,,,2020-08-13 23:31:05,2020
56,False,True,True,0,active,1,65,0,True,2020-08-13 23:23:06+00:00,18,65,4,,,2020-08-13 23:31:05,2020
57,False,True,True,0,active,1,66,0,True,2020-08-13 23:26:13+00:00,12,66,2,,,2020-08-13 23:31:05,2020
58,True,True,True,0,active,4,67,0,True,2020-08-13 23:30:30+00:00,11,67,12,,,2020-08-13 23:31:05,2020
59,True,True,True,0,active,1,68,0,True,2020-08-13 23:30:22+00:00,2,68,16,,,2020-08-13 23:31:05,2020
60,True,True,True,0,active,0,69,0,True,2020-08-13 23:26:57+00:00,4,69,15,,,2020-08-13 23:31:05,2020
61,False,True,True,0,active,0,70,0,True,2020-08-13 23:25:56+00:00,5,70,18,,,2020-08-13 23:31:05,2020
62,False,True,True,0,active,1,71,0,True,2020-08-13 23:12:39+00:00,4,71,18,,,2020-08-13 23:31:05,2020
63,False,True,True,0,active,0,72,0,True,2020-08-13 23:26:30+00:00,8,72,15,,,2020-08-13 23:31:05,2020
64,False,True,True,0,active,2,73,0,True,2020-08-13 23:23:39+00:00,13,73,0,,,2020-08-13 23:31:05,2020
65,True,True,True,0,active,1,74,0,True,2020-08-13 23:23:45+00:00,4,74,14,,,2020-08-13 23:31:05,2020
66,False,True,True,0,active,0,75,0,True,2020-08-13 23:20:30+00:00,10,75,5,,,2020-08-13 23:31:05,2020
67,False,True,True,0,active,1,76,0,True,2020-08-13 23:22:37+00:00,16,76,0,,,2020-08-13 23:31:05,2020
68,False,True,True,0,active,1,77,0,True,2020-08-13 22:53:15+00:00,6,77,8,,,2020-08-13 23:31:05,2020
69,False,True,True,0,active,0,78,0,True,2020-08-13 23:20:57+00:00,4,78,15,,,2020-08-13 23:31:05,2020
70,False,True,True,0,active,3,79,0,True,2020-08-13 23:29:56+00:00,3,79,13,,,2020-08-13 23:31:05,2020
71,False,True,True,0,active,1,80,0,True,2020-08-13 23:16:40+00:00,34,80,0,,,2020-08-13 23:31:05,2020
72,False,True,True,0,active,2,81,0,True,2020-08-13 23:25:42+00:00,6,81,11,,,2020-08-13 23:31:05,2020
73,False,True,True,0,active,0,82,0,True,2020-08-13 23:14:03+00:00,12,82,3,,,2020-08-13 23:31:05,2020
74,False,True,True,0,active,0,84,0,True,2020-08-13 23:30:11+00:00,9,84,6,,,2020-08-13 23:31:05,2020
75,False,True,True,0,active,0,85,0,True,2020-08-13 23:17:05+00:00,19,85,0,,,2020-08-13 23:31:05,2020
76,False,True,True,0,active,0,86,0,True,2020-08-13 23:28:10+00:00,8,86,11,,,2020-08-13 23:31:05,2020
77,False,True,True,0,active,0,87,0,True,2020-08-13 23:30:23+00:00,0,87,15,,,2020-08-13 23:31:05,2020
78,False,True,True,0,active,0,89,0,True,2020-08-13 23:16:20+00:00,6,89,13,,,2020-08-13 23:31:05,2020
79,False,True,True,0,active,1,90,0,True,2020-08-13 23:29:01+00:00,3,90,15,,,2020-08-13 23:31:05,2020
80,False,True,True,0,active,0,91,0,True,2020-08-13 23:22:18+00:00,19,91,0,,,2020-08-13 23:31:05,2020
81,False,True,True,0,active,0,92,0,True,2020-08-13 22:29:42+00:00,10,92,9,,,2020-08-13 23:31:05,2020
82,False,True,True,0,active,0,93,0,True,2020-08-13 23:29:46+00:00,2,93,13,,,2020-08-13 23:31:05,2020
83,False,True,True,0,active,0,94,0,True,2020-08-13 23:10:45+00:00,10,94,1,,,2020-08-13 23:31:05,2020
84,False,True,True,0,active,1,95,0,True,2020-08-13 23:29:51+00:00,9,95,5,,,2020-08-13 23:31:05,2020
85,False,True,True,0,active,0,96,0,True,2020-08-13 23:00:57+00:00,7,96,12,,,2020-08-13 23:31:05,2020
86,False,True,True,0,active,1,97,0,True,2020-08-13 23:30:38+00:00,12,97,6,,,2020-08-13 23:31:05,2020
87,False,True,True,0,active,0,98,0,True,2020-08-13 23:18:49+00:00,17,98,6,,,2020-08-13 23:31:05,2020
88,False,True,True,0,active,0,99,0,True,2020-08-13 23:04:12+00:00,3,99,12,,,2020-08-13 23:31:05,2020
89,True,True,True,0,active,2,100,0,True,2020-08-13 23:25:44+00:00,8,100,15,,,2020-08-13 23:31:05,2020
90,False,True,True,0,active,0,101,0,True,2020-08-13 22:52:42+00:00,1,101,14,,,2020-08-13 23:31:05,2020
91,False,True,True,0,active,0,102,0,True,2020-08-13 23:12:05+00:00,5,102,10,,,2020-08-13 23:31:05,2020
92,False,True,True,0,active,0,103,0,True,2020-08-13 23:28:20+00:00,12,103,3,,,2020-08-13 23:31:05,2020
93,False,True,True,0,active,0,104,0,True,2020-08-13 23:02:38+00:00,11,104,8,,,2020-08-13 23:31:05,2020
94,False,True,True,0,active,0,105,0,True,2020-08-13 23:04:52+00:00,19,105,0,,,2020-08-13 23:31:05,2020
95,False,True,True,0,active,1,106,0,True,2020-08-13 20:48:01+00:00,13,106,1,,,2020-08-13 23:31:05,2020
96,False,True,True,0,active,0,107,0,True,2020-08-13 23:28:03+00:00,18,107,1,,,2020-08-13 23:31:05,2020
97,False,True,True,0,active,0,108,0,True,2020-08-13 23:17:46+00:00,11,108,6,,,2020-08-13 23:31:05,2020
98,False,True,True,0,active,0,109,0,True,2020-08-13 22:42:01+00:00,35,109,0,,,2020-08-13 23:31:05,2020
99,False,True,True,0,active,0,110,0,True,2020-08-13 23:25:45+00:00,13,110,2,,,2020-08-13 23:31:05,2020
100,False,True,True,0,active,0,111,0,True,2020-08-13 23:11:05+00:00,9,111,6,,,2020-08-13 23:31:05,2020
101,False,True,True,0,active,0,112,0,True,2020-08-13 23:03:36+00:00,5,112,10,,,2020-08-13 23:31:05,2020
102,False,True,True,0,active,0,113,0,True,2020-08-13 23:26:11+00:00,11,113,4,,,2020-08-13 23:31:05,2020
103,False,True,True,0,active,1,114,0,True,2020-08-13 22:59:04+00:00,13,114,1,,,2020-08-13 23:31:05,2020
104,False,True,True,0,active,3,115,0,True,2020-08-13 23:28:34+00:00,8,115,8,,,2020-08-13 23:31:05,2020
105,False,True,True,0,active,0,116,0,True,2020-08-13 23:25:43+00:00,8,116,15,,,2020-08-13 23:31:05,2020
106,False,True,True,0,active,0,117,0,True,2020-08-13 23:30:54+00:00,16,117,3,,,2020-08-13 23:31:05,2020
107,False,True,True,0,active,1,118,0,True,2020-08-13 23:24:34+00:00,8,118,10,,,2020-08-13 23:31:05,2020
108,False,True,True,0,active,0,119,0,True,2020-08-13 23:31:03+00:00,5,119,10,,,2020-08-13 23:31:05,2020
109,False,True,True,0,active,0,120,0,True,2020-08-13 23:30:33+00:00,4,120,11,,,2020-08-13 23:31:05,2020
110,False,True,True,0,active,0,121,0,True,2020-08-13 23:18:29+00:00,9,121,8,,,2020-08-13 23:31:05,2020
111,False,True,True,0,active,0,122,0,True,2020-08-13 23:02:58+00:00,8,122,7,,,2020-08-13 23:31:05,2020
112,False,True,True,0,active,1,124,0,True,2020-08-13 21:45:03+00:00,9,124,5,,,2020-08-13 23:31:05,2020
113,False,True,True,0,active,1,125,0,True,2020-08-13 23:16:34+00:00,7,125,7,,,2020-08-13 23:31:05,2020
114,False,True,True,0,active,1,126,0,True,2020-08-13 23:15:25+00:00,5,126,9,,,2020-08-13 23:31:05,2020
115,False,True,True,0,active,0,128,0,True,2020-08-13 23:20:07+00:00,11,128,8,,,2020-08-13 23:31:05,2020
116,False,True,True,0,active,0,129,0,True,2020-08-13 23:17:20+00:00,0,129,19,,,2020-08-13 23:31:05,2020
117,False,True,True,0,active,0,130,0,True,2020-08-13 23:27:12+00:00,5,130,10,,,2020-08-13 23:31:05,2020
118,False,True,True,0,active,2,131,0,True,2020-08-13 23:25:41+00:00,10,131,6,,,2020-08-13 23:31:05,2020
119,False,True,True,0,active,1,133,0,True,2020-08-13 23:16:00+00:00,15,133,7,,,2020-08-13 23:31:05,2020
120,False,True,True,0,active,0,135,0,True,2020-08-13 20:55:32+00:00,16,135,1,,,2020-08-13 23:31:05,2020
121,False,True,True,0,active,2,136,0,True,2020-08-13 22:32:56+00:00,13,136,4,,,2020-08-13 23:31:05,2020
122,False,True,True,0,active,0,137,0,True,2020-08-13 23:06:23+00:00,7,137,8,,,2020-08-13 23:31:05,2020
123,False,True,True,0,active,2,138,0,True,2020-08-13 22:59:20+00:00,4,138,9,,,2020-08-13 23:31:05,2020
124,False,True,True,0,active,1,139,0,True,2020-08-13 23:30:02+00:00,14,139,4,,,2020-08-13 23:31:05,2020
125,False,True,True,0,active,3,140,0,True,2020-08-13 23:28:31+00:00,6,140,8,,,2020-08-13 23:31:05,2020
126,False,True,True,0,active,0,141,0,True,2020-08-13 23:24:04+00:00,3,141,12,,,2020-08-13 23:31:05,2020
127,False,True,True,0,active,1,142,0,True,2020-08-13 23:19:33+00:00,11,142,11,,,2020-08-13 23:31:05,2020
128,False,True,True,0,active,1,143,0,True,2020-08-13 23:24:41+00:00,9,143,13,,,2020-08-13 23:31:05,2020
129,False,True,True,0,active,0,144,0,True,2020-08-13 23:23:48+00:00,9,144,10,,,2020-08-13 23:31:05,2020
130,False,True,True,0,active,0,145,0,True,2020-08-13 22:50:23+00:00,0,145,19,,,2020-08-13 23:31:05,2020
131,False,True,True,0,active,0,146,0,True,2020-08-13 23:30:56+00:00,11,146,8,,,2020-08-13 23:31:05,2020
132,True,True,True,0,active,1,149,0,True,2020-08-13 23:21:51+00:00,13,149,4,,,2020-08-13 23:31:05,2020
133,False,True,True,0,active,1,150,0,True,2020-08-13 23:07:47+00:00,8,150,10,,,2020-08-13 23:31:05,2020
134,False,True,True,0,active,1,151,0,True,2020-08-13 23:29:04+00:00,17,151,1,,,2020-08-13 23:31:05,2020
135,True,True,True,0,active,0,152,0,True,2020-08-13 23:13:11+00:00,4,152,11,,,2020-08-13 23:31:05,2020
136,False,True,True,0,active,0,156,0,True,2020-08-13 23:16:33+00:00,7,156,8,,,2020-08-13 23:31:05,2020
137,False,True,True,0,active,1,157,0,True,2020-08-13 23:26:10+00:00,0,157,14,,,2020-08-13 23:31:05,2020
138,False,True,True,0,active,0,159,0,True,2020-08-13 23:26:20+00:00,8,159,7,,,2020-08-13 23:31:05,2020
139,True,True,True,0,active,0,160,0,True,2020-08-13 23:20:09+00:00,4,160,10,,,2020-08-13 23:31:05,2020
140,True,True,True,0,active,2,161,0,True,2020-08-13 23:19:45+00:00,19,161,2,,,2020-08-13 23:31:05,2020
141,False,True,True,0,active,0,162,0,True,2020-08-13 21:13:06+00:00,12,162,3,,,2020-08-13 23:31:05,2020
142,True,True,True,0,active,0,163,0,True,2020-08-13 23:27:06+00:00,7,163,12,,,2020-08-13 23:31:05,2020
143,False,True,True,0,active,0,167,0,True,2020-08-13 22:56:17+00:00,12,167,3,,,2020-08-13 23:31:05,2020
144,False,True,True,0,active,0,169,0,True,2020-08-13 23:18:30+00:00,13,169,6,,,2020-08-13 23:31:05,2020
145,True,True,True,0,active,0,170,0,True,2020-08-13 23:14:48+00:00,14,170,0,,,2020-08-13 23:31:05,2020
146,True,True,True,0,active,0,171,0,True,2020-08-13 20:44:08+00:00,14,171,9,,,2020-08-13 23:31:05,2020
147,True,True,True,0,active,0,173,0,True,2020-08-13 23:25:08+00:00,1,173,13,,,2020-08-13 23:31:05,2020
148,False,True,True,0,active,1,174,0,True,2020-08-13 23:26:09+00:00,9,174,5,,,2020-08-13 23:31:05,2020
149,True,True,True,0,active,2,175,0,True,2020-08-13 23:25:10+00:00,3,175,12,,,2020-08-13 23:31:05,2020
150,False,True,True,0,active,0,176,0,True,2020-08-13 23:12:41+00:00,2,176,13,,,2020-08-13 23:31:05,2020
151,False,True,True,0,active,0,177,0,True,2020-08-13 23:30:21+00:00,18,177,1,,,2020-08-13 23:31:05,2020
152,False,True,True,0,active,0,178,0,True,2020-08-13 23:30:46+00:00,18,178,1,,,2020-08-13 23:31:05,2020
153,False,True,True,0,active,0,179,0,True,2020-08-13 23:23:29+00:00,17,179,8,,,2020-08-13 23:31:05,2020
154,False,True,True,0,active,0,180,0,True,2020-08-13 23:03:59+00:00,8,180,11,,,2020-08-13 23:31:05,2020
155,False,True,True,0,active,0,181,0,True,2020-08-13 23:26:04+00:00,8,181,11,,,2020-08-13 23:31:05,2020
156,True,True,True,0,active,0,182,0,True,2020-08-13 23:13:40+00:00,17,182,2,,,2020-08-13 23:31:05,2020
157,False,True,True,0,active,1,183,0,True,2020-08-13 23:19:47+00:00,16,183,2,,,2020-08-13 23:31:05,2020
158,False,True,True,0,active,0,184,0,True,2020-08-13 23:16:32+00:00,13,184,6,,,2020-08-13 23:31:05,2020
159,False,True,True,0,active,0,185,0,True,2020-08-13 23:12:55+00:00,9,185,6,,,2020-08-13 23:31:05,2020
160,True,True,True,0,active,0,186,0,True,2020-08-13 23:29:41+00:00,3,186,12,,,2020-08-13 23:31:05,2020
161,False,True,True,0,active,0,187,0,True,2020-08-13 23:25:10+00:00,9,187,6,,,2020-08-13 23:31:05,2020
162,False,True,True,0,active,1,188,0,True,2020-08-13 22:28:53+00:00,4,188,10,,,2020-08-13 23:31:05,2020
163,True,True,True,0,active,0,189,0,True,2020-08-13 23:01:09+00:00,23,189,0,,,2020-08-13 23:31:05,2020
164,True,True,True,0,active,1,190,0,True,2020-08-13 23:26:19+00:00,35,190,1,,,2020-08-13 23:31:05,2020
165,False,True,True,0,active,0,191,0,True,2020-08-13 21:08:37+00:00,10,191,5,,,2020-08-13 23:31:05,2020
166,False,True,True,0,active,0,192,0,True,2020-08-13 23:23:59+00:00,18,192,1,,,2020-08-13 23:31:05,2020
167,True,True,True,0,active,1,193,0,True,2020-08-13 23:21:56+00:00,10,193,4,,,2020-08-13 23:31:05,2020
168,False,True,True,0,active,0,194,0,True,2020-08-13 23:26:51+00:00,14,194,5,,,2020-08-13 23:31:05,2020
169,False,True,True,0,active,1,195,0,True,2020-08-13 23:26:27+00:00,14,195,8,,,2020-08-13 23:31:05,2020
170,True,True,True,0,active,1,196,0,True,2020-08-13 22:31:42+00:00,9,196,0,,,2020-08-13 23:31:05,2020
171,False,True,True,0,active,1,197,0,True,2020-08-13 22:15:37+00:00,12,197,2,,,2020-08-13 23:31:05,2020
172,False,True,True,0,active,0,199,0,True,2020-08-13 23:29:12+00:00,10,199,5,,,2020-08-13 23:31:05,2020
173,False,True,True,0,active,0,200,0,True,2020-08-13 23:13:22+00:00,10,200,9,,,2020-08-13 23:31:05,2020
174,False,True,True,0,active,0,201,0,True,2020-08-13 23:19:22+00:00,6,201,9,,,2020-08-13 23:31:05,2020
175,False,True,True,0,active,0,202,0,True,2020-08-13 20:38:42+00:00,14,202,1,,,2020-08-13 23:31:05,2020
176,False,True,True,0,active,0,203,0,True,2020-08-13 14:09:27+00:00,15,203,0,,,2020-08-13 23:31:05,2020
177,False,True,True,0,active,1,204,0,True,2020-08-13 23:23:03+00:00,13,204,1,,,2020-08-13 23:31:05,2020
178,False,True,True,0,active,0,205,0,True,2020-08-13 21:21:34+00:00,13,205,2,,,2020-08-13 23:31:05,2020
179,True,True,True,0,active,1,206,0,True,2020-08-13 23:19:04+00:00,22,206,0,,,2020-08-13 23:31:05,2020
180,True,True,True,0,active,0,208,0,True,2020-08-13 23:24:18+00:00,6,208,9,,,2020-08-13 23:31:05,2020
181,False,True,True,0,active,0,209,0,True,2020-08-13 22:18:03+00:00,7,209,8,,,2020-08-13 23:31:05,2020
182,False,True,True,0,active,0,210,0,True,2020-08-13 16:34:19+00:00,11,210,4,,,2020-08-13 23:31:05,2020
183,False,True,True,0,active,0,211,0,True,2020-08-13 23:26:59+00:00,13,211,6,,,2020-08-13 23:31:05,2020
184,False,True,True,0,active,0,212,0,True,2020-08-13 23:27:06+00:00,17,212,16,,,2020-08-13 23:31:05,2020
185,True,True,True,0,active,0,213,0,True,2020-08-13 23:18:30+00:00,11,213,5,,,2020-08-13 23:31:05,2020
186,False,True,True,0,active,0,214,0,True,2020-08-13 23:25:41+00:00,12,214,3,,,2020-08-13 23:31:05,2020
187,False,True,True,0,active,0,215,0,True,2020-08-13 23:26:48+00:00,10,215,5,,,2020-08-13 23:31:05,2020
188,False,True,True,0,active,1,216,0,True,2020-08-13 22:08:51+00:00,0,216,18,,,2020-08-13 23:31:05,2020
189,False,True,True,0,active,0,217,0,True,2020-08-13 23:08:54+00:00,10,217,9,,,2020-08-13 23:31:05,2020
190,False,True,True,0,active,0,218,0,True,2020-08-13 23:29:04+00:00,0,218,15,,,2020-08-13 23:31:05,2020
191,False,True,True,0,active,1,219,0,True,2020-08-13 22:31:41+00:00,9,219,5,,,2020-08-13 23:31:05,2020
192,False,True,True,0,active,0,221,0,True,2020-08-13 23:25:53+00:00,12,221,7,,,2020-08-13 23:31:05,2020
193,True,True,True,0,active,0,222,0,True,2020-08-13 23:24:37+00:00,13,222,1,,,2020-08-13 23:31:05,2020
194,False,True,True,0,active,2,224,0,True,2020-08-13 23:27:44+00:00,3,224,12,,,2020-08-13 23:31:05,2020
195,False,True,True,0,active,0,225,0,True,2020-08-13 23:11:55+00:00,14,225,5,,,2020-08-13 23:31:05,2020
196,False,True,True,0,active,0,226,0,True,2020-08-13 23:00:28+00:00,13,226,2,,,2020-08-13 23:31:05,2020
197,False,True,True,0,active,3,227,0,True,2020-08-13 23:30:10+00:00,7,227,9,,,2020-08-13 23:31:05,2020
198,False,True,True,0,active,1,228,0,True,2020-08-13 23:18:38+00:00,15,228,3,,,2020-08-13 23:31:05,2020
199,False,True,True,0,active,0,232,0,True,2020-08-13 22:59:36+00:00,5,232,6,,,2020-08-13 23:31:05,2020
200,False,True,True,0,active,0,233,0,True,2020-08-13 23:28:03+00:00,5,233,10,,,2020-08-13 23:31:05,2020
201,False,True,True,0,active,0,234,0,True,2020-08-13 22:38:34+00:00,15,234,0,,,2020-08-13 23:31:05,2020
202,False,True,True,0,active,0,235,0,True,2020-08-13 21:34:16+00:00,8,235,7,,,2020-08-13 23:31:05,2020
203,False,True,True,0,active,0,236,0,True,2020-08-13 23:18:00+00:00,4,236,11,,,2020-08-13 23:31:05,2020
204,False,True,True,0,active,0,239,0,True,2020-08-13 23:05:30+00:00,12,239,3,,,2020-08-13 23:31:05,2020
205,False,True,True,0,active,0,255,0,True,2020-08-13 12:33:28+00:00,5,255,10,,,2020-08-13 23:31:05,2020
206,False,True,True,0,active,0,258,0,True,2020-08-13 23:26:08+00:00,2,258,13,,,2020-08-13 23:31:05,2020
