,eightd_has_available_keys,num_bikes_disabled,num_docks_available,is_installed,is_renting,station_status,station_id,num_bikes_available,legacy_id,num_ebikes_available,is_returning,last_reported,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,10,True,True,active,3,5,3,0,True,2020-07-31 13:33:48+00:00,0,,,2020-07-31 13:50:20,2020
1,False,0,11,True,True,active,4,8,4,0,True,2020-07-31 13:48:30+00:00,0,,,2020-07-31 13:50:20,2020
2,False,0,9,True,True,active,5,6,5,0,True,2020-07-31 13:11:08+00:00,0,,,2020-07-31 13:50:20,2020
3,False,0,5,True,True,active,6,10,6,0,True,2020-07-31 13:38:19+00:00,0,,,2020-07-31 13:50:20,2020
4,False,1,3,True,True,active,7,11,7,0,True,2020-07-31 13:38:19+00:00,0,,,2020-07-31 13:50:20,2020
5,False,2,11,True,True,active,8,6,8,0,True,2020-07-31 13:35:19+00:00,0,,,2020-07-31 13:50:20,2020
6,False,0,3,True,True,active,9,12,9,0,True,2020-07-31 13:48:44+00:00,0,,,2020-07-31 13:50:20,2020
7,False,0,2,True,True,active,10,9,10,0,True,2020-07-31 13:46:57+00:00,0,,,2020-07-31 13:50:20,2020
8,False,0,7,True,True,active,11,8,11,0,True,2020-07-31 13:48:36+00:00,0,"{'off_dock_capacity': 50, 'active': True, 'off_dock_count': 59, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 75}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 13:50:20,2020
9,True,2,12,True,True,active,12,4,12,0,True,2020-07-31 13:30:20+00:00,0,,,2020-07-31 13:50:20,2020
10,False,0,6,True,True,active,13,13,13,0,True,2020-07-31 13:49:08+00:00,0,,,2020-07-31 13:50:20,2020
11,False,0,12,True,True,active,14,13,14,0,True,2020-07-31 13:49:25+00:00,0,,,2020-07-31 13:50:20,2020
12,False,2,3,True,True,active,15,10,15,0,True,2020-07-31 13:29:42+00:00,0,,,2020-07-31 13:50:20,2020
13,True,1,18,True,True,active,16,0,16,0,True,2020-07-31 13:22:28+00:00,0,,,2020-07-31 13:50:20,2020
14,False,0,8,True,True,active,17,7,17,0,True,2020-07-31 13:45:18+00:00,0,,,2020-07-31 13:50:20,2020
15,False,0,8,True,True,active,19,7,19,0,True,2020-07-31 12:55:27+00:00,0,,,2020-07-31 13:50:20,2020
16,True,0,12,True,True,active,20,11,20,0,True,2020-07-31 13:47:00+00:00,0,,,2020-07-31 13:50:20,2020
17,True,0,11,True,True,active,21,7,21,0,True,2020-07-31 13:13:00+00:00,0,,,2020-07-31 13:50:20,2020
18,True,1,37,True,True,active,22,9,22,0,True,2020-07-31 13:47:46+00:00,0,,,2020-07-31 13:50:20,2020
19,True,0,13,True,True,active,23,8,23,0,True,2020-07-31 13:24:27+00:00,0,,,2020-07-31 13:50:20,2020
20,False,0,10,True,True,active,24,9,24,0,True,2020-07-31 13:00:11+00:00,0,,,2020-07-31 13:50:20,2020
21,False,1,7,True,True,active,25,7,25,0,True,2020-07-31 13:45:12+00:00,0,,,2020-07-31 13:50:20,2020
22,False,3,11,True,True,active,26,1,26,0,True,2020-07-31 13:04:13+00:00,0,,,2020-07-31 13:50:20,2020
23,False,2,8,True,True,active,27,13,27,0,True,2020-07-31 13:44:33+00:00,0,,,2020-07-31 13:50:20,2020
24,False,0,8,True,True,active,29,7,29,0,True,2020-07-31 13:12:55+00:00,0,,,2020-07-31 13:50:20,2020
25,False,0,2,True,True,active,30,13,30,0,True,2020-07-31 13:18:09+00:00,0,,,2020-07-31 13:50:20,2020
26,True,1,2,True,True,active,31,16,31,0,True,2020-07-31 13:25:28+00:00,0,,,2020-07-31 13:50:20,2020
27,False,2,12,True,True,active,32,1,32,0,True,2020-07-31 13:48:59+00:00,0,,,2020-07-31 13:50:20,2020
28,False,0,8,True,True,active,33,19,33,0,True,2020-07-31 13:09:31+00:00,0,,,2020-07-31 13:50:20,2020
29,False,0,7,True,True,active,35,16,35,0,True,2020-07-31 13:45:15+00:00,0,,,2020-07-31 13:50:20,2020
30,True,0,29,True,True,active,36,4,36,0,True,2020-07-31 13:38:45+00:00,0,,,2020-07-31 13:50:20,2020
31,True,0,14,True,True,active,37,1,37,0,True,2020-07-31 08:51:14+00:00,0,,,2020-07-31 13:50:20,2020
32,False,1,8,True,True,active,39,14,39,0,True,2020-07-31 13:46:14+00:00,0,,,2020-07-31 13:50:20,2020
33,False,0,4,True,True,active,40,15,40,0,True,2020-07-31 13:40:16+00:00,0,,,2020-07-31 13:50:20,2020
34,True,1,4,True,True,active,41,22,41,0,True,2020-07-31 13:41:30+00:00,0,,,2020-07-31 13:50:20,2020
35,False,1,9,True,True,active,42,13,42,0,True,2020-07-31 13:45:11+00:00,0,,,2020-07-31 13:50:20,2020
36,True,0,9,True,True,active,43,6,43,0,True,2020-07-31 13:00:06+00:00,0,,,2020-07-31 13:50:20,2020
37,False,0,2,True,True,active,44,21,44,0,True,2020-07-31 12:30:55+00:00,0,,,2020-07-31 13:50:20,2020
38,False,0,10,True,True,active,46,9,46,0,True,2020-07-31 13:47:12+00:00,0,,,2020-07-31 13:50:20,2020
39,True,0,18,True,True,active,47,1,47,0,True,2020-07-31 13:46:57+00:00,0,,,2020-07-31 13:50:20,2020
40,False,0,8,True,True,active,48,11,48,0,True,2020-07-31 13:29:59+00:00,0,,,2020-07-31 13:50:20,2020
41,False,0,14,True,True,active,49,4,49,0,True,2020-07-31 13:02:23+00:00,0,,,2020-07-31 13:50:20,2020
42,True,0,7,True,True,active,50,8,50,0,True,2020-07-31 13:40:25+00:00,0,,,2020-07-31 13:50:20,2020
43,False,1,12,True,True,active,51,2,51,0,True,2020-07-31 13:24:50+00:00,0,,,2020-07-31 13:50:20,2020
44,True,1,21,True,True,active,52,1,52,0,True,2020-07-31 13:42:34+00:00,0,,,2020-07-31 13:50:20,2020
45,False,0,12,True,True,active,53,7,53,0,True,2020-07-31 13:45:33+00:00,0,,,2020-07-31 13:50:20,2020
46,False,0,15,True,True,active,54,0,54,0,True,2020-07-31 11:42:41+00:00,0,,,2020-07-31 13:50:20,2020
47,False,1,4,True,False,active,55,10,55,0,False,2020-07-31 13:20:59+00:00,0,,,2020-07-31 13:50:20,2020
48,True,0,10,True,True,active,56,8,56,0,True,2020-07-31 12:57:28+00:00,0,,,2020-07-31 13:50:20,2020
49,True,0,5,True,True,active,57,9,57,0,True,2020-07-31 13:20:51+00:00,0,,,2020-07-31 13:50:20,2020
50,True,0,14,True,True,active,58,5,58,0,True,2020-07-31 12:46:36+00:00,0,,,2020-07-31 13:50:20,2020
51,True,0,6,True,True,active,59,13,59,0,True,2020-07-31 12:48:09+00:00,0,,,2020-07-31 13:50:20,2020
52,False,0,15,True,True,active,60,4,60,0,True,2020-07-31 13:39:00+00:00,0,"{'off_dock_capacity': 40, 'active': True, 'off_dock_count': 16, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 63}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 13:50:20,2020
53,False,0,15,True,True,active,61,4,61,0,True,2020-07-31 13:23:57+00:00,0,,,2020-07-31 13:50:20,2020
54,False,0,6,True,True,active,63,9,63,0,True,2020-07-31 11:35:43+00:00,0,,,2020-07-31 13:50:20,2020
55,False,1,4,True,True,active,64,14,64,0,True,2020-07-31 13:37:20+00:00,0,,,2020-07-31 13:50:20,2020
56,False,0,17,True,True,active,65,6,65,0,True,2020-07-31 12:55:24+00:00,0,,,2020-07-31 13:50:20,2020
57,False,0,15,True,True,active,66,0,66,0,True,2020-07-31 13:50:03+00:00,0,,,2020-07-31 13:50:20,2020
58,True,1,20,True,True,active,67,6,67,0,True,2020-07-31 13:49:09+00:00,0,,,2020-07-31 13:50:20,2020
59,True,1,5,True,True,active,68,13,68,0,True,2020-07-31 13:45:23+00:00,0,,,2020-07-31 13:50:20,2020
60,True,0,14,True,True,active,69,5,69,0,True,2020-07-31 13:46:31+00:00,0,,,2020-07-31 13:50:20,2020
61,False,0,12,True,True,active,70,11,70,0,True,2020-07-31 13:37:40+00:00,0,,,2020-07-31 13:50:20,2020
62,False,0,5,True,True,active,71,18,71,0,True,2020-07-31 13:33:21+00:00,0,,,2020-07-31 13:50:20,2020
63,False,0,20,True,True,active,72,3,72,0,True,2020-07-31 13:47:34+00:00,0,,,2020-07-31 13:50:20,2020
64,False,0,2,True,True,active,73,13,73,0,True,2020-07-31 13:40:16+00:00,0,,,2020-07-31 13:50:20,2020
65,True,0,16,True,True,active,74,3,74,0,True,2020-07-31 13:14:15+00:00,0,,,2020-07-31 13:50:20,2020
66,False,0,8,True,True,active,75,7,75,0,True,2020-07-31 13:47:43+00:00,0,,,2020-07-31 13:50:20,2020
67,False,0,9,True,True,active,76,8,76,0,True,2020-07-31 13:47:30+00:00,0,,,2020-07-31 13:50:20,2020
