,is_renting,is_returning,num_docks_disabled,is_installed,num_bikes_available,last_reported,station_status,num_ebikes_available,legacy_id,num_bikes_disabled,eightd_has_available_keys,num_docks_available,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,0,True,1,2020-08-07 23:31:50+00:00,active,0,3,0,False,14,3,,,2020-08-07 23:44:45,2020
1,True,True,0,True,16,2020-08-07 23:41:32+00:00,active,0,4,1,False,2,4,,,2020-08-07 23:44:45,2020
2,True,True,0,True,13,2020-08-07 23:44:06+00:00,active,0,5,1,False,1,5,,,2020-08-07 23:44:45,2020
3,True,True,0,True,0,2020-08-07 23:39:42+00:00,active,0,6,1,False,14,6,,,2020-08-07 23:44:45,2020
4,True,True,0,True,8,2020-08-07 23:34:17+00:00,active,0,7,0,False,7,7,,,2020-08-07 23:44:45,2020
5,True,True,0,True,4,2020-08-07 23:40:37+00:00,active,0,8,0,False,15,8,,,2020-08-07 23:44:45,2020
6,True,True,0,True,9,2020-08-07 23:36:13+00:00,active,0,9,0,False,6,9,,,2020-08-07 23:44:45,2020
7,True,True,0,True,7,2020-08-07 23:38:34+00:00,active,0,10,1,False,3,10,,,2020-08-07 23:44:45,2020
8,True,True,0,True,0,2020-08-07 23:37:42+00:00,active,0,11,1,False,14,11,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'off_dock_count': 2, 'active': True, 'region': 'BOS', 'valet_revision': 81, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",2020-08-07 23:44:45,2020
9,True,True,0,True,5,2020-08-07 23:43:38+00:00,active,0,12,1,True,12,12,,,2020-08-07 23:44:45,2020
10,True,True,0,True,0,2020-08-07 23:36:01+00:00,active,0,13,0,False,19,13,,,2020-08-07 23:44:45,2020
11,True,True,0,True,0,2020-08-07 23:44:11+00:00,active,0,14,1,False,24,14,,,2020-08-07 23:44:45,2020
12,True,True,0,True,10,2020-08-07 23:15:49+00:00,active,0,15,1,False,4,15,,,2020-08-07 23:44:45,2020
13,True,True,0,True,5,2020-08-07 23:38:25+00:00,active,0,16,0,True,14,16,,,2020-08-07 23:44:45,2020
14,True,True,0,True,3,2020-08-07 23:38:05+00:00,active,0,17,1,False,11,17,,,2020-08-07 23:44:45,2020
15,True,True,0,True,9,2020-08-07 23:29:49+00:00,active,0,19,1,False,5,19,,,2020-08-07 23:44:45,2020
16,True,True,1,True,1,2020-08-07 23:41:11+00:00,active,0,20,1,True,20,20,,,2020-08-07 23:44:45,2020
17,True,True,0,True,5,2020-08-07 23:40:13+00:00,active,0,21,1,True,12,21,,,2020-08-07 23:44:45,2020
18,True,True,0,True,16,2020-08-07 23:39:14+00:00,active,0,22,1,True,30,22,,,2020-08-07 23:44:45,2020
19,True,True,0,True,4,2020-08-07 23:41:52+00:00,active,0,23,0,False,17,23,,,2020-08-07 23:44:45,2020
20,True,True,0,True,18,2020-08-07 23:44:20+00:00,active,0,24,1,False,0,24,,,2020-08-07 23:44:45,2020
21,True,True,0,True,8,2020-08-07 23:40:22+00:00,active,0,25,0,False,7,25,,,2020-08-07 23:44:45,2020
22,True,True,0,True,12,2020-08-07 23:39:37+00:00,active,0,26,1,False,2,26,,,2020-08-07 23:44:45,2020
23,True,True,0,True,4,2020-08-07 23:44:37+00:00,active,0,27,1,False,18,27,,,2020-08-07 23:44:45,2020
24,True,True,0,True,8,2020-08-07 21:20:19+00:00,active,0,29,2,False,5,29,,,2020-08-07 23:44:45,2020
25,True,True,0,True,1,2020-08-07 23:42:03+00:00,active,0,30,0,False,14,30,,,2020-08-07 23:44:45,2020
26,True,True,0,True,19,2020-08-07 23:39:13+00:00,active,0,31,0,True,0,31,,,2020-08-07 23:44:45,2020
27,True,True,0,True,6,2020-08-07 23:44:32+00:00,active,0,32,0,False,9,32,,,2020-08-07 23:44:45,2020
28,True,True,0,True,24,2020-08-07 23:39:06+00:00,active,0,33,2,False,1,33,,,2020-08-07 23:44:45,2020
29,True,True,0,True,12,2020-08-07 23:38:46+00:00,active,0,35,0,False,11,35,,,2020-08-07 23:44:45,2020
30,True,True,0,True,22,2020-08-07 23:19:02+00:00,active,0,36,0,True,11,36,,,2020-08-07 23:44:45,2020
31,True,True,0,True,4,2020-08-07 22:05:58+00:00,active,0,37,0,True,11,37,,,2020-08-07 23:44:45,2020
32,True,True,0,True,3,2020-08-07 23:40:38+00:00,active,0,39,0,False,20,39,,,2020-08-07 23:44:45,2020
33,True,True,0,True,7,2020-08-07 23:40:26+00:00,active,0,40,0,False,12,40,,,2020-08-07 23:44:45,2020
34,True,True,0,True,8,2020-08-07 23:27:25+00:00,active,0,41,1,True,18,41,,,2020-08-07 23:44:45,2020
35,True,True,0,True,20,2020-08-07 23:26:26+00:00,active,0,42,2,False,1,42,,,2020-08-07 23:44:45,2020
36,True,True,0,True,5,2020-08-07 23:36:35+00:00,active,0,43,0,True,10,43,,,2020-08-07 23:44:45,2020
37,True,True,0,True,15,2020-08-07 23:34:35+00:00,active,0,44,0,False,8,44,,,2020-08-07 23:44:45,2020
38,True,True,0,True,14,2020-08-07 23:42:03+00:00,active,0,46,1,False,4,46,,,2020-08-07 23:44:45,2020
39,True,True,0,True,5,2020-08-07 23:38:57+00:00,active,0,47,1,True,13,47,,,2020-08-07 23:44:45,2020
40,True,True,0,True,11,2020-08-07 22:52:01+00:00,active,0,48,0,False,8,48,,,2020-08-07 23:44:45,2020
