,num_ebikes_available,station_id,num_docks_available,num_bikes_disabled,num_docks_disabled,legacy_id,is_renting,eightd_has_available_keys,station_status,num_bikes_available,is_returning,is_installed,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,3,14,0,0,3,True,False,active,1,True,True,2020-08-01 00:02:29+00:00,,,2020-08-01 00:03:00,2020
1,0,4,10,0,0,4,True,False,active,9,True,True,2020-08-01 00:00:31+00:00,,,2020-08-01 00:03:00,2020
2,0,5,11,0,0,5,True,False,active,4,True,True,2020-08-01 00:02:53+00:00,,,2020-08-01 00:03:00,2020
3,0,6,14,0,0,6,True,False,active,1,True,True,2020-07-31 23:56:32+00:00,,,2020-08-01 00:03:00,2020
4,0,7,1,0,0,7,True,False,active,14,True,True,2020-07-31 23:28:45+00:00,,,2020-08-01 00:03:00,2020
5,0,8,13,2,0,8,True,False,active,4,True,True,2020-07-31 23:54:12+00:00,,,2020-08-01 00:03:00,2020
6,0,9,5,0,0,9,True,False,active,10,True,True,2020-07-31 23:58:07+00:00,,,2020-08-01 00:03:00,2020
7,0,10,2,1,0,10,True,False,active,8,True,True,2020-07-31 23:56:35+00:00,,,2020-08-01 00:03:00,2020
8,0,11,14,1,0,11,True,False,active,0,True,True,2020-07-31 23:32:04+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_count': 20, 'active': True, 'off_dock_capacity': 50}",2020-08-01 00:03:00,2020
9,0,12,14,2,0,12,True,True,active,2,True,True,2020-07-31 23:45:16+00:00,,,2020-08-01 00:03:00,2020
10,0,13,16,0,0,13,True,False,active,3,True,True,2020-07-31 23:52:38+00:00,,,2020-08-01 00:03:00,2020
11,0,14,25,0,0,14,True,False,active,0,True,True,2020-07-31 22:58:54+00:00,,,2020-08-01 00:03:00,2020
12,0,15,8,2,0,15,True,False,active,5,True,True,2020-07-31 23:39:08+00:00,,,2020-08-01 00:03:00,2020
13,0,16,4,2,0,16,True,True,active,13,True,True,2020-07-31 23:52:53+00:00,,,2020-08-01 00:03:00,2020
14,0,17,4,0,0,17,True,False,active,11,True,True,2020-08-01 00:00:39+00:00,,,2020-08-01 00:03:00,2020
15,0,19,9,0,0,19,True,False,active,6,True,True,2020-07-31 23:44:36+00:00,,,2020-08-01 00:03:00,2020
16,0,20,1,0,0,20,True,True,active,22,True,True,2020-07-31 23:53:33+00:00,,,2020-08-01 00:03:00,2020
17,0,21,12,0,0,21,True,True,active,6,True,True,2020-07-31 23:55:30+00:00,,,2020-08-01 00:03:00,2020
18,0,22,19,2,0,22,True,True,active,26,True,True,2020-08-01 00:00:56+00:00,,,2020-08-01 00:03:00,2020
19,0,23,0,0,0,23,True,True,active,21,True,True,2020-08-01 00:01:14+00:00,,,2020-08-01 00:03:00,2020
20,0,24,7,1,0,24,True,False,active,11,True,True,2020-07-31 23:51:06+00:00,,,2020-08-01 00:03:00,2020
21,0,25,9,1,0,25,True,False,active,5,True,True,2020-07-31 23:53:08+00:00,,,2020-08-01 00:03:00,2020
22,0,26,6,1,0,26,True,False,active,8,True,True,2020-07-31 23:53:42+00:00,,,2020-08-01 00:03:00,2020
23,0,27,13,2,0,27,True,False,active,8,True,True,2020-08-01 00:01:36+00:00,,,2020-08-01 00:03:00,2020
24,0,29,7,0,0,29,True,False,active,8,True,True,2020-07-31 16:37:02+00:00,,,2020-08-01 00:03:00,2020
25,0,30,13,1,0,30,True,False,active,1,True,True,2020-07-31 23:56:59+00:00,,,2020-08-01 00:03:00,2020
26,0,31,0,0,0,31,True,True,active,19,True,True,2020-07-31 23:57:42+00:00,,,2020-08-01 00:03:00,2020
27,0,32,1,4,0,32,True,False,active,10,True,True,2020-08-01 00:02:47+00:00,,,2020-08-01 00:03:00,2020
28,0,33,7,0,0,33,True,False,active,20,True,True,2020-08-01 00:00:08+00:00,,,2020-08-01 00:03:00,2020
29,0,35,14,2,0,35,True,False,active,7,True,True,2020-07-31 23:44:05+00:00,,,2020-08-01 00:03:00,2020
30,0,36,28,0,0,36,True,True,active,5,True,True,2020-08-01 00:02:20+00:00,,,2020-08-01 00:03:00,2020
31,0,37,15,0,0,37,True,True,active,0,True,True,2020-07-31 22:32:08+00:00,,,2020-08-01 00:03:00,2020
32,0,39,15,0,0,39,True,False,active,8,True,True,2020-08-01 00:02:00+00:00,,,2020-08-01 00:03:00,2020
33,0,40,6,0,0,40,True,False,active,13,True,True,2020-07-31 23:54:37+00:00,,,2020-08-01 00:03:00,2020
34,0,41,8,1,0,41,True,True,active,18,True,True,2020-07-31 23:58:18+00:00,,,2020-08-01 00:03:00,2020
35,0,42,2,0,0,42,True,False,active,21,True,True,2020-07-31 23:58:40+00:00,,,2020-08-01 00:03:00,2020
36,0,43,2,0,0,43,True,True,active,13,True,True,2020-07-31 23:52:03+00:00,,,2020-08-01 00:03:00,2020
37,0,44,19,0,0,44,True,False,active,4,True,True,2020-07-31 23:50:12+00:00,,,2020-08-01 00:03:00,2020
