,num_docks_available,is_renting,is_returning,last_reported,num_ebikes_available,is_installed,num_bikes_disabled,station_id,num_docks_disabled,eightd_has_available_keys,station_status,legacy_id,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,7,True,True,2020-08-06 01:26:28+00:00,0,True,0,3,0,False,active,3,8,,,2020-08-06 01:34:20,2020
1,4,True,True,2020-08-06 01:25:44+00:00,0,True,0,4,0,False,active,4,15,,,2020-08-06 01:34:20,2020
2,11,True,True,2020-08-06 01:19:17+00:00,0,True,0,5,0,False,active,5,4,,,2020-08-06 01:34:20,2020
3,11,True,True,2020-08-06 01:34:08+00:00,0,True,2,6,0,False,active,6,2,,,2020-08-06 01:34:20,2020
4,9,True,True,2020-08-06 00:37:16+00:00,0,True,0,7,0,False,active,7,6,,,2020-08-06 01:34:20,2020
5,13,True,True,2020-08-06 01:27:07+00:00,0,True,0,8,0,False,active,8,6,,,2020-08-06 01:34:20,2020
6,4,True,True,2020-08-06 00:53:05+00:00,0,True,0,9,0,False,active,9,11,,,2020-08-06 01:34:20,2020
7,9,True,True,2020-08-06 00:59:37+00:00,0,True,0,10,0,False,active,10,2,,,2020-08-06 01:34:20,2020
8,15,True,True,2020-08-06 00:43:32+00:00,0,True,0,11,0,False,active,11,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 3, 'dock_blocked_count': 0, 'valet_revision': 79, 'region': 'BOS', 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",2020-08-06 01:34:20,2020
9,8,True,True,2020-08-06 01:07:27+00:00,0,True,0,12,0,True,active,12,10,,,2020-08-06 01:34:20,2020
10,18,True,True,2020-08-06 01:11:39+00:00,0,True,0,13,0,False,active,13,1,,,2020-08-06 01:34:20,2020
11,25,True,True,2020-08-06 01:33:02+00:00,0,True,0,14,0,False,active,14,0,,,2020-08-06 01:34:20,2020
12,4,True,True,2020-08-06 01:01:57+00:00,0,True,0,15,0,False,active,15,11,,,2020-08-06 01:34:20,2020
13,17,True,True,2020-08-06 01:27:34+00:00,0,True,0,16,0,True,active,16,2,,,2020-08-06 01:34:20,2020
14,10,True,True,2020-08-06 01:14:45+00:00,0,True,0,17,0,False,active,17,5,,,2020-08-06 01:34:20,2020
15,10,True,True,2020-08-06 01:33:46+00:00,0,True,0,19,0,False,active,19,5,,,2020-08-06 01:34:20,2020
16,19,True,True,2020-08-06 01:31:58+00:00,0,True,1,20,0,True,active,20,3,,,2020-08-06 01:34:20,2020
17,16,True,True,2020-08-06 01:30:07+00:00,0,True,1,21,0,True,active,21,1,,,2020-08-06 01:34:20,2020
18,40,True,True,2020-08-06 01:18:06+00:00,0,True,2,22,0,True,active,22,5,,,2020-08-06 01:34:20,2020
19,10,True,True,2020-08-06 01:31:54+00:00,0,True,0,23,0,True,active,23,11,,,2020-08-06 01:34:20,2020
20,4,True,True,2020-08-06 01:25:42+00:00,0,True,0,24,0,False,active,24,15,,,2020-08-06 01:34:20,2020
21,10,True,True,2020-08-06 00:58:27+00:00,0,True,0,25,0,False,active,25,5,,,2020-08-06 01:34:20,2020
22,5,True,True,2020-08-06 01:14:26+00:00,0,True,1,26,0,False,active,26,9,,,2020-08-06 01:34:20,2020
23,10,True,True,2020-08-06 01:24:11+00:00,0,True,1,27,0,False,active,27,12,,,2020-08-06 01:34:20,2020
24,9,True,True,2020-08-06 00:15:21+00:00,0,True,1,29,0,False,active,29,5,,,2020-08-06 01:34:20,2020
25,15,True,True,2020-08-06 00:56:47+00:00,0,True,0,30,0,False,active,30,0,,,2020-08-06 01:34:20,2020
26,17,True,True,2020-08-06 01:19:37+00:00,0,True,0,31,0,True,active,31,2,,,2020-08-06 01:34:20,2020
27,13,True,True,2020-08-06 01:26:35+00:00,0,True,2,32,0,False,active,32,0,,,2020-08-06 01:34:20,2020
28,18,True,True,2020-08-06 01:24:37+00:00,0,True,0,33,0,False,active,33,9,,,2020-08-06 01:34:20,2020
29,16,True,True,2020-08-06 01:33:06+00:00,0,True,0,35,0,False,active,35,7,,,2020-08-06 01:34:20,2020
30,8,True,True,2020-08-06 01:17:35+00:00,0,True,0,36,0,True,active,36,25,,,2020-08-06 01:34:20,2020
31,3,True,True,2020-08-05 23:21:29+00:00,0,True,0,37,0,True,active,37,12,,,2020-08-06 01:34:20,2020
32,18,True,True,2020-08-06 01:28:33+00:00,0,True,0,39,0,False,active,39,5,,,2020-08-06 01:34:20,2020
33,11,True,True,2020-08-06 01:29:17+00:00,0,True,1,40,0,False,active,40,7,,,2020-08-06 01:34:20,2020
34,14,True,True,2020-08-06 01:26:52+00:00,0,True,0,41,0,True,active,41,13,,,2020-08-06 01:34:20,2020
35,11,True,True,2020-08-06 01:32:38+00:00,0,True,1,42,0,False,active,42,11,,,2020-08-06 01:34:20,2020
36,10,True,True,2020-08-06 01:21:42+00:00,0,True,0,43,0,True,active,43,5,,,2020-08-06 01:34:20,2020
37,2,True,True,2020-08-06 01:15:39+00:00,0,True,0,44,0,False,active,44,21,,,2020-08-06 01:34:20,2020
38,5,True,True,2020-08-06 01:30:31+00:00,0,True,1,46,0,False,active,46,13,,,2020-08-06 01:34:20,2020
39,0,True,True,2020-08-06 01:07:26+00:00,0,True,0,47,0,True,active,47,19,,,2020-08-06 01:34:20,2020
40,17,True,True,2020-08-06 00:15:31+00:00,0,True,0,48,0,False,active,48,2,,,2020-08-06 01:34:20,2020
41,4,True,True,2020-08-06 01:17:30+00:00,0,True,0,49,0,False,active,49,14,,,2020-08-06 01:34:20,2020
42,4,True,True,2020-08-06 00:56:58+00:00,0,True,1,50,0,True,active,50,10,,,2020-08-06 01:34:20,2020
43,8,True,True,2020-08-06 01:02:21+00:00,0,True,1,51,0,False,active,51,6,,,2020-08-06 01:34:20,2020
44,12,True,True,2020-08-06 01:33:52+00:00,0,True,0,52,0,True,active,52,11,,,2020-08-06 01:34:20,2020
45,5,True,True,2020-08-06 01:33:41+00:00,0,True,2,53,0,False,active,53,12,,,2020-08-06 01:34:20,2020
46,5,True,True,2020-08-06 01:20:00+00:00,0,True,0,54,0,False,active,54,10,,,2020-08-06 01:34:20,2020
47,8,True,True,2020-08-06 01:26:44+00:00,0,True,1,55,0,False,active,55,6,,,2020-08-06 01:34:20,2020
48,11,True,True,2020-08-06 01:30:13+00:00,0,True,0,56,0,True,active,56,7,,,2020-08-06 01:34:20,2020
49,7,True,True,2020-08-06 01:04:27+00:00,0,True,1,57,0,True,active,57,6,,,2020-08-06 01:34:20,2020
50,1,True,True,2020-08-06 01:27:08+00:00,0,True,0,58,0,True,active,58,18,,,2020-08-06 01:34:20,2020
51,13,True,True,2020-08-06 00:24:42+00:00,0,True,0,59,0,True,active,59,6,,,2020-08-06 01:34:20,2020
52,8,True,True,2020-08-06 01:31:21+00:00,0,True,2,60,0,False,active,60,9,,,2020-08-06 01:34:20,2020
53,13,True,True,2020-08-06 01:20:27+00:00,0,True,1,61,0,False,active,61,5,,,2020-08-06 01:34:20,2020
54,10,True,True,2020-08-05 23:58:55+00:00,0,True,0,63,0,False,active,63,5,,,2020-08-06 01:34:20,2020
55,14,True,True,2020-08-06 01:22:39+00:00,0,True,0,64,0,False,active,64,5,,,2020-08-06 01:34:20,2020
56,16,True,True,2020-08-06 00:29:34+00:00,0,True,1,65,0,False,active,65,6,,,2020-08-06 01:34:20,2020
