,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,eightd_has_available_keys,legacy_id,is_returning,station_status,last_reported,num_bikes_disabled,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,9,0,6,0,True,True,3,True,active,2020-07-30 18:34:05+00:00,0,3,True,,,2020-07-30 18:57:30,2020
1,17,0,2,0,True,False,4,True,active,2020-07-30 18:55:56+00:00,0,4,True,,,2020-07-30 18:57:30,2020
2,4,0,11,0,True,False,5,True,active,2020-07-30 18:26:12+00:00,0,5,True,,,2020-07-30 18:57:30,2020
3,10,0,5,0,True,False,6,True,active,2020-07-30 18:50:41+00:00,0,6,True,,,2020-07-30 18:57:30,2020
4,13,0,0,0,True,False,7,True,active,2020-07-30 18:52:59+00:00,2,7,True,,,2020-07-30 18:57:30,2020
5,6,0,11,0,True,False,8,True,active,2020-07-30 18:52:32+00:00,2,8,True,,,2020-07-30 18:57:30,2020
6,8,0,7,0,True,False,9,True,active,2020-07-30 18:49:16+00:00,0,9,True,,,2020-07-30 18:57:30,2020
7,3,0,8,0,True,False,10,True,active,2020-07-30 17:57:14+00:00,0,10,True,,,2020-07-30 18:57:30,2020
8,15,0,0,0,True,False,11,True,active,2020-07-30 18:53:49+00:00,0,11,True,"{'dock_blocked_count': 0, 'off_dock_count': 61, 'active': True, 'valet_revision': 73, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 18:57:30,2020
9,4,0,13,0,True,True,12,True,active,2020-07-30 18:52:45+00:00,1,12,True,,,2020-07-30 18:57:30,2020
10,18,0,1,0,True,False,13,True,active,2020-07-30 18:40:00+00:00,0,13,True,,,2020-07-30 18:57:30,2020
11,23,0,2,0,True,False,14,True,active,2020-07-30 18:55:52+00:00,0,14,True,,,2020-07-30 18:57:30,2020
12,9,0,6,0,True,False,15,True,active,2020-07-30 18:38:12+00:00,0,15,True,,,2020-07-30 18:57:30,2020
13,8,0,9,0,True,True,16,True,active,2020-07-30 18:56:27+00:00,2,16,True,,,2020-07-30 18:57:30,2020
14,7,0,8,0,True,False,17,True,active,2020-07-30 18:48:56+00:00,0,17,True,,,2020-07-30 18:57:30,2020
15,2,0,13,0,True,False,19,True,active,2020-07-30 18:39:48+00:00,0,19,True,,,2020-07-30 18:57:30,2020
16,16,0,7,0,True,True,20,True,active,2020-07-30 18:55:51+00:00,0,20,True,,,2020-07-30 18:57:30,2020
17,10,0,8,0,True,True,21,True,active,2020-07-30 18:50:49+00:00,0,21,True,,,2020-07-30 18:57:30,2020
18,10,0,37,0,True,True,22,True,active,2020-07-30 18:50:22+00:00,0,22,True,,,2020-07-30 18:57:30,2020
19,15,0,6,0,True,True,23,True,active,2020-07-30 18:55:57+00:00,0,23,True,,,2020-07-30 18:57:30,2020
20,17,0,1,0,True,False,24,True,active,2020-07-30 17:14:44+00:00,1,24,True,,,2020-07-30 18:57:30,2020
21,7,0,8,0,True,False,25,True,active,2020-07-30 18:16:52+00:00,0,25,True,,,2020-07-30 18:57:30,2020
22,1,0,12,0,True,False,26,True,active,2020-07-30 18:57:23+00:00,2,26,True,,,2020-07-30 18:57:30,2020
23,3,0,18,0,True,False,27,True,active,2020-07-30 18:38:27+00:00,2,27,True,,,2020-07-30 18:57:30,2020
24,10,0,5,0,True,False,29,True,active,2020-07-30 17:48:55+00:00,0,29,True,,,2020-07-30 18:57:30,2020
25,13,0,2,0,True,False,30,True,active,2020-07-30 18:55:05+00:00,0,30,True,,,2020-07-30 18:57:30,2020
26,9,0,9,0,True,True,31,True,active,2020-07-30 15:39:12+00:00,1,31,True,,,2020-07-30 18:57:30,2020
27,13,0,1,0,True,False,32,True,active,2020-07-30 18:49:13+00:00,1,32,True,,,2020-07-30 18:57:30,2020
28,17,0,8,0,True,False,33,True,active,2020-07-30 18:46:03+00:00,2,33,True,,,2020-07-30 18:57:30,2020
29,20,0,3,0,True,False,35,True,active,2020-07-30 17:57:15+00:00,0,35,True,,,2020-07-30 18:57:30,2020
30,3,0,29,0,True,True,36,True,active,2020-07-30 18:54:24+00:00,1,36,True,,,2020-07-30 18:57:30,2020
31,2,0,13,0,True,True,37,True,active,2020-07-30 18:12:44+00:00,0,37,True,,,2020-07-30 18:57:30,2020
32,16,0,7,0,True,False,39,True,active,2020-07-30 18:43:14+00:00,0,39,True,,,2020-07-30 18:57:30,2020
33,6,0,12,0,True,False,40,True,active,2020-07-30 18:53:09+00:00,1,40,True,,,2020-07-30 18:57:30,2020
34,7,0,19,0,True,True,41,True,active,2020-07-30 18:48:10+00:00,1,41,True,,,2020-07-30 18:57:30,2020
35,22,0,1,0,True,False,42,True,active,2020-07-30 18:28:55+00:00,0,42,True,,,2020-07-30 18:57:30,2020
36,9,0,6,0,True,True,43,True,active,2020-07-30 18:42:35+00:00,0,43,True,,,2020-07-30 18:57:30,2020
37,17,0,6,0,True,False,44,True,active,2020-07-30 18:23:18+00:00,0,44,True,,,2020-07-30 18:57:30,2020
38,3,0,16,0,True,False,46,True,active,2020-07-30 18:56:40+00:00,0,46,True,,,2020-07-30 18:57:30,2020
39,6,0,13,0,True,True,47,True,active,2020-07-30 18:53:21+00:00,0,47,True,,,2020-07-30 18:57:30,2020
40,9,0,10,0,True,False,48,True,active,2020-07-30 18:23:45+00:00,0,48,True,,,2020-07-30 18:57:30,2020
41,4,0,14,0,True,False,49,True,active,2020-07-30 18:44:13+00:00,0,49,True,,,2020-07-30 18:57:30,2020
42,7,0,8,0,True,True,50,True,active,2020-07-30 18:42:51+00:00,0,50,True,,,2020-07-30 18:57:30,2020
43,4,0,10,0,True,False,51,True,active,2020-07-30 18:20:15+00:00,1,51,True,,,2020-07-30 18:57:30,2020
44,7,0,16,0,True,True,52,True,active,2020-07-30 18:41:33+00:00,0,52,True,,,2020-07-30 18:57:30,2020
45,1,0,18,0,True,False,53,True,active,2020-07-30 18:44:49+00:00,0,53,True,,,2020-07-30 18:57:30,2020
46,7,0,8,0,True,False,54,True,active,2020-07-30 18:54:27+00:00,0,54,True,,,2020-07-30 18:57:30,2020
47,8,0,7,0,True,False,55,True,active,2020-07-30 18:55:40+00:00,0,55,True,,,2020-07-30 18:57:30,2020
48,9,0,6,0,True,True,56,True,active,2020-07-30 16:52:14+00:00,3,56,True,,,2020-07-30 18:57:30,2020
49,4,0,10,0,True,True,57,True,active,2020-07-30 18:53:08+00:00,0,57,True,,,2020-07-30 18:57:30,2020
50,15,0,4,0,True,True,58,True,active,2020-07-30 18:57:10+00:00,0,58,True,,,2020-07-30 18:57:30,2020
51,14,0,5,0,True,True,59,True,active,2020-07-30 18:27:06+00:00,0,59,True,,,2020-07-30 18:57:30,2020
52,5,0,14,0,True,False,60,True,active,2020-07-30 18:57:16+00:00,0,60,True,"{'dock_blocked_count': 0, 'off_dock_count': 40, 'active': True, 'valet_revision': 63, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 18:57:30,2020
53,7,0,12,0,True,False,61,True,active,2020-07-30 17:59:04+00:00,0,61,True,,,2020-07-30 18:57:30,2020
54,11,0,3,0,True,False,63,True,active,2020-07-30 17:05:24+00:00,1,63,True,,,2020-07-30 18:57:30,2020
55,13,0,5,0,True,False,64,True,active,2020-07-30 18:54:27+00:00,1,64,True,,,2020-07-30 18:57:30,2020
56,11,0,12,0,True,False,65,True,active,2020-07-30 18:01:57+00:00,0,65,True,,,2020-07-30 18:57:30,2020
57,3,0,12,0,True,False,66,True,active,2020-07-30 18:53:36+00:00,0,66,True,,,2020-07-30 18:57:30,2020
58,18,0,9,0,True,True,67,True,active,2020-07-30 18:56:41+00:00,0,67,True,,,2020-07-30 18:57:30,2020
59,6,0,13,0,True,True,68,True,active,2020-07-30 18:56:36+00:00,0,68,True,,,2020-07-30 18:57:30,2020
60,1,0,18,0,True,True,69,True,active,2020-07-30 18:44:53+00:00,0,69,True,,,2020-07-30 18:57:30,2020
61,10,0,13,0,True,False,70,True,active,2020-07-30 18:55:08+00:00,0,70,True,,,2020-07-30 18:57:30,2020
62,21,0,2,0,True,False,71,True,active,2020-07-30 18:41:44+00:00,0,71,True,,,2020-07-30 18:57:30,2020
63,10,0,13,0,True,False,72,True,active,2020-07-30 18:29:49+00:00,0,72,True,,,2020-07-30 18:57:30,2020
64,7,0,8,0,True,False,73,True,active,2020-07-30 18:33:51+00:00,0,73,True,,,2020-07-30 18:57:30,2020
65,12,0,6,0,True,True,74,True,active,2020-07-30 18:55:31+00:00,1,74,True,,,2020-07-30 18:57:30,2020
66,11,0,3,0,True,False,75,True,active,2020-07-30 18:54:26+00:00,1,75,True,,,2020-07-30 18:57:30,2020
67,2,0,15,0,True,False,76,True,active,2020-07-30 18:38:38+00:00,0,76,True,,,2020-07-30 18:57:30,2020
68,1,0,14,0,True,False,77,True,active,2020-07-30 18:23:50+00:00,0,77,True,,,2020-07-30 18:57:30,2020
69,15,0,4,0,True,False,78,True,active,2020-07-30 18:29:42+00:00,0,78,True,,,2020-07-30 18:57:30,2020
70,1,0,18,0,True,False,79,True,active,2020-07-30 18:50:08+00:00,0,79,True,,,2020-07-30 18:57:30,2020
