,num_bikes_disabled,last_reported,station_status,is_installed,is_returning,num_docks_disabled,eightd_has_available_keys,legacy_id,num_bikes_available,station_id,num_docks_available,num_ebikes_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
213,0,2020-07-29 20:05:28+00:00,active,True,True,0,False,280,3,280,16,0,True,,,2020-07-29 21:28:45,2020
214,1,2020-07-29 21:19:39+00:00,active,True,True,0,False,282,8,282,6,0,True,,,2020-07-29 21:28:45,2020
215,0,2020-07-29 21:13:35+00:00,active,True,True,0,False,296,2,296,21,0,True,,,2020-07-29 21:28:45,2020
216,1,2020-07-29 21:24:36+00:00,active,True,True,0,False,318,13,318,5,0,True,,,2020-07-29 21:28:45,2020
217,0,2020-07-29 20:47:14+00:00,active,True,True,0,False,319,10,319,15,0,True,,,2020-07-29 21:28:45,2020
218,0,2020-07-29 20:57:01+00:00,active,True,True,0,False,327,12,327,3,0,True,,,2020-07-29 21:28:45,2020
219,0,2020-07-29 21:21:00+00:00,active,True,True,0,False,328,10,328,5,0,True,,,2020-07-29 21:28:45,2020
220,0,2020-07-29 20:52:55+00:00,active,True,True,0,False,329,13,329,2,0,True,,,2020-07-29 21:28:45,2020
221,0,2020-07-29 21:28:00+00:00,active,True,True,0,False,330,9,330,6,0,True,,,2020-07-29 21:28:45,2020
222,1,2020-07-29 21:20:21+00:00,active,True,True,0,False,331,11,331,3,0,True,,,2020-07-29 21:28:45,2020
223,1,2020-07-29 21:10:36+00:00,active,True,True,0,False,332,14,332,0,0,True,,,2020-07-29 21:28:45,2020
224,0,2020-07-29 21:20:58+00:00,active,True,True,0,False,333,23,333,2,0,True,,,2020-07-29 21:28:45,2020
225,0,2020-07-29 21:07:31+00:00,active,True,True,0,False,334,9,334,10,0,True,,,2020-07-29 21:28:45,2020
226,0,2020-07-29 21:27:38+00:00,active,True,True,0,False,335,11,335,8,0,True,,,2020-07-29 21:28:45,2020
227,0,2020-07-29 21:08:19+00:00,active,True,True,0,False,336,11,336,4,0,True,,,2020-07-29 21:28:45,2020
228,1,2020-07-29 21:15:37+00:00,active,True,True,0,False,337,13,337,1,0,True,,,2020-07-29 21:28:45,2020
229,0,2020-07-29 21:28:06+00:00,active,True,True,0,False,338,2,338,13,0,True,,,2020-07-29 21:28:45,2020
230,0,2020-07-29 21:04:36+00:00,active,True,True,0,False,339,9,339,6,0,True,,,2020-07-29 21:28:45,2020
231,1,2020-07-29 15:27:12+00:00,active,True,True,0,False,340,13,340,5,0,True,,,2020-07-29 21:28:45,2020
232,0,2020-07-29 15:51:22+00:00,active,True,True,0,True,341,8,341,7,0,True,,,2020-07-29 21:28:45,2020
233,0,2020-07-29 21:26:14+00:00,active,True,True,0,False,342,1,342,14,0,True,,,2020-07-29 21:28:45,2020
234,1,2020-07-29 15:29:35+00:00,active,True,True,0,False,343,4,343,10,0,True,,,2020-07-29 21:28:45,2020
235,0,2020-07-29 20:29:35+00:00,active,True,True,0,False,344,0,344,19,0,True,,,2020-07-29 21:28:45,2020
236,1,2020-07-29 21:21:00+00:00,active,True,True,0,False,345,4,345,14,0,True,,,2020-07-29 21:28:45,2020
237,0,2020-07-29 21:10:34+00:00,active,True,True,0,False,346,0,346,15,0,True,,,2020-07-29 21:28:45,2020
238,0,2020-07-29 17:43:34+00:00,active,True,True,0,False,347,5,347,10,0,True,,,2020-07-29 21:28:45,2020
239,1,2020-07-29 20:30:38+00:00,active,True,True,0,False,348,8,348,6,0,True,,,2020-07-29 21:28:45,2020
240,0,2020-07-29 16:21:16+00:00,active,True,True,0,True,349,3,349,14,0,True,,,2020-07-29 21:28:45,2020
241,0,2020-07-29 21:25:27+00:00,active,True,True,0,False,350,4,350,13,0,True,,,2020-07-29 21:28:45,2020
242,0,2020-07-29 20:14:54+00:00,active,True,True,0,False,351,4,351,11,0,True,,,2020-07-29 21:28:45,2020
243,0,2020-07-29 20:59:08+00:00,active,True,True,0,False,352,10,352,5,0,True,,,2020-07-29 21:28:45,2020
244,0,2020-07-29 13:28:03+00:00,active,True,True,0,True,353,13,353,2,0,True,,,2020-07-29 21:28:45,2020
245,0,2020-07-29 20:54:11+00:00,active,True,True,0,False,354,0,354,15,0,True,,,2020-07-29 21:28:45,2020
246,0,2020-07-29 20:24:25+00:00,active,True,True,0,False,355,12,355,5,0,True,,,2020-07-29 21:28:45,2020
247,0,2020-07-29 21:26:36+00:00,active,True,True,0,False,356,16,356,7,0,True,,,2020-07-29 21:28:45,2020
248,0,2020-07-29 21:23:12+00:00,active,True,True,0,False,357,10,357,5,0,True,,,2020-07-29 21:28:45,2020
249,0,2020-07-29 21:18:59+00:00,active,True,True,0,False,358,5,358,14,0,True,,,2020-07-29 21:28:45,2020
250,0,2020-07-29 21:25:22+00:00,active,True,True,0,False,359,2,359,13,0,True,,,2020-07-29 21:28:45,2020
251,0,2020-07-29 21:10:16+00:00,active,True,True,0,False,360,3,360,12,0,True,,,2020-07-29 21:28:45,2020
252,0,2020-07-29 21:00:14+00:00,active,True,True,0,False,361,13,361,6,0,True,,,2020-07-29 21:28:45,2020
253,0,2020-07-29 21:01:03+00:00,active,True,True,0,False,362,13,362,6,0,True,,,2020-07-29 21:28:45,2020
254,0,2020-07-29 21:25:37+00:00,active,True,True,0,False,363,15,363,4,0,True,,,2020-07-29 21:28:45,2020
255,2,2020-07-29 20:59:44+00:00,active,True,True,0,False,364,7,364,10,0,True,,,2020-07-29 21:28:45,2020
256,0,2020-07-29 21:20:42+00:00,active,True,True,0,False,365,2,365,17,0,True,,,2020-07-29 21:28:45,2020
257,0,2020-07-29 21:28:20+00:00,active,True,True,0,False,366,9,366,6,0,True,,,2020-07-29 21:28:45,2020
258,1,2020-07-29 21:25:07+00:00,active,True,True,0,False,367,17,367,1,0,True,,,2020-07-29 21:28:45,2020
259,0,2020-07-29 20:26:52+00:00,active,True,True,0,False,368,3,368,12,0,True,,,2020-07-29 21:28:45,2020
260,1,2020-07-29 21:24:32+00:00,active,True,True,0,False,369,8,369,6,0,True,,,2020-07-29 21:28:45,2020
261,1,2020-07-29 21:21:54+00:00,active,True,True,0,False,370,11,370,7,0,True,,,2020-07-29 21:28:45,2020
262,0,2020-07-29 21:18:21+00:00,active,True,True,0,False,371,7,371,12,0,True,,,2020-07-29 21:28:45,2020
263,0,2020-07-29 21:24:30+00:00,active,True,True,0,False,372,12,372,7,0,True,,,2020-07-29 21:28:45,2020
264,0,2020-07-29 21:19:08+00:00,active,True,True,0,False,373,6,373,9,0,True,,,2020-07-29 21:28:45,2020
265,0,2020-07-29 21:10:37+00:00,active,True,True,0,False,374,7,374,12,0,True,,,2020-07-29 21:28:45,2020
266,0,2020-07-29 21:21:52+00:00,active,True,True,0,False,376,10,376,5,0,True,,,2020-07-29 21:28:45,2020
267,0,2020-07-29 21:15:58+00:00,active,True,True,0,False,377,17,377,2,0,True,,,2020-07-29 21:28:45,2020
268,0,2020-07-29 21:27:24+00:00,active,True,True,0,False,378,7,378,12,0,True,,,2020-07-29 21:28:45,2020
269,0,2020-07-29 21:13:34+00:00,active,True,True,0,False,379,7,379,8,0,True,,,2020-07-29 21:28:45,2020
270,1,2020-07-29 21:20:00+00:00,active,True,True,0,False,380,6,380,11,0,True,,,2020-07-29 21:28:45,2020
271,1,2020-07-29 21:26:52+00:00,active,True,True,0,False,381,12,381,6,0,True,,,2020-07-29 21:28:45,2020
272,1,2020-07-29 21:16:57+00:00,active,True,True,0,True,384,10,384,8,0,True,,,2020-07-29 21:28:45,2020
273,0,2020-07-29 21:20:03+00:00,active,True,True,1,False,385,6,385,8,0,True,,,2020-07-29 21:28:45,2020
274,0,2020-07-29 21:26:33+00:00,active,True,True,0,False,386,7,386,12,0,True,,,2020-07-29 21:28:45,2020
275,0,2020-07-29 21:13:19+00:00,active,True,True,0,False,387,11,387,4,0,True,,,2020-07-29 21:28:45,2020
276,0,2020-07-29 08:59:07+00:00,active,True,True,0,False,388,3,388,8,0,True,,,2020-07-29 21:28:45,2020
277,0,2020-07-29 17:16:59+00:00,active,True,True,0,False,389,9,389,5,0,True,,,2020-07-29 21:28:45,2020
278,0,2020-07-29 10:46:04+00:00,active,True,True,0,False,390,15,390,0,0,True,,,2020-07-29 21:28:45,2020
279,0,2020-07-29 20:33:17+00:00,active,True,True,0,False,391,11,391,4,0,True,,,2020-07-29 21:28:45,2020
280,0,2020-07-29 16:37:29+00:00,active,True,True,0,False,392,9,392,6,0,True,,,2020-07-29 21:28:45,2020
281,0,2020-07-28 16:21:03+00:00,active,True,True,0,False,393,6,393,9,0,True,,,2020-07-29 21:28:45,2020
282,0,2020-07-29 19:54:46+00:00,active,True,True,0,False,394,1,394,13,0,True,,,2020-07-29 21:28:45,2020
283,0,2020-07-29 14:45:26+00:00,active,True,True,0,False,395,6,395,9,0,True,,,2020-07-29 21:28:45,2020
284,0,2020-07-29 17:56:52+00:00,active,True,True,0,False,396,9,396,6,0,True,,,2020-07-29 21:28:45,2020
285,0,2020-07-29 16:43:59+00:00,active,True,True,0,False,397,9,397,6,0,True,,,2020-07-29 21:28:45,2020
286,0,2020-07-29 20:39:08+00:00,active,True,True,0,False,398,8,398,11,0,True,,,2020-07-29 21:28:45,2020
287,0,2020-07-29 21:26:12+00:00,active,True,True,0,False,399,5,399,10,0,True,,,2020-07-29 21:28:45,2020
288,0,2020-07-29 21:20:00+00:00,active,True,True,0,False,400,11,400,16,0,True,,,2020-07-29 21:28:45,2020
289,0,2020-07-29 20:53:44+00:00,active,True,True,0,False,401,14,401,1,0,True,,,2020-07-29 21:28:45,2020
290,0,2020-07-29 20:16:12+00:00,active,True,True,0,False,402,2,402,13,0,True,,,2020-07-29 21:28:45,2020
291,0,2020-07-29 21:16:48+00:00,active,True,True,0,False,403,1,403,14,0,True,,,2020-07-29 21:28:45,2020
292,0,2020-07-29 21:19:35+00:00,active,True,True,0,False,404,4,404,12,0,True,,,2020-07-29 21:28:45,2020
293,1,2020-07-29 21:22:32+00:00,active,True,True,0,False,405,11,405,7,0,True,,,2020-07-29 21:28:45,2020
294,1,2020-07-29 21:09:54+00:00,active,True,True,0,False,406,1,406,13,0,True,,,2020-07-29 21:28:45,2020
295,0,2020-07-29 20:42:59+00:00,active,True,True,0,False,407,6,407,13,0,True,,,2020-07-29 21:28:45,2020
296,0,2020-07-29 21:08:05+00:00,active,True,True,0,False,408,7,408,8,0,True,,,2020-07-29 21:28:45,2020
297,0,2020-07-29 21:21:29+00:00,active,True,True,0,False,409,5,409,14,0,True,,,2020-07-29 21:28:45,2020
298,2,2020-07-29 21:01:16+00:00,active,True,True,0,False,410,13,410,4,0,True,,,2020-07-29 21:28:45,2020
299,2,2020-07-29 16:18:58+00:00,active,True,True,0,False,411,12,411,1,0,True,,,2020-07-29 21:28:45,2020
300,0,2020-07-29 21:25:43+00:00,active,True,True,0,False,412,13,412,6,0,True,,,2020-07-29 21:28:45,2020
301,1,2020-07-29 21:22:59+00:00,active,True,True,0,False,413,9,413,9,0,True,,,2020-07-29 21:28:45,2020
302,0,2020-07-29 21:09:32+00:00,active,True,True,0,False,414,3,414,20,0,True,,,2020-07-29 21:28:45,2020
303,0,2020-07-29 21:12:26+00:00,active,True,True,0,False,415,2,415,17,0,True,,,2020-07-29 21:28:45,2020
304,0,2020-07-29 21:25:33+00:00,active,True,True,0,False,416,1,416,14,0,True,,,2020-07-29 21:28:45,2020
305,0,2020-07-29 21:26:45+00:00,active,True,True,0,False,417,7,417,12,0,True,,,2020-07-29 21:28:45,2020
306,0,2020-07-29 21:23:41+00:00,active,True,True,0,False,419,12,419,3,0,True,,,2020-07-29 21:28:45,2020
307,0,1970-01-02 00:00:00+00:00,out_of_service,False,False,0,False,420,0,420,0,0,False,,,2020-07-29 21:28:45,1970
308,1,2020-07-29 14:32:21+00:00,active,True,True,0,False,421,9,421,9,0,True,,,2020-07-29 21:28:45,2020
309,0,2020-07-29 15:13:37+00:00,active,True,True,0,False,422,14,422,1,0,True,,,2020-07-29 21:28:45,2020
310,0,2020-07-29 19:04:10+00:00,active,True,True,0,False,423,9,423,10,0,True,,,2020-07-29 21:28:45,2020
311,1,2020-07-29 20:35:06+00:00,active,True,True,0,False,424,2,424,16,0,True,,,2020-07-29 21:28:45,2020
312,0,2020-07-29 20:42:32+00:00,active,True,True,0,False,425,4,425,12,0,True,,,2020-07-29 21:28:45,2020
313,0,2020-07-29 21:20:43+00:00,active,True,True,0,False,426,14,426,13,0,True,,,2020-07-29 21:28:45,2020
314,0,2020-07-29 10:20:22+00:00,active,True,True,0,False,427,8,427,11,0,True,,,2020-07-29 21:28:45,2020
315,0,2020-07-29 21:01:30+00:00,active,True,True,0,False,428,8,428,11,0,True,,,2020-07-29 21:28:45,2020
316,0,2020-07-29 19:39:05+00:00,active,True,True,0,False,430,15,430,4,0,True,,,2020-07-29 21:28:45,2020
317,1,2020-07-29 19:06:58+00:00,active,True,True,0,False,431,0,431,14,0,True,,,2020-07-29 21:28:45,2020
318,0,2020-07-29 13:57:01+00:00,active,True,True,0,False,432,6,432,13,0,True,,,2020-07-29 21:28:45,2020
319,1,2020-07-29 13:58:30+00:00,active,True,True,0,False,433,0,433,18,0,True,,,2020-07-29 21:28:45,2020
320,1,2020-07-29 21:07:27+00:00,active,True,True,0,False,434,8,434,10,0,True,,,2020-07-29 21:28:45,2020
321,2,2020-07-29 18:37:38+00:00,active,True,True,0,False,435,11,435,2,0,True,,,2020-07-29 21:28:45,2020
322,0,2020-07-29 19:02:12+00:00,active,True,True,0,False,436,4,436,11,0,True,,,2020-07-29 21:28:45,2020
323,0,2020-07-29 21:18:28+00:00,active,True,True,0,False,437,8,437,11,0,True,,,2020-07-29 21:28:45,2020
324,0,2020-07-29 21:10:36+00:00,active,True,True,0,False,440,4,440,13,0,True,,,2020-07-29 21:28:45,2020
325,0,2020-07-29 21:04:45+00:00,active,True,True,0,False,441,16,441,3,0,True,,,2020-07-29 21:28:45,2020
326,0,2020-07-29 19:08:35+00:00,active,True,True,0,False,442,3,442,12,0,True,,,2020-07-29 21:28:45,2020
327,0,2020-07-29 18:44:06+00:00,active,True,True,0,False,443,6,443,13,0,True,,,2020-07-29 21:28:45,2020
328,0,2020-07-29 21:23:05+00:00,active,True,True,0,False,445,9,445,10,0,True,,,2020-07-29 21:28:45,2020
329,0,2020-07-29 21:27:31+00:00,active,True,True,0,False,446,5,446,7,0,True,,,2020-07-29 21:28:45,2020
330,0,2020-07-29 20:22:43+00:00,active,True,True,0,False,447,1,447,18,0,True,,,2020-07-29 21:28:45,2020
331,0,2020-07-29 14:20:33+00:00,active,True,True,0,False,448,4,448,7,0,True,,,2020-07-29 21:28:45,2020
332,0,1970-01-02 00:00:00+00:00,out_of_service,False,True,0,False,449,0,449,0,0,True,,,2020-07-29 21:28:45,1970
333,0,2020-07-29 21:11:00+00:00,active,True,True,0,False,450,1,450,14,0,True,,,2020-07-29 21:28:45,2020
334,0,2020-07-29 21:07:03+00:00,active,True,True,0,False,451,4,451,11,0,True,,,2020-07-29 21:28:45,2020
335,0,2020-07-29 21:25:48+00:00,active,True,True,0,False,452,5,452,10,0,True,,,2020-07-29 21:28:45,2020
336,0,2020-07-29 21:27:02+00:00,active,True,True,0,False,453,3,453,12,0,True,,,2020-07-29 21:28:45,2020
337,0,2020-07-29 21:08:44+00:00,active,True,True,0,False,454,6,454,9,0,True,,,2020-07-29 21:28:45,2020
