,is_returning,legacy_id,station_status,num_bikes_disabled,station_id,is_renting,last_reported,num_docks_disabled,eightd_has_available_keys,num_bikes_available,num_ebikes_available,is_installed,num_docks_available,timestamp_of_data_read_request,year_station_last_reported
70,True,79,active,3,79,True,2020-08-13 01:11:57+00:00,0,False,9,0,True,7,2020-08-13 01:23:05,2020
71,True,80,active,0,80,True,2020-08-12 23:58:46+00:00,0,False,0,0,True,35,2020-08-13 01:23:05,2020
72,True,81,active,1,81,True,2020-08-13 01:17:33+00:00,0,False,10,0,True,8,2020-08-13 01:23:05,2020
73,True,82,active,0,82,True,2020-08-13 01:01:26+00:00,0,False,1,0,True,14,2020-08-13 01:23:05,2020
74,True,84,active,0,84,True,2020-08-13 00:02:32+00:00,0,False,3,0,True,12,2020-08-13 01:23:05,2020
75,True,85,active,0,85,True,2020-08-13 00:20:27+00:00,0,False,0,0,True,19,2020-08-13 01:23:05,2020
76,True,86,active,0,86,True,2020-08-13 01:18:11+00:00,0,False,4,0,True,15,2020-08-13 01:23:05,2020
77,True,87,active,0,87,True,2020-08-13 01:09:45+00:00,0,False,14,0,True,1,2020-08-13 01:23:05,2020
78,True,89,active,0,89,True,2020-08-13 01:09:15+00:00,0,False,13,0,True,6,2020-08-13 01:23:05,2020
79,True,90,active,0,90,True,2020-08-13 00:56:48+00:00,0,False,11,0,True,8,2020-08-13 01:23:05,2020
80,True,91,active,0,91,True,2020-08-13 01:19:44+00:00,0,False,0,0,True,19,2020-08-13 01:23:05,2020
81,True,92,active,1,92,True,2020-08-13 00:00:27+00:00,0,False,8,0,True,10,2020-08-13 01:23:05,2020
82,True,93,active,2,93,True,2020-08-13 00:04:43+00:00,0,False,10,0,True,3,2020-08-13 01:23:05,2020
83,True,94,active,0,94,True,2020-08-13 01:09:08+00:00,0,False,7,0,True,4,2020-08-13 01:23:05,2020
84,True,95,active,0,95,True,2020-08-13 01:09:35+00:00,0,False,3,0,True,12,2020-08-13 01:23:05,2020
85,True,96,active,1,96,True,2020-08-13 00:53:36+00:00,0,False,13,0,True,5,2020-08-13 01:23:05,2020
86,True,97,active,1,97,True,2020-08-13 01:20:11+00:00,0,False,12,0,True,6,2020-08-13 01:23:05,2020
87,True,98,active,1,98,True,2020-08-13 00:58:11+00:00,0,False,12,0,True,10,2020-08-13 01:23:05,2020
88,True,99,active,1,99,True,2020-08-13 01:17:24+00:00,0,False,8,0,True,6,2020-08-13 01:23:05,2020
89,True,100,active,1,100,True,2020-08-13 01:18:21+00:00,0,True,24,0,True,0,2020-08-13 01:23:05,2020
90,True,101,active,0,101,True,2020-08-13 01:14:29+00:00,0,False,13,0,True,2,2020-08-13 01:23:05,2020
91,True,102,active,0,102,True,2020-08-13 01:07:50+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
92,True,103,active,0,103,True,2020-08-13 01:19:54+00:00,0,False,12,0,True,3,2020-08-13 01:23:05,2020
93,True,104,active,0,104,True,2020-08-13 00:34:27+00:00,0,False,9,0,True,10,2020-08-13 01:23:05,2020
94,True,105,active,1,105,True,2020-08-13 01:04:41+00:00,0,False,18,0,True,0,2020-08-13 01:23:05,2020
95,True,106,active,1,106,True,2020-08-12 23:24:22+00:00,0,False,2,0,True,12,2020-08-13 01:23:05,2020
96,True,107,active,0,107,True,2020-08-13 01:22:04+00:00,0,False,1,0,True,18,2020-08-13 01:23:05,2020
97,True,108,active,0,108,True,2020-08-13 01:01:02+00:00,0,False,0,0,True,17,2020-08-13 01:23:05,2020
98,True,109,active,0,109,True,2020-08-13 00:00:16+00:00,0,False,2,0,True,33,2020-08-13 01:23:05,2020
99,True,110,active,0,110,True,2020-08-12 23:54:01+00:00,0,False,1,0,True,14,2020-08-13 01:23:05,2020
100,True,111,active,0,111,True,2020-08-13 01:05:05+00:00,0,False,6,0,True,9,2020-08-13 01:23:05,2020
101,True,112,active,0,112,True,2020-08-13 00:26:24+00:00,0,False,14,0,True,1,2020-08-13 01:23:05,2020
102,True,113,active,0,113,True,2020-08-13 00:33:58+00:00,0,False,6,0,True,9,2020-08-13 01:23:05,2020
103,True,114,active,1,114,True,2020-08-13 00:34:01+00:00,0,False,8,0,True,6,2020-08-13 01:23:05,2020
104,True,115,active,5,115,True,2020-08-13 00:52:31+00:00,0,False,14,0,True,0,2020-08-13 01:23:05,2020
105,True,116,active,0,116,True,2020-08-13 00:29:11+00:00,0,False,18,0,True,5,2020-08-13 01:23:05,2020
106,True,117,active,0,117,True,2020-08-13 00:36:00+00:00,0,False,9,0,True,10,2020-08-13 01:23:05,2020
107,True,118,active,1,118,True,2020-08-13 01:14:47+00:00,0,False,8,0,True,10,2020-08-13 01:23:05,2020
108,True,119,active,0,119,True,2020-08-13 01:12:35+00:00,0,False,13,0,True,2,2020-08-13 01:23:05,2020
109,True,120,active,1,120,True,2020-08-13 01:19:40+00:00,0,False,12,0,True,2,2020-08-13 01:23:05,2020
110,True,121,active,0,121,True,2020-08-13 01:17:10+00:00,0,False,4,0,True,13,2020-08-13 01:23:05,2020
111,True,122,active,0,122,True,2020-08-13 01:17:51+00:00,0,False,4,0,True,11,2020-08-13 01:23:05,2020
112,True,124,active,1,124,True,2020-08-13 00:34:19+00:00,0,False,5,0,True,9,2020-08-13 01:23:05,2020
113,True,125,active,1,125,True,2020-08-13 01:03:07+00:00,0,False,11,0,True,3,2020-08-13 01:23:05,2020
114,True,126,active,0,126,True,2020-08-13 00:42:57+00:00,0,False,8,0,True,7,2020-08-13 01:23:05,2020
115,True,128,active,0,128,True,2020-08-13 01:15:53+00:00,0,False,4,0,True,15,2020-08-13 01:23:05,2020
116,True,129,active,0,129,True,2020-08-12 22:37:48+00:00,0,False,13,0,True,6,2020-08-13 01:23:05,2020
117,True,130,active,0,130,True,2020-08-12 23:31:39+00:00,0,False,12,0,True,3,2020-08-13 01:23:05,2020
118,True,131,active,0,131,True,2020-08-13 00:58:29+00:00,0,False,12,0,True,6,2020-08-13 01:23:05,2020
119,True,133,active,1,133,True,2020-08-13 01:05:13+00:00,0,False,12,0,True,10,2020-08-13 01:23:05,2020
120,True,135,active,0,135,True,2020-08-12 22:05:32+00:00,0,False,2,0,True,15,2020-08-13 01:23:05,2020
121,True,136,active,1,136,True,2020-08-12 22:08:54+00:00,0,False,4,0,True,14,2020-08-13 01:23:05,2020
122,True,137,active,0,137,True,2020-08-13 01:19:50+00:00,0,False,8,0,True,7,2020-08-13 01:23:05,2020
123,True,138,active,1,138,True,2020-08-13 01:12:20+00:00,0,False,12,0,True,2,2020-08-13 01:23:05,2020
124,True,139,active,0,139,True,2020-08-12 23:57:37+00:00,0,False,19,0,True,0,2020-08-13 01:23:05,2020
125,True,140,active,0,140,True,2020-08-12 23:50:57+00:00,0,False,13,0,True,4,2020-08-13 01:23:05,2020
126,True,141,active,0,141,True,2020-08-13 01:13:54+00:00,0,False,6,0,True,9,2020-08-13 01:23:05,2020
127,True,142,active,1,142,True,2020-08-13 00:37:27+00:00,0,False,12,0,True,10,2020-08-13 01:23:05,2020
128,True,143,active,4,143,True,2020-08-13 01:22:28+00:00,0,False,10,0,True,9,2020-08-13 01:23:05,2020
129,True,144,active,1,144,True,2020-08-13 00:19:53+00:00,0,False,11,0,True,7,2020-08-13 01:23:05,2020
130,True,145,active,0,145,True,2020-08-12 23:52:56+00:00,0,False,17,0,True,2,2020-08-13 01:23:05,2020
131,True,146,active,0,146,True,2020-08-13 01:17:10+00:00,0,False,6,0,True,13,2020-08-13 01:23:05,2020
132,True,149,active,0,149,True,2020-08-13 00:59:46+00:00,0,True,8,0,True,10,2020-08-13 01:23:05,2020
133,True,150,active,0,150,True,2020-08-13 00:52:39+00:00,0,False,17,0,True,2,2020-08-13 01:23:05,2020
134,True,151,active,1,151,True,2020-08-13 01:00:15+00:00,0,False,6,0,True,12,2020-08-13 01:23:05,2020
135,True,152,active,0,152,True,2020-08-13 00:44:52+00:00,0,True,2,0,True,13,2020-08-13 01:23:05,2020
136,True,156,active,0,156,True,2020-08-13 00:11:32+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
137,True,157,active,1,157,True,2020-08-13 01:19:55+00:00,0,False,1,0,True,13,2020-08-13 01:23:05,2020
138,True,159,active,0,159,True,2020-08-13 01:02:08+00:00,0,False,10,0,True,5,2020-08-13 01:23:05,2020
139,True,160,active,0,160,True,2020-08-13 00:40:05+00:00,0,True,0,0,True,14,2020-08-13 01:23:05,2020
140,True,161,active,2,161,True,2020-08-13 00:50:17+00:00,0,True,18,0,True,3,2020-08-13 01:23:05,2020
141,True,162,active,0,162,True,2020-08-13 00:33:50+00:00,0,False,4,0,True,11,2020-08-13 01:23:05,2020
142,True,163,active,0,163,True,2020-08-13 00:26:47+00:00,0,True,10,0,True,9,2020-08-13 01:23:05,2020
143,True,167,active,0,167,True,2020-08-13 00:23:54+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
144,True,169,active,0,169,True,2020-08-13 00:38:59+00:00,0,False,11,0,True,8,2020-08-13 01:23:05,2020
145,True,170,active,1,170,True,2020-08-12 23:30:14+00:00,0,True,4,0,True,9,2020-08-13 01:23:05,2020
146,True,171,active,0,171,True,2020-08-12 23:58:34+00:00,0,True,10,0,True,13,2020-08-13 01:23:05,2020
147,True,173,active,0,173,True,2020-08-13 00:52:44+00:00,0,True,9,0,True,5,2020-08-13 01:23:05,2020
148,True,174,active,1,174,True,2020-08-13 01:03:06+00:00,0,False,1,0,True,13,2020-08-13 01:23:05,2020
149,True,175,active,1,175,True,2020-08-13 01:09:33+00:00,0,True,5,0,True,11,2020-08-13 01:23:05,2020
150,True,176,active,0,176,True,2020-08-13 00:39:07+00:00,0,False,14,0,True,1,2020-08-13 01:23:05,2020
151,True,177,active,1,177,True,2020-08-13 01:13:42+00:00,0,False,8,0,True,10,2020-08-13 01:23:05,2020
152,True,178,active,0,178,True,2020-08-13 01:14:46+00:00,0,False,3,0,True,16,2020-08-13 01:23:05,2020
153,True,179,active,0,179,True,2020-08-13 01:14:27+00:00,0,False,16,0,True,9,2020-08-13 01:23:05,2020
154,True,180,active,0,180,True,2020-08-13 00:56:11+00:00,0,False,8,0,True,11,2020-08-13 01:23:05,2020
155,True,181,active,0,181,True,2020-08-13 01:11:43+00:00,0,False,10,0,True,9,2020-08-13 01:23:05,2020
156,True,182,active,0,182,True,2020-08-12 23:42:13+00:00,0,True,1,0,True,18,2020-08-13 01:23:05,2020
157,True,183,active,1,183,True,2020-08-13 00:58:14+00:00,0,False,2,0,True,16,2020-08-13 01:23:05,2020
158,True,184,active,0,184,True,2020-08-13 01:06:25+00:00,0,False,10,0,True,9,2020-08-13 01:23:05,2020
159,True,185,active,0,185,True,2020-08-13 01:09:52+00:00,0,False,3,0,True,12,2020-08-13 01:23:05,2020
160,True,186,active,0,186,True,2020-08-13 01:12:36+00:00,0,True,7,0,True,8,2020-08-13 01:23:05,2020
161,True,187,active,0,187,True,2020-08-13 00:29:52+00:00,0,False,7,0,True,8,2020-08-13 01:23:05,2020
162,True,188,active,1,188,True,2020-08-13 00:00:20+00:00,0,False,14,0,True,0,2020-08-13 01:23:05,2020
163,True,189,active,0,189,True,2020-08-13 01:06:05+00:00,0,True,5,0,True,18,2020-08-13 01:23:05,2020
164,True,190,active,2,190,True,2020-08-13 01:18:32+00:00,0,True,8,0,True,27,2020-08-13 01:23:05,2020
165,True,191,active,0,191,True,2020-08-12 23:35:49+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
166,True,192,active,0,192,True,2020-08-13 00:42:38+00:00,0,False,2,0,True,17,2020-08-13 01:23:05,2020
167,True,193,active,2,193,True,2020-08-13 00:45:30+00:00,0,False,3,0,True,10,2020-08-13 01:23:05,2020
168,True,194,active,0,194,True,2020-08-12 23:35:25+00:00,0,False,1,0,True,18,2020-08-13 01:23:05,2020
169,True,195,active,0,195,True,2020-08-13 01:05:40+00:00,0,False,12,0,True,11,2020-08-13 01:23:05,2020
170,True,196,active,0,196,True,2020-08-13 01:09:05+00:00,0,True,1,0,True,9,2020-08-13 01:23:05,2020
171,True,197,active,0,197,True,2020-08-13 00:19:50+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
172,True,199,active,0,199,True,2020-08-12 22:23:22+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
173,True,200,active,1,200,True,2020-08-13 01:14:03+00:00,0,False,15,0,True,3,2020-08-13 01:23:05,2020
174,True,201,active,0,201,True,2020-08-12 12:04:48+00:00,0,False,0,0,True,15,2020-08-13 01:23:05,2020
175,True,202,active,0,202,True,2020-08-12 23:37:00+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
176,True,203,active,0,203,True,2020-08-12 22:21:20+00:00,0,False,1,0,True,14,2020-08-13 01:23:05,2020
177,True,204,active,1,204,True,2020-08-12 23:45:02+00:00,0,False,1,0,True,13,2020-08-13 01:23:05,2020
178,True,205,active,0,205,True,2020-08-13 00:34:37+00:00,0,False,2,0,True,13,2020-08-13 01:23:05,2020
179,True,206,active,1,206,True,2020-08-13 00:09:00+00:00,0,True,2,0,True,20,2020-08-13 01:23:05,2020
180,True,208,active,1,208,True,2020-08-13 01:18:07+00:00,0,True,6,0,True,8,2020-08-13 01:23:05,2020
181,True,209,active,0,209,True,2020-08-12 19:30:28+00:00,0,False,4,0,True,11,2020-08-13 01:23:05,2020
182,True,210,active,0,210,True,2020-08-12 21:31:14+00:00,0,False,1,0,True,14,2020-08-13 01:23:05,2020
183,True,211,active,0,211,True,2020-08-13 01:17:46+00:00,0,False,4,0,True,15,2020-08-13 01:23:05,2020
184,True,212,active,0,212,True,2020-08-13 00:51:54+00:00,0,False,29,0,True,4,2020-08-13 01:23:05,2020
185,True,213,active,0,213,True,2020-08-13 00:48:45+00:00,0,True,4,0,True,12,2020-08-13 01:23:05,2020
186,True,214,active,0,214,True,2020-08-13 00:13:51+00:00,0,False,2,0,True,13,2020-08-13 01:23:05,2020
187,True,215,active,2,215,True,2020-08-13 01:22:13+00:00,0,False,4,0,True,9,2020-08-13 01:23:05,2020
188,True,216,active,1,216,True,2020-08-12 21:12:33+00:00,0,False,18,0,True,0,2020-08-13 01:23:05,2020
189,True,217,active,0,217,True,2020-08-13 01:19:13+00:00,0,False,14,0,True,5,2020-08-13 01:23:05,2020
190,True,218,active,0,218,True,2020-08-13 01:15:45+00:00,0,False,2,0,True,13,2020-08-13 01:23:05,2020
191,True,219,active,1,219,True,2020-08-13 01:11:57+00:00,0,False,6,0,True,8,2020-08-13 01:23:05,2020
192,True,221,active,0,221,True,2020-08-13 01:10:17+00:00,0,False,12,0,True,7,2020-08-13 01:23:05,2020
193,True,222,active,0,222,True,2020-08-13 00:19:35+00:00,0,True,5,0,True,9,2020-08-13 01:23:05,2020
194,True,224,active,2,224,True,2020-08-13 00:28:02+00:00,0,False,13,0,True,2,2020-08-13 01:23:05,2020
195,True,225,active,1,225,True,2020-08-13 01:20:37+00:00,0,False,6,0,True,12,2020-08-13 01:23:05,2020
196,True,226,active,0,226,True,2020-08-13 01:02:56+00:00,0,False,2,0,True,13,2020-08-13 01:23:05,2020
197,True,227,active,3,227,True,2020-08-13 00:50:15+00:00,0,False,9,0,True,7,2020-08-13 01:23:05,2020
198,True,228,active,1,228,True,2020-08-13 01:02:35+00:00,0,False,1,0,True,17,2020-08-13 01:23:05,2020
199,True,232,active,0,232,True,2020-08-13 00:10:48+00:00,0,False,7,0,True,4,2020-08-13 01:23:05,2020
200,False,233,active,0,233,False,2020-08-12 18:16:55+00:00,0,False,6,0,True,9,2020-08-13 01:23:05,2020
201,True,234,active,0,234,True,2020-08-13 01:11:04+00:00,0,False,2,0,True,13,2020-08-13 01:23:05,2020
202,True,235,active,0,235,True,2020-08-13 00:24:48+00:00,0,False,6,0,True,9,2020-08-13 01:23:05,2020
203,True,236,active,0,236,True,2020-08-13 01:08:41+00:00,0,False,10,0,True,5,2020-08-13 01:23:05,2020
204,True,239,active,0,239,True,2020-08-13 00:51:10+00:00,0,False,12,0,True,3,2020-08-13 01:23:05,2020
205,True,255,active,0,255,True,2020-08-12 21:50:25+00:00,0,False,9,0,True,6,2020-08-13 01:23:05,2020
206,True,258,active,0,258,True,2020-08-13 01:03:44+00:00,0,False,10,0,True,5,2020-08-13 01:23:05,2020
207,True,259,active,0,259,True,2020-08-13 00:22:22+00:00,0,False,10,0,True,5,2020-08-13 01:23:05,2020
208,False,260,active,0,260,False,2020-08-12 20:35:39+00:00,0,False,12,0,True,3,2020-08-13 01:23:05,2020
209,True,271,active,0,271,True,2020-08-13 00:48:58+00:00,0,False,3,0,True,12,2020-08-13 01:23:05,2020
210,True,272,active,1,272,True,2020-08-13 00:55:50+00:00,0,False,6,0,True,12,2020-08-13 01:23:05,2020
211,True,273,active,0,273,True,2020-08-13 00:29:23+00:00,0,False,13,0,True,27,2020-08-13 01:23:05,2020
212,True,279,active,0,279,True,2020-08-12 23:43:57+00:00,0,False,18,0,True,1,2020-08-13 01:23:05,2020
213,True,280,active,0,280,True,2020-08-13 00:52:16+00:00,0,False,6,0,True,13,2020-08-13 01:23:05,2020
214,True,282,active,1,282,True,2020-08-13 00:22:07+00:00,0,False,10,0,True,4,2020-08-13 01:23:05,2020
215,True,296,active,0,296,True,2020-08-13 01:19:58+00:00,0,False,8,0,True,15,2020-08-13 01:23:05,2020
216,True,318,active,0,318,True,2020-08-13 00:29:18+00:00,0,False,0,0,True,19,2020-08-13 01:23:05,2020
217,True,319,active,0,319,True,2020-08-13 00:27:12+00:00,0,False,3,0,True,22,2020-08-13 01:23:05,2020
218,True,327,active,0,327,True,2020-08-13 00:07:19+00:00,0,False,7,0,True,8,2020-08-13 01:23:05,2020
219,True,328,active,1,328,True,2020-08-13 01:20:46+00:00,0,False,12,0,True,2,2020-08-13 01:23:05,2020
220,True,329,active,0,329,True,2020-08-13 00:40:46+00:00,0,False,7,0,True,8,2020-08-13 01:23:05,2020
221,True,330,active,0,330,True,2020-08-13 00:44:37+00:00,0,False,9,0,True,6,2020-08-13 01:23:05,2020
222,True,331,active,0,331,True,2020-08-13 01:17:35+00:00,0,False,0,0,True,15,2020-08-13 01:23:05,2020
223,True,332,active,2,332,True,2020-08-13 01:22:54+00:00,0,False,13,0,True,0,2020-08-13 01:23:05,2020
224,True,333,active,0,333,True,2020-08-13 00:54:06+00:00,0,False,24,0,True,1,2020-08-13 01:23:05,2020
225,True,334,active,2,334,True,2020-08-13 00:21:12+00:00,0,False,16,0,True,1,2020-08-13 01:23:05,2020
226,True,335,active,0,335,True,2020-08-13 01:17:32+00:00,0,False,13,0,True,6,2020-08-13 01:23:05,2020
227,True,336,active,0,336,True,2020-08-13 00:21:42+00:00,0,False,5,0,True,10,2020-08-13 01:23:05,2020
228,True,337,active,0,337,True,2020-08-12 22:00:39+00:00,0,False,15,0,True,0,2020-08-13 01:23:05,2020
229,True,338,active,1,338,True,2020-08-13 01:08:01+00:00,0,False,10,0,True,4,2020-08-13 01:23:05,2020
230,True,339,active,0,339,True,2020-08-13 00:33:01+00:00,0,False,15,0,True,0,2020-08-13 01:23:05,2020
