,is_renting,num_bikes_available,eightd_has_available_keys,station_status,num_bikes_disabled,last_reported,legacy_id,is_returning,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,15,True,active,0,2020-07-27 14:51:28+00:00,3,True,0,0,0,3,True,,,2020-07-27 15:31:15,2020
1,True,10,False,active,0,2020-07-27 15:15:44+00:00,4,True,0,0,9,4,True,,,2020-07-27 15:31:15,2020
2,True,0,False,active,0,2020-07-27 14:43:56+00:00,5,True,0,0,15,5,True,,,2020-07-27 15:31:15,2020
3,True,12,False,active,2,2020-07-27 14:29:13+00:00,6,True,0,0,1,6,True,,,2020-07-27 15:31:15,2020
4,True,11,False,active,0,2020-07-27 14:14:14+00:00,7,True,0,0,4,7,True,,,2020-07-27 15:31:15,2020
5,True,6,False,active,1,2020-07-27 14:14:18+00:00,8,True,0,0,12,8,True,,,2020-07-27 15:31:15,2020
6,True,14,False,active,1,2020-07-27 14:55:43+00:00,9,True,0,0,0,9,True,,,2020-07-27 15:31:15,2020
7,True,5,False,active,1,2020-07-27 13:57:39+00:00,10,True,0,0,5,10,True,,,2020-07-27 15:31:15,2020
8,True,5,False,active,0,2020-07-27 15:23:41+00:00,11,True,0,0,10,11,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 66, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 15:31:15,2020
9,True,17,True,active,0,2020-07-27 15:23:48+00:00,12,True,0,0,1,12,True,,,2020-07-27 15:31:15,2020
10,True,14,False,active,3,2020-07-27 15:21:07+00:00,13,True,0,0,2,13,True,,,2020-07-27 15:31:15,2020
11,True,19,False,active,1,2020-07-27 15:26:37+00:00,14,True,0,0,5,14,True,,,2020-07-27 15:31:15,2020
12,True,5,False,active,1,2020-07-27 14:53:41+00:00,15,True,0,0,9,15,True,,,2020-07-27 15:31:15,2020
13,True,11,True,active,1,2020-07-27 15:24:08+00:00,16,True,0,0,7,16,True,,,2020-07-27 15:31:15,2020
14,True,8,False,active,0,2020-07-27 14:53:06+00:00,17,True,0,0,7,17,True,,,2020-07-27 15:31:15,2020
15,True,2,False,active,1,2020-07-27 15:24:00+00:00,19,True,0,0,12,19,True,,,2020-07-27 15:31:15,2020
16,True,3,True,active,1,2020-07-27 15:23:04+00:00,20,True,0,0,19,20,True,,,2020-07-27 15:31:15,2020
17,True,9,True,active,1,2020-07-27 15:28:24+00:00,21,True,0,0,8,21,True,,,2020-07-27 15:31:15,2020
18,True,8,True,active,1,2020-07-27 15:29:28+00:00,22,True,0,0,38,22,True,,,2020-07-27 15:31:15,2020
19,True,13,False,active,0,2020-07-27 15:30:23+00:00,23,True,0,0,8,23,True,,,2020-07-27 15:31:15,2020
20,True,4,False,active,2,2020-07-27 15:11:03+00:00,24,True,0,0,13,24,True,,,2020-07-27 15:31:15,2020
21,True,6,False,active,0,2020-07-27 15:12:52+00:00,25,True,0,0,9,25,True,,,2020-07-27 15:31:15,2020
22,True,9,False,active,0,2020-07-27 15:27:58+00:00,26,True,0,0,6,26,True,,,2020-07-27 15:31:15,2020
23,True,18,False,active,3,2020-07-27 14:57:42+00:00,27,True,0,0,2,27,True,,,2020-07-27 15:31:15,2020
24,True,14,False,active,1,2020-07-27 13:01:51+00:00,29,True,0,0,0,29,True,,,2020-07-27 15:31:15,2020
25,True,14,False,active,0,2020-07-27 14:54:52+00:00,30,True,0,0,1,30,True,,,2020-07-27 15:31:15,2020
26,True,3,True,active,0,2020-07-27 13:20:48+00:00,31,True,0,0,16,31,True,,,2020-07-27 15:31:15,2020
27,True,3,False,active,0,2020-07-27 15:23:25+00:00,32,True,0,0,12,32,True,,,2020-07-27 15:31:15,2020
28,True,6,False,active,1,2020-07-27 14:36:08+00:00,33,True,0,0,20,33,True,,,2020-07-27 15:31:15,2020
29,True,17,False,active,0,2020-07-27 15:23:50+00:00,35,True,0,0,6,35,True,,,2020-07-27 15:31:15,2020
30,True,31,True,active,0,2020-07-27 15:28:37+00:00,36,True,0,0,2,36,True,,,2020-07-27 15:31:15,2020
31,True,1,True,active,0,2020-07-27 09:20:25+00:00,37,True,0,0,14,37,True,,,2020-07-27 15:31:15,2020
32,True,22,False,active,1,2020-07-27 14:47:36+00:00,39,True,0,0,0,39,True,,,2020-07-27 15:31:15,2020
33,True,6,False,active,0,2020-07-27 15:28:05+00:00,40,True,0,0,13,40,True,,,2020-07-27 15:31:15,2020
34,True,7,True,active,1,2020-07-27 15:31:04+00:00,41,True,0,0,19,41,True,,,2020-07-27 15:31:15,2020
35,True,19,False,active,3,2020-07-27 14:23:22+00:00,42,True,0,0,1,42,True,,,2020-07-27 15:31:15,2020
36,True,5,False,active,0,2020-07-27 14:22:54+00:00,43,True,0,0,10,43,True,,,2020-07-27 15:31:15,2020
37,True,3,False,active,0,2020-07-27 12:39:42+00:00,44,True,0,0,20,44,True,,,2020-07-27 15:31:15,2020
38,True,2,False,active,3,2020-07-27 15:30:31+00:00,46,True,0,0,14,46,True,,,2020-07-27 15:31:15,2020
39,True,4,True,active,0,2020-07-27 15:21:21+00:00,47,True,0,0,15,47,True,,,2020-07-27 15:31:15,2020
40,True,7,False,active,0,2020-07-27 14:17:30+00:00,48,True,0,0,12,48,True,,,2020-07-27 15:31:15,2020
41,True,14,False,active,0,2020-07-27 13:44:18+00:00,49,True,0,0,4,49,True,,,2020-07-27 15:31:15,2020
42,True,7,True,active,0,2020-07-27 14:59:24+00:00,50,True,0,0,8,50,True,,,2020-07-27 15:31:15,2020
43,False,10,False,active,4,2020-07-27 13:49:29+00:00,51,False,0,0,1,51,True,,,2020-07-27 15:31:15,2020
44,True,10,True,active,0,2020-07-27 14:52:45+00:00,52,True,0,0,13,52,True,,,2020-07-27 15:31:15,2020
45,True,9,False,active,2,2020-07-27 15:19:15+00:00,53,True,0,0,8,53,True,,,2020-07-27 15:31:15,2020
46,True,4,False,active,0,2020-07-27 15:30:33+00:00,54,True,0,0,11,54,True,,,2020-07-27 15:31:15,2020
47,True,3,False,active,0,2020-07-27 15:12:49+00:00,55,True,0,0,12,55,True,,,2020-07-27 15:31:15,2020
48,True,15,True,active,0,2020-07-27 12:53:47+00:00,56,True,0,0,3,56,True,,,2020-07-27 15:31:15,2020
49,True,5,True,active,0,2020-07-27 15:20:36+00:00,57,True,0,0,9,57,True,,,2020-07-27 15:31:15,2020
50,True,15,True,active,1,2020-07-27 15:19:57+00:00,58,True,0,0,3,58,True,,,2020-07-27 15:31:15,2020
51,True,5,True,active,0,2020-07-27 15:30:33+00:00,59,True,0,0,14,59,True,,,2020-07-27 15:31:15,2020
52,True,5,False,active,0,2020-07-27 15:31:11+00:00,60,True,0,0,14,60,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 40, 'valet_revision': 57, 'off_dock_count': 43, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 15:31:15,2020
53,True,6,False,active,1,2020-07-27 15:29:37+00:00,61,True,0,0,12,61,True,,,2020-07-27 15:31:15,2020
54,True,14,False,active,0,2020-07-27 13:47:44+00:00,63,True,0,0,1,63,True,,,2020-07-27 15:31:15,2020
55,True,11,False,active,1,2020-07-27 14:47:48+00:00,64,True,0,0,7,64,True,,,2020-07-27 15:31:15,2020
56,True,4,False,active,2,2020-07-27 15:00:18+00:00,65,True,0,0,17,65,True,,,2020-07-27 15:31:15,2020
57,True,0,False,active,0,2020-07-27 15:23:15+00:00,66,True,0,0,15,66,True,,,2020-07-27 15:31:15,2020
58,True,15,True,active,0,2020-07-27 15:25:58+00:00,67,True,0,0,12,67,True,,,2020-07-27 15:31:15,2020
59,True,8,True,active,1,2020-07-27 15:27:52+00:00,68,True,0,0,10,68,True,,,2020-07-27 15:31:15,2020
60,True,2,True,active,2,2020-07-27 15:30:24+00:00,69,True,0,0,15,69,True,,,2020-07-27 15:31:15,2020
61,True,13,False,active,0,2020-07-27 13:54:13+00:00,70,True,0,0,10,70,True,,,2020-07-27 15:31:15,2020
62,True,4,False,active,0,2020-07-27 15:16:57+00:00,71,True,0,0,19,71,True,,,2020-07-27 15:31:15,2020
63,True,11,False,active,0,2020-07-27 15:30:50+00:00,72,True,0,0,12,72,True,,,2020-07-27 15:31:15,2020
64,True,11,False,active,1,2020-07-27 14:18:00+00:00,73,True,0,0,3,73,True,,,2020-07-27 15:31:15,2020
65,True,10,True,active,1,2020-07-27 15:18:21+00:00,74,True,0,0,8,74,True,,,2020-07-27 15:31:15,2020
66,True,3,False,active,0,2020-07-27 13:42:37+00:00,75,True,0,0,12,75,True,,,2020-07-27 15:31:15,2020
67,True,6,False,active,0,2020-07-27 15:06:51+00:00,76,True,0,0,11,76,True,,,2020-07-27 15:31:15,2020
68,True,3,False,active,2,2020-07-27 15:04:24+00:00,77,True,0,0,10,77,True,,,2020-07-27 15:31:15,2020
