,is_installed,station_status,is_returning,num_docks_disabled,num_ebikes_available,last_reported,num_bikes_disabled,legacy_id,eightd_has_available_keys,is_renting,num_docks_available,station_id,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
296,True,active,True,0,0,2020-08-18 17:14:00+00:00,0,408,False,True,10,408,5,,,2020-08-18 20:46:25,2020
297,True,active,True,0,0,2020-08-18 20:35:05+00:00,0,409,False,True,15,409,4,,,2020-08-18 20:46:25,2020
298,True,active,True,0,0,2020-08-18 20:43:29+00:00,0,410,False,True,13,410,6,,,2020-08-18 20:46:25,2020
299,True,active,True,0,0,2020-08-18 18:33:33+00:00,0,411,False,True,12,411,3,,,2020-08-18 20:46:25,2020
300,True,active,True,0,0,2020-08-18 20:45:05+00:00,0,412,False,True,12,412,7,,,2020-08-18 20:46:25,2020
301,True,active,True,0,0,2020-08-18 20:39:41+00:00,0,413,False,True,10,413,9,,,2020-08-18 20:46:25,2020
302,True,active,True,0,0,2020-08-18 20:33:18+00:00,0,414,False,True,19,414,4,,,2020-08-18 20:46:25,2020
303,True,active,True,0,0,2020-08-18 20:06:15+00:00,0,415,False,True,10,415,9,,,2020-08-18 20:46:25,2020
304,True,active,True,0,0,2020-08-18 20:45:35+00:00,2,416,False,True,10,416,3,,,2020-08-18 20:46:25,2020
305,True,active,True,0,0,2020-08-18 20:41:53+00:00,0,417,False,True,18,417,1,,,2020-08-18 20:46:25,2020
306,True,active,True,0,0,2020-08-18 19:12:10+00:00,0,419,False,True,6,419,9,,,2020-08-18 20:46:25,2020
307,False,out_of_service,False,0,0,1970-01-02 00:00:00+00:00,0,420,False,False,0,420,0,,,2020-08-18 20:46:25,1970
308,True,active,True,0,0,2020-08-17 16:27:03+00:00,0,421,False,True,0,421,19,,,2020-08-18 20:46:25,2020
309,True,active,True,0,0,2020-08-18 15:24:57+00:00,1,422,False,True,8,422,6,,,2020-08-18 20:46:25,2020
310,True,active,True,0,0,2020-08-18 20:40:49+00:00,0,423,False,True,11,423,8,,,2020-08-18 20:46:25,2020
311,True,active,True,0,0,2020-08-18 17:08:57+00:00,0,424,False,True,17,424,2,,,2020-08-18 20:46:25,2020
312,True,active,True,0,0,2020-08-18 14:02:27+00:00,0,425,False,True,16,425,0,,,2020-08-18 20:46:25,2020
313,True,active,True,0,0,2020-08-18 20:40:13+00:00,0,426,False,True,13,426,14,,,2020-08-18 20:46:25,2020
314,True,active,True,0,0,2020-08-18 14:14:07+00:00,0,427,False,True,18,427,1,,,2020-08-18 20:46:25,2020
315,True,active,True,0,0,2020-08-18 20:43:30+00:00,1,428,False,True,12,428,6,,,2020-08-18 20:46:25,2020
