,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,7,0,0,8,0,True,True,True,2020-03-25 04:13:48+00:00,True,2020-03-25 06:42:53,2020
1,4,3,0,0,16,0,True,True,True,2020-03-25 02:12:08+00:00,False,2020-03-25 06:42:53,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-25 06:42:53,1970
3,6,10,0,1,4,0,True,True,True,2020-03-25 02:27:57+00:00,False,2020-03-25 06:42:53,2020
4,7,0,0,0,15,0,True,True,True,2020-03-25 02:05:14+00:00,False,2020-03-25 06:42:53,2020
5,8,6,0,1,12,0,True,True,True,2020-03-25 02:05:36+00:00,False,2020-03-25 06:42:53,2020
6,9,13,0,0,2,0,True,True,True,2020-03-25 02:05:42+00:00,False,2020-03-25 06:42:53,2020
7,10,6,0,0,5,0,True,True,True,2020-03-25 02:05:46+00:00,False,2020-03-25 06:42:53,2020
8,11,2,0,0,13,0,True,True,True,2020-03-25 03:32:10+00:00,False,2020-03-25 06:42:53,2020
9,12,3,0,1,14,0,True,True,True,2020-03-25 02:07:09+00:00,True,2020-03-25 06:42:53,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-25 06:42:53,1970
11,14,17,0,0,8,0,True,True,True,2020-03-25 02:11:13+00:00,False,2020-03-25 06:42:53,2020
12,15,11,0,2,2,0,True,True,True,2020-03-25 02:05:56+00:00,False,2020-03-25 06:42:53,2020
13,16,9,0,0,10,0,True,True,True,2020-03-25 03:44:54+00:00,True,2020-03-25 06:42:53,2020
14,17,5,0,0,10,0,True,True,True,2020-03-25 02:06:43+00:00,False,2020-03-25 06:42:53,2020
15,19,7,0,0,8,0,True,True,True,2020-03-25 05:18:32+00:00,False,2020-03-25 06:42:53,2020
16,20,12,0,1,10,0,True,True,True,2020-03-25 02:11:17+00:00,True,2020-03-25 06:42:53,2020
17,21,14,0,1,3,0,True,True,True,2020-03-25 04:01:29+00:00,True,2020-03-25 06:42:53,2020
18,22,15,0,0,32,0,True,True,True,2020-03-25 02:04:57+00:00,True,2020-03-25 06:42:53,2020
19,23,10,0,0,11,0,True,True,True,2020-03-25 02:07:01+00:00,True,2020-03-25 06:42:53,2020
20,24,11,0,0,8,0,True,True,True,2020-03-25 02:06:09+00:00,False,2020-03-25 06:42:53,2020
21,25,11,0,2,2,0,True,True,True,2020-03-25 02:12:35+00:00,False,2020-03-25 06:42:53,2020
22,26,12,0,0,3,0,True,True,True,2020-03-25 02:05:29+00:00,False,2020-03-25 06:42:53,2020
23,27,12,0,1,10,0,True,True,True,2020-03-25 05:01:56+00:00,False,2020-03-25 06:42:53,2020
24,29,2,0,0,13,0,True,True,True,2020-03-25 02:06:45+00:00,False,2020-03-25 06:42:53,2020
25,30,10,0,1,4,0,True,True,True,2020-03-25 02:06:02+00:00,False,2020-03-25 06:42:53,2020
26,31,11,0,0,8,0,True,True,True,2020-03-25 03:04:29+00:00,False,2020-03-25 06:42:53,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-25 06:42:53,1970
28,33,13,0,0,14,0,True,True,True,2020-03-25 02:12:27+00:00,True,2020-03-25 06:42:53,2020
29,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,2020-03-25 06:42:53,2019
30,36,6,0,1,26,0,True,True,True,2020-03-25 05:01:16+00:00,True,2020-03-25 06:42:53,2020
31,37,8,0,1,6,0,True,True,True,2020-03-25 05:00:33+00:00,True,2020-03-25 06:42:53,2020
32,39,18,0,0,5,0,True,True,True,2020-03-25 02:06:25+00:00,False,2020-03-25 06:42:53,2020
33,40,17,0,1,1,0,True,True,True,2020-03-25 02:11:23+00:00,False,2020-03-25 06:42:53,2020
34,41,19,0,1,7,0,True,True,True,2020-03-25 04:56:47+00:00,False,2020-03-25 06:42:53,2020
35,42,21,0,1,1,0,True,True,True,2020-03-25 02:14:01+00:00,False,2020-03-25 06:42:53,2020
36,43,5,0,0,10,0,True,True,True,2020-03-25 04:31:21+00:00,False,2020-03-25 06:42:53,2020
37,44,12,0,0,11,0,True,True,True,2020-03-25 02:06:30+00:00,False,2020-03-25 06:42:53,2020
38,46,13,0,1,5,0,True,True,True,2020-03-25 02:06:14+00:00,False,2020-03-25 06:42:53,2020
39,47,6,0,1,12,0,True,True,True,2020-03-25 02:05:44+00:00,True,2020-03-25 06:42:53,2020
40,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,2020-03-25 06:42:53,2020
41,49,9,0,1,8,0,True,True,True,2020-03-25 05:00:50+00:00,False,2020-03-25 06:42:53,2020
42,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-25 06:42:53,1970
43,51,11,0,0,4,0,True,True,True,2020-03-25 02:05:23+00:00,False,2020-03-25 06:42:53,2020
44,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-25 06:42:53,1970
45,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,2020-03-25 06:42:53,2020
46,54,10,0,1,4,0,True,True,True,2020-03-25 02:06:30+00:00,False,2020-03-25 06:42:53,2020
47,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-25 06:42:53,1970
48,56,12,0,1,5,0,True,True,True,2020-03-25 02:05:46+00:00,False,2020-03-25 06:42:53,2020
49,57,13,0,0,1,0,True,True,True,2020-03-25 02:06:48+00:00,True,2020-03-25 06:42:53,2020
50,58,9,0,0,9,0,True,True,True,2020-03-25 02:05:01+00:00,True,2020-03-25 06:42:53,2020
51,59,15,0,0,4,0,True,True,True,2020-03-25 02:05:42+00:00,True,2020-03-25 06:42:53,2020
52,60,9,0,2,8,0,True,True,True,2020-03-25 02:05:27+00:00,False,2020-03-25 06:42:53,2020
53,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,2020-03-25 06:42:53,2020
54,63,0,0,0,15,0,True,True,True,2020-03-25 02:07:37+00:00,False,2020-03-25 06:42:53,2020
55,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-25 06:42:53,1970
56,65,14,0,0,9,0,True,True,True,2020-03-25 02:06:15+00:00,False,2020-03-25 06:42:53,2020
