,last_reported,eightd_has_available_keys,num_bikes_disabled,num_bikes_available,station_status,num_docks_disabled,num_docks_available,is_returning,station_id,legacy_id,is_installed,num_ebikes_available,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
115,2020-08-06 12:04:35+00:00,False,0,14,active,0,5,True,128,128,True,0,True,,,2020-08-06 14:02:25,2020
116,2020-08-06 13:33:20+00:00,False,0,16,active,0,3,True,129,129,True,0,True,,,2020-08-06 14:02:25,2020
117,2020-08-06 12:54:33+00:00,False,1,12,active,0,2,True,130,130,True,0,True,,,2020-08-06 14:02:25,2020
118,2020-08-06 12:18:05+00:00,False,2,11,active,0,5,True,131,131,True,0,True,,,2020-08-06 14:02:25,2020
119,2020-08-06 13:49:51+00:00,False,0,11,active,0,12,True,133,133,True,0,True,,,2020-08-06 14:02:25,2020
120,2020-08-06 13:58:23+00:00,False,0,12,active,0,5,True,135,135,True,0,True,,,2020-08-06 14:02:25,2020
121,2020-08-06 12:56:26+00:00,False,0,5,active,0,14,True,136,136,True,0,True,,,2020-08-06 14:02:25,2020
122,2020-08-06 12:34:26+00:00,False,0,2,active,0,13,True,137,137,True,0,True,,,2020-08-06 14:02:25,2020
123,2020-08-06 13:31:29+00:00,False,1,1,active,0,13,True,138,138,True,0,True,,,2020-08-06 14:02:25,2020
124,2020-08-06 13:53:30+00:00,False,0,2,active,0,17,True,139,139,True,0,True,,,2020-08-06 14:02:25,2020
125,2020-08-06 13:26:00+00:00,False,1,12,active,0,4,True,140,140,True,0,True,,,2020-08-06 14:02:25,2020
126,2020-08-06 13:16:19+00:00,False,0,5,active,0,10,True,141,141,True,0,True,,,2020-08-06 14:02:25,2020
127,2020-08-06 13:53:34+00:00,False,3,11,active,0,9,True,142,142,True,0,True,,,2020-08-06 14:02:25,2020
128,2020-08-06 14:01:36+00:00,False,0,7,active,0,16,True,143,143,True,0,True,,,2020-08-06 14:02:25,2020
129,2020-08-06 13:33:28+00:00,False,0,7,active,0,12,True,144,144,True,0,True,,,2020-08-06 14:02:25,2020
130,2020-08-06 13:30:21+00:00,False,0,4,active,0,15,True,145,145,True,0,True,,,2020-08-06 14:02:25,2020
131,2020-08-06 13:57:43+00:00,False,1,8,active,0,10,True,146,146,True,0,True,,,2020-08-06 14:02:25,2020
132,2020-08-06 13:58:28+00:00,True,0,12,active,0,6,True,149,149,True,0,True,,,2020-08-06 14:02:25,2020
133,2020-08-06 12:16:11+00:00,False,0,0,active,0,19,True,150,150,True,0,True,,,2020-08-06 14:02:25,2020
134,2020-08-06 13:48:43+00:00,False,0,14,active,0,5,True,151,151,True,0,True,,,2020-08-06 14:02:25,2020
135,2020-08-06 12:59:56+00:00,True,0,12,active,0,3,True,152,152,True,0,True,,,2020-08-06 14:02:25,2020
136,2020-08-06 13:50:11+00:00,False,0,1,active,0,14,True,156,156,True,0,True,,,2020-08-06 14:02:25,2020
137,2020-08-06 13:56:42+00:00,False,1,7,active,0,7,True,157,157,True,0,True,,,2020-08-06 14:02:25,2020
138,2020-08-06 14:01:04+00:00,False,0,3,active,0,12,True,159,159,True,0,True,,,2020-08-06 14:02:25,2020
139,2020-08-06 14:01:23+00:00,True,0,11,active,0,3,True,160,160,True,0,True,,,2020-08-06 14:02:25,2020
140,2020-08-06 13:53:46+00:00,True,0,21,active,0,2,True,161,161,True,0,True,,,2020-08-06 14:02:25,2020
141,2020-08-06 08:03:24+00:00,False,0,9,active,0,6,True,162,162,True,0,True,,,2020-08-06 14:02:25,2020
142,2020-08-06 14:00:03+00:00,True,0,7,active,0,12,True,163,163,True,0,True,,,2020-08-06 14:02:25,2020
143,2020-08-06 13:58:39+00:00,False,0,1,active,0,14,True,167,167,True,0,True,,,2020-08-06 14:02:25,2020
144,2020-08-06 14:01:42+00:00,False,1,11,active,0,7,True,169,169,True,0,True,,,2020-08-06 14:02:25,2020
145,2020-08-05 18:31:26+00:00,True,0,0,active,0,14,True,170,170,True,0,True,,,2020-08-06 14:02:25,2020
146,2020-08-06 13:57:08+00:00,True,0,5,active,0,18,True,171,171,True,0,True,,,2020-08-06 14:02:25,2020
147,2020-08-06 12:18:43+00:00,True,0,6,active,0,8,True,173,173,True,0,True,,,2020-08-06 14:02:25,2020
148,2020-08-06 13:54:58+00:00,False,2,3,active,0,10,True,174,174,True,0,True,,,2020-08-06 14:02:25,2020
149,2020-08-06 13:51:05+00:00,True,0,3,active,0,14,True,175,175,True,0,True,,,2020-08-06 14:02:25,2020
150,2020-08-06 13:52:47+00:00,False,0,6,active,0,9,True,176,176,True,0,True,,,2020-08-06 14:02:25,2020
151,2020-08-06 13:48:42+00:00,False,0,6,active,0,13,True,177,177,True,0,True,,,2020-08-06 14:02:25,2020
152,2020-08-06 13:55:41+00:00,False,0,3,active,0,16,True,178,178,True,0,True,,,2020-08-06 14:02:25,2020
153,2020-08-06 14:02:00+00:00,False,0,6,active,0,19,True,179,179,True,0,True,,,2020-08-06 14:02:25,2020
154,2020-08-06 11:10:57+00:00,False,0,15,active,0,4,True,180,180,True,0,True,,,2020-08-06 14:02:25,2020
155,2020-08-06 12:51:11+00:00,False,0,14,active,0,5,True,181,181,True,0,True,,,2020-08-06 14:02:25,2020
156,2020-08-06 13:57:26+00:00,True,0,9,active,0,10,True,182,182,True,0,True,,,2020-08-06 14:02:25,2020
157,2020-08-06 12:55:20+00:00,False,0,10,active,0,9,True,183,183,True,0,True,,,2020-08-06 14:02:25,2020
158,2020-08-06 13:55:09+00:00,False,1,13,active,0,5,True,184,184,True,0,True,,,2020-08-06 14:02:25,2020
159,2020-08-06 13:59:26+00:00,False,0,5,active,0,10,True,185,185,True,0,True,,,2020-08-06 14:02:25,2020
160,2020-08-06 12:53:52+00:00,True,0,0,active,0,15,True,186,186,True,0,True,,,2020-08-06 14:02:25,2020
161,2020-08-06 13:52:25+00:00,False,0,11,active,0,4,True,187,187,True,0,True,,,2020-08-06 14:02:25,2020
162,2020-08-06 13:29:07+00:00,False,0,13,active,0,2,True,188,188,True,0,True,,,2020-08-06 14:02:25,2020
163,2020-08-06 13:58:43+00:00,True,0,6,active,0,17,True,189,189,True,0,True,,,2020-08-06 14:02:25,2020
164,2020-08-06 13:52:57+00:00,True,1,10,active,0,26,True,190,190,True,0,True,,,2020-08-06 14:02:25,2020
165,2020-08-06 12:55:07+00:00,False,0,0,active,0,15,True,191,191,True,0,True,,,2020-08-06 14:02:25,2020
166,2020-08-06 13:53:39+00:00,False,0,17,active,0,2,True,192,192,True,0,True,,,2020-08-06 14:02:25,2020
167,2020-08-06 13:09:39+00:00,True,1,2,active,0,12,True,193,193,True,0,True,,,2020-08-06 14:02:25,2020
168,2020-08-06 13:00:04+00:00,False,0,6,active,0,13,True,194,194,True,0,True,,,2020-08-06 14:02:25,2020
169,2020-08-06 13:25:06+00:00,False,1,5,active,0,17,True,195,195,True,0,True,,,2020-08-06 14:02:25,2020
170,2020-08-06 13:47:12+00:00,True,0,3,active,0,7,True,196,196,True,0,True,,,2020-08-06 14:02:25,2020
171,2020-08-06 08:53:33+00:00,False,0,2,active,0,13,True,197,197,True,0,True,,,2020-08-06 14:02:25,2020
172,2020-08-06 09:57:11+00:00,False,0,3,active,0,12,True,199,199,True,0,True,,,2020-08-06 14:02:25,2020
173,2020-08-06 13:32:48+00:00,False,1,13,active,0,5,True,200,200,True,0,True,,,2020-08-06 14:02:25,2020
174,2020-08-06 12:11:07+00:00,False,0,4,active,0,11,True,201,201,True,0,True,,,2020-08-06 14:02:25,2020
175,2020-08-06 12:31:13+00:00,False,0,7,active,0,8,True,202,202,True,0,True,,,2020-08-06 14:02:25,2020
176,2020-08-06 08:26:46+00:00,False,0,5,active,0,10,True,203,203,True,0,True,,,2020-08-06 14:02:25,2020
177,2020-08-06 13:53:09+00:00,False,1,7,active,0,7,True,204,204,True,0,True,,,2020-08-06 14:02:25,2020
178,2020-08-06 08:56:51+00:00,False,0,8,active,0,7,True,205,205,True,0,True,,,2020-08-06 14:02:25,2020
179,2020-08-06 13:56:58+00:00,True,0,11,active,0,12,True,206,206,True,0,True,,,2020-08-06 14:02:25,2020
180,2020-08-06 14:01:32+00:00,True,0,9,active,0,6,True,208,208,True,0,True,,,2020-08-06 14:02:25,2020
181,2020-08-06 13:37:31+00:00,False,0,7,active,0,8,True,209,209,True,0,True,,,2020-08-06 14:02:25,2020
182,2020-08-06 12:16:05+00:00,False,0,1,active,0,14,True,210,210,True,0,True,,,2020-08-06 14:02:25,2020
183,2020-08-06 13:04:51+00:00,False,0,11,active,0,8,True,211,211,True,0,True,,,2020-08-06 14:02:25,2020
184,2020-08-06 13:36:21+00:00,False,0,20,active,0,13,True,212,212,True,0,True,,,2020-08-06 14:02:25,2020
185,2020-08-06 13:22:53+00:00,True,0,6,active,0,10,True,213,213,True,0,True,,,2020-08-06 14:02:25,2020
186,2020-08-06 13:32:27+00:00,False,0,13,active,0,2,True,214,214,True,0,True,,,2020-08-06 14:02:25,2020
187,2020-08-06 13:07:48+00:00,False,0,9,active,0,6,True,215,215,True,0,True,,,2020-08-06 14:02:25,2020
188,2020-08-06 08:37:47+00:00,False,0,17,active,0,2,True,216,216,True,0,True,,,2020-08-06 14:02:25,2020
189,2020-08-06 13:07:38+00:00,False,0,17,active,0,2,True,217,217,True,0,True,,,2020-08-06 14:02:25,2020
190,2020-08-06 13:37:51+00:00,False,1,1,active,0,13,True,218,218,True,0,True,,,2020-08-06 14:02:25,2020
191,2020-08-06 08:13:18+00:00,False,0,13,active,0,2,True,219,219,True,0,True,,,2020-08-06 14:02:25,2020
192,2020-08-06 13:14:28+00:00,False,2,7,active,0,10,True,221,221,True,0,True,,,2020-08-06 14:02:25,2020
193,2020-08-06 13:40:20+00:00,True,0,4,active,0,10,True,222,222,True,0,True,,,2020-08-06 14:02:25,2020
194,2020-08-06 13:30:07+00:00,False,1,9,active,0,7,True,224,224,True,0,True,,,2020-08-06 14:02:25,2020
195,2020-08-06 14:00:30+00:00,False,0,4,active,0,15,True,225,225,True,0,True,,,2020-08-06 14:02:25,2020
196,2020-08-06 14:02:21+00:00,False,0,6,active,0,9,True,226,226,True,0,True,,,2020-08-06 14:02:25,2020
197,2020-08-06 13:55:18+00:00,False,1,7,active,0,11,True,227,227,True,0,True,,,2020-08-06 14:02:25,2020
198,2020-08-06 13:34:06+00:00,False,0,0,active,0,19,True,228,228,True,0,True,,,2020-08-06 14:02:25,2020
199,2020-08-06 12:04:12+00:00,False,0,1,active,0,10,True,232,232,True,0,True,,,2020-08-06 14:02:25,2020
200,2020-08-06 12:34:06+00:00,False,0,10,active,0,5,True,233,233,True,0,True,,,2020-08-06 14:02:25,2020
201,2020-08-06 13:30:45+00:00,False,0,8,active,0,7,True,234,234,True,0,True,,,2020-08-06 14:02:25,2020
202,2020-08-06 13:23:01+00:00,False,1,2,active,0,12,True,235,235,True,0,True,,,2020-08-06 14:02:25,2020
203,2020-08-06 13:04:45+00:00,False,0,9,active,0,6,True,236,236,True,0,True,,,2020-08-06 14:02:25,2020
204,2020-08-06 13:50:55+00:00,False,0,11,active,0,4,True,239,239,True,0,True,,,2020-08-06 14:02:25,2020
205,2020-08-06 08:38:19+00:00,False,0,12,active,0,3,True,255,255,True,0,True,,,2020-08-06 14:02:25,2020
206,2020-08-06 10:01:26+00:00,False,0,7,active,0,8,True,258,258,True,0,True,,,2020-08-06 14:02:25,2020
207,2020-08-06 12:36:54+00:00,False,0,2,active,0,13,True,259,259,True,0,True,,,2020-08-06 14:02:25,2020
208,2020-08-06 08:38:29+00:00,False,0,7,active,0,8,True,260,260,True,0,True,,,2020-08-06 14:02:25,2020
209,2020-08-06 13:20:59+00:00,False,0,6,active,0,9,True,271,271,True,0,True,,,2020-08-06 14:02:25,2020
210,2020-08-06 08:51:50+00:00,False,0,6,active,0,13,True,272,272,True,0,True,,,2020-08-06 14:02:25,2020
211,2020-08-06 13:33:27+00:00,False,0,22,active,0,18,True,273,273,True,0,True,,,2020-08-06 14:02:25,2020
212,2020-08-06 13:51:29+00:00,False,0,10,active,0,9,True,279,279,True,0,True,,,2020-08-06 14:02:25,2020
213,2020-08-06 13:28:27+00:00,False,0,4,active,0,15,True,280,280,True,0,True,,,2020-08-06 14:02:25,2020
