,num_bikes_available,is_installed,legacy_id,station_status,eightd_has_available_keys,num_docks_available,num_ebikes_available,is_renting,is_returning,last_reported,station_id,num_docks_disabled,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
0,1,True,3,active,True,14,0,True,True,2020-08-05 04:43:24+00:00,3,0,0,2020-08-05 05:47:40,2020
1,10,True,4,active,False,9,0,True,True,2020-08-05 05:38:10+00:00,4,0,0,2020-08-05 05:47:40,2020
2,11,True,5,active,False,4,0,True,True,2020-08-05 05:46:10+00:00,5,0,0,2020-08-05 05:47:40,2020
3,0,True,6,active,False,15,0,True,True,2020-08-05 05:19:12+00:00,6,0,0,2020-08-05 05:47:40,2020
4,7,True,7,active,False,8,0,True,True,2020-08-05 04:30:00+00:00,7,0,0,2020-08-05 05:47:40,2020
5,13,True,8,active,False,6,0,True,True,2020-08-05 05:34:46+00:00,8,0,0,2020-08-05 05:47:40,2020
6,8,True,9,active,False,7,0,True,True,2020-08-05 03:34:12+00:00,9,0,0,2020-08-05 05:47:40,2020
7,2,True,10,active,False,9,0,True,True,2020-08-05 05:17:14+00:00,10,0,0,2020-08-05 05:47:40,2020
8,0,True,11,active,False,15,0,True,True,2020-08-05 03:19:03+00:00,11,0,0,2020-08-05 05:47:40,2020
9,7,True,12,active,True,11,0,True,True,2020-08-05 04:54:59+00:00,12,0,0,2020-08-05 05:47:40,2020
10,0,True,13,active,False,19,0,True,True,2020-08-05 04:28:02+00:00,13,0,0,2020-08-05 05:47:40,2020
11,0,True,14,active,False,25,0,True,True,2020-08-05 02:47:45+00:00,14,0,0,2020-08-05 05:47:40,2020
12,7,True,15,active,False,8,0,True,True,2020-08-05 01:16:22+00:00,15,0,0,2020-08-05 05:47:40,2020
13,10,True,16,active,True,9,0,True,True,2020-08-05 03:08:16+00:00,16,0,0,2020-08-05 05:47:40,2020
14,5,True,17,active,False,10,0,True,True,2020-08-05 04:47:33+00:00,17,0,0,2020-08-05 05:47:40,2020
15,13,True,19,active,False,2,0,True,True,2020-08-05 00:05:32+00:00,19,0,0,2020-08-05 05:47:40,2020
16,12,True,20,active,True,11,0,True,True,2020-08-05 03:38:46+00:00,20,0,0,2020-08-05 05:47:40,2020
17,4,True,21,active,True,13,0,True,True,2020-08-05 01:19:10+00:00,21,0,1,2020-08-05 05:47:40,2020
18,5,True,22,active,True,41,0,True,True,2020-08-05 03:39:01+00:00,22,0,1,2020-08-05 05:47:40,2020
19,3,True,23,active,True,18,0,True,True,2020-08-05 03:33:33+00:00,23,0,0,2020-08-05 05:47:40,2020
20,2,True,24,active,False,17,0,True,True,2020-08-05 05:01:06+00:00,24,0,0,2020-08-05 05:47:40,2020
21,11,True,25,active,False,4,0,True,True,2020-08-05 02:18:09+00:00,25,0,0,2020-08-05 05:47:40,2020
22,6,True,26,active,False,7,0,True,True,2020-08-05 01:32:09+00:00,26,0,2,2020-08-05 05:47:40,2020
23,18,True,27,active,False,5,0,True,True,2020-08-05 05:42:24+00:00,27,0,0,2020-08-05 05:47:40,2020
24,10,True,29,active,False,5,0,True,True,2020-08-04 20:06:14+00:00,29,0,0,2020-08-05 05:47:40,2020
25,11,True,30,active,False,4,0,True,True,2020-08-05 05:12:35+00:00,30,0,0,2020-08-05 05:47:40,2020
26,3,True,31,active,True,16,0,True,True,2020-08-05 01:09:42+00:00,31,0,0,2020-08-05 05:47:40,2020
27,14,True,32,active,False,1,0,True,True,2020-08-05 05:01:14+00:00,32,0,0,2020-08-05 05:47:40,2020
28,7,True,33,active,False,20,0,True,True,2020-08-05 05:41:44+00:00,33,0,0,2020-08-05 05:47:40,2020
29,2,True,35,active,False,21,0,True,True,2020-08-05 04:25:29+00:00,35,0,0,2020-08-05 05:47:40,2020
30,15,True,36,active,True,18,0,True,True,2020-08-05 04:15:09+00:00,36,0,0,2020-08-05 05:47:40,2020
31,10,True,37,active,True,5,0,True,True,2020-08-05 03:59:38+00:00,37,0,0,2020-08-05 05:47:40,2020
32,2,True,39,active,False,21,0,True,True,2020-08-05 04:06:40+00:00,39,0,0,2020-08-05 05:47:40,2020
33,15,True,40,active,False,4,0,True,True,2020-08-05 05:07:43+00:00,40,0,0,2020-08-05 05:47:40,2020
34,11,True,41,active,True,15,0,True,True,2020-08-05 05:23:14+00:00,41,1,0,2020-08-05 05:47:40,2020
35,1,True,42,active,False,22,0,True,True,2020-08-05 01:38:24+00:00,42,0,0,2020-08-05 05:47:40,2020
36,8,True,43,active,True,7,0,True,True,2020-08-05 00:30:56+00:00,43,0,0,2020-08-05 05:47:40,2020
37,15,True,44,active,False,8,0,True,True,2020-08-05 04:28:27+00:00,44,0,0,2020-08-05 05:47:40,2020
38,13,True,46,active,False,5,0,True,True,2020-08-05 05:13:01+00:00,46,0,1,2020-08-05 05:47:40,2020
39,19,True,47,active,True,0,0,True,True,2020-08-05 05:42:38+00:00,47,0,0,2020-08-05 05:47:40,2020
40,4,True,48,active,False,15,0,True,True,2020-08-04 22:54:45+00:00,48,0,0,2020-08-05 05:47:40,2020
41,10,True,49,active,False,7,0,True,True,2020-08-05 03:34:00+00:00,49,0,1,2020-08-05 05:47:40,2020
42,5,True,50,active,True,9,0,True,True,2020-08-04 23:34:49+00:00,50,0,1,2020-08-05 05:47:40,2020
43,3,True,51,active,False,11,0,True,True,2020-08-05 05:20:25+00:00,51,0,1,2020-08-05 05:47:40,2020
44,13,True,52,active,True,9,0,True,True,2020-08-05 03:04:23+00:00,52,0,1,2020-08-05 05:47:40,2020
45,14,True,53,active,False,5,0,True,True,2020-08-05 05:06:12+00:00,53,0,0,2020-08-05 05:47:40,2020
46,12,True,54,active,False,3,0,True,True,2020-08-05 05:23:18+00:00,54,0,0,2020-08-05 05:47:40,2020
47,13,True,55,active,False,1,0,True,True,2020-08-05 04:33:01+00:00,55,0,1,2020-08-05 05:47:40,2020
48,10,True,56,active,True,8,0,True,True,2020-08-05 03:25:12+00:00,56,0,0,2020-08-05 05:47:40,2020
49,5,True,57,active,True,8,0,True,True,2020-08-05 04:37:30+00:00,57,0,1,2020-08-05 05:47:40,2020
