,station_id,last_reported,num_docks_disabled,eightd_has_available_keys,is_renting,num_bikes_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,legacy_id,station_status,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-05 13:43:21+00:00,0,True,True,0,True,0,True,6,3,active,9,,,2020-08-05 14:50:25,2020
1,4,2020-08-05 14:41:46+00:00,0,False,True,0,True,0,True,14,4,active,5,,,2020-08-05 14:50:25,2020
2,5,2020-08-05 14:50:08+00:00,0,False,True,0,True,0,True,8,5,active,7,,,2020-08-05 14:50:25,2020
3,6,2020-08-05 14:45:08+00:00,0,False,True,0,True,0,True,1,6,active,14,,,2020-08-05 14:50:25,2020
4,7,2020-08-05 14:41:53+00:00,0,False,True,0,True,0,True,3,7,active,12,,,2020-08-05 14:50:25,2020
5,8,2020-08-05 14:39:10+00:00,0,False,True,0,True,0,True,11,8,active,8,,,2020-08-05 14:50:25,2020
6,9,2020-08-05 14:43:17+00:00,0,False,True,0,True,0,True,10,9,active,5,,,2020-08-05 14:50:25,2020
7,10,2020-08-05 14:40:07+00:00,0,False,True,0,True,0,True,10,10,active,1,,,2020-08-05 14:50:25,2020
8,11,2020-08-05 14:45:02+00:00,0,False,True,0,True,0,True,0,11,active,15,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 51, 'valet_revision': 79}",2020-08-05 14:50:25,2020
9,12,2020-08-05 14:38:20+00:00,0,True,True,0,True,0,True,7,12,active,11,,,2020-08-05 14:50:25,2020
10,13,2020-08-05 14:43:31+00:00,0,False,True,0,True,0,True,1,13,active,18,,,2020-08-05 14:50:25,2020
11,14,2020-08-05 14:41:02+00:00,0,False,True,0,True,0,True,8,14,active,17,,,2020-08-05 14:50:25,2020
12,15,2020-08-05 14:44:46+00:00,0,False,True,0,True,0,True,8,15,active,7,,,2020-08-05 14:50:25,2020
13,16,2020-08-05 14:49:29+00:00,0,True,True,0,True,0,True,11,16,active,8,,,2020-08-05 14:50:25,2020
14,17,2020-08-05 13:46:43+00:00,0,False,True,0,True,0,True,13,17,active,2,,,2020-08-05 14:50:25,2020
15,19,2020-08-05 14:41:23+00:00,0,False,True,0,True,0,True,8,19,active,7,,,2020-08-05 14:50:25,2020
16,20,2020-08-05 14:15:48+00:00,0,True,True,0,True,0,True,8,20,active,15,,,2020-08-05 14:50:25,2020
17,21,2020-08-05 13:51:30+00:00,0,True,True,1,True,0,True,11,21,active,6,,,2020-08-05 14:50:25,2020
18,22,2020-08-05 14:03:18+00:00,0,True,True,2,True,0,True,35,22,active,10,,,2020-08-05 14:50:25,2020
19,23,2020-08-05 14:38:31+00:00,0,True,True,0,True,0,True,9,23,active,12,,,2020-08-05 14:50:25,2020
20,24,2020-08-05 13:51:42+00:00,0,False,True,0,True,0,True,15,24,active,4,,,2020-08-05 14:50:25,2020
21,25,2020-08-05 14:20:40+00:00,0,False,True,0,True,0,True,11,25,active,4,,,2020-08-05 14:50:25,2020
22,26,2020-08-05 13:45:44+00:00,0,False,True,1,True,0,True,9,26,active,5,,,2020-08-05 14:50:25,2020
23,27,2020-08-05 14:37:20+00:00,0,False,True,0,True,0,True,21,27,active,2,,,2020-08-05 14:50:25,2020
24,29,2020-08-05 12:44:55+00:00,0,False,True,0,True,0,True,2,29,active,13,,,2020-08-05 14:50:25,2020
25,30,2020-08-05 14:39:03+00:00,0,False,True,0,True,0,True,6,30,active,9,,,2020-08-05 14:50:25,2020
26,31,2020-08-05 13:10:50+00:00,0,True,True,0,True,0,True,13,31,active,6,,,2020-08-05 14:50:25,2020
27,32,2020-08-05 14:36:12+00:00,0,False,True,0,True,0,True,5,32,active,10,,,2020-08-05 14:50:25,2020
28,33,2020-08-05 14:17:59+00:00,0,False,True,0,True,0,True,17,33,active,10,,,2020-08-05 14:50:25,2020
29,35,2020-08-05 14:37:58+00:00,0,False,True,1,True,0,True,6,35,active,16,,,2020-08-05 14:50:25,2020
30,36,2020-08-05 14:49:58+00:00,0,True,True,0,True,0,True,16,36,active,17,,,2020-08-05 14:50:25,2020
31,37,2020-08-05 13:56:22+00:00,0,True,True,0,True,0,True,6,37,active,9,,,2020-08-05 14:50:25,2020
32,39,2020-08-05 14:45:11+00:00,0,False,True,0,True,0,True,14,39,active,9,,,2020-08-05 14:50:25,2020
33,40,2020-08-05 14:36:09+00:00,0,False,True,1,True,0,True,10,40,active,8,,,2020-08-05 14:50:25,2020
34,41,2020-08-05 14:47:32+00:00,1,True,True,0,True,0,True,26,41,active,0,,,2020-08-05 14:50:25,2020
35,42,2020-08-05 14:38:01+00:00,0,False,True,0,True,0,True,17,42,active,6,,,2020-08-05 14:50:25,2020
36,43,2020-08-05 14:49:41+00:00,0,True,True,0,True,0,True,7,43,active,8,,,2020-08-05 14:50:25,2020
37,44,2020-08-05 13:26:18+00:00,0,False,True,0,True,0,True,5,44,active,18,,,2020-08-05 14:50:25,2020
