,num_bikes_available,valet,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,6,"{'off_dock_capacity': 0, 'valet_revision': 3, 'off_dock_count': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",2020-08-02 19:00:40+00:00,True,296,0,active,0,0,296,True,True,False,17,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-02 19:29:30,2020
1,12,,2020-08-02 19:17:45+00:00,True,3,1,active,0,0,3,True,True,True,2,,2020-08-02 19:29:30,2020
2,2,,2020-08-02 18:55:50+00:00,True,4,0,active,0,0,4,True,True,False,17,,2020-08-02 19:29:30,2020
3,3,,2020-08-02 19:11:32+00:00,True,5,0,active,0,0,5,True,True,False,12,,2020-08-02 19:29:30,2020
4,1,,2020-08-02 19:17:25+00:00,True,6,0,active,0,0,6,True,True,False,14,,2020-08-02 19:29:30,2020
5,10,,2020-08-02 19:23:47+00:00,True,7,0,active,0,0,7,True,True,False,5,,2020-08-02 19:29:30,2020
6,8,,2020-08-02 19:22:53+00:00,True,8,3,active,0,0,8,True,True,False,8,,2020-08-02 19:29:30,2020
7,7,,2020-08-02 19:29:18+00:00,True,9,0,active,0,0,9,True,True,False,8,,2020-08-02 19:29:30,2020
8,2,,2020-08-02 19:26:56+00:00,True,10,2,active,0,0,10,True,True,False,7,,2020-08-02 19:29:30,2020
9,13,,2020-08-02 19:23:44+00:00,True,11,2,active,0,0,11,True,True,False,0,,2020-08-02 19:29:30,2020
10,2,,2020-08-02 19:23:54+00:00,True,12,0,active,0,0,12,True,True,True,16,,2020-08-02 19:29:30,2020
11,7,,2020-08-02 19:14:44+00:00,True,13,0,active,0,0,13,True,True,False,12,,2020-08-02 19:29:30,2020
12,18,,2020-08-02 19:16:33+00:00,True,14,1,active,0,0,14,True,True,False,6,,2020-08-02 19:29:30,2020
13,8,,2020-08-02 19:25:45+00:00,True,15,1,active,0,0,15,True,True,False,6,,2020-08-02 19:29:30,2020
14,14,,2020-08-02 19:17:30+00:00,True,16,1,active,0,0,16,True,True,True,4,,2020-08-02 19:29:30,2020
15,7,,2020-08-02 19:29:04+00:00,True,17,1,active,0,0,17,True,True,False,7,,2020-08-02 19:29:30,2020
16,2,,2020-08-02 19:20:43+00:00,True,19,0,active,0,0,19,True,True,False,13,,2020-08-02 19:29:30,2020
17,21,,2020-08-02 19:27:29+00:00,True,20,0,active,0,0,20,True,True,True,2,,2020-08-02 19:29:30,2020
18,0,,2020-08-02 19:23:50+00:00,True,21,0,active,0,0,21,True,True,True,18,,2020-08-02 19:29:30,2020
19,4,,2020-08-02 18:27:32+00:00,True,22,0,active,0,0,22,True,True,True,43,,2020-08-02 19:29:30,2020
20,1,,2020-08-02 19:28:48+00:00,True,23,0,active,0,0,23,True,True,True,20,,2020-08-02 19:29:30,2020
21,13,,2020-08-02 19:14:16+00:00,True,24,3,active,0,0,24,True,True,False,3,,2020-08-02 19:29:30,2020
22,6,,2020-08-02 19:18:45+00:00,True,25,2,active,0,0,25,True,True,False,7,,2020-08-02 19:29:30,2020
23,4,,2020-08-02 19:23:09+00:00,True,26,0,active,0,0,26,True,True,False,11,,2020-08-02 19:29:30,2020
24,3,,2020-08-02 19:12:32+00:00,True,27,2,active,0,0,27,True,True,False,18,,2020-08-02 19:29:30,2020
