,station_status,num_docks_disabled,is_returning,eightd_has_available_keys,num_ebikes_available,num_docks_available,is_installed,station_id,legacy_id,num_bikes_available,last_reported,is_renting,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
0,active,0,True,False,0,6,True,3,3,8,2020-08-12 19:01:54+00:00,True,1,2020-08-12 19:25:35,2020
1,active,0,True,False,0,9,True,4,4,10,2020-08-12 19:19:52+00:00,True,0,2020-08-12 19:25:35,2020
2,active,0,True,False,0,5,True,5,5,10,2020-08-12 18:58:58+00:00,True,0,2020-08-12 19:25:35,2020
3,active,0,True,False,0,4,True,6,6,9,2020-08-12 19:23:48+00:00,True,2,2020-08-12 19:25:35,2020
4,active,0,True,False,0,4,True,7,7,10,2020-08-12 19:12:44+00:00,True,1,2020-08-12 19:25:35,2020
5,active,0,True,False,0,10,True,8,8,9,2020-08-12 19:10:52+00:00,True,0,2020-08-12 19:25:35,2020
6,active,0,True,False,0,8,True,9,9,6,2020-08-12 19:00:09+00:00,True,1,2020-08-12 19:25:35,2020
7,active,0,True,False,0,5,True,10,10,6,2020-08-12 19:18:18+00:00,True,0,2020-08-12 19:25:35,2020
8,active,0,True,False,0,1,True,11,11,13,2020-08-12 19:14:25+00:00,True,1,2020-08-12 19:25:35,2020
9,active,0,True,True,0,4,True,12,12,14,2020-08-12 19:20:54+00:00,True,0,2020-08-12 19:25:35,2020
10,active,0,True,False,0,16,True,13,13,3,2020-08-12 19:21:56+00:00,True,0,2020-08-12 19:25:35,2020
11,active,0,True,False,0,10,True,14,14,15,2020-08-12 19:16:56+00:00,True,0,2020-08-12 19:25:35,2020
12,active,0,True,False,0,5,True,15,15,10,2020-08-12 19:22:54+00:00,True,0,2020-08-12 19:25:35,2020
13,active,0,True,True,0,16,True,16,16,3,2020-08-12 19:04:33+00:00,True,0,2020-08-12 19:25:35,2020
14,active,0,True,False,0,12,True,17,17,2,2020-08-12 19:16:35+00:00,True,1,2020-08-12 19:25:35,2020
15,active,0,True,False,0,12,True,19,19,3,2020-08-12 19:15:03+00:00,True,0,2020-08-12 19:25:35,2020
16,active,0,True,True,0,12,True,20,20,11,2020-08-12 19:14:27+00:00,True,0,2020-08-12 19:25:35,2020
17,active,0,True,True,0,4,True,21,21,14,2020-08-12 19:22:19+00:00,True,0,2020-08-12 19:25:35,2020
18,active,0,True,True,0,36,True,22,22,11,2020-08-12 19:16:56+00:00,True,0,2020-08-12 19:25:35,2020
19,active,0,True,False,0,5,True,23,23,16,2020-08-12 19:21:24+00:00,True,0,2020-08-12 19:25:35,2020
20,active,0,True,False,0,8,True,24,24,10,2020-08-12 19:18:47+00:00,True,1,2020-08-12 19:25:35,2020
21,active,0,True,False,0,13,True,25,25,1,2020-08-12 19:15:56+00:00,True,1,2020-08-12 19:25:35,2020
22,active,0,True,False,0,2,True,26,26,13,2020-08-12 18:47:09+00:00,True,0,2020-08-12 19:25:35,2020
23,active,0,True,False,0,9,True,27,27,13,2020-08-12 18:51:01+00:00,True,1,2020-08-12 19:25:35,2020
24,active,0,True,False,0,4,True,29,29,11,2020-08-12 17:50:54+00:00,True,0,2020-08-12 19:25:35,2020
25,active,0,True,False,0,4,True,30,30,11,2020-08-12 19:05:06+00:00,True,0,2020-08-12 19:25:35,2020
26,active,0,True,True,0,13,True,31,31,6,2020-08-12 18:41:47+00:00,True,0,2020-08-12 19:25:35,2020
27,active,0,True,False,0,0,True,32,32,14,2020-08-12 19:22:59+00:00,True,1,2020-08-12 19:25:35,2020
28,active,0,True,False,0,20,True,33,33,7,2020-08-12 19:24:57+00:00,True,0,2020-08-12 19:25:35,2020
29,active,0,True,False,0,4,True,35,35,19,2020-08-12 19:07:54+00:00,True,0,2020-08-12 19:25:35,2020
30,active,0,True,True,0,23,True,36,36,10,2020-08-12 19:21:22+00:00,True,0,2020-08-12 19:25:35,2020
31,active,0,True,True,0,15,True,37,37,0,2020-08-12 18:30:37+00:00,True,0,2020-08-12 19:25:35,2020
32,active,0,True,False,0,11,True,39,39,10,2020-08-12 19:16:35+00:00,True,2,2020-08-12 19:25:35,2020
33,active,0,True,False,0,12,True,40,40,6,2020-08-12 19:21:41+00:00,True,1,2020-08-12 19:25:35,2020
34,active,0,True,True,0,20,True,41,41,7,2020-08-12 19:22:51+00:00,True,0,2020-08-12 19:25:35,2020
35,active,0,True,False,0,7,True,42,42,16,2020-08-12 19:12:33+00:00,True,0,2020-08-12 19:25:35,2020
36,active,0,True,True,0,2,True,43,43,13,2020-08-12 19:23:05+00:00,True,0,2020-08-12 19:25:35,2020
37,active,0,True,False,0,18,True,44,44,5,2020-08-12 19:25:24+00:00,True,0,2020-08-12 19:25:35,2020
38,active,0,True,False,0,11,True,46,46,6,2020-08-12 19:18:18+00:00,True,2,2020-08-12 19:25:35,2020
39,active,0,True,True,0,15,True,47,47,4,2020-08-12 19:04:42+00:00,True,0,2020-08-12 19:25:35,2020
40,active,0,True,False,0,12,True,48,48,7,2020-08-12 19:18:48+00:00,True,0,2020-08-12 19:25:35,2020
41,active,0,True,False,0,1,True,49,49,17,2020-08-12 18:55:24+00:00,True,0,2020-08-12 19:25:35,2020
42,active,0,True,True,0,0,True,50,50,15,2020-08-12 19:19:36+00:00,True,0,2020-08-12 19:25:35,2020
43,active,0,True,False,0,8,True,51,51,7,2020-08-12 19:14:10+00:00,True,0,2020-08-12 19:25:35,2020
44,active,0,True,True,0,10,True,52,52,13,2020-08-12 19:22:28+00:00,True,0,2020-08-12 19:25:35,2020
45,active,0,True,False,0,7,True,53,53,12,2020-08-12 19:23:33+00:00,True,0,2020-08-12 19:25:35,2020
46,active,0,True,False,0,8,True,54,54,7,2020-08-12 19:23:29+00:00,True,0,2020-08-12 19:25:35,2020
47,active,0,True,False,0,11,True,55,55,4,2020-08-12 19:07:25+00:00,True,0,2020-08-12 19:25:35,2020
48,active,0,True,True,0,9,True,56,56,8,2020-08-12 19:14:54+00:00,True,1,2020-08-12 19:25:35,2020
49,active,0,True,True,0,3,True,57,57,11,2020-08-12 19:24:00+00:00,True,0,2020-08-12 19:25:35,2020
50,active,0,True,True,0,6,True,58,58,9,2020-08-12 19:21:07+00:00,True,4,2020-08-12 19:25:35,2020
51,active,0,True,True,0,14,True,59,59,5,2020-08-12 19:16:16+00:00,True,0,2020-08-12 19:25:35,2020
52,active,0,True,False,0,17,True,60,60,2,2020-08-12 19:23:38+00:00,True,0,2020-08-12 19:25:35,2020
53,active,0,True,False,0,2,True,61,61,15,2020-08-12 19:13:40+00:00,True,2,2020-08-12 19:25:35,2020
54,active,0,True,False,0,13,True,63,63,2,2020-08-12 18:31:36+00:00,True,0,2020-08-12 19:25:35,2020
55,active,0,True,False,0,15,True,64,64,4,2020-08-12 19:20:59+00:00,True,0,2020-08-12 19:25:35,2020
56,active,0,True,False,0,22,True,65,65,1,2020-08-12 18:57:19+00:00,True,0,2020-08-12 19:25:35,2020
57,active,0,True,False,0,13,True,66,66,2,2020-08-12 19:12:12+00:00,True,0,2020-08-12 19:25:35,2020
58,active,0,True,True,0,17,True,67,67,10,2020-08-12 19:03:39+00:00,True,0,2020-08-12 19:25:35,2020
59,active,0,True,True,0,4,True,68,68,15,2020-08-12 18:59:13+00:00,True,0,2020-08-12 19:25:35,2020
60,active,0,True,True,0,18,True,69,69,1,2020-08-12 19:21:19+00:00,True,0,2020-08-12 19:25:35,2020
61,active,0,True,False,0,4,True,70,70,18,2020-08-12 19:24:07+00:00,True,1,2020-08-12 19:25:35,2020
62,active,0,True,False,0,5,True,71,71,18,2020-08-12 18:58:38+00:00,True,0,2020-08-12 19:25:35,2020
63,active,0,True,False,0,10,True,72,72,13,2020-08-12 19:23:15+00:00,True,0,2020-08-12 19:25:35,2020
64,active,0,True,False,0,1,True,73,73,13,2020-08-12 19:16:28+00:00,True,1,2020-08-12 19:25:35,2020
65,active,0,True,True,0,8,True,74,74,10,2020-08-12 19:09:14+00:00,True,1,2020-08-12 19:25:35,2020
66,active,0,True,False,0,13,True,75,75,2,2020-08-12 19:07:49+00:00,True,0,2020-08-12 19:25:35,2020
67,active,0,True,False,0,1,True,76,76,16,2020-08-12 19:18:55+00:00,True,0,2020-08-12 19:25:35,2020
68,active,0,True,False,0,5,True,77,77,9,2020-08-12 18:57:51+00:00,True,1,2020-08-12 19:25:35,2020
69,active,0,True,False,0,7,True,78,78,12,2020-08-12 19:17:48+00:00,True,0,2020-08-12 19:25:35,2020
70,active,0,True,False,0,15,True,79,79,3,2020-08-12 19:16:40+00:00,True,1,2020-08-12 19:25:35,2020
71,active,0,True,False,0,2,True,80,80,33,2020-08-12 19:21:21+00:00,True,0,2020-08-12 19:25:35,2020
72,active,0,True,False,0,0,True,81,81,19,2020-08-12 19:22:22+00:00,True,0,2020-08-12 19:25:35,2020
73,active,0,True,False,0,9,True,82,82,6,2020-08-12 19:05:05+00:00,True,0,2020-08-12 19:25:35,2020
74,active,0,True,False,0,7,True,84,84,8,2020-08-12 19:20:35+00:00,True,0,2020-08-12 19:25:35,2020
75,active,0,True,False,0,4,True,85,85,14,2020-08-12 19:20:00+00:00,True,1,2020-08-12 19:25:35,2020
76,active,0,True,False,0,12,True,86,86,7,2020-08-12 18:26:49+00:00,True,0,2020-08-12 19:25:35,2020
77,active,0,True,False,0,9,True,87,87,6,2020-08-12 18:59:41+00:00,True,0,2020-08-12 19:25:35,2020
78,active,0,True,False,0,13,True,89,89,6,2020-08-12 19:19:25+00:00,True,0,2020-08-12 19:25:35,2020
79,active,0,True,False,0,6,True,90,90,12,2020-08-12 19:05:07+00:00,True,1,2020-08-12 19:25:35,2020
80,active,0,True,False,0,5,True,91,91,14,2020-08-12 19:19:48+00:00,True,0,2020-08-12 19:25:35,2020
81,active,0,True,False,0,10,True,92,92,8,2020-08-12 18:07:58+00:00,True,1,2020-08-12 19:25:35,2020
82,active,0,True,False,0,2,True,93,93,11,2020-08-12 19:12:31+00:00,True,2,2020-08-12 19:25:35,2020
83,active,0,True,False,0,9,True,94,94,2,2020-08-12 18:49:39+00:00,True,0,2020-08-12 19:25:35,2020
84,active,0,True,False,0,13,True,95,95,2,2020-08-12 19:23:46+00:00,True,0,2020-08-12 19:25:35,2020
85,active,0,True,False,0,13,True,96,96,6,2020-08-12 19:24:54+00:00,True,0,2020-08-12 19:25:35,2020
86,active,0,True,False,0,12,True,97,97,6,2020-08-12 18:25:07+00:00,True,1,2020-08-12 19:25:35,2020
87,active,0,True,False,0,6,True,98,98,17,2020-08-12 19:14:44+00:00,True,0,2020-08-12 19:25:35,2020
88,active,0,True,False,0,9,True,99,99,6,2020-08-12 17:26:10+00:00,True,0,2020-08-12 19:25:35,2020
89,active,0,True,True,0,3,True,100,100,22,2020-08-12 18:00:47+00:00,True,0,2020-08-12 19:25:35,2020
90,active,0,True,False,0,5,True,101,101,10,2020-08-12 19:18:32+00:00,True,0,2020-08-12 19:25:35,2020
91,active,0,True,False,0,15,True,102,102,0,2020-08-12 19:24:05+00:00,True,0,2020-08-12 19:25:35,2020
