,eightd_has_available_keys,num_docks_disabled,is_renting,num_docks_available,is_installed,num_ebikes_available,legacy_id,last_reported,is_returning,station_status,num_bikes_available,station_id,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,True,11,True,0,3,2020-07-29 18:53:03+00:00,True,active,2,3,2,,,2020-07-29 18:55:40,2020
1,False,0,True,9,True,0,4,2020-07-29 18:44:13+00:00,True,active,10,4,0,,,2020-07-29 18:55:40,2020
2,False,0,True,8,True,0,5,2020-07-29 18:40:18+00:00,True,active,6,5,1,,,2020-07-29 18:55:40,2020
3,False,0,True,4,True,0,6,2020-07-29 18:47:50+00:00,True,active,11,6,0,,,2020-07-29 18:55:40,2020
4,False,0,True,10,True,0,7,2020-07-29 18:19:18+00:00,True,active,5,7,0,,,2020-07-29 18:55:40,2020
5,False,0,True,13,True,0,8,2020-07-29 18:46:34+00:00,True,active,5,8,1,,,2020-07-29 18:55:40,2020
6,False,0,True,10,True,0,9,2020-07-29 18:41:22+00:00,True,active,3,9,2,,,2020-07-29 18:55:40,2020
7,False,0,True,6,True,0,10,2020-07-29 18:25:29+00:00,True,active,4,10,1,,,2020-07-29 18:55:40,2020
8,False,0,True,3,True,0,11,2020-07-29 18:54:28+00:00,True,active,10,11,2,"{'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 50, 'off_dock_count': 50, 'valet_revision': 69, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 18:55:40,2020
9,True,0,True,8,True,0,12,2020-07-29 18:21:11+00:00,True,active,9,12,1,,,2020-07-29 18:55:40,2020
10,False,0,True,9,True,0,13,2020-07-29 18:54:02+00:00,True,active,10,13,0,,,2020-07-29 18:55:40,2020
11,False,0,True,9,True,0,14,2020-07-29 18:47:15+00:00,True,active,16,14,0,,,2020-07-29 18:55:40,2020
12,False,0,True,6,True,0,15,2020-07-29 18:31:18+00:00,True,active,9,15,0,,,2020-07-29 18:55:40,2020
13,True,0,True,13,True,0,16,2020-07-29 18:54:33+00:00,True,active,5,16,1,,,2020-07-29 18:55:40,2020
14,False,0,True,1,True,0,17,2020-07-29 18:08:58+00:00,True,active,14,17,0,,,2020-07-29 18:55:40,2020
15,False,0,True,9,True,0,19,2020-07-29 18:54:21+00:00,True,active,6,19,0,,,2020-07-29 18:55:40,2020
16,True,0,True,16,True,0,20,2020-07-29 18:50:02+00:00,True,active,6,20,1,,,2020-07-29 18:55:40,2020
17,False,0,True,14,True,0,21,2020-07-29 18:51:48+00:00,True,active,4,21,0,,,2020-07-29 18:55:40,2020
