,num_bikes_available,is_renting,eightd_has_available_keys,num_docks_available,station_status,legacy_id,is_returning,num_ebikes_available,is_installed,last_reported,num_bikes_disabled,station_id,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,True,True,14,active,3,True,0,True,2020-07-29 02:12:16+00:00,0,3,0,,,2020-07-29 02:19:10,2020
1,14,True,False,5,active,4,True,0,True,2020-07-29 01:16:55+00:00,0,4,0,,,2020-07-29 02:19:10,2020
2,6,True,False,9,active,5,True,0,True,2020-07-29 01:45:19+00:00,0,5,0,,,2020-07-29 02:19:10,2020
3,6,True,False,9,active,6,True,0,True,2020-07-29 02:11:53+00:00,0,6,0,,,2020-07-29 02:19:10,2020
4,1,True,False,14,active,7,True,0,True,2020-07-29 01:18:59+00:00,0,7,0,,,2020-07-29 02:19:10,2020
5,16,True,False,2,active,8,True,0,True,2020-07-29 01:58:54+00:00,1,8,0,,,2020-07-29 02:19:10,2020
6,0,True,False,14,active,9,True,0,True,2020-07-29 01:26:58+00:00,1,9,0,,,2020-07-29 02:19:10,2020
7,10,True,False,1,active,10,True,0,True,2020-07-29 02:06:42+00:00,0,10,0,,,2020-07-29 02:19:10,2020
8,7,True,False,6,active,11,True,0,True,2020-07-29 02:02:42+00:00,2,11,0,"{'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 2, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 02:19:10,2020
9,7,True,True,11,active,12,True,0,True,2020-07-29 02:00:11+00:00,0,12,0,,,2020-07-29 02:19:10,2020
10,2,True,False,17,active,13,True,0,True,2020-07-29 00:20:47+00:00,0,13,0,,,2020-07-29 02:19:10,2020
11,0,True,False,25,active,14,True,0,True,2020-07-29 01:55:26+00:00,0,14,0,,,2020-07-29 02:19:10,2020
12,7,True,False,8,active,15,True,0,True,2020-07-29 01:49:52+00:00,0,15,0,,,2020-07-29 02:19:10,2020
13,7,True,True,10,active,16,True,0,True,2020-07-29 01:12:37+00:00,2,16,0,,,2020-07-29 02:19:10,2020
14,8,True,False,7,active,17,True,0,True,2020-07-29 02:12:02+00:00,0,17,0,,,2020-07-29 02:19:10,2020
15,10,True,False,5,active,19,True,0,True,2020-07-29 02:12:44+00:00,0,19,0,,,2020-07-29 02:19:10,2020
16,16,True,True,7,active,20,True,0,True,2020-07-29 02:08:10+00:00,0,20,0,,,2020-07-29 02:19:10,2020
17,6,True,True,10,active,21,True,0,True,2020-07-29 01:05:47+00:00,2,21,0,,,2020-07-29 02:19:10,2020
18,2,True,False,45,active,22,True,0,True,2020-07-29 01:34:26+00:00,0,22,0,,,2020-07-29 02:19:10,2020
19,2,True,True,19,active,23,True,0,True,2020-07-29 02:11:28+00:00,0,23,0,,,2020-07-29 02:19:10,2020
20,1,True,False,18,active,24,True,0,True,2020-07-29 01:59:15+00:00,0,24,0,,,2020-07-29 02:19:10,2020
21,14,True,False,1,active,25,True,0,True,2020-07-29 01:52:19+00:00,0,25,0,,,2020-07-29 02:19:10,2020
22,11,True,False,4,active,26,True,0,True,2020-07-29 01:34:00+00:00,0,26,0,,,2020-07-29 02:19:10,2020
23,8,True,False,15,active,27,True,0,True,2020-07-29 02:12:53+00:00,0,27,0,,,2020-07-29 02:19:10,2020
24,9,True,False,6,active,29,True,0,True,2020-07-29 01:16:11+00:00,0,29,0,,,2020-07-29 02:19:10,2020
25,1,True,False,14,active,30,True,0,True,2020-07-29 01:52:27+00:00,0,30,0,,,2020-07-29 02:19:10,2020
26,4,True,True,14,active,31,True,0,True,2020-07-29 01:23:08+00:00,1,31,0,,,2020-07-29 02:19:10,2020
27,3,True,False,12,active,32,True,0,True,2020-07-29 02:10:04+00:00,0,32,0,,,2020-07-29 02:19:10,2020
28,5,True,False,20,active,33,True,0,True,2020-07-29 02:12:00+00:00,2,33,0,,,2020-07-29 02:19:10,2020
29,2,True,False,20,active,35,True,0,True,2020-07-29 01:27:12+00:00,1,35,0,,,2020-07-29 02:19:10,2020
30,15,True,True,16,active,36,True,0,True,2020-07-29 02:03:04+00:00,2,36,0,,,2020-07-29 02:19:10,2020
