,num_docks_disabled,num_bikes_available,station_id,num_bikes_disabled,is_installed,eightd_has_available_keys,legacy_id,num_ebikes_available,station_status,is_renting,is_returning,last_reported,num_docks_available,timestamp_of_data_read_request,year_station_last_reported
0,0,0,3,0,True,False,3,0,active,True,True,2020-08-13 05:29:06+00:00,15,2020-08-13 08:21:55,2020
1,0,19,4,0,True,False,4,0,active,True,True,2020-08-13 03:53:52+00:00,0,2020-08-13 08:21:55,2020
2,0,5,5,0,True,False,5,0,active,True,True,2020-08-13 04:57:56+00:00,10,2020-08-13 08:21:55,2020
3,0,2,6,1,True,False,6,0,active,True,True,2020-08-13 04:51:58+00:00,12,2020-08-13 08:21:55,2020
4,0,0,7,0,True,False,7,0,active,True,True,2020-08-13 04:04:59+00:00,15,2020-08-13 08:21:55,2020
5,0,16,8,0,True,False,8,0,active,True,True,2020-08-13 06:21:21+00:00,3,2020-08-13 08:21:55,2020
6,0,14,9,1,True,False,9,0,active,True,True,2020-08-13 03:58:51+00:00,0,2020-08-13 08:21:55,2020
7,0,3,10,0,True,False,10,0,active,True,True,2020-08-13 03:15:42+00:00,8,2020-08-13 08:21:55,2020
8,0,10,11,2,True,False,11,0,active,True,True,2020-08-13 06:32:25+00:00,3,2020-08-13 08:21:55,2020
9,0,11,12,0,True,True,12,0,active,True,True,2020-08-13 08:21:09+00:00,7,2020-08-13 08:21:55,2020
10,0,3,13,0,True,False,13,0,active,True,True,2020-08-13 04:34:37+00:00,16,2020-08-13 08:21:55,2020
11,0,0,14,0,True,False,14,0,active,True,True,2020-08-13 04:17:08+00:00,25,2020-08-13 08:21:55,2020
12,0,13,15,0,True,False,15,0,active,True,True,2020-08-13 03:58:02+00:00,2,2020-08-13 08:21:55,2020
13,0,13,16,0,True,True,16,0,active,True,True,2020-08-13 07:05:12+00:00,6,2020-08-13 08:21:55,2020
14,0,2,17,1,True,False,17,0,active,True,True,2020-08-13 06:14:24+00:00,12,2020-08-13 08:21:55,2020
15,0,7,19,1,True,False,19,0,active,True,True,2020-08-13 06:52:54+00:00,7,2020-08-13 08:21:55,2020
16,0,14,20,0,True,True,20,0,active,True,True,2020-08-13 04:18:40+00:00,9,2020-08-13 08:21:55,2020
17,0,8,21,0,True,True,21,0,active,True,True,2020-08-13 05:45:26+00:00,10,2020-08-13 08:21:55,2020
18,0,0,22,0,True,True,22,0,active,True,True,2020-08-13 07:57:27+00:00,47,2020-08-13 08:21:55,2020
19,0,0,23,0,True,False,23,0,active,True,True,2020-08-13 03:17:16+00:00,21,2020-08-13 08:21:55,2020
20,0,10,24,1,True,False,24,0,active,True,True,2020-08-13 07:17:50+00:00,8,2020-08-13 08:21:55,2020
21,0,13,25,1,True,False,25,0,active,True,True,2020-08-13 05:42:12+00:00,1,2020-08-13 08:21:55,2020
22,0,13,26,0,True,False,26,0,active,True,True,2020-08-13 06:11:09+00:00,2,2020-08-13 08:21:55,2020
23,0,21,27,1,True,False,27,0,active,True,True,2020-08-13 05:15:08+00:00,1,2020-08-13 08:21:55,2020
24,0,7,29,0,True,False,29,0,active,True,True,2020-08-13 03:16:26+00:00,8,2020-08-13 08:21:55,2020
25,0,6,30,1,True,False,30,0,active,True,True,2020-08-13 05:58:42+00:00,8,2020-08-13 08:21:55,2020
26,0,2,31,0,True,True,31,0,active,True,True,2020-08-13 03:16:23+00:00,17,2020-08-13 08:21:55,2020
27,0,4,32,0,True,False,32,0,active,True,True,2020-08-13 07:51:57+00:00,11,2020-08-13 08:21:55,2020
28,0,10,33,0,True,False,33,0,active,True,True,2020-08-13 04:27:11+00:00,17,2020-08-13 08:21:55,2020
29,0,8,35,0,True,False,35,0,active,True,True,2020-08-13 05:19:01+00:00,15,2020-08-13 08:21:55,2020
30,0,2,36,0,True,True,36,0,active,True,True,2020-08-13 04:56:59+00:00,31,2020-08-13 08:21:55,2020
31,0,5,37,0,True,True,37,0,active,True,True,2020-08-13 03:39:24+00:00,10,2020-08-13 08:21:55,2020
32,0,20,39,0,True,False,39,0,active,True,True,2020-08-13 04:53:24+00:00,3,2020-08-13 08:21:55,2020
33,0,13,40,2,True,False,40,0,active,True,True,2020-08-13 05:58:00+00:00,4,2020-08-13 08:21:55,2020
34,0,18,41,0,True,True,41,0,active,True,True,2020-08-13 06:16:43+00:00,9,2020-08-13 08:21:55,2020
35,0,12,42,1,True,False,42,0,active,True,True,2020-08-13 08:06:47+00:00,10,2020-08-13 08:21:55,2020
36,0,10,43,0,True,True,43,0,active,True,True,2020-08-13 04:22:39+00:00,5,2020-08-13 08:21:55,2020
37,0,4,44,0,True,False,44,0,active,True,True,2020-08-13 07:15:51+00:00,19,2020-08-13 08:21:55,2020
38,0,17,46,0,True,False,46,0,active,True,True,2020-08-13 08:09:34+00:00,2,2020-08-13 08:21:55,2020
39,0,16,47,0,True,True,47,0,active,True,True,2020-08-13 08:04:03+00:00,3,2020-08-13 08:21:55,2020
40,0,0,48,0,True,False,48,0,active,True,True,2020-08-13 04:03:53+00:00,19,2020-08-13 08:21:55,2020
41,0,8,49,0,True,False,49,0,active,True,True,2020-08-13 04:30:45+00:00,10,2020-08-13 08:21:55,2020
42,0,0,50,0,True,True,50,0,active,True,True,2020-08-13 03:25:11+00:00,15,2020-08-13 08:21:55,2020
43,0,2,51,0,True,False,51,0,active,True,True,2020-08-13 07:44:00+00:00,13,2020-08-13 08:21:55,2020
44,0,21,52,0,True,True,52,0,active,True,True,2020-08-13 08:19:56+00:00,2,2020-08-13 08:21:55,2020
45,0,10,53,1,True,False,53,0,active,True,True,2020-08-13 07:52:31+00:00,8,2020-08-13 08:21:55,2020
46,0,6,54,0,True,False,54,0,active,True,True,2020-08-13 04:02:05+00:00,9,2020-08-13 08:21:55,2020
47,0,7,55,0,True,False,55,0,active,True,True,2020-08-13 05:36:06+00:00,8,2020-08-13 08:21:55,2020
48,0,6,56,1,True,True,56,0,active,True,True,2020-08-13 03:17:02+00:00,11,2020-08-13 08:21:55,2020
49,0,13,57,1,True,True,57,0,active,True,True,2020-08-13 03:16:33+00:00,0,2020-08-13 08:21:55,2020
50,0,6,58,1,True,True,58,0,active,True,True,2020-08-13 04:01:30+00:00,12,2020-08-13 08:21:55,2020
51,0,1,59,0,True,True,59,0,active,True,True,2020-08-13 04:39:51+00:00,18,2020-08-13 08:21:55,2020
52,0,3,60,0,True,False,60,0,active,True,True,2020-08-13 06:37:55+00:00,16,2020-08-13 08:21:55,2020
53,0,4,61,0,True,False,61,0,active,True,True,2020-08-13 05:32:01+00:00,15,2020-08-13 08:21:55,2020
54,0,4,63,0,True,False,63,0,active,True,True,2020-08-13 03:22:10+00:00,11,2020-08-13 08:21:55,2020
55,0,13,64,0,True,False,64,0,active,True,True,2020-08-13 04:04:08+00:00,6,2020-08-13 08:21:55,2020
56,0,1,65,0,True,False,65,0,active,True,True,2020-08-13 03:15:46+00:00,22,2020-08-13 08:21:55,2020
57,0,14,66,1,True,False,66,0,active,True,True,2020-08-13 03:15:13+00:00,0,2020-08-13 08:21:55,2020
58,0,0,67,0,True,True,67,0,active,True,True,2020-08-13 06:15:11+00:00,27,2020-08-13 08:21:55,2020
59,0,3,68,1,True,True,68,0,active,True,True,2020-08-13 06:15:13+00:00,15,2020-08-13 08:21:55,2020
60,0,11,69,0,True,True,69,0,active,True,True,2020-08-13 08:17:01+00:00,8,2020-08-13 08:21:55,2020
61,0,9,70,1,True,False,70,0,active,True,True,2020-08-13 06:34:47+00:00,13,2020-08-13 08:21:55,2020
62,0,22,71,0,True,False,71,0,active,True,True,2020-08-13 05:00:53+00:00,1,2020-08-13 08:21:55,2020
63,0,2,72,0,True,False,72,0,active,True,True,2020-08-13 04:00:37+00:00,21,2020-08-13 08:21:55,2020
64,0,0,73,1,True,False,73,0,active,True,True,2020-08-13 03:32:01+00:00,14,2020-08-13 08:21:55,2020
65,0,4,74,3,True,True,74,0,active,True,True,2020-08-13 06:04:27+00:00,12,2020-08-13 08:21:55,2020
66,0,12,75,0,True,False,75,0,active,True,True,2020-08-13 03:39:40+00:00,3,2020-08-13 08:21:55,2020
67,0,17,76,0,True,False,76,0,active,True,True,2020-08-13 04:23:47+00:00,0,2020-08-13 08:21:55,2020
68,0,13,77,1,True,False,77,0,active,True,True,2020-08-13 03:15:35+00:00,1,2020-08-13 08:21:55,2020
69,0,15,78,0,True,False,78,0,active,True,True,2020-08-13 07:31:08+00:00,4,2020-08-13 08:21:55,2020
70,0,11,79,2,True,False,79,0,active,True,True,2020-08-13 03:17:14+00:00,6,2020-08-13 08:21:55,2020
71,0,1,80,0,True,False,80,0,active,True,True,2020-08-13 03:59:19+00:00,34,2020-08-13 08:21:55,2020
72,0,11,81,2,True,False,81,0,active,True,True,2020-08-13 07:04:11+00:00,6,2020-08-13 08:21:55,2020
73,0,5,82,0,True,False,82,0,active,True,True,2020-08-13 08:19:31+00:00,10,2020-08-13 08:21:55,2020
74,0,3,84,0,True,False,84,0,active,True,True,2020-08-13 05:34:39+00:00,12,2020-08-13 08:21:55,2020
75,0,0,85,0,True,False,85,0,active,True,True,2020-08-13 08:08:32+00:00,19,2020-08-13 08:21:55,2020
76,0,2,86,0,True,False,86,0,active,True,True,2020-08-13 04:34:57+00:00,17,2020-08-13 08:21:55,2020
77,0,15,87,0,True,False,87,0,active,True,True,2020-08-13 04:24:36+00:00,0,2020-08-13 08:21:55,2020
78,0,10,89,1,True,False,89,0,active,True,True,2020-08-13 06:58:36+00:00,8,2020-08-13 08:21:55,2020
79,0,12,90,0,True,False,90,0,active,True,True,2020-08-13 04:08:59+00:00,7,2020-08-13 08:21:55,2020
80,0,2,91,1,True,False,91,0,active,True,True,2020-08-13 05:33:03+00:00,16,2020-08-13 08:21:55,2020
81,0,8,92,1,True,False,92,0,active,True,True,2020-08-13 03:16:38+00:00,10,2020-08-13 08:21:55,2020
82,0,13,93,2,True,False,93,0,active,True,True,2020-08-13 03:15:19+00:00,0,2020-08-13 08:21:55,2020
83,0,4,94,0,True,False,94,0,active,True,True,2020-08-13 08:13:13+00:00,7,2020-08-13 08:21:55,2020
84,0,6,95,0,True,False,95,0,active,True,True,2020-08-13 04:38:06+00:00,9,2020-08-13 08:21:55,2020
85,0,14,96,0,True,False,96,0,active,True,True,2020-08-13 04:20:25+00:00,5,2020-08-13 08:21:55,2020
86,0,15,97,1,True,False,97,0,active,True,True,2020-08-13 05:51:19+00:00,3,2020-08-13 08:21:55,2020
