,legacy_id,eightd_has_available_keys,num_bikes_available,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,is_installed,last_reported,station_id,is_renting,num_docks_available,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
195,225,False,5,0,0,True,0,True,2020-08-07 00:44:13+00:00,225,True,14,active,,,2020-08-07 00:57:30,2020
196,226,False,4,0,0,True,0,True,2020-08-07 00:37:03+00:00,226,True,11,active,,,2020-08-07 00:57:30,2020
197,227,False,8,1,0,True,0,True,2020-08-07 00:31:13+00:00,227,True,10,active,,,2020-08-07 00:57:30,2020
198,228,False,3,1,0,True,0,True,2020-08-07 00:05:30+00:00,228,True,15,active,,,2020-08-07 00:57:30,2020
199,232,False,1,0,0,True,0,True,2020-08-06 23:51:16+00:00,232,True,10,active,,,2020-08-07 00:57:30,2020
200,233,False,7,0,0,True,0,True,2020-08-07 00:49:54+00:00,233,True,8,active,,,2020-08-07 00:57:30,2020
201,234,False,7,1,0,True,0,True,2020-08-07 00:51:02+00:00,234,True,7,active,,,2020-08-07 00:57:30,2020
202,235,False,2,1,0,True,0,True,2020-08-07 00:49:50+00:00,235,True,12,active,,,2020-08-07 00:57:30,2020
203,236,False,12,0,0,True,0,True,2020-08-07 00:12:52+00:00,236,True,3,active,,,2020-08-07 00:57:30,2020
204,239,False,12,0,0,True,0,True,2020-08-07 00:53:54+00:00,239,True,3,active,,,2020-08-07 00:57:30,2020
205,255,False,12,0,0,True,0,True,2020-08-06 08:38:19+00:00,255,True,3,active,,,2020-08-07 00:57:30,2020
206,258,False,12,0,0,True,0,True,2020-08-07 00:55:35+00:00,258,True,3,active,,,2020-08-07 00:57:30,2020
207,259,False,2,0,0,True,0,True,2020-08-06 12:36:54+00:00,259,True,13,active,,,2020-08-07 00:57:30,2020
208,260,False,9,0,0,False,0,True,2020-08-06 20:43:38+00:00,260,False,6,active,,,2020-08-07 00:57:30,2020
209,271,False,8,0,0,True,0,True,2020-08-06 23:47:46+00:00,271,True,7,active,,,2020-08-07 00:57:30,2020
210,272,False,4,0,0,True,0,True,2020-08-06 22:38:32+00:00,272,True,15,active,,,2020-08-07 00:57:30,2020
