,eightd_has_available_keys,num_bikes_disabled,num_docks_available,is_installed,is_renting,station_status,station_id,num_bikes_available,legacy_id,num_ebikes_available,is_returning,last_reported,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,12,True,True,active,3,3,3,0,True,2020-07-31 00:12:42+00:00,0,,,2020-07-31 00:14:05,2020
1,False,0,3,True,True,active,4,16,4,0,True,2020-07-30 23:53:49+00:00,0,,,2020-07-31 00:14:05,2020
2,False,0,3,True,True,active,5,12,5,0,True,2020-07-31 00:12:22+00:00,0,,,2020-07-31 00:14:05,2020
3,False,0,9,True,True,active,6,6,6,0,True,2020-07-31 00:08:50+00:00,0,,,2020-07-31 00:14:05,2020
4,False,1,5,True,True,active,7,9,7,0,True,2020-07-31 00:06:16+00:00,0,,,2020-07-31 00:14:05,2020
5,False,2,8,True,True,active,8,9,8,0,True,2020-07-31 00:13:53+00:00,0,,,2020-07-31 00:14:05,2020
6,False,0,6,True,True,active,9,9,9,0,True,2020-07-31 00:13:49+00:00,0,,,2020-07-31 00:14:05,2020
7,False,0,4,True,True,active,10,7,10,0,True,2020-07-31 00:08:40+00:00,0,,,2020-07-31 00:14:05,2020
8,False,0,15,True,True,active,11,0,11,0,True,2020-07-30 23:58:19+00:00,0,,,2020-07-31 00:14:05,2020
9,True,1,14,True,True,active,12,3,12,0,True,2020-07-31 00:06:57+00:00,0,,,2020-07-31 00:14:05,2020
10,False,0,19,True,True,active,13,0,13,0,True,2020-07-31 00:12:15+00:00,0,,,2020-07-31 00:14:05,2020
11,False,0,24,True,True,active,14,1,14,0,True,2020-07-31 00:13:44+00:00,0,,,2020-07-31 00:14:05,2020
12,False,1,4,True,True,active,15,10,15,0,True,2020-07-31 00:10:51+00:00,0,,,2020-07-31 00:14:05,2020
13,True,2,10,True,True,active,16,7,16,0,True,2020-07-31 00:12:07+00:00,0,,,2020-07-31 00:14:05,2020
14,False,0,9,True,True,active,17,6,17,0,True,2020-07-31 00:01:10+00:00,0,,,2020-07-31 00:14:05,2020
15,False,0,11,True,True,active,19,4,19,0,True,2020-07-31 00:08:30+00:00,0,,,2020-07-31 00:14:05,2020
16,True,0,14,True,True,active,20,9,20,0,True,2020-07-31 00:13:47+00:00,0,,,2020-07-31 00:14:05,2020
17,True,0,17,True,True,active,21,1,21,0,True,2020-07-31 00:08:39+00:00,0,,,2020-07-31 00:14:05,2020
18,True,0,39,True,True,active,22,8,22,0,True,2020-07-30 23:31:04+00:00,0,,,2020-07-31 00:14:05,2020
19,True,0,19,True,True,active,23,2,23,0,True,2020-07-31 00:13:23+00:00,0,,,2020-07-31 00:14:05,2020
20,False,1,0,True,True,active,24,18,24,0,True,2020-07-31 00:07:18+00:00,0,,,2020-07-31 00:14:05,2020
21,False,0,6,True,True,active,25,9,25,0,True,2020-07-30 23:45:07+00:00,0,,,2020-07-31 00:14:05,2020
22,False,2,10,True,True,active,26,3,26,0,True,2020-07-30 23:56:27+00:00,0,,,2020-07-31 00:14:05,2020
23,False,2,7,True,True,active,27,14,27,0,True,2020-07-30 23:57:45+00:00,0,,,2020-07-31 00:14:05,2020
24,False,0,6,True,True,active,29,9,29,0,True,2020-07-30 21:18:48+00:00,0,,,2020-07-31 00:14:05,2020
