,eightd_has_available_keys,num_bikes_disabled,num_docks_available,is_installed,is_renting,station_status,station_id,num_bikes_available,legacy_id,num_ebikes_available,is_returning,last_reported,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,11,True,True,active,3,4,3,0,True,2020-07-31 15:26:07+00:00,0,,,2020-07-31 15:32:25,2020
1,False,0,10,True,True,active,4,9,4,0,True,2020-07-31 15:29:19+00:00,0,,,2020-07-31 15:32:25,2020
2,False,0,10,True,True,active,5,5,5,0,True,2020-07-31 15:09:36+00:00,0,,,2020-07-31 15:32:25,2020
3,False,0,6,True,True,active,6,9,6,0,True,2020-07-31 15:24:35+00:00,0,,,2020-07-31 15:32:25,2020
4,False,1,1,True,True,active,7,13,7,0,True,2020-07-31 14:41:05+00:00,0,,,2020-07-31 15:32:25,2020
5,False,2,14,True,True,active,8,3,8,0,True,2020-07-31 14:54:52+00:00,0,,,2020-07-31 15:32:25,2020
6,False,0,1,True,True,active,9,14,9,0,True,2020-07-31 14:17:03+00:00,0,,,2020-07-31 15:32:25,2020
7,False,0,2,True,True,active,10,9,10,0,True,2020-07-31 15:27:31+00:00,0,,,2020-07-31 15:32:25,2020
8,False,0,3,True,True,active,11,12,11,0,True,2020-07-31 15:27:35+00:00,0,"{'off_dock_capacity': 50, 'active': True, 'off_dock_count': 67, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 75}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 15:32:25,2020
9,True,3,12,True,True,active,12,3,12,0,True,2020-07-31 15:30:05+00:00,0,,,2020-07-31 15:32:25,2020
10,False,0,7,True,True,active,13,12,13,0,True,2020-07-31 15:13:10+00:00,0,,,2020-07-31 15:32:25,2020
11,False,0,10,True,True,active,14,15,14,0,True,2020-07-31 15:08:09+00:00,0,,,2020-07-31 15:32:25,2020
12,False,2,6,True,True,active,15,7,15,0,True,2020-07-31 15:14:28+00:00,0,,,2020-07-31 15:32:25,2020
13,True,2,17,True,True,active,16,0,16,0,True,2020-07-31 14:53:01+00:00,0,,,2020-07-31 15:32:25,2020
14,False,0,8,True,True,active,17,7,17,0,True,2020-07-31 15:06:52+00:00,0,,,2020-07-31 15:32:25,2020
15,False,0,11,True,True,active,19,4,19,0,True,2020-07-31 14:58:52+00:00,0,,,2020-07-31 15:32:25,2020
16,True,0,3,True,True,active,20,20,20,0,True,2020-07-31 15:29:00+00:00,0,,,2020-07-31 15:32:25,2020
17,True,0,8,True,True,active,21,10,21,0,True,2020-07-31 15:24:27+00:00,0,,,2020-07-31 15:32:25,2020
18,True,1,37,True,True,active,22,9,22,0,True,2020-07-31 15:24:39+00:00,0,,,2020-07-31 15:32:25,2020
19,True,0,10,True,True,active,23,11,23,0,True,2020-07-31 15:26:05+00:00,0,,,2020-07-31 15:32:25,2020
20,False,0,8,True,True,active,24,11,24,0,True,2020-07-31 15:26:05+00:00,0,,,2020-07-31 15:32:25,2020
21,False,2,5,True,True,active,25,8,25,0,True,2020-07-31 15:17:38+00:00,0,,,2020-07-31 15:32:25,2020
22,False,3,12,True,True,active,26,0,26,0,True,2020-07-31 15:18:46+00:00,0,,,2020-07-31 15:32:25,2020
23,False,2,11,True,True,active,27,10,27,0,True,2020-07-31 14:52:04+00:00,0,,,2020-07-31 15:32:25,2020
24,False,0,6,True,True,active,29,9,29,0,True,2020-07-31 15:23:08+00:00,0,,,2020-07-31 15:32:25,2020
25,False,1,2,True,True,active,30,12,30,0,True,2020-07-31 15:24:03+00:00,0,,,2020-07-31 15:32:25,2020
26,True,1,2,True,True,active,31,16,31,0,True,2020-07-31 13:25:28+00:00,0,,,2020-07-31 15:32:25,2020
27,False,3,8,True,True,active,32,4,32,0,True,2020-07-31 15:28:19+00:00,0,,,2020-07-31 15:32:25,2020
28,False,0,9,True,True,active,33,18,33,0,True,2020-07-31 15:20:03+00:00,0,,,2020-07-31 15:32:25,2020
29,False,0,3,True,True,active,35,20,35,0,True,2020-07-31 15:26:12+00:00,0,,,2020-07-31 15:32:25,2020
30,True,0,31,True,True,active,36,2,36,0,True,2020-07-31 15:10:39+00:00,0,,,2020-07-31 15:32:25,2020
31,True,0,14,True,True,active,37,1,37,0,True,2020-07-31 15:14:47+00:00,0,,,2020-07-31 15:32:25,2020
32,False,1,3,True,True,active,39,19,39,0,True,2020-07-31 15:23:03+00:00,0,,,2020-07-31 15:32:25,2020
33,False,0,2,True,True,active,40,17,40,0,True,2020-07-31 15:29:45+00:00,0,,,2020-07-31 15:32:25,2020
34,True,1,9,True,True,active,41,17,41,0,True,2020-07-31 15:30:15+00:00,0,,,2020-07-31 15:32:25,2020
35,False,0,12,True,True,active,42,11,42,0,True,2020-07-31 15:10:44+00:00,0,,,2020-07-31 15:32:25,2020
36,True,0,8,True,True,active,43,7,43,0,True,2020-07-31 15:31:06+00:00,0,,,2020-07-31 15:32:25,2020
37,False,0,2,True,True,active,44,21,44,0,True,2020-07-31 15:20:42+00:00,0,,,2020-07-31 15:32:25,2020
38,False,0,12,True,True,active,46,7,46,0,True,2020-07-31 15:30:14+00:00,0,,,2020-07-31 15:32:25,2020
39,True,0,17,True,True,active,47,2,47,0,True,2020-07-31 15:00:47+00:00,0,,,2020-07-31 15:32:25,2020
40,False,0,8,True,True,active,48,11,48,0,True,2020-07-31 14:38:42+00:00,0,,,2020-07-31 15:32:25,2020
41,False,0,13,True,True,active,49,5,49,0,True,2020-07-31 15:17:50+00:00,0,,,2020-07-31 15:32:25,2020
42,True,0,3,True,True,active,50,12,50,0,True,2020-07-31 15:07:40+00:00,0,,,2020-07-31 15:32:25,2020
43,False,2,9,True,True,active,51,4,51,0,True,2020-07-31 14:50:38+00:00,0,,,2020-07-31 15:32:25,2020
44,True,1,16,True,True,active,52,6,52,0,True,2020-07-31 15:20:44+00:00,0,,,2020-07-31 15:32:25,2020
45,False,0,17,True,True,active,53,2,53,0,True,2020-07-31 15:30:57+00:00,0,,,2020-07-31 15:32:25,2020
46,False,0,15,True,True,active,54,0,54,0,True,2020-07-31 15:02:55+00:00,0,,,2020-07-31 15:32:25,2020
47,False,0,8,True,True,active,55,7,55,0,True,2020-07-31 15:20:24+00:00,0,,,2020-07-31 15:32:25,2020
48,True,0,8,True,True,active,56,10,56,0,True,2020-07-31 14:10:51+00:00,0,,,2020-07-31 15:32:25,2020
49,True,0,7,True,True,active,57,7,57,0,True,2020-07-31 15:12:34+00:00,0,,,2020-07-31 15:32:25,2020
50,True,0,16,True,True,active,58,3,58,0,True,2020-07-31 15:25:09+00:00,0,,,2020-07-31 15:32:25,2020
51,True,0,6,True,True,active,59,13,59,0,True,2020-07-31 14:29:28+00:00,0,,,2020-07-31 15:32:25,2020
52,False,0,13,True,True,active,60,6,60,0,True,2020-07-31 15:22:51+00:00,0,"{'off_dock_capacity': 40, 'active': True, 'off_dock_count': 19, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 63}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 15:32:25,2020
53,False,0,9,True,True,active,61,10,61,0,True,2020-07-31 15:30:58+00:00,0,,,2020-07-31 15:32:25,2020
