,num_docks_available,num_docks_disabled,last_reported,num_ebikes_available,station_id,station_status,is_renting,num_bikes_disabled,is_installed,legacy_id,num_bikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,12,0,2020-07-29 23:40:17+00:00,0,3,active,True,2,True,3,1,True,True,,,2020-07-29 23:41:35,2020
1,0,0,2020-07-29 22:39:12+00:00,0,4,active,True,1,True,4,18,True,False,,,2020-07-29 23:41:35,2020
2,14,0,2020-07-29 23:37:43+00:00,0,5,active,True,0,True,5,1,True,False,,,2020-07-29 23:41:35,2020
3,11,0,2020-07-29 23:29:24+00:00,0,6,active,True,0,True,6,4,True,False,,,2020-07-29 23:41:35,2020
4,1,0,2020-07-29 23:32:27+00:00,0,7,active,True,1,True,7,13,True,False,,,2020-07-29 23:41:35,2020
5,13,0,2020-07-29 23:38:10+00:00,0,8,active,True,1,True,8,5,True,False,,,2020-07-29 23:41:35,2020
6,10,0,2020-07-29 23:39:05+00:00,0,9,active,True,1,True,9,4,True,False,,,2020-07-29 23:41:35,2020
7,10,0,2020-07-29 23:33:30+00:00,0,10,active,True,1,True,10,0,True,False,,,2020-07-29 23:41:35,2020
8,14,0,2020-07-29 23:24:59+00:00,0,11,active,True,1,True,11,0,True,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 12, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",2020-07-29 23:41:35,2020
9,1,0,2020-07-29 23:33:28+00:00,0,12,active,True,1,True,12,16,True,True,,,2020-07-29 23:41:35,2020
10,16,0,2020-07-29 23:36:16+00:00,0,13,active,True,0,True,13,3,True,False,,,2020-07-29 23:41:35,2020
11,25,0,2020-07-29 23:14:47+00:00,0,14,active,True,0,True,14,0,True,False,,,2020-07-29 23:41:35,2020
12,3,0,2020-07-29 22:53:50+00:00,0,15,active,True,0,True,15,12,True,False,,,2020-07-29 23:41:35,2020
13,9,0,2020-07-29 23:25:07+00:00,0,16,active,True,2,True,16,8,True,True,,,2020-07-29 23:41:35,2020
14,10,0,2020-07-29 23:24:35+00:00,0,17,active,True,0,True,17,5,True,False,,,2020-07-29 23:41:35,2020
15,10,0,2020-07-29 23:26:29+00:00,0,19,active,True,0,True,19,5,True,False,,,2020-07-29 23:41:35,2020
16,2,0,2020-07-29 23:21:26+00:00,0,20,active,True,1,True,20,20,True,False,,,2020-07-29 23:41:35,2020
17,17,0,2020-07-29 23:29:14+00:00,0,21,active,True,0,True,21,1,True,False,,,2020-07-29 23:41:35,2020
18,28,0,2020-07-29 23:15:28+00:00,0,22,active,True,1,True,22,18,True,True,,,2020-07-29 23:41:35,2020
19,17,0,2020-07-29 23:36:52+00:00,0,23,active,True,0,True,23,4,True,True,,,2020-07-29 23:41:35,2020
20,5,0,2020-07-29 23:19:17+00:00,0,24,active,True,0,True,24,14,True,False,,,2020-07-29 23:41:35,2020
21,4,0,2020-07-29 23:39:53+00:00,0,25,active,True,0,True,25,11,True,False,,,2020-07-29 23:41:35,2020
